"ID"	"Pathway"	"Z-score"
"hsa04510"	"Focal adhesion"	"24.283"
"hsa05200"	"Pathways in cancer"	"23.233"
"hsa04360"	"Axon guidance"	"23.113"
"hsa05205"	"Proteoglycans in cancer"	"21.499"
"hsa04015"	"Rap1 signaling pathway"	"20.502"
"hsa04014"	"Ras signaling pathway"	"20.416"
"hsa04012"	"ErbB signaling pathway"	"20.239"
"hsa04630"	"Jak-STAT signaling pathway"	"19.806"
"hsa05225"	"Hepatocellular carcinoma"	"18.603"
"hsa05206"	"MicroRNAs in cancer"	"18.582"
"hsa05226"	"Gastric cancer"	"18.43"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"18.045"
"hsa05212"	"Pancreatic cancer"	"17.574"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"17.534"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"17.083"
"hsa05165"	"Human papillomavirus infection"	"16.838"
"hsa05231"	"Choline metabolism in cancer"	"16.789"
"hsa04370"	"VEGF signaling pathway"	"16.685"
"hsa04660"	"T cell receptor signaling pathway"	"16.611"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"16.46"
"hsa04810"	"Regulation of actin cytoskeleton"	"16.317"
"hsa05210"	"Colorectal cancer"	"16.301"
"hsa05220"	"Chronic myeloid leukemia"	"16.205"
"hsa05100"	"Bacterial invasion of epithelial cells"	"16.07"
"hsa04664"	"Fc epsilon RI signaling pathway"	"15.975"
"hsa04520"	"Adherens junction"	"15.901"
"hsa04350"	"TGF-beta signaling pathway"	"15.864"
"hsa04670"	"Leukocyte transendothelial migration"	"15.841"
"hsa05224"	"Breast cancer"	"15.766"
"hsa04072"	"Phospholipase D signaling pathway"	"15.726"
"hsa04380"	"Osteoclast differentiation"	"15.605"
"hsa04722"	"Neurotrophin signaling pathway"	"15.406"
"hsa04917"	"Prolactin signaling pathway"	"15.154"
"hsa04919"	"Thyroid hormone signaling pathway"	"15.108"
"hsa05214"	"Glioma"	"14.832"
