"Pathway"	"Z-score"
"TGF-beta signaling pathway"	"36.326"
"Hippo signaling pathway"	"25.44"
"Signaling pathways regulating pluripotency of stem cells"	"25.026"
"Pathways in cancer"	"19.049"
"Gastric cancer"	"17.911"
"Wnt signaling pathway"	"17.35"
"Adherens junction"	"17.295"
"Hepatocellular carcinoma"	"17.092"
"Colorectal cancer"	"16.525"
"AGE-RAGE signaling pathway in diabetic complications"	"16.484"
"Hepatitis B"	"15.995"
"Pancreatic cancer"	"15.376"
"Ubiquitin mediated proteolysis"	"15.184"
"Basal cell carcinoma"	"14.976"
"HTLV-I infection"	"14.654"
"Human papillomavirus infection"	"14.482"
"Chronic myeloid leukemia"	"13.344"
"FoxO signaling pathway"	"12.935"
"Transcriptional misregulation in cancer"	"12.586"
"Notch signaling pathway"	"12.52"
"Cellular senescence"	"12.468"
"Th17 cell differentiation"	"12.104"
"Proteoglycans in cancer"	"11.925"
"Focal adhesion"	"11.482"
"Thyroid hormone signaling pathway"	"11.289"
"MicroRNAs in cancer"	"11.042"
"Osteoclast differentiation"	"11.003"
"Inflammatory bowel disease (IBD)"	"10.774"
"Cytokine-cytokine receptor interaction"	"10.759"
"Endometrial cancer"	"10.711"
"Breast cancer"	"10.7"
"Fluid shear stress and atherosclerosis"	"10.571"
"Toll-like receptor signaling pathway"	"10.401"
"Cell cycle"	"10.062"
"Chagas disease (American trypanosomiasis)"	"9.794"
"Prostate cancer"	"9.674"
"Small cell lung cancer"	"9.628"
"MAPK signaling pathway"	"9.273"
"Cushing's syndrome"	"9.025"
"Acute myeloid leukemia"	"8.69"
"TNF signaling pathway"	"8.617"
"Hippo signaling pathway - multiple species"	"8.495"
"Protein digestion and absorption"	"8.08"
"Relaxin signaling pathway"	"7.911"
"Hepatitis C"	"7.903"
"Malaria"	"7.781"
"Jak-STAT signaling pathway"	"7.65"
"Apoptosis - multiple species"	"7.629"
"Kaposi's sarcoma-associated herpesvirus infection"	"7.607"
"Hedgehog signaling pathway"	"7.311"
"RIG-I-like receptor signaling pathway"	"7.229"
"Axon guidance"	"7.174"
"Insulin resistance"	"7.174"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"7.059"
"Herpes simplex infection"	"6.942"
"ECM-receptor interaction"	"6.887"
"Tuberculosis"	"6.628"
"NF-kappa B signaling pathway"	"6.522"
"NOD-like receptor signaling pathway"	"6.281"
"Leukocyte transendothelial migration"	"6.256"
"IL-17 signaling pathway"	"6.175"
"Leishmaniasis"	"6.165"
"p53 signaling pathway"	"6.021"
"Renal cell carcinoma"	"5.949"
"Measles"	"5.612"
"Endocytosis"	"5.552"
"Toxoplasmosis"	"5.432"
"Apelin signaling pathway"	"5.401"
"Tight junction"	"5.373"
"Bladder cancer"	"5.338"
"Thyroid cancer"	"5.258"
"C-type lectin receptor signaling pathway"	"5.201"
"Melanoma"	"5.138"
"Mitophagy - animal"	"4.927"
"Non-alcoholic fatty liver disease (NAFLD)"	"4.893"
"Adipocytokine signaling pathway"	"4.863"
"Prolactin signaling pathway"	"4.796"
"PI3K-Akt signaling pathway"	"4.781"
"Cell adhesion molecules (CAMs)"	"4.582"
"Non-small cell lung cancer"	"4.525"
"Neurotrophin signaling pathway"	"4.42"
"Apoptosis"	"4.255"
"Melanogenesis"	"3.969"
"Th1 and Th2 cell differentiation"	"3.905"
"Amoebiasis"	"3.762"
"T cell receptor signaling pathway"	"3.687"
"Rap1 signaling pathway"	"3.669"
"B cell receptor signaling pathway"	"3.554"
"Influenza A"	"3.552"
"Amyotrophic lateral sclerosis (ALS)"	"3.407"
"Regulation of actin cytoskeleton"	"3.399"
"Viral carcinogenesis"	"3.369"
"VEGF signaling pathway"	"3.29"
"Choline metabolism in cancer"	"3.269"
"Hypertrophic cardiomyopathy (HCM)"	"3.235"
"Fc epsilon RI signaling pathway"	"3.201"
"ErbB signaling pathway"	"3.185"
"Circadian rhythm"	"3.128"
"Glioma"	"3.028"
"Ras signaling pathway"	"2.782"
"Shigellosis"	"2.779"
"Platelet activation"	"2.54"
"Autophagy - animal"	"2.504"
"Aldosterone-regulated sodium reabsorption"	"2.427"
"Longevity regulating pathway"	"2.333"
"Carbohydrate digestion and absorption"	"2.328"
"Epithelial cell signaling in Helicobacter pylori infection"	"2.312"
"Insulin signaling pathway"	"2.304"
"Type II diabetes mellitus"	"2.277"
"Sphingolipid signaling pathway"	"2.27"
"Pertussis"	"2.158"
"Progesterone-mediated oocyte maturation"	"2.055"
"Long-term potentiation"	"1.98"
