"Pathway"	"Z-score"
"TGF-beta signaling pathway"	"41.042"
"Hippo signaling pathway"	"24.103"
"Signaling pathways regulating pluripotency of stem cells"	"19.084"
"Adherens junction"	"14.924"
"Colorectal cancer"	"11.587"
"Chagas disease (American trypanosomiasis)"	"8.91"
"Fluid shear stress and atherosclerosis"	"8.907"
"Gastric cancer"	"8.613"
"Cellular senescence"	"8.215"
"Chronic myeloid leukemia"	"8.12"
"Pathways in cancer"	"7.88"
"Osteoclast differentiation"	"7.775"
"Cytokine-cytokine receptor interaction"	"7.323"
"Wnt signaling pathway"	"7.273"
"MicroRNAs in cancer"	"7.204"
"AGE-RAGE signaling pathway in diabetic complications"	"7.196"
"Pathogenic Escherichia coli infection"	"7.116"
"Endometrial cancer"	"6.881"
"Th17 cell differentiation"	"6.86"
"Inflammatory bowel disease (IBD)"	"6.761"
"Basal cell carcinoma"	"6.622"
"Toxoplasmosis"	"6.59"
"Hepatocellular carcinoma"	"6.52"
"Endocytosis"	"6.431"
"HTLV-I infection"	"6.307"
"Cell cycle"	"6.231"
"Leishmaniasis"	"6.202"
"Bacterial invasion of epithelial cells"	"6.043"
"Pancreatic cancer"	"6.04"
"Proteoglycans in cancer"	"5.946"
"Focal adhesion"	"5.938"
"Apelin signaling pathway"	"5.862"
"Rap1 signaling pathway"	"5.807"
"Ubiquitin mediated proteolysis"	"5.806"
"Thyroid cancer"	"5.737"
"Bladder cancer"	"5.497"
"Notch signaling pathway"	"5.223"
"Hedgehog signaling pathway"	"5.111"
"Malaria"	"5.027"
"Transcriptional misregulation in cancer"	"4.879"
"FoxO signaling pathway"	"4.398"
"Relaxin signaling pathway"	"4.323"
"Amphetamine addiction"	"4.107"
"Hepatitis B"	"4.061"
"p53 signaling pathway"	"4.009"
"Terpenoid backbone biosynthesis"	"3.824"
"NOD-like receptor signaling pathway"	"3.626"
"Tuberculosis"	"3.569"
"MAPK signaling pathway"	"3.509"
"Salmonella infection"	"3.501"
"Herpes simplex infection"	"3.384"
"NF-kappa B signaling pathway"	"3.344"
"Human papillomavirus infection"	"3.336"
"Hippo signaling pathway - multiple species"	"3.288"
"HIF-1 signaling pathway"	"3.276"
"T cell receptor signaling pathway"	"3.257"
"Epstein-Barr virus infection"	"3.239"
"Regulation of actin cytoskeleton"	"3.182"
"Leukocyte transendothelial migration"	"3.068"
"TNF signaling pathway"	"3.064"
"Apoptosis - multiple species"	"2.986"
"Thyroid hormone signaling pathway"	"2.982"
"Vascular smooth muscle contraction"	"2.878"
"Platelet activation"	"2.82"
"Measles"	"2.659"
"Intestinal immune network for IgA production"	"2.462"
"Breast cancer"	"2.426"
"Oxytocin signaling pathway"	"2.392"
"Cushing's syndrome"	"2.389"
"Vibrio cholerae infection"	"2.322"
"cGMP-PKG signaling pathway"	"2.303"
"Protein processing in endoplasmic reticulum"	"2.299"
"Necroptosis"	"2.264"
"Tight junction"	"2.235"
"Influenza A"	"2.188"
"Axon guidance"	"2.143"
"Alcoholism"	"2.131"
"Longevity regulating pathway - multiple species"	"2.013"
"cAMP signaling pathway"	"1.938"
"Viral carcinogenesis"	"1.908"
"Renal cell carcinoma"	"1.904"
"Long-term potentiation"	"1.869"
"Epithelial cell signaling in Helicobacter pylori infection"	"1.847"
"RIG-I-like receptor signaling pathway"	"1.787"
"Melanoma"	"1.766"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"1.749"
"Pertussis"	"1.707"
"Complement and coagulation cascades"	"1.602"
"Hypertrophic cardiomyopathy (HCM)"	"1.601"
"ECM-receptor interaction"	"1.595"
"Rheumatoid arthritis"	"1.542"
"Gap junction"	"1.513"
"Dilated cardiomyopathy (DCM)"	"1.498"
"mRNA surveillance pathway"	"1.492"
"Th1 and Th2 cell differentiation"	"1.475"
"Inflammatory mediator regulation of TRP channels"	"1.461"
"IL-17 signaling pathway"	"1.446"
"Pancreatic secretion"	"1.417"
"Amoebiasis"	"1.414"
"Small cell lung cancer"	"1.411"
"Prostate cancer"	"1.38"
"Melanogenesis"	"1.361"
"Insulin resistance"	"1.321"
"C-type lectin receptor signaling pathway"	"1.315"
"Toll-like receptor signaling pathway"	"1.274"
"Neurotrophin signaling pathway"	"1.182"
"Sphingolipid signaling pathway"	"1.151"
"AMPK signaling pathway"	"1.135"
"Oocyte meiosis"	"1.108"
"Autophagy - animal"	"1.098"
"Dopaminergic synapse"	"1.032"
"Insulin signaling pathway"	"1.005"
"Natural killer cell mediated cytotoxicity"	"1.003"
"Apoptosis"	"0.98"
"Cell adhesion molecules (CAMs)"	"0.953"
"Phospholipase D signaling pathway"	"0.944"
"Adrenergic signaling in cardiomyocytes"	"0.918"
"mTOR signaling pathway"	"0.909"
"Non-alcoholic fatty liver disease (NAFLD)"	"0.908"
"Phagosome"	"0.904"
"Jak-STAT signaling pathway"	"0.832"
"Chemokine signaling pathway"	"0.683"
"Kaposi's sarcoma-associated herpesvirus infection"	"0.641"
"Huntington's disease"	"0.607"
"Ras signaling pathway"	"0.44"
"PI3K-Akt signaling pathway"	"0.012"
"D-Arginine and D-ornithine metabolism"	"-0.059"
"Biotin metabolism"	"-0.083"
"Lipoic acid metabolism"	"-0.09"
"Valine, leucine and isoleucine biosynthesis"	"-0.104"
"Caffeine metabolism"	"-0.111"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.116"
"D-Glutamine and D-glutamate metabolism"	"-0.12"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.12"
"Phosphonate and phosphinate metabolism"	"-0.129"
"Vitamin B6 metabolism"	"-0.138"
"Sulfur relay system"	"-0.151"
"Riboflavin metabolism"	"-0.154"
"Sulfur metabolism"	"-0.161"
"Synthesis and degradation of ketone bodies"	"-0.168"
"Taurine and hypotaurine metabolism"	"-0.172"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.18"
"Fatty acid biosynthesis"	"-0.194"
"Thiamine metabolism"	"-0.197"
"Non-homologous end-joining"	"-0.199"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.207"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.211"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.211"
"Phenylalanine metabolism"	"-0.212"
"Other glycan degradation"	"-0.216"
"Ascorbate and aldarate metabolism"	"-0.218"
"Selenocompound metabolism"	"-0.218"
"Nitrogen metabolism"	"-0.219"
"Primary bile acid biosynthesis"	"-0.225"
"Pantothenate and CoA biosynthesis"	"-0.229"
"Steroid biosynthesis"	"-0.232"
"One carbon pool by folate"	"-0.236"
"Glycosaminoglycan degradation"	"-0.241"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.244"
"Arginine biosynthesis"	"-0.246"
"Other types of O-glycan biosynthesis"	"-0.253"
"Protein export"	"-0.253"
"Proximal tubule bicarbonate reclamation"	"-0.254"
"Renin-angiotensin system"	"-0.254"
"Biosynthesis of unsaturated fatty acids"	"-0.255"
"Histidine metabolism"	"-0.255"
"Mannose type O-glycan biosynthesis"	"-0.255"
"Vitamin digestion and absorption"	"-0.256"
"alpha-Linolenic acid metabolism"	"-0.26"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.26"
"Pentose and glucuronate interconversions"	"-0.261"
"Mismatch repair"	"-0.262"
"Folate biosynthesis"	"-0.263"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.265"
"Collecting duct acid secretion"	"-0.272"
"Fatty acid elongation"	"-0.272"
"Maturity onset diabetes of the young"	"-0.273"
"Glyoxylate and dicarboxylate metabolism"	"-0.278"
"Asthma"	"-0.279"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.279"
"Butanoate metabolism"	"-0.28"
"Linoleic acid metabolism"	"-0.281"
"Phototransduction"	"-0.282"
"Nicotinate and nicotinamide metabolism"	"-0.284"
"Circadian rhythm"	"-0.287"
"Mucin type O-glycan biosynthesis"	"-0.289"
"beta-Alanine metabolism"	"-0.29"
"Pentose phosphate pathway"	"-0.295"
"Citrate cycle (TCA cycle)"	"-0.296"
"Autophagy - other"	"-0.298"
"RNA polymerase"	"-0.298"
"Porphyrin and chlorophyll metabolism"	"-0.299"
"Propanoate metabolism"	"-0.299"
"Galactose metabolism"	"-0.3"
"Base excision repair"	"-0.302"
"Fructose and mannose metabolism"	"-0.309"
"Primary immunodeficiency"	"-0.31"
"Tyrosine metabolism"	"-0.312"
"SNARE interactions in vesicular transport"	"-0.313"
"African trypanosomiasis"	"-0.316"
"Aldosterone-regulated sodium reabsorption"	"-0.318"
