"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0005024"	"transforming growth factor beta-activated receptor activity"	"36.895"	"121"	"9.204"	"3.03"
"GO:0046332"	"SMAD binding"	"34.556"	"331"	"61.288"	"7.805"
"GO:0048185"	"activin binding"	"33.552"	"124"	"10.991"	"3.368"
"GO:0034713"	"type I transforming growth factor beta receptor binding"	"33.272"	"121"	"11.458"	"3.292"
"GO:0005160"	"transforming growth factor beta receptor binding"	"33.156"	"154"	"16.983"	"4.133"
"GO:0070411"	"I-SMAD binding"	"31.8"	"173"	"22.575"	"4.73"
"GO:0005026"	"transforming growth factor beta receptor activity, type II"	"29.761"	"48"	"2.453"	"1.53"
"GO:0019838"	"growth factor binding"	"28.741"	"137"	"18.263"	"4.131"
"GO:0004675"	"transmembrane receptor protein serine/threonine kinase activity"	"28.455"	"73"	"5.487"	"2.373"
"GO:0050431"	"transforming growth factor beta binding"	"27.049"	"73"	"6.423"	"2.461"
"GO:0005114"	"type II transforming growth factor beta receptor binding"	"26.374"	"55"	"3.926"	"1.937"
"GO:0030618"	"transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity"	"25.545"	"92"	"11.052"	"3.169"
"GO:0098821"	"BMP receptor activity"	"25.108"	"50"	"3.286"	"1.861"
"GO:0034711"	"inhibin binding"	"25.038"	"26"	"0.962"	"0.974"
"GO:0008013"	"beta-catenin binding"	"24.698"	"308"	"83.694"	"9.082"
"GO:0070410"	"co-SMAD binding"	"24.628"	"111"	"15.244"	"3.888"
"GO:0005025"	"transforming growth factor beta receptor activity, type I"	"23.876"	"68"	"6.449"	"2.578"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"23.472"	"804"	"362.933"	"18.791"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"22.197"	"927"	"463.991"	"20.859"
"GO:0016361"	"activin receptor activity, type I"	"20.85"	"27"	"1.503"	"1.223"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"20.308"	"495"	"211.227"	"13.974"
"GO:0036122"	"BMP binding"	"20.247"	"24"	"1.263"	"1.123"
"GO:0017002"	"activin-activated receptor activity"	"20.167"	"21"	"0.833"	"0.91"
"GO:0016362"	"activin receptor activity, type II"	"20.087"	"21"	"0.913"	"0.94"
"GO:0070412"	"R-SMAD binding"	"19.336"	"171"	"45.364"	"6.498"
"GO:0043565"	"sequence-specific DNA binding"	"18.912"	"456"	"204.556"	"13.296"
"GO:0034714"	"type III transforming growth factor beta receptor binding"	"18.341"	"22"	"1.325"	"1.127"
"GO:0017151"	"DEAD/H-box RNA helicase binding"	"18.142"	"64"	"9.258"	"3.017"
"GO:0030617"	"transforming growth factor beta receptor, inhibitory cytoplasmic mediator activity"	"17.909"	"32"	"2.732"	"1.634"
"GO:0003714"	"transcription corepressor activity"	"17.295"	"417"	"187.549"	"13.267"
"GO:0008134"	"transcription factor binding"	"17.259"	"763"	"414.852"	"20.172"
"GO:0044212"	"transcription regulatory region DNA binding"	"17.144"	"502"	"240.803"	"15.235"
"GO:0061630"	"ubiquitin protein ligase activity"	"17.13"	"426"	"194.383"	"13.521"
"GO:0035326"	"enhancer binding"	"17.117"	"74"	"13.941"	"3.509"
"GO:0070700"	"BMP receptor binding"	"17.082"	"23"	"1.601"	"1.253"
"GO:0004842"	"ubiquitin-protein transferase activity"	"16.599"	"547"	"279.636"	"16.107"
"GO:0001085"	"RNA polymerase II transcription factor binding"	"16.287"	"176"	"57.078"	"7.302"
"GO:0070878"	"primary miRNA binding"	"15.628"	"87"	"19.849"	"4.297"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"15.434"	"1276"	"855.021"	"27.276"
"GO:0005518"	"collagen binding"	"15.176"	"111"	"31.673"	"5.227"
"GO:0005515"	"protein binding"	"15.158"	"7522"	"6828.902"	"45.725"
"GO:0005125"	"cytokine activity"	"14.668"	"112"	"32.001"	"5.454"
"GO:0001078"	"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"14.582"	"239"	"100.402"	"9.505"
"GO:0001228"	"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"14.447"	"221"	"89.594"	"9.095"
"GO:0003713"	"transcription coactivator activity"	"14.271"	"550"	"306.325"	"17.075"
"GO:0003682"	"chromatin binding"	"14.03"	"685"	"412.116"	"19.449"
"GO:0000977"	"RNA polymerase II regulatory region sequence-specific DNA binding"	"13.125"	"300"	"146.716"	"11.679"
"GO:0004674"	"protein serine/threonine kinase activity"	"13.105"	"591"	"353.25"	"18.142"
"GO:0000987"	"core promoter proximal region sequence-specific DNA binding"	"12.911"	"118"	"39.817"	"6.055"
"GO:0008270"	"zinc ion binding"	"12.345"	"736"	"481.913"	"20.582"
"GO:0043425"	"bHLH transcription factor binding"	"12.326"	"79"	"21.593"	"4.658"
"GO:0019901"	"protein kinase binding"	"11.954"	"808"	"544.82"	"22.016"
"GO:0033613"	"activating transcription factor binding"	"11.863"	"130"	"49.737"	"6.766"
"GO:0070698"	"type I activin receptor binding"	"11.476"	"16"	"1.68"	"1.248"
"GO:0070016"	"armadillo repeat domain binding"	"11.013"	"39"	"8.043"	"2.811"
"GO:0003712"	"transcription cofactor activity"	"10.933"	"165"	"75.354"	"8.199"
"GO:0031962"	"mineralocorticoid receptor binding"	"10.908"	"24"	"3.741"	"1.857"
"GO:0008083"	"growth factor activity"	"10.821"	"118"	"45.926"	"6.66"
"GO:0030616"	"transforming growth factor beta receptor, common-partner cytoplasmic mediator activity"	"10.709"	"21"	"3.03"	"1.678"
"GO:0005201"	"extracellular matrix structural constituent"	"10.687"	"79"	"25.743"	"4.983"
"GO:0070888"	"E-box binding"	"10.656"	"131"	"55.79"	"7.058"
"GO:0005539"	"glycosaminoglycan binding"	"10.331"	"26"	"4.507"	"2.08"
"GO:0045295"	"gamma-catenin binding"	"10.309"	"42"	"9.491"	"3.153"
"GO:0003705"	"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"	"10.159"	"146"	"66.687"	"7.807"
"GO:0042803"	"protein homodimerization activity"	"10.104"	"786"	"573.79"	"21.003"
"GO:0030020"	"extracellular matrix structural constituent conferring tensile strength"	"10.048"	"31"	"5.9"	"2.498"
"GO:0035257"	"nuclear hormone receptor binding"	"10.018"	"106"	"41.926"	"6.396"
