"GO.ID"	"GO.Term"	"Z-score"
"GO:0005024"	"transforming growth factor beta-activated receptor activity"	"36.895"
"GO:0046332"	"SMAD binding"	"34.556"
"GO:0048185"	"activin binding"	"33.552"
"GO:0034713"	"type I transforming growth factor beta receptor binding"	"33.272"
"GO:0005160"	"transforming growth factor beta receptor binding"	"33.156"
"GO:0070411"	"I-SMAD binding"	"31.8"
"GO:0016503"	"pheromone receptor activity"	"31.591"
"GO:0005026"	"transforming growth factor beta receptor activity, type II"	"29.761"
"GO:0019838"	"growth factor binding"	"28.741"
"GO:0004675"	"transmembrane receptor protein serine/threonine kinase activity"	"28.455"
"GO:0050431"	"transforming growth factor beta binding"	"27.049"
"GO:0005114"	"type II transforming growth factor beta receptor binding"	"26.374"
"GO:0034711"	"inhibin binding"	"25.695"
"GO:0030618"	"transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity"	"25.545"
"GO:0098821"	"BMP receptor activity"	"25.108"
"GO:0008013"	"beta-catenin binding"	"24.698"
"GO:0070410"	"co-SMAD binding"	"24.628"
"GO:0005025"	"transforming growth factor beta receptor activity, type I"	"23.876"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"23.472"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"22.197"
"GO:0017002"	"activin-activated receptor activity"	"22.164"
"GO:0016362"	"activin receptor activity, type II"	"21.361"
"GO:0016361"	"activin receptor activity, type I"	"20.85"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"20.308"
"GO:0036122"	"BMP binding"	"20.247"
"GO:0070412"	"R-SMAD binding"	"19.336"
"GO:0043565"	"sequence-specific DNA binding"	"18.912"
"GO:0034714"	"type III transforming growth factor beta receptor binding"	"18.341"
"GO:0017151"	"DEAD/H-box RNA helicase binding"	"18.142"
"GO:0030617"	"transforming growth factor beta receptor, inhibitory cytoplasmic mediator activity"	"17.909"
"GO:0003714"	"transcription corepressor activity"	"17.295"
"GO:0008134"	"transcription factor binding"	"17.259"
