geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa04810	Regulation of actin cytoskeleton	http://www.kegg.jp/kegg-bin/show_pathway?hsa04810+10109+103910+10398+10458+1956+3265+3673+3675+3680+3688+3691+4478+4627+4628+5216+5291+5747+5880+60+6237+6714+71+7410+7414+81+8503+8515+87+8976+9459	199	30	4.566034327009937	6.57025283899814	0	0	10109;103910;10398;10458;1956;3265;3673;3675;3680;3688;3691;4478;4627;4628;5216;5291;5747;5880;60;6237;6714;71;7410;7414;81;8503;8515;87;8976;9459	ENSG00000075624;ENSG00000184009;ENSG00000072110;ENSG00000130402;ENSG00000282844;ENSG00000129675;ENSG00000163466;ENSG00000175866;ENSG00000146648;ENSG00000174775;ENSG00000276536;ENSG00000143127;ENSG00000164171;ENSG00000005884;ENSG00000144668;ENSG00000150093;ENSG00000132470;ENSG00000147065;ENSG00000133026;ENSG00000100345;ENSG00000118680;ENSG00000101335;ENSG00000108518;ENSG00000051382;ENSG00000117461;ENSG00000169398;ENSG00000128340;ENSG00000126458;ENSG00000197122;ENSG00000160293;ENSG00000035403;ENSG00000106299
hsa04510	Focal adhesion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04510+10000+103910+10398+1297+1956+208+2318+3265+3673+3675+3680+3688+3691+3909+3914+3918+5291+55742+5728+5747+5880+60+6464+6714+7059+71+7408+7410+7414+7450+7791+81+8503+8515+87	190	35	4.359530261969287	8.02838789888106	0	0	10000;103910;10398;1297;1956;208;2318;3265;3673;3675;3680;3688;3691;3909;3914;3918;5291;55742;5728;5747;5880;60;6464;6714;7059;71;7408;7410;7414;7450;7791;81;8503;8515;87	ENSG00000075624;ENSG00000184009;ENSG00000072110;ENSG00000130402;ENSG00000282844;ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000112280;ENSG00000146648;ENSG00000128591;ENSG00000174775;ENSG00000276536;ENSG00000143127;ENSG00000164171;ENSG00000005884;ENSG00000144668;ENSG00000150093;ENSG00000132470;ENSG00000053747;ENSG00000196878;ENSG00000058085;ENSG00000118680;ENSG00000101335;ENSG00000197702;ENSG00000051382;ENSG00000117461;ENSG00000171862;ENSG00000169398;ENSG00000128340;ENSG00000160691;ENSG00000197122;ENSG00000169231;ENSG00000125753;ENSG00000160293;ENSG00000035403;ENSG00000110799;ENSG00000159840
hsa04530	Tight junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04530+103910+10398+1364+1366+1739+3688+4478+4627+4628+4771+5010+5522+60+64398+6714+7082+71+7122+7408+81+8189+83700+84552+87+8976+9073+9074+92359	142	28	3.2581752484191506	8.593767328379728	0	0	103910;10398;1364;1366;1739;3688;4478;4627;4628;4771;5010;5522;60;64398;6714;7082;71;7122;7408;81;8189;83700;84552;87;8976;9073;9074;92359	ENSG00000075624;ENSG00000184009;ENSG00000072110;ENSG00000130402;ENSG00000282844;ENSG00000013297;ENSG00000189143;ENSG00000184113;ENSG00000184697;ENSG00000181885;ENSG00000156284;ENSG00000130545;ENSG00000075711;ENSG00000150093;ENSG00000166086;ENSG00000072415;ENSG00000147065;ENSG00000133026;ENSG00000100345;ENSG00000118680;ENSG00000101335;ENSG00000186575;ENSG00000178184;ENSG00000074211;ENSG00000197122;ENSG00000125755;ENSG00000104067;ENSG00000277401;ENSG00000125753;ENSG00000106299
hsa04514	Cell adhesion molecules (CAMs)	http://www.kegg.jp/kegg-bin/show_pathway?hsa04514+1001+1002+1013+1272+1364+1366+1462+23114+29126+3383+3384+3680+3688+4267+5010+5175+54413+57555+57863+5788+7122+7412+8174+83700+9019+9073+9074+9379+942+947+9672+999	122	32	2.799277326106594	11.431521879437202	0	0	1001;1002;1013;1272;1364;1366;1462;23114;29126;3383;3384;3680;3688;4267;5010;5175;54413;57555;57863;5788;7122;7412;8174;83700;9019;9073;9074;9379;942;947;9672;999	ENSG00000162706;ENSG00000120217;ENSG00000174059;ENSG00000114013;ENSG00000002586;ENSG00000039068;ENSG00000129910;ENSG00000062038;ENSG00000179242;ENSG00000280641;ENSG00000013297;ENSG00000189143;ENSG00000184113;ENSG00000184697;ENSG00000181885;ENSG00000156284;ENSG00000018236;ENSG00000090339;ENSG00000108622;ENSG00000144668;ENSG00000150093;ENSG00000166086;ENSG00000099866;ENSG00000197965;ENSG00000163531;ENSG00000169992;ENSG00000196338;ENSG00000110076;ENSG00000261371;ENSG00000081237;ENSG00000262418;ENSG00000162512;ENSG00000162692;ENSG00000038427
hsa04670	Leukocyte transendothelial migration	http://www.kegg.jp/kegg-bin/show_pathway?hsa04670+103910+10398+1364+1366+1432+1495+1500+2770+2771+3383+3688+4267+4313+4318+4478+5010+5175+5291+5335+5600+5603+5747+5880+60+7070+71+7122+7408+7410+7412+7414+81+83700+8503+87+9073+9074	95	37	2.1797651309846433	16.974305843348528	0	0	103910;10398;1364;1366;1432;1495;1500;2770;2771;3383;3688;4267;4313;4318;4478;5010;5175;5291;5335;5600;5603;5747;5880;60;7070;71;7122;7408;7410;7412;7414;81;83700;8503;87;9073;9074	ENSG00000075624;ENSG00000184009;ENSG00000072110;ENSG00000130402;ENSG00000282844;ENSG00000002586;ENSG00000013297;ENSG00000189143;ENSG00000184113;ENSG00000184697;ENSG00000181885;ENSG00000156284;ENSG00000044115;ENSG00000198561;ENSG00000127955;ENSG00000114353;ENSG00000090339;ENSG00000150093;ENSG00000166086;ENSG00000185386;ENSG00000156711;ENSG00000112062;ENSG00000087245;ENSG00000100985;ENSG00000147065;ENSG00000118680;ENSG00000101335;ENSG00000261371;ENSG00000051382;ENSG00000117461;ENSG00000124181;ENSG00000169398;ENSG00000128340;ENSG00000154096;ENSG00000125753;ENSG00000160293;ENSG00000162692;ENSG00000035403
hsa04015	Rap1 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04015+10000+1432+1500+1956+208+2770+2771+3265+3688+5216+5291+5335+5600+5603+5880+60+6237+6714+71+7408+7410+84552+8503+999	196	24	4.497199638663053	5.336654346778081	7.667200208061331e-12	3.8080427700037944e-10	10000;1432;1500;1956;208;2770;2771;3265;3688;5216;5291;5335;5600;5603;5880;60;6237;6714;71;7408;7410;84552;8503;999	ENSG00000075624;ENSG00000184009;ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000039068;ENSG00000198561;ENSG00000146648;ENSG00000127955;ENSG00000114353;ENSG00000174775;ENSG00000276536;ENSG00000150093;ENSG00000185386;ENSG00000156711;ENSG00000112062;ENSG00000178184;ENSG00000108518;ENSG00000051382;ENSG00000117461;ENSG00000124181;ENSG00000128340;ENSG00000126458;ENSG00000197122;ENSG00000125753;ENSG00000160293
hsa04611	Platelet activation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04611+10000+103910+1432+208+2770+2771+3673+3688+5291+5600+5603+60+6714+6850+71+7408+7450+8503	113	18	2.5927732610659437	6.942373353773257	5.006928205375516e-11	2.131520864574148e-9	10000;103910;1432;208;2770;2771;3673;3688;5291;5600;5603;60;6714;6850;71;7408;7450;8503	ENSG00000075624;ENSG00000184009;ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000127955;ENSG00000114353;ENSG00000164171;ENSG00000150093;ENSG00000185386;ENSG00000156711;ENSG00000112062;ENSG00000118680;ENSG00000051382;ENSG00000117461;ENSG00000197122;ENSG00000165025;ENSG00000125753;ENSG00000110799
hsa05205	Proteoglycans in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05205+10000+1432+1956+208+2318+3265+3673+3688+4313+4318+4478+5291+5335+5600+5603+5747+60+6237+6714+71+7410+8503	183	22	4.198915989159891	5.2394475280753845	9.265921363521556e-11	3.298517163112062e-9	10000;1432;1956;208;2318;3265;3673;3688;4313;4318;4478;5291;5335;5600;5603;5747;60;6237;6714;71;7410;8503	ENSG00000075624;ENSG00000184009;ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000146648;ENSG00000128591;ENSG00000174775;ENSG00000276536;ENSG00000164171;ENSG00000150093;ENSG00000185386;ENSG00000156711;ENSG00000112062;ENSG00000087245;ENSG00000100985;ENSG00000147065;ENSG00000051382;ENSG00000117461;ENSG00000124181;ENSG00000169398;ENSG00000126458;ENSG00000197122;ENSG00000160293
hsa05165	Human papillomavirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05165+10000+1297+1739+1956+208+3265+3673+3675+3680+3688+3691+3909+3914+3918+5291+5522+5728+5747+64398+7059+7248+7283+7450+84552+8503+8515+8517+92359	302	28	6.929358626919602	4.040778015330865	9.961964586580052e-11	3.298517163112062e-9	10000;1297;1739;1956;208;3265;3673;3675;3680;3688;3691;3909;3914;3918;5291;5522;5728;5747;64398;7059;7248;7283;7450;84552;8503;8515;8517;92359	ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000112280;ENSG00000130545;ENSG00000075711;ENSG00000146648;ENSG00000174775;ENSG00000276536;ENSG00000269335;ENSG00000143127;ENSG00000164171;ENSG00000005884;ENSG00000144668;ENSG00000150093;ENSG00000132470;ENSG00000053747;ENSG00000196878;ENSG00000058085;ENSG00000072415;ENSG00000178184;ENSG00000051382;ENSG00000117461;ENSG00000074211;ENSG00000171862;ENSG00000169398;ENSG00000169231;ENSG00000165699;ENSG00000131462;ENSG00000110799
hsa04520	Adherens junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04520+10458+1495+1500+1956+5880+60+6714+7082+71+7414+81+87+8976+999	65	14	1.4914182475158084	9.387038158691702	1.2334866461571892e-10	3.675790205548424e-9	10458;1495;1500;1956;5880;60;6714;7082;71;7414;81;87;8976;999	ENSG00000075624;ENSG00000184009;ENSG00000072110;ENSG00000130402;ENSG00000282844;ENSG00000175866;ENSG00000039068;ENSG00000044115;ENSG00000198561;ENSG00000146648;ENSG00000128340;ENSG00000197122;ENSG00000104067;ENSG00000277401;ENSG00000035403;ENSG00000106299
hsa05160	Hepatitis C	http://www.kegg.jp/kegg-bin/show_pathway?hsa05160+10000+1364+1366+1432+1956+208+3265+5010+5291+5522+5600+5603+7122+8503+8517+9073+9074	106	17	2.4321589882565493	6.989674639726638	1.6145196291006414e-10	4.373880449745374e-9	10000;1364;1366;1432;1956;208;3265;5010;5291;5522;5600;5603;7122;8503;8517;9073;9074	ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000013297;ENSG00000189143;ENSG00000184113;ENSG00000184697;ENSG00000181885;ENSG00000156284;ENSG00000146648;ENSG00000174775;ENSG00000276536;ENSG00000269335;ENSG00000185386;ENSG00000156711;ENSG00000112062;ENSG00000051382;ENSG00000117461;ENSG00000074211
hsa05418	Fluid shear stress and atherosclerosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05418+10000+1432+208+3383+4313+4318+5175+5291+5600+5603+5747+5880+60+6714+71+7412+8503+8517	122	18	2.799277326106594	6.430231057183426	1.8714607641356906e-10	4.647460897603631e-9	10000;1432;208;3383;4313;4318;5175;5291;5600;5603;5747;5880;60;6714;71;7412;8503;8517	ENSG00000075624;ENSG00000184009;ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000090339;ENSG00000269335;ENSG00000185386;ENSG00000156711;ENSG00000112062;ENSG00000087245;ENSG00000100985;ENSG00000261371;ENSG00000051382;ENSG00000117461;ENSG00000169398;ENSG00000128340;ENSG00000197122;ENSG00000162692
hsa04370	VEGF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04370+10000+1432+208+3265+5291+5335+5600+5603+5747+5880+6714+8503	53	12	1.2160794941282747	9.867775961967018	1.5165023681262824e-9	3.476290043858709e-8	10000;1432;208;3265;5291;5335;5600;5603;5747;5880;6714;8503	ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000174775;ENSG00000276536;ENSG00000185386;ENSG00000156711;ENSG00000112062;ENSG00000051382;ENSG00000117461;ENSG00000124181;ENSG00000169398;ENSG00000128340;ENSG00000197122
hsa05100	Bacterial invasion of epithelial cells	http://www.kegg.jp/kegg-bin/show_pathway?hsa05100+10109+1495+3688+5291+5747+60+6464+6714+71+7414+8503+8976+999	71	13	1.6290876242095753	7.979926804924033	4.952926624390841e-9	1.0542658100489075e-7	10109;1495;3688;5291;5747;60;6464;6714;71;7414;8503;8976;999	ENSG00000075624;ENSG00000184009;ENSG00000163466;ENSG00000039068;ENSG00000044115;ENSG00000150093;ENSG00000051382;ENSG00000117461;ENSG00000169398;ENSG00000160691;ENSG00000197122;ENSG00000035403;ENSG00000106299
hsa05131	Shigellosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05131+10109+1432+3688+5216+5600+5603+60+6714+71+7414+8517+8976	59	12	1.3537488708220415	8.864273321766982	5.6628554068183234e-9	1.125020607487907e-7	10109;1432;3688;5216;5600;5603;60;6714;71;7414;8517;8976	ENSG00000075624;ENSG00000184009;ENSG00000163466;ENSG00000269335;ENSG00000150093;ENSG00000185386;ENSG00000156711;ENSG00000112062;ENSG00000108518;ENSG00000197122;ENSG00000035403;ENSG00000106299
hsa04664	Fc epsilon RI signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04664+10000+1432+208+3265+5291+5335+5600+5603+5880+6850+7410+8503	62	12	1.422583559168925	8.435356870713742	1.0307723674607416e-8	1.9198135343956313e-7	10000;1432;208;3265;5291;5335;5600;5603;5880;6850;7410;8503	ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000174775;ENSG00000276536;ENSG00000185386;ENSG00000156711;ENSG00000112062;ENSG00000051382;ENSG00000117461;ENSG00000124181;ENSG00000128340;ENSG00000165025;ENSG00000160293
hsa01522	Endocrine resistance	http://www.kegg.jp/kegg-bin/show_pathway?hsa01522+10000+1432+1956+208+3265+4313+4318+5291+5600+5603+5747+6464+6714+8503	92	14	2.1109304426377595	6.632146525162616	1.5098651662270868e-8	2.64670482079807e-7	10000;1432;1956;208;3265;4313;4318;5291;5600;5603;5747;6464;6714;8503	ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000146648;ENSG00000174775;ENSG00000276536;ENSG00000185386;ENSG00000156711;ENSG00000112062;ENSG00000087245;ENSG00000100985;ENSG00000051382;ENSG00000117461;ENSG00000169398;ENSG00000160691;ENSG00000197122
hsa05222	Small cell lung cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05222+10000+208+3673+3675+3688+3909+3914+3918+5291+5728+5747+7185+8503+8517	93	14	2.1338753387533873	6.560833121666244	1.7432872922995557e-8	2.8861089616959316e-7	10000;208;3673;3675;3688;3909;3914;3918;5291;5728;5747;7185;8503;8517	ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000269335;ENSG00000164171;ENSG00000005884;ENSG00000150093;ENSG00000053747;ENSG00000196878;ENSG00000058085;ENSG00000051382;ENSG00000117461;ENSG00000171862;ENSG00000169398;ENSG00000056558
hsa04151	PI3K-Akt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04151+10000+1297+1956+208+3265+3667+3673+3675+3680+3688+3691+3909+3914+3918+5291+5522+5728+5747+6850+7059+7248+7450+7533+8503+8515+8517	333	26	7.640650406504065	3.402851670568206	2.0991723026497766e-8	3.238139525629791e-7	10000;1297;1956;208;3265;3667;3673;3675;3680;3688;3691;3909;3914;3918;5291;5522;5728;5747;6850;7059;7248;7450;7533;8503;8515;8517	ENSG00000105221;ENSG00000117020;ENSG00000275199;ENSG00000112280;ENSG00000146648;ENSG00000174775;ENSG00000276536;ENSG00000269335;ENSG00000169047;ENSG00000143127;ENSG00000164171;ENSG00000005884;ENSG00000144668;ENSG00000150093;ENSG00000132470;ENSG00000053747;ENSG00000196878;ENSG00000058085;ENSG00000051382;ENSG00000117461;ENSG00000074211;ENSG00000171862;ENSG00000169398;ENSG00000165025;ENSG00000169231;ENSG00000165699;ENSG00000110799;ENSG00000128245
