"GO.ID"	"GO.Term"	"Z-score"
"GO:0002116"	"semaphorin receptor complex"	"30.842"
"GO:0034679"	"integrin alpha9-beta1 complex"	"15.772"
"GO:0016533"	"cyclin-dependent protein kinase 5 holoenzyme complex"	"12.504"
"GO:0000836"	"Hrd1p ubiquitin ligase complex"	"12.491"
"GO:0097058"	"CRLF-CLCF1 complex"	"12.167"
"GO:0005667"	"transcription factor complex"	"11.938"
"GO:0016513"	"core-binding factor complex"	"11.158"
"GO:0005886"	"plasma membrane"	"11.146"
"GO:0035868"	"alphav-beta3 integrin-HMGB1 complex"	"11.014"
"GO:0043235"	"receptor complex"	"10.751"
"GO:0000839"	"Hrd1p ubiquitin ligase ERAD-L complex"	"10.348"
"GO:0009986"	"cell surface"	"9.926"
"GO:0030424"	"axon"	"9.637"
"GO:0008091"	"spectrin"	"9.085"
"GO:0031235"	"intrinsic component of the cytoplasmic side of the plasma membrane"	"8.314"
"GO:0005938"	"cell cortex"	"8.184"
"GO:0098978"	"glutamatergic synapse"	"8.105"
"GO:0062023"	NA	"8.007"
"GO:0035867"	"alphav-beta3 integrin-IGF-1-IGF1R complex"	"7.98"
"GO:0034683"	"integrin alphav-beta3 complex"	"7.753"
"GO:0005606"	"laminin-1 complex"	"7.719"
"GO:0005856"	"cytoskeleton"	"7.697"
"GO:0005896"	"interleukin-6 receptor complex"	"7.654"
"GO:0099025"	"anchored component of postsynaptic membrane"	"7.563"
"GO:0044322"	"endoplasmic reticulum quality control compartment"	"7.453"
"GO:1990907"	"beta-catenin-TCF complex"	"7.183"
"GO:0071062"	"alphav-beta3 integrin-vitronectin complex"	"7.152"
"GO:0030027"	"lamellipodium"	"7.005"
"GO:0043005"	"neuron projection"	"6.968"
"GO:0005901"	"caveola"	"6.963"
"GO:0045121"	"membrane raft"	"6.887"
"GO:0015629"	"actin cytoskeleton"	"6.864"
"GO:0008305"	"integrin complex"	"6.738"
"GO:0016605"	"PML body"	"6.733"
"GO:0070369"	"beta-catenin-TCF7L2 complex"	"6.576"
"GO:0097386"	"glial cell projection"	"6.448"
"GO:0005925"	"focal adhesion"	"6.378"
"GO:0043259"	"laminin-10 complex"	"6.343"
"GO:0005884"	"actin filament"	"6.338"
"GO:0030054"	"cell junction"	"6.301"
"GO:0005923"	"bicellular tight junction"	"6.269"
"GO:0005737"	"cytoplasm"	"6.204"
"GO:0005610"	"laminin-5 complex"	"6.176"
"GO:0033268"	"node of Ranvier"	"6.174"
"GO:0070110"	"ciliary neurotrophic factor receptor complex"	"6.159"
"GO:0097038"	"perinuclear endoplasmic reticulum"	"6.148"
"GO:0097129"	"cyclin D2-CDK4 complex"	"6.134"
"GO:0001674"	"female germ cell nucleus"	"6.002"
"GO:0031012"	"extracellular matrix"	"5.971"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"5.917"
"GO:0005604"	"basement membrane"	"5.902"
"GO:0005911"	"cell-cell junction"	"5.862"
"GO:0032993"	"protein-DNA complex"	"5.86"
"GO:0031092"	"platelet alpha granule membrane"	"5.846"
"GO:0000118"	"histone deacetylase complex"	"5.816"
"GO:0014069"	"postsynaptic density"	"5.772"
"GO:0000790"	"nuclear chromatin"	"5.759"
"GO:0030426"	"growth cone"	"5.688"
"GO:0031528"	"microvillus membrane"	"5.682"
"GO:0017146"	"NMDA selective glutamate receptor complex"	"5.623"
"GO:0030877"	"beta-catenin destruction complex"	"5.579"
"GO:0005608"	"laminin-3 complex"	"5.536"
"GO:0016580"	"Sin3 complex"	"5.501"
"GO:0005607"	"laminin-2 complex"	"5.467"
"GO:0014731"	"spectrin-associated cytoskeleton"	"5.454"
"GO:1990032"	"parallel fiber"	"5.374"
"GO:0031233"	"intrinsic component of external side of plasma membrane"	"5.355"
"GO:0097025"	"MPP7-DLG1-LIN7 complex"	"5.314"
"GO:0071148"	"TEAD-1-YAP complex"	"5.255"
"GO:1990909"	"Wnt signalosome"	"5.24"
"GO:0017053"	"transcriptional repressor complex"	"5.209"
"GO:0071944"	"cell periphery"	"5.196"
"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"5.156"
"GO:0032587"	"ruffle membrane"	"5.106"
"GO:0030425"	"dendrite"	"5.105"
"GO:0005615"	"extracellular space"	"5.1"
"GO:0070022"	"transforming growth factor beta receptor homodimeric complex"	"5.098"
"GO:0043025"	"neuronal cell body"	"5.086"
"GO:0031258"	"lamellipodium membrane"	"5.064"
"GO:0043194"	"axon initial segment"	"5.06"
"GO:0098998"	"extrinsic component of postsynaptic early endosome membrane"	"5.029"
"GO:0005883"	"neurofilament"	"5.015"
"GO:0042567"	"insulin-like growth factor ternary complex"	"5.013"
"GO:0044301"	"climbing fiber"	"4.957"
"GO:0005900"	"oncostatin-M receptor complex"	"4.946"
"GO:0070822"	"Sin3-type complex"	"4.913"
"GO:0036020"	"endolysosome membrane"	"4.836"
"GO:0036019"	"endolysosome"	"4.775"
"GO:0032116"	"SMC loading complex"	"4.716"
"GO:0090694"	"Scc2-Scc4 cohesin loading complex"	"4.716"
"GO:0035866"	"alphav-beta3 integrin-PKCalpha complex"	"4.645"
"GO:0030122"	"AP-2 adaptor complex"	"4.591"
"GO:0043220"	"Schmidt-Lanterman incisure"	"4.583"
"GO:0005862"	"muscle thin filament tropomyosin"	"4.548"
"GO:0005903"	"brush border"	"4.505"
"GO:0099092"	NA	"4.499"
"GO:0034685"	"integrin alphav-beta6 complex"	"4.493"
"GO:0005912"	"adherens junction"	"4.491"
"GO:0071149"	"TEAD-2-YAP complex"	"4.459"
"GO:0036513"	"Derlin-1 retrotranslocation complex"	"4.395"
