"Pathway"	"Z-score"
"Axon guidance - Homo sapiens (human)"	"20.03"
"Focal adhesion - Homo sapiens (human)"	"16.563"
"Pathways in cancer - Homo sapiens (human)"	"15.221"
"Human papillomavirus infection - Homo sapiens (human)"	"13.326"
"Ras signaling pathway - Homo sapiens (human)"	"13.038"
"Proteoglycans in cancer - Homo sapiens (human)"	"12.828"
"Adherens junction - Homo sapiens (human)"	"12.721"
"Regulation of actin cytoskeleton - Homo sapiens (human)"	"11.719"
"Rap1 signaling pathway - Homo sapiens (human)"	"11.698"
"Chronic myeloid leukemia - Homo sapiens (human)"	"10.654"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"10.442"
"Pancreatic cancer - Homo sapiens (human)"	"10.207"
"Hepatocellular carcinoma - Homo sapiens (human)"	"9.97"
"Melanoma - Homo sapiens (human)"	"9.874"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"9.841"
"Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"	"9.832"
"MicroRNAs in cancer - Homo sapiens (human)"	"9.818"
"Gastric cancer - Homo sapiens (human)"	"9.714"
"Colorectal cancer - Homo sapiens (human)"	"9.699"
"Hepatitis B - Homo sapiens (human)"	"9.604"
"ECM-receptor interaction - Homo sapiens (human)"	"9.6"
"Prostate cancer - Homo sapiens (human)"	"9.553"
"Breast cancer - Homo sapiens (human)"	"9.361"
"Transcriptional misregulation in cancer - Homo sapiens (human)"	"9.267"
"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"	"9.216"
"Cushing,s syndrome - Homo sapiens (human)"	"9.053"
"T cell receptor signaling pathway - Homo sapiens (human)"	"8.851"
"MAPK signaling pathway - Homo sapiens (human)"	"8.499"
"Bladder cancer - Homo sapiens (human)"	"8.376"
"Basal cell carcinoma - Homo sapiens (human)"	"8.356"
"Endometrial cancer - Homo sapiens (human)"	"8.329"
"VEGF signaling pathway - Homo sapiens (human)"	"8.223"
"Prolactin signaling pathway - Homo sapiens (human)"	"7.95"
"Thyroid cancer - Homo sapiens (human)"	"7.806"
"Hippo signaling pathway - Homo sapiens (human)"	"7.798"
"ErbB signaling pathway - Homo sapiens (human)"	"7.783"
"TGF-beta signaling pathway - Homo sapiens (human)"	"7.744"
"Cellular senescence - Homo sapiens (human)"	"7.68"
"Renal cell carcinoma - Homo sapiens (human)"	"7.676"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"7.652"
"HTLV-I infection - Homo sapiens (human)"	"7.543"
"Glioma - Homo sapiens (human)"	"7.479"
"Acute myeloid leukemia - Homo sapiens (human)"	"7.471"
"Wnt signaling pathway - Homo sapiens (human)"	"7.453"
"FoxO signaling pathway - Homo sapiens (human)"	"7.383"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"7.381"
"Natural killer cell mediated cytotoxicity - Homo sapiens (human)"	"7.273"
"Shigellosis - Homo sapiens (human)"	"7.153"
"Non-small cell lung cancer - Homo sapiens (human)"	"6.983"
"Th17 cell differentiation - Homo sapiens (human)"	"6.934"
"Choline metabolism in cancer - Homo sapiens (human)"	"6.917"
"Viral carcinogenesis - Homo sapiens (human)"	"6.817"
"Osteoclast differentiation - Homo sapiens (human)"	"6.76"
"Fc epsilon RI signaling pathway - Homo sapiens (human)"	"6.754"
"Notch signaling pathway - Homo sapiens (human)"	"6.741"
"Leukocyte transendothelial migration - Homo sapiens (human)"	"6.687"
"Bacterial invasion of epithelial cells - Homo sapiens (human)"	"6.662"
"Jak-STAT signaling pathway - Homo sapiens (human)"	"6.531"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"6.504"
"Melanogenesis - Homo sapiens (human)"	"6.485"
"Small cell lung cancer - Homo sapiens (human)"	"6.351"
"Relaxin signaling pathway - Homo sapiens (human)"	"6.293"
"Oxytocin signaling pathway - Homo sapiens (human)"	"6.064"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human)"	"6.045"
"B cell receptor signaling pathway - Homo sapiens (human)"	"6.016"
"Platelet activation - Homo sapiens (human)"	"5.99"
"p53 signaling pathway - Homo sapiens (human)"	"5.908"
"Long-term potentiation - Homo sapiens (human)"	"5.784"
"Alzheimer,s disease - Homo sapiens (human)"	"5.743"
"Sphingolipid signaling pathway - Homo sapiens (human)"	"5.672"
"Cell cycle - Homo sapiens (human)"	"5.666"
"Cell adhesion molecules (CAMs) - Homo sapiens (human)"	"5.562"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"5.183"
"Hepatitis C - Homo sapiens (human)"	"5.179"
"Th1 and Th2 cell differentiation - Homo sapiens (human)"	"5.14"
"GnRH signaling pathway - Homo sapiens (human)"	"5.05"
"Prion diseases - Homo sapiens (human)"	"4.936"
"Chemokine signaling pathway - Homo sapiens (human)"	"4.804"
"Hypertrophic cardiomyopathy (HCM) - Homo sapiens (human)"	"4.755"
"Cocaine addiction - Homo sapiens (human)"	"4.691"
"Salmonella infection - Homo sapiens (human)"	"4.689"
"TNF signaling pathway - Homo sapiens (human)"	"4.687"
"Leishmaniasis - Homo sapiens (human)"	"4.631"
"Mitophagy - animal - Homo sapiens (human)"	"4.629"
"Pertussis - Homo sapiens (human)"	"4.572"
"Apoptosis - Homo sapiens (human)"	"4.493"
"Phospholipase D signaling pathway - Homo sapiens (human)"	"4.46"
"cAMP signaling pathway - Homo sapiens (human)"	"4.342"
"HIF-1 signaling pathway - Homo sapiens (human)"	"4.267"
"Fc gamma R-mediated phagocytosis - Homo sapiens (human)"	"4.256"
"Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)"	"4.237"
"Other types of O-glycan biosynthesis - Homo sapiens (human)"	"4.159"
"Long-term depression - Homo sapiens (human)"	"4.14"
"Cholinergic synapse - Homo sapiens (human)"	"4.091"
"Vascular smooth muscle contraction - Homo sapiens (human)"	"4.088"
"Chagas disease (American trypanosomiasis) - Homo sapiens (human)"	"4.075"
"Tuberculosis - Homo sapiens (human)"	"3.982"
"Apelin signaling pathway - Homo sapiens (human)"	"3.954"
"Hedgehog signaling pathway - Homo sapiens (human)"	"3.885"
"Aldosterone-regulated sodium reabsorption - Homo sapiens (human)"	"3.77"
