"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04360"	"Axon guidance"	"20.03"	"198"	"53.086"	"7.235"
"hsa04510"	"Focal adhesion"	"16.563"	"224"	"82.383"	"8.55"
"hsa05200"	"Pathways in cancer"	"15.221"	"427"	"215.136"	"13.92"
"hsa05165"	"Human papillomavirus infection"	"13.326"	"267"	"127.065"	"10.501"
"hsa04014"	"Ras signaling pathway"	"13.038"	"193"	"82.314"	"8.49"
"hsa05205"	"Proteoglycans in cancer"	"12.828"	"222"	"102.229"	"9.337"
"hsa04520"	"Adherens junction"	"12.721"	"137"	"50.496"	"6.8"
"hsa04810"	"Regulation of actin cytoskeleton"	"11.719"	"178"	"80.22"	"8.344"
"hsa04015"	"Rap1 signaling pathway"	"11.698"	"172"	"73.243"	"8.442"
"hsa05220"	"Chronic myeloid leukemia"	"10.654"	"132"	"56.902"	"7.049"
"hsa04151"	"PI3K-Akt signaling pathway"	"10.442"	"270"	"150.567"	"11.438"
"hsa05212"	"Pancreatic cancer"	"10.207"	"117"	"47.287"	"6.83"
"hsa05225"	"Hepatocellular carcinoma"	"9.97"	"158"	"74.703"	"8.355"
"hsa05218"	"Melanoma"	"9.874"	"89"	"34.76"	"5.493"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"9.841"	"114"	"48.916"	"6.614"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"9.832"	"125"	"55.707"	"7.048"
"hsa05206"	"MicroRNAs in cancer"	"9.818"	"155"	"76.091"	"8.037"
"hsa05226"	"Gastric cancer"	"9.714"	"140"	"64.267"	"7.797"
"hsa05210"	"Colorectal cancer"	"9.699"	"128"	"56.964"	"7.324"
"hsa05161"	"Hepatitis B"	"9.604"	"171"	"84.472"	"9.01"
"hsa04512"	"ECM-receptor interaction"	"9.6"	"42"	"11.02"	"3.227"
"hsa05215"	"Prostate cancer"	"9.553"	"141"	"65.868"	"7.865"
"hsa05224"	"Breast cancer"	"9.361"	"145"	"69.428"	"8.073"
"hsa05202"	"Transcriptional misregulation in cancer"	"9.267"	"149"	"73.458"	"8.151"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"9.216"	"188"	"99.104"	"9.646"
"hsa04934"	"Cushing's syndrome"	"9.053"	"113"	"50.914"	"6.858"
"hsa04660"	"T cell receptor signaling pathway"	"8.851"	"113"	"53.441"	"6.729"
"hsa04010"	"MAPK signaling pathway"	"8.499"	"231"	"139.055"	"10.819"
"hsa05219"	"Bladder cancer"	"8.376"	"78"	"32.671"	"5.412"
"hsa05217"	"Basal cell carcinoma"	"8.356"	"49"	"15.883"	"3.963"
"hsa05213"	"Endometrial cancer"	"8.329"	"91"	"40.064"	"6.115"
"hsa04370"	"VEGF signaling pathway"	"8.223"	"73"	"29.237"	"5.322"
"hsa04917"	"Prolactin signaling pathway"	"7.95"	"87"	"39.554"	"5.968"
"hsa05216"	"Thyroid cancer"	"7.806"	"72"	"30.008"	"5.379"
"hsa04390"	"Hippo signaling pathway"	"7.798"	"145"	"80.034"	"8.331"
"hsa04012"	"ErbB signaling pathway"	"7.783"	"106"	"54.085"	"6.67"
"hsa04350"	"TGF-beta signaling pathway"	"7.744"	"91"	"43.029"	"6.194"
"hsa04218"	"Cellular senescence"	"7.68"	"168"	"95.344"	"9.46"
"hsa05211"	"Renal cell carcinoma"	"7.676"	"90"	"42.957"	"6.129"
"hsa04919"	"Thyroid hormone signaling pathway"	"7.652"	"134"	"72.776"	"8.001"
"hsa05166"	"HTLV-I infection"	"7.543"	"198"	"118.399"	"10.554"
"hsa05214"	"Glioma"	"7.479"	"93"	"45.345"	"6.372"
"hsa05221"	"Acute myeloid leukemia"	"7.471"	"81"	"36.571"	"5.947"
"hsa04310"	"Wnt signaling pathway"	"7.453"	"126"	"67.713"	"7.82"
"hsa04068"	"FoxO signaling pathway"	"7.383"	"137"	"75.409"	"8.342"
"hsa04722"	"Neurotrophin signaling pathway"	"7.381"	"131"	"72.459"	"7.931"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"7.273"	"82"	"37.929"	"6.059"
"hsa05131"	"Shigellosis"	"7.153"	"87"	"43.653"	"6.06"
"hsa05223"	"Non-small cell lung cancer"	"6.983"	"82"	"39.347"	"6.108"
"hsa04659"	"Th17 cell differentiation"	"6.934"	"102"	"53.325"	"7.02"
"hsa05231"	"Choline metabolism in cancer"	"6.917"	"80"	"39.275"	"5.888"
"hsa05203"	"Viral carcinogenesis"	"6.817"	"225"	"149.477"	"11.079"
"hsa04380"	"Osteoclast differentiation"	"6.76"	"100"	"52.678"	"7"
"hsa04664"	"Fc epsilon RI signaling pathway"	"6.754"	"69"	"32.191"	"5.45"
"hsa04330"	"Notch signaling pathway"	"6.741"	"52"	"21"	"4.599"
"hsa04670"	"Leukocyte transendothelial migration"	"6.687"	"85"	"41.85"	"6.453"
"hsa05100"	"Bacterial invasion of epithelial cells"	"6.662"	"88"	"45.684"	"6.351"
"hsa04630"	"Jak-STAT signaling pathway"	"6.531"	"77"	"38.572"	"5.884"
"hsa04625"	"C-type lectin receptor signaling pathway"	"6.504"	"93"	"49.943"	"6.62"
"hsa04916"	"Melanogenesis"	"6.485"	"77"	"38.121"	"5.996"
"hsa05222"	"Small cell lung cancer"	"6.351"	"91"	"48.932"	"6.624"
"hsa04926"	"Relaxin signaling pathway"	"6.293"	"120"	"70.619"	"7.847"
"hsa04921"	"Oxytocin signaling pathway"	"6.064"	"112"	"64.959"	"7.758"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"6.045"	"46"	"19.853"	"4.325"
"hsa04662"	"B cell receptor signaling pathway"	"6.016"	"76"	"40.069"	"5.972"
"hsa04611"	"Platelet activation"	"5.99"	"93"	"51.273"	"6.966"
"hsa04115"	"p53 signaling pathway"	"5.908"	"58"	"27.957"	"5.085"
"hsa04720"	"Long-term potentiation"	"5.784"	"71"	"37.246"	"5.836"
"hsa05010"	"Alzheimer's disease"	"5.743"	"87"	"48.531"	"6.699"
"hsa04071"	"Sphingolipid signaling pathway"	"5.672"	"102"	"59.163"	"7.553"
"hsa04110"	"Cell cycle"	"5.666"	"149"	"96.477"	"9.269"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"5.562"	"36"	"15.069"	"3.763"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"5.183"	"135"	"88.184"	"9.033"
"hsa05160"	"Hepatitis C"	"5.179"	"99"	"60.788"	"7.378"
"hsa04658"	"Th1 and Th2 cell differentiation"	"5.14"	"65"	"35.599"	"5.72"
"hsa04912"	"GnRH signaling pathway"	"5.05"	"78"	"46.225"	"6.292"
"hsa05020"	"Prion diseases"	"4.936"	"47"	"23.976"	"4.664"
"hsa04062"	"Chemokine signaling pathway"	"4.804"	"126"	"84.069"	"8.728"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"4.755"	"47"	"24.193"	"4.796"
"hsa05030"	"Cocaine addiction"	"4.691"	"47"	"24.824"	"4.728"
"hsa05132"	"Salmonella infection"	"4.689"	"77"	"46.655"	"6.472"
"hsa04668"	"TNF signaling pathway"	"4.687"	"80"	"48.304"	"6.762"
"hsa05140"	"Leishmaniasis"	"4.631"	"54"	"29.928"	"5.198"
"hsa04137"	"Mitophagy - animal"	"4.629"	"70"	"42.022"	"6.045"
"hsa05133"	"Pertussis"	"4.572"	"64"	"37.382"	"5.822"
"hsa04210"	"Apoptosis"	"4.493"	"118"	"80.453"	"8.357"
"hsa04072"	"Phospholipase D signaling pathway"	"4.46"	"84"	"52.486"	"7.067"
"hsa04024"	"cAMP signaling pathway"	"4.342"	"118"	"80.007"	"8.75"
