"Pathway"	"Z-score"
"Axon guidance"	"13.581"
"Hedgehog signaling pathway"	"10.368"
"Basal cell carcinoma"	"8.551"
"Pathways in cancer"	"7.148"
"Ras signaling pathway"	"5.376"
"Breast cancer"	"5.181"
"Pancreatic cancer"	"4.831"
"Human papillomavirus infection"	"4.486"
"Maturity onset diabetes of the young"	"4.424"
"Proteoglycans in cancer"	"4.339"
"MAPK signaling pathway"	"3.313"
"Cell adhesion molecules (CAMs)"	"3.31"
"Bladder cancer"	"3.295"
"MicroRNAs in cancer"	"3.203"
"Tight junction"	"3.071"
"Influenza A"	"3.001"
"Cocaine addiction"	"2.884"
"Transcriptional misregulation in cancer"	"2.849"
"Kaposi's sarcoma-associated herpesvirus infection"	"2.806"
"Staphylococcus aureus infection"	"2.785"
"cAMP signaling pathway"	"2.665"
"VEGF signaling pathway"	"2.652"
"Acute myeloid leukemia"	"2.495"
"p53 signaling pathway"	"2.437"
"Non-small cell lung cancer"	"2.435"
"Renal cell carcinoma"	"2.403"
"Glioma"	"2.294"
"Melanoma"	"2.288"
"HTLV-I infection"	"2.258"
"Complement and coagulation cascades"	"2.252"
"Chronic myeloid leukemia"	"2.195"
"Cytokine-cytokine receptor interaction"	"2.089"
"Salmonella infection"	"2.076"
"Rheumatoid arthritis"	"2.061"
"Glycerophospholipid metabolism"	"1.985"
"Small cell lung cancer"	"1.901"
"HIF-1 signaling pathway"	"1.852"
"AGE-RAGE signaling pathway in diabetic complications"	"1.845"
"Leukocyte transendothelial migration"	"1.758"
"Cholinergic synapse"	"1.683"
"PI3K-Akt signaling pathway"	"1.639"
"Cell cycle"	"1.59"
"Measles"	"1.534"
"Relaxin signaling pathway"	"1.481"
"Ubiquitin mediated proteolysis"	"1.451"
"Fluid shear stress and atherosclerosis"	"1.444"
"Hepatitis B"	"1.424"
"Hippo signaling pathway"	"1.369"
"Gastric cancer"	"1.346"
"Cushing's syndrome"	"1.331"
"Cellular senescence"	"1.275"
"Jak-STAT signaling pathway"	"1.256"
"Hepatocellular carcinoma"	"1.248"
"Alzheimer's disease"	"1.219"
"Herpes simplex infection"	"1.132"
"Viral carcinogenesis"	"1.037"
"Focal adhesion"	"0.996"
"Regulation of actin cytoskeleton"	"0.963"
"Rap1 signaling pathway"	"0.961"
"Endocytosis"	"0.819"
"Neuroactive ligand-receptor interaction"	"0.653"
"D-Arginine and D-ornithine metabolism"	"-0.047"
