"GO.ID"	"GO.Term"	"zscore"
"GO:0036304"	"umbilical cord morphogenesis"	"35.919"
"GO:0021649"	"vestibulocochlear nerve structural organization"	"33.332"
"GO:1904835"	"dorsal root ganglion morphogenesis"	"33.332"
"GO:0038190"	"VEGF-activated neuropilin signaling pathway"	"32.443"
"GO:0097475"	"motor neuron migration"	"32.443"
"GO:1902336"	"positive regulation of retinal ganglion cell axon guidance"	"32.443"
"GO:2001212"	"regulation of vasculogenesis"	"30.15"
"GO:0060948"	"cardiac vascular smooth muscle cell development"	"28.004"
"GO:0097374"	"sensory neuron axon guidance"	"28.004"
"GO:2000820"	"negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation"	"27.734"
"GO:1903572"	"positive regulation of protein kinase D signaling"	"27.716"
"GO:0021828"	"gonadotrophin-releasing hormone neuronal migration to the hypothalamus"	"26.967"
"GO:0090259"	"regulation of retinal ganglion cell axon guidance"	"26.967"
"GO:1903375"	"facioacoustic ganglion development"	"26.967"
"GO:0007418"	"ventral midline development"	"25.606"
"GO:0048846"	"axon extension involved in axon guidance"	"25.324"
"GO:0009949"	"polarity specification of anterior/posterior axis"	"24.979"
"GO:0060439"	"trachea morphogenesis"	"24.979"
"GO:0060458"	"right lung development"	"24.979"
"GO:0060459"	"left lung development"	"24.979"
"GO:0060516"	"primary prostatic bud elongation"	"24.979"
"GO:0060685"	"regulation of prostatic bud formation"	"24.979"
"GO:0060782"	"regulation of mesenchymal cell proliferation involved in prostate gland development"	"24.979"
"GO:0060783"	"mesenchymal smoothened signaling pathway involved in prostate gland development"	"24.979"
"GO:0061189"	"positive regulation of sclerotome development"	"24.979"
"GO:1900175"	"regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry"	"24.979"
"GO:1905327"	"tracheoesophageal septum formation"	"24.979"
"GO:2000062"	"negative regulation of ureter smooth muscle cell differentiation"	"24.979"
"GO:2000063"	"positive regulation of ureter smooth muscle cell differentiation"	"24.979"
"GO:2000357"	"negative regulation of kidney smooth muscle cell differentiation"	"24.979"
"GO:2000358"	"positive regulation of kidney smooth muscle cell differentiation"	"24.979"
"GO:0052182"	"modification by host of symbiont morphology or physiology via secreted substance"	"24.232"
"GO:0052213"	"interaction with symbiont via secreted substance involved in symbiotic interaction"	"24.232"
"GO:2000723"	"negative regulation of cardiac vascular smooth muscle cell differentiation"	"24.232"
"GO:0045685"	"regulation of glial cell differentiation"	"23.548"
"GO:0061534"	"gamma-aminobutyric acid secretion, neurotransmission"	"23.548"
"GO:0061535"	"glutamate secretion, neurotransmission"	"23.548"
"GO:0098597"	"observational learning"	"23.548"
"GO:0098880"	"maintenance of postsynaptic specialization structure"	"23.548"
"GO:0060842"	"arterial endothelial cell differentiation"	"23.407"
"GO:0036486"	"ventral trunk neural crest cell migration"	"23.249"
"GO:0097490"	"sympathetic neuron projection extension"	"23.249"
"GO:0097491"	"sympathetic neuron projection guidance"	"23.249"
"GO:1902285"	"semaphorin-plexin signaling pathway involved in neuron projection guidance"	"23.249"
"GO:0010157"	"response to chlorate"	"22.919"
"GO:0021938"	"smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation"	"22.501"
"GO:0006581"	"acetylcholine catabolic process"	"22.337"
"GO:0022607"	"cellular component assembly"	"22.337"
"GO:0032223"	"negative regulation of synaptic transmission, cholinergic"	"22.337"
"GO:0043973"	"histone H3-K4 acetylation"	"22.337"
"GO:0045212"	"neurotransmitter receptor biosynthetic process"	"22.337"
"GO:1903919"	"negative regulation of actin filament severing"	"21.296"
"GO:0071679"	"commissural neuron axon guidance"	"20.924"
"GO:0061551"	"trigeminal ganglion development"	"20.851"
"GO:0090251"	"protein localization involved in establishment of planar polarity"	"20.826"
"GO:2000298"	"regulation of Rho-dependent protein serine/threonine kinase activity"	"20.826"
"GO:0030850"	"prostate gland development"	"20.715"
"GO:1904530"	"negative regulation of actin filament binding"	"20.387"
"GO:0060301"	"positive regulation of cytokine activity"	"19.974"
"GO:0150018"	NA	"19.974"
"GO:1902378"	"VEGF-activated neuropilin signaling pathway involved in axon guidance"	"19.974"
"GO:1902946"	"protein localization to early endosome"	"19.974"
"GO:1905040"	"otic placode development"	"19.974"
"GO:0010522"	"regulation of calcium ion transport into cytosol"	"19.218"
"GO:1901166"	"neural crest cell migration involved in autonomic nervous system development"	"19.069"
"GO:0097533"	"cellular stress response to acid chemical"	"18.871"
"GO:0030516"	"regulation of axon extension"	"18.79"
"GO:0014858"	"positive regulation of skeletal muscle cell proliferation"	"18.229"
"GO:0060319"	"primitive erythrocyte differentiation"	"18.229"
"GO:0007411"	"axon guidance"	"17.88"
"GO:0010749"	"regulation of nitric oxide mediated signal transduction"	"17.648"
"GO:0060916"	"mesenchymal cell proliferation involved in lung development"	"17.648"
"GO:1903923"	"positive regulation of protein processing in phagocytic vesicle"	"17.648"
"GO:0048842"	"positive regulation of axon extension involved in axon guidance"	"17.472"
"GO:0060488"	"orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis"	"17.378"
"GO:0060489"	"planar dichotomous subdivision of terminal units involved in lung branching morphogenesis"	"17.378"
"GO:0060490"	"lateral sprouting involved in lung morphogenesis"	"17.378"
"GO:0021612"	"facial nerve structural organization"	"17.342"
"GO:0035767"	"endothelial cell chemotaxis"	"17.277"
"GO:0035912"	"dorsal aorta morphogenesis"	"17.209"
"GO:0003169"	"coronary vein morphogenesis"	"17.12"
"GO:0003195"	"tricuspid valve formation"	"17.12"
"GO:0060738"	"epithelial-mesenchymal signaling involved in prostate gland development"	"17.12"
"GO:0021897"	"forebrain astrocyte development"	"16.873"
"GO:0032796"	"uropod organization"	"16.636"
"GO:0036303"	"lymph vessel morphogenesis"	"16.636"
"GO:0001712"	"ectodermal cell fate commitment"	"16.409"
"GO:0021997"	"neural plate axis specification"	"16.409"
"GO:0060977"	"coronary vasculature morphogenesis"	"16.409"
"GO:0043369"	"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment"	"16.19"
"GO:0060523"	"prostate epithelial cord elongation"	"16.19"
"GO:2000729"	"positive regulation of mesenchymal cell proliferation involved in ureter development"	"16.19"
"GO:0003208"	"cardiac ventricle morphogenesis"	"16.113"
"GO:0072560"	"type B pancreatic cell maturation"	"15.981"
"GO:0031290"	"retinal ganglion cell axon guidance"	"15.961"
"GO:0061314"	"Notch signaling involved in heart development"	"15.911"
"GO:0016539"	"intein-mediated protein splicing"	"15.779"
"GO:0060978"	"angiogenesis involved in coronary vascular morphogenesis"	"15.779"
"GO:0048844"	"artery morphogenesis"	"15.677"
"GO:0001570"	"vasculogenesis"	"15.601"
"GO:0001507"	"acetylcholine catabolic process in synaptic cleft"	"15.585"
"GO:0097102"	"endothelial tip cell fate specification"	"15.585"
"GO:2000345"	"regulation of hepatocyte proliferation"	"15.585"
"GO:0070571"	"negative regulation of neuron projection regeneration"	"15.397"
"GO:0043534"	"blood vessel endothelial cell migration"	"15.336"
"GO:0007413"	"axonal fasciculation"	"15.281"
"GO:0060982"	"coronary artery morphogenesis"	"15.248"
"GO:0045686"	"negative regulation of glial cell differentiation"	"15.216"
"GO:0060769"	"positive regulation of epithelial cell proliferation involved in prostate gland development"	"15.216"
"GO:0021722"	"superior olivary nucleus maturation"	"14.873"
"GO:0060032"	"notochord regression"	"14.873"
"GO:0048853"	"forebrain morphogenesis"	"14.743"
"GO:0003199"	"endocardial cushion to mesenchymal transition involved in heart valve formation"	"14.71"
"GO:0072203"	"cell proliferation involved in metanephros development"	"14.71"
"GO:0061549"	"sympathetic ganglion development"	"14.579"
"GO:0038091"	"positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway"	"14.551"
"GO:0042249"	"establishment of planar polarity of embryonic epithelium"	"14.551"
"GO:0006930"	"substrate-dependent cell migration, cell extension"	"14.431"
"GO:0007228"	"positive regulation of hh target transcription factor activity"	"14.398"
"GO:1904339"	"negative regulation of dopaminergic neuron differentiation"	"14.398"
"GO:0003140"	"determination of left/right asymmetry in lateral mesoderm"	"14.25"
"GO:0034436"	"glycoprotein transport"	"14.25"
"GO:0061441"	"renal artery morphogenesis"	"14.25"
"GO:2000779"	"regulation of double-strand break repair"	"14.25"
"GO:0021834"	"chemorepulsion involved in embryonic olfactory bulb interneuron precursor migration"	"14.106"
"GO:0003190"	"atrioventricular valve formation"	"13.966"
"GO:0046985"	"positive regulation of hemoglobin biosynthetic process"	"13.966"
"GO:0051894"	"positive regulation of focal adhesion assembly"	"13.953"
"GO:0001952"	"regulation of cell-matrix adhesion"	"13.901"
"GO:0038084"	"vascular endothelial growth factor signaling pathway"	"13.8"
"GO:0010621"	"negative regulation of transcription by transcription factor localization"	"13.699"
"GO:0060633"	"negative regulation of transcription initiation from RNA polymerase II promoter"	"13.699"
"GO:0060411"	"cardiac septum morphogenesis"	"13.511"
"GO:0001938"	"positive regulation of endothelial cell proliferation"	"13.465"
"GO:0000972"	"transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery"	"13.446"
"GO:0033563"	"dorsal/ventral axon guidance"	"13.446"
"GO:0060538"	"skeletal muscle organ development"	"13.446"
"GO:0003365"	"establishment of cell polarity involved in ameboidal cell migration"	"13.325"
"GO:0021513"	"spinal cord dorsal/ventral patterning"	"13.325"
"GO:0046639"	"negative regulation of alpha-beta T cell differentiation"	"13.325"
"GO:0051252"	"regulation of RNA metabolic process"	"13.325"
"GO:0009953"	"dorsal/ventral pattern formation"	"13.223"
"GO:0021912"	"regulation of transcription from RNA polymerase II promoter involved in spinal cord motor neuron fate specification"	"13.207"
"GO:0032506"	"cytokinetic process"	"13.207"
"GO:0072001"	"renal system development"	"13.185"
"GO:0021675"	"nerve development"	"13.184"
"GO:0051594"	"detection of glucose"	"13.092"
"GO:2000678"	"negative regulation of transcription regulatory region DNA binding"	"12.988"
"GO:0051919"	"positive regulation of fibrinolysis"	"12.98"
"GO:0060447"	"bud outgrowth involved in lung branching"	"12.98"
"GO:0061005"	"cell differentiation involved in kidney development"	"12.871"
"GO:0072136"	"metanephric mesenchymal cell proliferation involved in metanephros development"	"12.871"
"GO:0150020"	NA	"12.871"
"GO:0009957"	"epidermal cell fate specification"	"12.764"
"GO:0001569"	"patterning of blood vessels"	"12.712"
"GO:0003186"	"tricuspid valve morphogenesis"	"12.66"
"GO:0033092"	"positive regulation of immature T cell proliferation in thymus"	"12.66"
"GO:2000078"	"positive regulation of type B pancreatic cell development"	"12.66"
"GO:0009948"	"anterior/posterior axis specification"	"12.646"
"GO:0060317"	"cardiac epithelial to mesenchymal transition"	"12.644"
"GO:0021785"	"branchiomotor neuron axon guidance"	"12.558"
"GO:0038026"	"reelin-mediated signaling pathway"	"12.558"
"GO:0002693"	"positive regulation of cellular extravasation"	"12.459"
"GO:0038189"	"neuropilin signaling pathway"	"12.459"
"GO:0090370"	"negative regulation of cholesterol efflux"	"12.459"
"GO:0050930"	"induction of positive chemotaxis"	"12.354"
"GO:0007442"	"hindgut morphogenesis"	"12.175"
"GO:0014706"	"striated muscle tissue development"	"12.175"
"GO:0031077"	"post-embryonic camera-type eye development"	"12.175"
"GO:0009887"	"animal organ morphogenesis"	"12.088"
"GO:0021522"	"spinal cord motor neuron differentiation"	"12.015"
"GO:0003184"	"pulmonary valve morphogenesis"	"11.991"
"GO:0021913"	"regulation of transcription from RNA polymerase II promoter involved in ventral spinal cord interneuron specification"	"11.825"
"GO:0042481"	"regulation of odontogenesis"	"11.825"
"GO:0001525"	"angiogenesis"	"11.772"
"GO:0035021"	"negative regulation of Rac protein signal transduction"	"11.742"
"GO:1900086"	"positive regulation of peptidyl-tyrosine autophosphorylation"	"11.742"
"GO:0061053"	"somite development"	"11.682"
"GO:0060347"	"heart trabecula formation"	"11.602"
"GO:0030224"	"monocyte differentiation"	"11.466"
"GO:0001702"	"gastrulation with mouth forming second"	"11.429"
"GO:0045607"	"regulation of auditory receptor cell differentiation"	"11.427"
"GO:0048105"	"establishment of body hair planar orientation"	"11.427"
"GO:0051295"	"establishment of meiotic spindle localization"	"11.427"
"GO:0002076"	"osteoblast development"	"11.392"
"GO:0048859"	"formation of anatomical boundary"	"11.278"
"GO:0070120"	"ciliary neurotrophic factor-mediated signaling pathway"	"11.206"
"GO:0014044"	"Schwann cell development"	"11.135"
"GO:0065004"	"protein-DNA complex assembly"	"11.135"
"GO:0035910"	"ascending aorta morphogenesis"	"11.065"
"GO:0048593"	"camera-type eye morphogenesis"	"11.034"
"GO:0007399"	"nervous system development"	"11.028"
"GO:0007224"	"smoothened signaling pathway"	"10.973"
"GO:0050918"	"positive chemotaxis"	"10.898"
"GO:0099175"	NA	"10.825"
"GO:0021764"	"amygdala development"	"10.8"
"GO:0008589"	"regulation of smoothened signaling pathway"	"10.797"
"GO:0071542"	"dopaminergic neuron differentiation"	"10.763"
"GO:0014031"	"mesenchymal cell development"	"10.736"
"GO:0038033"	"positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway"	"10.736"
"GO:0043549"	"regulation of kinase activity"	"10.736"
"GO:0060603"	"mammary gland duct morphogenesis"	"10.674"
"GO:0030578"	"PML body organization"	"10.612"
"GO:0001764"	"neuron migration"	"10.56"
"GO:0033564"	"anterior/posterior axon guidance"	"10.552"
"GO:0007406"	"negative regulation of neuroblast proliferation"	"10.377"
"GO:0042501"	"serine phosphorylation of STAT protein"	"10.377"
"GO:0048864"	"stem cell development"	"10.377"
"GO:2000048"	"negative regulation of cell-cell adhesion mediated by cadherin"	"10.377"
"GO:0021637"	"trigeminal nerve structural organization"	"10.321"
"GO:0061156"	"pulmonary artery morphogenesis"	"10.321"
"GO:0034447"	"very-low-density lipoprotein particle clearance"	"10.265"
"GO:0042063"	"gliogenesis"	"10.265"
"GO:0060716"	"labyrinthine layer blood vessel development"	"10.254"
"GO:0010595"	"positive regulation of endothelial cell migration"	"10.187"
"GO:0021532"	"neural tube patterning"	"10.157"
"GO:0043535"	"regulation of blood vessel endothelial cell migration"	"10.157"
"GO:0060664"	"epithelial cell proliferation involved in salivary gland morphogenesis"	"10.104"
"GO:0090050"	"positive regulation of cell migration involved in sprouting angiogenesis"	"10.072"
"GO:1901727"	"positive regulation of histone deacetylase activity"	"10.051"
"GO:0002052"	"positive regulation of neuroblast proliferation"	"10.043"
"GO:0060662"	"salivary gland cavitation"	"10"
"GO:0061419"	"positive regulation of transcription from RNA polymerase II promoter in response to hypoxia"	"10"
"GO:1900180"	"regulation of protein localization to nucleus"	"10"
"GO:0051702"	"interaction with symbiont"	"9.899"
"GO:0001953"	"negative regulation of cell-matrix adhesion"	"9.834"
"GO:0060754"	"positive regulation of mast cell chemotaxis"	"9.802"
"GO:0003150"	"muscular septum morphogenesis"	"9.754"
"GO:0060666"	"dichotomous subdivision of terminal units involved in salivary gland branching"	"9.754"
"GO:0001919"	"regulation of receptor recycling"	"9.707"
"GO:0021696"	"cerebellar cortex morphogenesis"	"9.707"
"GO:0046929"	"negative regulation of neurotransmitter secretion"	"9.707"
"GO:0060385"	"axonogenesis involved in innervation"	"9.661"
"GO:2001054"	"negative regulation of mesenchymal cell apoptotic process"	"9.661"
"GO:0051782"	"negative regulation of cell division"	"9.615"
"GO:0097084"	"vascular smooth muscle cell development"	"9.525"
"GO:0048754"	"branching morphogenesis of an epithelial tube"	"9.522"
"GO:0043697"	"cell dedifferentiation"	"9.482"
"GO:0060463"	"lung lobe morphogenesis"	"9.482"
"GO:0061299"	"retina vasculature morphogenesis in camera-type eye"	"9.482"
"GO:0031016"	"pancreas development"	"9.465"
"GO:0001768"	"establishment of T cell polarity"	"9.438"
"GO:0021930"	"cerebellar granule cell precursor proliferation"	"9.438"
"GO:0021978"	"telencephalon regionalization"	"9.438"
"GO:0060484"	"lung-associated mesenchyme development"	"9.438"
"GO:0002042"	"cell migration involved in sprouting angiogenesis"	"9.407"
"GO:0002320"	"lymphoid progenitor cell differentiation"	"9.396"
"GO:0045345"	"positive regulation of MHC class I biosynthetic process"	"9.396"
"GO:0048645"	"animal organ formation"	"9.353"
"GO:0051964"	"negative regulation of synapse assembly"	"9.353"
"GO:0021707"	"cerebellar granule cell differentiation"	"9.271"
"GO:0045687"	"positive regulation of glial cell differentiation"	"9.23"
"GO:0060840"	"artery development"	"9.19"
"GO:0060428"	"lung epithelium development"	"9.151"
"GO:0048771"	"tissue remodeling"	"9.112"
"GO:0060045"	"positive regulation of cardiac muscle cell proliferation"	"8.963"
"GO:0014902"	"myotube differentiation"	"8.888"
"GO:0035924"	"cellular response to vascular endothelial growth factor stimulus"	"8.874"
"GO:0035148"	"tube formation"	"8.817"
"GO:0045656"	"negative regulation of monocyte differentiation"	"8.817"
"GO:0021517"	"ventral spinal cord development"	"8.782"
"GO:0000212"	"meiotic spindle organization"	"8.747"
"GO:0032489"	"regulation of Cdc42 protein signal transduction"	"8.679"
"GO:0003148"	"outflow tract septum morphogenesis"	"8.627"
"GO:0035137"	"hindlimb morphogenesis"	"8.548"
"GO:0060831"	"smoothened signaling pathway involved in dorsal/ventral neural tube patterning"	"8.548"
"GO:0090037"	"positive regulation of protein kinase C signaling"	"8.548"
"GO:0007182"	"common-partner SMAD protein phosphorylation"	"8.516"
"GO:0051155"	"positive regulation of striated muscle cell differentiation"	"8.516"
"GO:0002040"	"sprouting angiogenesis"	"8.515"
"GO:0001656"	"metanephros development"	"8.462"
"GO:0010669"	"epithelial structure maintenance"	"8.422"
"GO:1904837"	"beta-catenin-TCF complex assembly"	"8.401"
"GO:0048617"	"embryonic foregut morphogenesis"	"8.392"
"GO:0048010"	"vascular endothelial growth factor receptor signaling pathway"	"8.374"
"GO:0019227"	"neuronal action potential propagation"	"8.362"
"GO:0007498"	"mesoderm development"	"8.345"
"GO:0045162"	"clustering of voltage-gated sodium channels"	"8.332"
"GO:0060627"	"regulation of vesicle-mediated transport"	"8.332"
"GO:0031658"	"negative regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle"	"8.302"
"GO:0043542"	"endothelial cell migration"	"8.286"
"GO:0001937"	"negative regulation of endothelial cell proliferation"	"8.272"
"GO:0009611"	"response to wounding"	"8.245"
"GO:0045880"	"positive regulation of smoothened signaling pathway"	"8.242"
"GO:0048643"	"positive regulation of skeletal muscle tissue development"	"8.187"
"GO:0048699"	"generation of neurons"	"8.187"
"GO:0009913"	"epidermal cell differentiation"	"8.159"
"GO:0003360"	"brainstem development"	"8.158"
"GO:0060020"	"Bergmann glial cell differentiation"	"8.131"
"GO:0048820"	"hair follicle maturation"	"8.103"
"GO:0006139"	"nucleobase-containing compound metabolic process"	"8.058"
"GO:0038007"	"netrin-activated signaling pathway"	"8.049"
"GO:0045762"	"positive regulation of adenylate cyclase activity"	"8.049"
"GO:0003007"	"heart morphogenesis"	"7.971"
"GO:0044342"	"type B pancreatic cell proliferation"	"7.943"
