"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0002116"	"semaphorin receptor complex"	"28.148"	"29"	"0.852"	"0.913"
"GO:0005667"	"transcription factor complex"	"11.938"	"164"	"68.684"	"7.984"
"GO:0005886"	"plasma membrane"	"11.146"	"918"	"674.491"	"21.847"
"GO:0043235"	"receptor complex"	"10.751"	"110"	"43.99"	"6.14"
"GO:0009986"	"cell surface"	"9.926"	"199"	"103.794"	"9.591"
"GO:0030424"	"axon"	"9.637"	"148"	"72.614"	"7.823"
"GO:0000836"	"Hrd1p ubiquitin ligase complex"	"9.378"	"10"	"0.622"	"0.751"
"GO:0008091"	"spectrin"	"9.085"	"18"	"2.922"	"1.66"
"GO:0016533"	"cyclin-dependent protein kinase 5 holoenzyme complex"	"8.482"	"9"	"0.518"	"0.678"
"GO:0035868"	"alphav-beta3 integrin-HMGB1 complex"	"8.369"	"9"	"0.631"	"0.76"
"GO:0005938"	"cell cortex"	"8.184"	"83"	"34.956"	"5.87"
"GO:0098978"	"glutamatergic synapse"	"8.105"	"196"	"114.267"	"10.084"
"GO:0062023"	NA	"8.007"	"52"	"18.287"	"4.21"
"GO:0005856"	"cytoskeleton"	"7.697"	"137"	"75.027"	"8.051"
"GO:0016513"	"core-binding factor complex"	"7.519"	"8"	"0.481"	"0.674"
"GO:0000839"	"Hrd1p ubiquitin ligase ERAD-L complex"	"7.476"	"8"	"0.524"	"0.722"
"GO:0044322"	"endoplasmic reticulum quality control compartment"	"7.453"	"22"	"5.346"	"2.235"
"GO:0031235"	"intrinsic component of the cytoplasmic side of the plasma membrane"	"7.188"	"8"	"0.812"	"0.865"
"GO:1990907"	"beta-catenin-TCF complex"	"7.183"	"17"	"3.433"	"1.889"
"GO:0030027"	"lamellipodium"	"7.005"	"96"	"48.216"	"6.821"
"GO:0043005"	"neuron projection"	"6.968"	"116"	"63.003"	"7.606"
"GO:0005901"	"caveola"	"6.963"	"48"	"18.376"	"4.254"
"GO:0045121"	"membrane raft"	"6.887"	"129"	"75.071"	"7.831"
"GO:0015629"	"actin cytoskeleton"	"6.864"	"113"	"62.033"	"7.426"
"GO:0008305"	"integrin complex"	"6.738"	"16"	"3.725"	"1.822"
"GO:0016605"	"PML body"	"6.733"	"98"	"52.527"	"6.754"
"GO:0070369"	"beta-catenin-TCF7L2 complex"	"6.576"	"13"	"2.558"	"1.588"
"GO:0097386"	"glial cell projection"	"6.448"	"13"	"2.773"	"1.586"
"GO:0005925"	"focal adhesion"	"6.378"	"283"	"199.959"	"13.02"
"GO:0005884"	"actin filament"	"6.338"	"63"	"29.618"	"5.267"
"GO:0035867"	"alphav-beta3 integrin-IGF-1-IGF1R complex"	"6.327"	"7"	"0.673"	"0.793"
"GO:0030054"	"cell junction"	"6.301"	"118"	"68.372"	"7.876"
"GO:0005923"	"bicellular tight junction"	"6.269"	"44"	"17.587"	"4.213"
"GO:0005737"	"cytoplasm"	"6.204"	"1254"	"1090.733"	"26.317"
"GO:0033268"	"node of Ranvier"	"6.174"	"10"	"1.828"	"1.324"
"GO:0097038"	"perinuclear endoplasmic reticulum"	"6.148"	"11"	"2.154"	"1.439"
"GO:0031012"	"extracellular matrix"	"5.971"	"46"	"20.318"	"4.301"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"5.917"	"38"	"15.528"	"3.798"
"GO:0005604"	"basement membrane"	"5.902"	"31"	"11.074"	"3.376"
"GO:0005911"	"cell-cell junction"	"5.862"	"85"	"47.049"	"6.475"
"GO:0032993"	"protein-DNA complex"	"5.86"	"50"	"23.556"	"4.513"
"GO:0031092"	"platelet alpha granule membrane"	"5.846"	"11"	"2.277"	"1.492"
"GO:0000118"	"histone deacetylase complex"	"5.816"	"34"	"13.349"	"3.55"
"GO:0014069"	"postsynaptic density"	"5.772"	"117"	"70.529"	"8.051"
"GO:0000790"	"nuclear chromatin"	"5.759"	"185"	"125.954"	"10.252"
"GO:0030426"	"growth cone"	"5.688"	"54"	"26.295"	"4.871"
"GO:0031528"	"microvillus membrane"	"5.682"	"9"	"1.763"	"1.274"
"GO:0017146"	"NMDA selective glutamate receptor complex"	"5.623"	"10"	"1.995"	"1.424"
"GO:0030877"	"beta-catenin destruction complex"	"5.579"	"20"	"6.272"	"2.461"
"GO:0016580"	"Sin3 complex"	"5.501"	"27"	"10.149"	"3.063"
"GO:0005606"	"laminin-1 complex"	"5.493"	"6"	"0.507"	"0.712"
"GO:0014731"	"spectrin-associated cytoskeleton"	"5.454"	"10"	"2.022"	"1.463"
"GO:0071062"	"alphav-beta3 integrin-vitronectin complex"	"5.417"	"6"	"0.583"	"0.757"
"GO:1990909"	"Wnt signalosome"	"5.24"	"18"	"5.768"	"2.334"
"GO:0017053"	"transcriptional repressor complex"	"5.209"	"45"	"21.722"	"4.469"
"GO:0071944"	"cell periphery"	"5.196"	"30"	"12.54"	"3.36"
"GO:0097129"	"cyclin D2-CDK4 complex"	"5.182"	"6"	"0.818"	"0.845"
"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"5.156"	"36"	"15.893"	"3.9"
"GO:0032587"	"ruffle membrane"	"5.106"	"59"	"31.296"	"5.425"
"GO:0030425"	"dendrite"	"5.105"	"159"	"108.862"	"9.821"
"GO:0005615"	"extracellular space"	"5.1"	"296"	"222.33"	"14.446"
"GO:0070022"	"transforming growth factor beta receptor homodimeric complex"	"5.098"	"8"	"1.634"	"1.249"
"GO:0043025"	"neuronal cell body"	"5.086"	"150"	"102.724"	"9.294"
"GO:0097025"	"MPP7-DLG1-LIN7 complex"	"5.079"	"6"	"0.921"	"0.956"
"GO:0031258"	"lamellipodium membrane"	"5.064"	"13"	"3.313"	"1.913"
"GO:0043194"	"axon initial segment"	"5.06"	"10"	"2.361"	"1.51"
"GO:0005883"	"neurofilament"	"4.933"	"6"	"1.067"	"0.984"
"GO:0070822"	"Sin3-type complex"	"4.913"	"14"	"4.236"	"1.988"
"GO:0036020"	"endolysosome membrane"	"4.836"	"22"	"8.209"	"2.852"
"GO:0035866"	"alphav-beta3 integrin-PKCalpha complex"	"4.645"	"6"	"1.131"	"1.048"
"GO:0034683"	"integrin alphav-beta3 complex"	"4.617"	"5"	"0.383"	"0.596"
"GO:0030122"	"AP-2 adaptor complex"	"4.591"	"24"	"10.021"	"3.045"
"GO:0043220"	"Schmidt-Lanterman incisure"	"4.583"	"9"	"2.278"	"1.467"
"GO:0005862"	"muscle thin filament tropomyosin"	"4.548"	"7"	"1.563"	"1.196"
"GO:0005903"	"brush border"	"4.505"	"26"	"11.177"	"3.29"
"GO:0099092"	NA	"4.499"	"15"	"5.124"	"2.195"
"GO:0043259"	"laminin-10 complex"	"4.496"	"5"	"0.504"	"0.709"
"GO:0005912"	"adherens junction"	"4.491"	"23"	"9.875"	"2.922"
"GO:0036513"	"Derlin-1 retrotranslocation complex"	"4.395"	"14"	"4.891"	"2.073"
"GO:0031093"	"platelet alpha granule lumen"	"4.387"	"39"	"20.2"	"4.285"
"GO:0005768"	"endosome"	"4.386"	"115"	"78.079"	"8.419"
"GO:0098793"	"presynapse"	"4.317"	"45"	"24.065"	"4.85"
"GO:0097443"	"sorting endosome"	"4.316"	"11"	"3.287"	"1.787"
"GO:0043083"	"synaptic cleft"	"4.25"	"6"	"1.304"	"1.105"
"GO:0098685"	NA	"4.234"	"49"	"27.31"	"5.123"
"GO:0032153"	"cell division site"	"4.226"	"10"	"3.015"	"1.653"
"GO:0031527"	"filopodium membrane"	"4.204"	"10"	"2.948"	"1.678"
