"GO.ID"	"GO.Term"	"zscore"
"GO:1990907"	"beta-catenin-TCF complex"	"21.025"
"GO:0098992"	"neuronal dense core vesicle"	"14.71"
"GO:0002116"	"semaphorin receptor complex"	"13.639"
"GO:0097513"	"myosin II filament"	"12.66"
"GO:0097059"	"CNTFR-CLCF1 complex"	"12.268"
"GO:0016533"	"cyclin-dependent protein kinase 5 holoenzyme complex"	"11.996"
"GO:0044218"	"other organism cell membrane"	"11.742"
"GO:0070110"	"ciliary neurotrophic factor receptor complex"	"11.427"
"GO:0042406"	"extrinsic component of endoplasmic reticulum membrane"	"10.265"
"GO:0005826"	"actomyosin contractile ring"	"10.157"
"GO:0097443"	"sorting endosome"	"9.802"
"GO:0001726"	"ruffle"	"9.564"
"GO:0044295"	"axonal growth cone"	"8.869"
"GO:0016460"	"myosin II complex"	"8.646"
"GO:0005883"	"neurofilament"	"8.332"
"GO:0043292"	"contractile fiber"	"8.187"
"GO:0031232"	"extrinsic component of external side of plasma membrane"	"7.817"
"GO:0031594"	"neuromuscular junction"	"7.595"
"GO:0008180"	"COP9 signalosome"	"7.559"
"GO:0031252"	"cell leading edge"	"7.408"
"GO:0044294"	"dendritic growth cone"	"7.304"
"GO:0042641"	"actomyosin"	"6.778"
"GO:0099055"	"integral component of postsynaptic membrane"	"6.745"
"GO:0001931"	"uropod"	"6.606"
"GO:0030424"	"axon"	"6.385"
"GO:0016580"	"Sin3 complex"	"6.232"
"GO:0043083"	"synaptic cleft"	"6.026"
"GO:0030426"	"growth cone"	"5.724"
"GO:0009986"	"cell surface"	"5.693"
"GO:0030673"	"axolemma"	"5.591"
"GO:0031093"	"platelet alpha granule lumen"	"5.419"
"GO:0043194"	"axon initial segment"	"5.346"
"GO:0009897"	"external side of plasma membrane"	"5.254"
"GO:0031362"	"anchored component of external side of plasma membrane"	"5.235"
"GO:0034361"	"very-low-density lipoprotein particle"	"5.038"
"GO:0032809"	"neuronal cell body membrane"	"4.628"
"GO:0000792"	"heterochromatin"	"4.575"
"GO:0030141"	"secretory granule"	"4.51"
"GO:0043005"	"neuron projection"	"4.501"
"GO:0098793"	"presynapse"	"4.47"
"GO:0005667"	"transcription factor complex"	"4.441"
"GO:0098978"	"glutamatergic synapse"	"4.368"
"GO:0043235"	"receptor complex"	"4.249"
"GO:0008305"	"integrin complex"	"4.236"
"GO:0031225"	"anchored component of membrane"	"4.214"
"GO:0032590"	"dendrite membrane"	"4.03"
"GO:0030425"	"dendrite"	"3.854"
"GO:0005925"	"focal adhesion"	"3.805"
"GO:0005819"	"spindle"	"3.773"
"GO:0005886"	"plasma membrane"	"3.686"
"GO:0001772"	"immunological synapse"	"3.634"
"GO:0097546"	"ciliary base"	"3.618"
"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"3.54"
"GO:0043197"	"dendritic spine"	"3.328"
"GO:0030496"	"midbody"	"3.157"
"GO:0030054"	"cell junction"	"3.056"
"GO:0005903"	"brush border"	"3.005"
"GO:0097542"	"ciliary tip"	"2.985"
"GO:0005615"	"extracellular space"	"2.934"
"GO:0060170"	"ciliary membrane"	"2.93"
"GO:0043195"	"terminal bouton"	"2.925"
"GO:0005905"	"clathrin-coated pit"	"2.922"
"GO:0099061"	"integral component of postsynaptic density membrane"	"2.901"
"GO:0043025"	"neuronal cell body"	"2.86"
"GO:0017053"	"transcriptional repressor complex"	"2.838"
"GO:0030139"	"endocytic vesicle"	"2.823"
"GO:0032154"	"cleavage furrow"	"2.772"
"GO:0001725"	"stress fiber"	"2.708"
"GO:0005829"	"cytosol"	"2.618"
"GO:0019898"	"extrinsic component of membrane"	"2.59"
"GO:0015629"	"actin cytoskeleton"	"2.578"
"GO:0045121"	"membrane raft"	"2.512"
