"Pathway"	"Z-score"
"Cytokine-cytokine receptor interaction"	"44.519"
"Jak-STAT signaling pathway"	"40.087"
"Hematopoietic cell lineage"	"32.399"
"Inflammatory bowel disease (IBD)"	"24.872"
"Osteoclast differentiation"	"22.913"
"TNF signaling pathway"	"20.967"
"Th17 cell differentiation"	"20.856"
"Kaposi's sarcoma-associated herpesvirus infection"	"18.829"
"Measles"	"18.544"
"Toll-like receptor signaling pathway"	"18.368"
"Herpes simplex infection"	"17.965"
"Toxoplasmosis"	"17.486"
"Influenza A"	"17.339"
"IL-17 signaling pathway"	"16.509"
"Pathways in cancer"	"16.494"
"Leishmaniasis"	"16.357"
"Legionellosis"	"15.703"
"Salmonella infection"	"15.531"
"Chagas disease (American trypanosomiasis)"	"15.372"
"Rheumatoid arthritis"	"15.111"
"Malaria"	"14.625"
"Amoebiasis"	"14.431"
"Hepatitis B"	"14.259"
"Adipocytokine signaling pathway"	"13.997"
"Hepatitis C"	"13.648"
"Chemokine signaling pathway"	"13.325"
"Th1 and Th2 cell differentiation"	"13.307"
"Necroptosis"	"13.196"
"NOD-like receptor signaling pathway"	"13.087"
"C-type lectin receptor signaling pathway"	"12.533"
"African trypanosomiasis"	"12.453"
"Tuberculosis"	"12.452"
"NF-kappa B signaling pathway"	"11.802"
"PI3K-Akt signaling pathway"	"11.602"
"AGE-RAGE signaling pathway in diabetic complications"	"11.5"
"Pertussis"	"11.259"
"Insulin resistance"	"11.055"
"Intestinal immune network for IgA production"	"10.294"
"Non-alcoholic fatty liver disease (NAFLD)"	"10.241"
"Prolactin signaling pathway"	"10.183"
"HTLV-I infection"	"10.166"
"MAPK signaling pathway"	"10.142"
"Human papillomavirus infection"	"9.805"
"Proteoglycans in cancer"	"9.729"
"Natural killer cell mediated cytotoxicity"	"9.681"
"Fluid shear stress and atherosclerosis"	"9.381"
"MicroRNAs in cancer"	"9.028"
"Graft-versus-host disease"	"8.98"
"Acute myeloid leukemia"	"8.768"
"HIF-1 signaling pathway"	"8.434"
"Apoptosis"	"8.17"
"Chronic myeloid leukemia"	"8.01"
"Hypertrophic cardiomyopathy (HCM)"	"7.567"
"T cell receptor signaling pathway"	"6.821"
"Renal cell carcinoma"	"6.78"
"Viral carcinogenesis"	"6.43"
"Pancreatic cancer"	"6.426"
"Type I diabetes mellitus"	"6.308"
"Type II diabetes mellitus"	"6.272"
"ECM-receptor interaction"	"5.975"
"Colorectal cancer"	"5.904"
"TGF-beta signaling pathway"	"5.844"
"Dilated cardiomyopathy (DCM)"	"5.686"
"Amyotrophic lateral sclerosis (ALS)"	"5.649"
"Signaling pathways regulating pluripotency of stem cells"	"5.642"
"Insulin signaling pathway"	"5.538"
"Epstein-Barr virus infection"	"5.446"
"Cytosolic DNA-sensing pathway"	"5.089"
"Non-small cell lung cancer"	"5.076"
"Fc epsilon RI signaling pathway"	"4.892"
"Apoptosis - multiple species"	"4.836"
"Epithelial cell signaling in Helicobacter pylori infection"	"4.836"
"Prion diseases"	"4.568"
"Transcriptional misregulation in cancer"	"4.537"
"FoxO signaling pathway"	"4.494"
"Focal adhesion"	"4.436"
"ErbB signaling pathway"	"4.432"
"Allograft rejection"	"4.431"
"Fat digestion and absorption"	"4.243"
"Phospholipase D signaling pathway"	"4.13"
"Ras signaling pathway"	"3.996"
"Phagosome"	"3.994"
"Prostate cancer"	"3.962"
"Non-homologous end-joining"	"3.91"
"Choline metabolism in cancer"	"3.895"
"Hepatocellular carcinoma"	"3.821"
"Alzheimer's disease"	"3.648"
"Endometrial cancer"	"3.446"
"Neurotrophin signaling pathway"	"3.409"
"Regulation of actin cytoskeleton"	"3.207"
"Relaxin signaling pathway"	"3.166"
"RIG-I-like receptor signaling pathway"	"3.056"
"Ubiquitin mediated proteolysis"	"3.052"
"B cell receptor signaling pathway"	"3.034"
"Glioma"	"3.028"
"Melanoma"	"3.003"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"2.92"
"Gastric cancer"	"2.884"
"Breast cancer"	"2.882"
"mTOR signaling pathway"	"2.856"
"Endocytosis"	"2.787"
"Oxytocin signaling pathway"	"2.786"
"alpha-Linolenic acid metabolism"	"2.69"
"Gap junction"	"2.595"
"GnRH signaling pathway"	"2.48"
"Inflammatory mediator regulation of TRP channels"	"2.437"
"Nicotinate and nicotinamide metabolism"	"2.435"
"Linoleic acid metabolism"	"2.412"
"Pancreatic secretion"	"2.366"
"Asthma"	"2.316"
"Porphyrin and chlorophyll metabolism"	"2.221"
"Rap1 signaling pathway"	"2.17"
"Primary immunodeficiency"	"2.125"
"Leukocyte transendothelial migration"	"2.084"
"Thyroid hormone signaling pathway"	"2.048"
"Sphingolipid signaling pathway"	"2.036"
"Thyroid cancer"	"2.029"
"AMPK signaling pathway"	"1.979"
"Platelet activation"	"1.956"
"Ferroptosis"	"1.915"
"Estrogen signaling pathway"	"1.77"
"Ether lipid metabolism"	"1.739"
"Cholesterol metabolism"	"1.66"
"Cocaine addiction"	"1.627"
"Autoimmune thyroid disease"	"1.607"
"Mineral absorption"	"1.562"
"Cellular senescence"	"1.534"
"Pathogenic Escherichia coli infection"	"1.52"
"Arachidonic acid metabolism"	"1.379"
"Basal cell carcinoma"	"1.354"
