"GO.ID"	"GO.Term"	"Z-score"
"GO:0005886"	"plasma membrane"	"46.169"
"GO:0009897"	"external side of plasma membrane"	"37.198"
"GO:0005887"	"integral component of plasma membrane"	"36.603"
"GO:0005896"	"interleukin-6 receptor complex"	"29.674"
"GO:0005576"	"extracellular region"	"28.121"
"GO:0005615"	"extracellular space"	"27.84"
"GO:0043235"	"receptor complex"	"27.218"
"GO:0070110"	"ciliary neurotrophic factor receptor complex"	"24.382"
"GO:0043514"	"interleukin-12 complex"	"24.113"
"GO:0045121"	"membrane raft"	"21.746"
"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"20.377"
"GO:0070743"	"interleukin-23 complex"	"19.299"
"GO:0009986"	"cell surface"	"19.06"
"GO:0016021"	"integral component of membrane"	"17.369"
"GO:0005622"	"intracellular"	"16.617"
"GO:0042629"	"mast cell granule"	"14.694"
"GO:0005900"	"oncostatin-M receptor complex"	"14.575"
"GO:0035631"	"CD40 receptor complex"	"14.112"
"GO:0035355"	"Toll-like receptor 2-Toll-like receptor 6 protein complex"	"12.452"
"GO:0031906"	"late endosome lumen"	"12.321"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"12.267"
"GO:0035354"	"Toll-like receptor 1-Toll-like receptor 2 protein complex"	"11.699"
"GO:0005898"	"interleukin-13 receptor complex"	"11.608"
"GO:0070195"	"growth hormone receptor complex"	"11.509"
"GO:0097058"	"CRLF-CLCF1 complex"	"11.331"
"GO:0005768"	"endosome"	"10.944"
"GO:0031226"	"intrinsic component of plasma membrane"	"10.905"
"GO:0005911"	"cell-cell junction"	"10.663"
"GO:0005943"	"phosphatidylinositol 3-kinase complex, class IA"	"10.442"
"GO:0019815"	"B cell receptor complex"	"10.404"
"GO:0005856"	"cytoskeleton"	"10.356"
"GO:0097059"	"CNTFR-CLCF1 complex"	"10.27"
"GO:0016323"	"basolateral plasma membrane"	"10.188"
"GO:0099091"	NA	"10.124"
"GO:0062023"	NA	"9.983"
"GO:0009898"	"cytoplasmic side of plasma membrane"	"9.891"
"GO:0031904"	"endosome lumen"	"9.891"
"GO:0005899"	"insulin receptor complex"	"9.861"
"GO:0009925"	"basal plasma membrane"	"9.671"
"GO:0043679"	"axon terminus"	"9.505"
"GO:0008305"	"integrin complex"	"9.372"
"GO:0005925"	"focal adhesion"	"9.271"
"GO:0097342"	"ripoptosome"	"9.229"
"GO:0042599"	"lamellar body"	"9.137"
"GO:0099056"	"integral component of presynaptic membrane"	"9.01"
"GO:0099055"	"integral component of postsynaptic membrane"	"8.915"
"GO:0042105"	"alpha-beta T cell receptor complex"	"8.897"
"GO:0042101"	"T cell receptor complex"	"8.881"
"GO:0030526"	"granulocyte macrophage colony-stimulating factor receptor complex"	"8.858"
"GO:0031264"	"death-inducing signaling complex"	"8.805"
"GO:0005901"	"caveola"	"8.788"
"GO:0031093"	"platelet alpha granule lumen"	"8.413"
"GO:0030425"	"dendrite"	"8.404"
"GO:0034666"	"integrin alpha2-beta1 complex"	"8.314"
"GO:0035867"	"alphav-beta3 integrin-IGF-1-IGF1R complex"	"7.985"
"GO:0005938"	"cell cortex"	"7.961"
"GO:0032009"	"early phagosome"	"7.954"
"GO:1990578"	"perinuclear endoplasmic reticulum membrane"	"7.929"
"GO:0098978"	"glutamatergic synapse"	"7.89"
"GO:0043512"	"inhibin A complex"	"7.417"
"GO:0038039"	"G-protein coupled receptor heterodimeric complex"	"7.324"
"GO:0010008"	"endosome membrane"	"7.227"
"GO:0030665"	"clathrin-coated vesicle membrane"	"7.187"
"GO:0005788"	"endoplasmic reticulum lumen"	"7.184"
"GO:0016324"	"apical plasma membrane"	"7.159"
"GO:0070435"	"Shc-EGFR complex"	"7.127"
"GO:0005623"	"cell"	"6.898"
"GO:1990682"	"CSF1-CSF1R complex"	"6.893"
"GO:0071438"	"invadopodium membrane"	"6.875"
"GO:0014069"	"postsynaptic density"	"6.827"
"GO:0030027"	"lamellipodium"	"6.801"
"GO:0071062"	"alphav-beta3 integrin-vitronectin complex"	"6.772"
"GO:0030667"	"secretory granule membrane"	"6.767"
"GO:1904724"	"tertiary granule lumen"	"6.728"
"GO:0042734"	"presynaptic membrane"	"6.723"
"GO:0035579"	"specific granule membrane"	"6.574"
"GO:0032587"	"ruffle membrane"	"6.569"
"GO:0032002"	"interleukin-28 receptor complex"	"6.501"
"GO:0008385"	"IkappaB kinase complex"	"6.485"
"GO:0072536"	"interleukin-23 receptor complex"	"6.484"
"GO:0042995"	"cell projection"	"6.459"
"GO:0043509"	"activin A complex"	"6.439"
"GO:0031092"	"platelet alpha granule membrane"	"6.428"
"GO:0030061"	"mitochondrial crista"	"6.385"
"GO:0030122"	"AP-2 adaptor complex"	"6.34"
"GO:0045095"	"keratin filament"	"6.333"
"GO:0031012"	"extracellular matrix"	"6.292"
"GO:0005884"	"actin filament"	"6.285"
"GO:0060170"	"ciliary membrane"	"6.217"
"GO:0044228"	"host cell surface"	"6.175"
"GO:0035525"	"NF-kappaB p50/p65 complex"	"6.026"
"GO:0097444"	"spine apparatus"	"6.024"
"GO:0035868"	"alphav-beta3 integrin-HMGB1 complex"	"5.947"
"GO:0031091"	"platelet alpha granule"	"5.866"
"GO:1990604"	"IRE1-TRAF2-ASK1 complex"	"5.836"
"GO:0046581"	"intercellular canaliculus"	"5.835"
"GO:0034683"	"integrin alphav-beta3 complex"	"5.701"
"GO:0045323"	"interleukin-1 receptor complex"	"5.597"
"GO:0035866"	"alphav-beta3 integrin-PKCalpha complex"	"5.515"
"GO:0030905"	"retromer, tubulation complex"	"5.434"
"GO:0042383"	"sarcolemma"	"5.396"
"GO:0097386"	"glial cell projection"	"5.394"
"GO:0032279"	"asymmetric synapse"	"5.382"
"GO:0031265"	"CD95 death-inducing signaling complex"	"5.374"
"GO:0030139"	"endocytic vesicle"	"5.366"
"GO:0034678"	"integrin alpha8-beta1 complex"	"5.313"
"GO:0099154"	NA	"5.291"
"GO:0031528"	"microvillus membrane"	"5.277"
"GO:0097356"	"perinucleolar compartment"	"5.241"
"GO:0031225"	"anchored component of membrane"	"5.199"
"GO:0031901"	"early endosome membrane"	"5.178"
"GO:0034665"	"integrin alpha1-beta1 complex"	"5.171"
"GO:0034592"	"synaptic vesicle lumen"	"5.17"
"GO:0099013"	"neuronal dense core vesicle lumen"	"5.17"
"GO:0005905"	"clathrin-coated pit"	"5.125"
"GO:0035841"	"new growing cell tip"	"5.121"
"GO:0005737"	"cytoplasm"	"5.114"
"GO:0005882"	"intermediate filament"	"5.108"
"GO:0097524"	"sperm plasma membrane"	"5.069"
"GO:0034667"	"integrin alpha3-beta1 complex"	"5.06"
"GO:0005903"	"brush border"	"5.058"
"GO:0097057"	"TRAF2-GSTP1 complex"	"5.032"
"GO:0048786"	"presynaptic active zone"	"5.027"
"GO:0001772"	"immunological synapse"	"5.014"
"GO:0044302"	"dentate gyrus mossy fiber"	"4.992"
"GO:0071797"	"LUBAC complex"	"4.98"
"GO:0098982"	"GABA-ergic synapse"	"4.935"
"GO:0042571"	"immunoglobulin complex, circulating"	"4.865"
"GO:0030424"	"axon"	"4.839"
"GO:0033565"	"ESCRT-0 complex"	"4.838"
"GO:0098890"	"extrinsic component of postsynaptic membrane"	"4.829"
"GO:0031258"	"lamellipodium membrane"	"4.805"
"GO:0098691"	NA	"4.79"
"GO:0034677"	"integrin alpha7-beta1 complex"	"4.777"
"GO:0048471"	"perinuclear region of cytoplasm"	"4.728"
"GO:0034680"	"integrin alpha10-beta1 complex"	"4.724"
"GO:0032280"	"symmetric synapse"	"4.716"
"GO:0034681"	"integrin alpha11-beta1 complex"	"4.699"
"GO:0070022"	"transforming growth factor beta receptor homodimeric complex"	"4.683"
"GO:1990597"	"AIP1-IRE1 complex"	"4.657"
"GO:0001726"	"ruffle"	"4.636"
"GO:0005579"	"membrane attack complex"	"4.586"
"GO:0043197"	"dendritic spine"	"4.586"
"GO:0035580"	"specific granule lumen"	"4.577"
"GO:0070821"	"tertiary granule membrane"	"4.57"
"GO:0097038"	"perinuclear endoplasmic reticulum"	"4.554"
"GO:0019867"	"outer membrane"	"4.553"
"GO:0045092"	"interleukin-18 receptor complex"	"4.539"
"GO:0031313"	"extrinsic component of endosome membrane"	"4.446"
"GO:1902710"	"GABA receptor complex"	"4.433"
"GO:0098685"	NA	"4.431"
"GO:0034673"	"inhibin-betaglycan-ActRII complex"	"4.388"
"GO:0001891"	"phagocytic cup"	"4.375"
"GO:0032421"	"stereocilium bundle"	"4.36"
"GO:0005769"	"early endosome"	"4.349"
"GO:0070436"	"Grb2-EGFR complex"	"4.319"
"GO:0034364"	"high-density lipoprotein particle"	"4.314"
"GO:0001725"	"stress fiber"	"4.266"
"GO:0033257"	"Bcl3/NF-kappaB2 complex"	"4.263"
"GO:0071944"	"cell periphery"	"4.2"
"GO:0032996"	"Bcl3-Bcl10 complex"	"4.111"
"GO:0043025"	"neuronal cell body"	"4.1"
"GO:0045334"	"clathrin-coated endocytic vesicle"	"4.1"
"GO:1902911"	"protein kinase complex"	"4.095"
"GO:0098636"	"protein complex involved in cell adhesion"	"4.082"
"GO:0031256"	"leading edge membrane"	"4.061"
"GO:0012506"	"vesicle membrane"	"4.042"
"GO:0034685"	"integrin alphav-beta6 complex"	"4.03"
"GO:0034686"	"integrin alphav-beta8 complex"	"3.966"
"GO:0043196"	"varicosity"	"3.961"
"GO:0034684"	"integrin alphav-beta5 complex"	"3.953"
"GO:0031232"	"extrinsic component of external side of plasma membrane"	"3.95"
"GO:0030673"	"axolemma"	"3.925"
"GO:0030669"	"clathrin-coated endocytic vesicle membrane"	"3.905"
"GO:0097197"	"tetraspanin-enriched microdomain"	"3.87"
"GO:0030285"	"integral component of synaptic vesicle membrane"	"3.863"
"GO:0031981"	"nuclear lumen"	"3.85"
"GO:0031410"	"cytoplasmic vesicle"	"3.781"
"GO:0099061"	"integral component of postsynaptic density membrane"	"3.755"
"GO:0097136"	"Bcl-2 family protein complex"	"3.754"
"GO:0043513"	"inhibin B complex"	"3.73"
"GO:0097489"	"multivesicular body, internal vesicle lumen"	"3.73"
"GO:0042568"	"insulin-like growth factor binary complex"	"3.701"
"GO:0044393"	"microspike"	"3.698"
"GO:0051286"	"cell tip"	"3.673"
"GO:0097443"	"sorting endosome"	"3.639"
"GO:0098981"	"cholinergic synapse"	"3.638"
"GO:0097450"	"astrocyte end-foot"	"3.636"
"GO:0030054"	"cell junction"	"3.632"
"GO:0060205"	"cytoplasmic membrane-bounded vesicle lumen"	"3.609"
"GO:0042022"	"interleukin-12 receptor complex"	"3.585"
"GO:0045177"	"apical part of cell"	"3.556"
"GO:0005796"	"Golgi lumen"	"3.528"
"GO:0043005"	"neuron projection"	"3.528"
"GO:0020005"	"symbiont-containing vacuole membrane"	"3.513"
"GO:0046696"	"lipopolysaccharide receptor complex"	"3.513"
"GO:0071575"	"integral component of external side of plasma membrane"	"3.511"
"GO:0030141"	"secretory granule"	"3.498"
"GO:0005913"	"cell-cell adherens junction"	"3.451"
"GO:0032591"	"dendritic spine membrane"	"3.441"
"GO:0036020"	"endolysosome membrane"	"3.398"
"GO:0097679"	"other organism cytoplasm"	"3.39"
"GO:0001931"	"uropod"	"3.371"
"GO:0097209"	"epidermal lamellar body"	"3.37"
"GO:0030056"	"hemidesmosome"	"3.359"
"GO:0099092"	NA	"3.352"
"GO:0150001"	NA	"3.303"
"GO:0005589"	"collagen type VI trimer"	"3.287"
"GO:0034361"	"very-low-density lipoprotein particle"	"3.263"
"GO:0031089"	"platelet dense granule lumen"	"3.262"
"GO:0032589"	"neuron projection membrane"	"3.226"
"GO:0005944"	"phosphatidylinositol 3-kinase complex, class IB"	"3.223"
"GO:0099617"	"matrix side of mitochondrial inner membrane"	"3.198"
