"GO.ID"	"GO.Term"	"Z-score"
"GO:0005886"	"plasma membrane"	"46.169"
"GO:0009897"	"external side of plasma membrane"	"37.198"
"GO:0005887"	"integral component of plasma membrane"	"36.603"
"GO:0005896"	"interleukin-6 receptor complex"	"29.674"
"GO:0005576"	"extracellular region"	"28.121"
"GO:0005615"	"extracellular space"	"27.84"
"GO:0043235"	"receptor complex"	"27.218"
"GO:0070110"	"ciliary neurotrophic factor receptor complex"	"24.382"
"GO:0043514"	"interleukin-12 complex"	"24.113"
"GO:0045121"	"membrane raft"	"21.746"
"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"20.377"
"GO:0070743"	"interleukin-23 complex"	"19.299"
"GO:0009986"	"cell surface"	"19.06"
"GO:0016021"	"integral component of membrane"	"17.369"
"GO:0005622"	"intracellular"	"16.617"
"GO:0042629"	"mast cell granule"	"14.694"
"GO:0005900"	"oncostatin-M receptor complex"	"14.575"
"GO:0035631"	"CD40 receptor complex"	"14.112"
"GO:0035355"	"Toll-like receptor 2-Toll-like receptor 6 protein complex"	"12.452"
"GO:0031906"	"late endosome lumen"	"12.321"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"12.267"
"GO:0035354"	"Toll-like receptor 1-Toll-like receptor 2 protein complex"	"11.699"
"GO:0005898"	"interleukin-13 receptor complex"	"11.608"
"GO:0070195"	"growth hormone receptor complex"	"11.509"
"GO:0097058"	"CRLF-CLCF1 complex"	"11.331"
"GO:0005768"	"endosome"	"10.944"
"GO:0031226"	"intrinsic component of plasma membrane"	"10.905"
"GO:0005911"	"cell-cell junction"	"10.663"
"GO:0005943"	"phosphatidylinositol 3-kinase complex, class IA"	"10.442"
"GO:0019815"	"B cell receptor complex"	"10.404"
"GO:0005856"	"cytoskeleton"	"10.356"
"GO:0097059"	"CNTFR-CLCF1 complex"	"10.27"
"GO:0016323"	"basolateral plasma membrane"	"10.188"
"GO:0099091"	NA	"10.124"
"GO:0062023"	NA	"9.983"
"GO:0009898"	"cytoplasmic side of plasma membrane"	"9.891"
"GO:0031904"	"endosome lumen"	"9.891"
"GO:0005899"	"insulin receptor complex"	"9.861"
"GO:0009925"	"basal plasma membrane"	"9.671"
"GO:0043679"	"axon terminus"	"9.505"
"GO:0008305"	"integrin complex"	"9.372"
"GO:0005925"	"focal adhesion"	"9.271"
"GO:0097342"	"ripoptosome"	"9.229"
"GO:0042599"	"lamellar body"	"9.137"
"GO:0099056"	"integral component of presynaptic membrane"	"9.01"
"GO:0099055"	"integral component of postsynaptic membrane"	"8.915"
"GO:0042105"	"alpha-beta T cell receptor complex"	"8.897"
"GO:0042101"	"T cell receptor complex"	"8.881"
"GO:0030526"	"granulocyte macrophage colony-stimulating factor receptor complex"	"8.858"
"GO:0031264"	"death-inducing signaling complex"	"8.805"
"GO:0005901"	"caveola"	"8.788"
"GO:0031093"	"platelet alpha granule lumen"	"8.413"
"GO:0030425"	"dendrite"	"8.404"
"GO:0034666"	"integrin alpha2-beta1 complex"	"8.314"
"GO:0035867"	"alphav-beta3 integrin-IGF-1-IGF1R complex"	"7.985"
"GO:0005938"	"cell cortex"	"7.961"
"GO:0032009"	"early phagosome"	"7.954"
"GO:1990578"	"perinuclear endoplasmic reticulum membrane"	"7.929"
"GO:0098978"	"glutamatergic synapse"	"7.89"
"GO:0043512"	"inhibin A complex"	"7.417"
"GO:0038039"	"G-protein coupled receptor heterodimeric complex"	"7.324"
"GO:0010008"	"endosome membrane"	"7.227"
"GO:0030665"	"clathrin-coated vesicle membrane"	"7.187"
"GO:0005788"	"endoplasmic reticulum lumen"	"7.184"
"GO:0016324"	"apical plasma membrane"	"7.159"
"GO:0070435"	"Shc-EGFR complex"	"7.127"
"GO:0005623"	"cell"	"6.898"
"GO:1990682"	"CSF1-CSF1R complex"	"6.893"
"GO:0071438"	"invadopodium membrane"	"6.875"
"GO:0014069"	"postsynaptic density"	"6.827"
"GO:0030027"	"lamellipodium"	"6.801"
"GO:0071062"	"alphav-beta3 integrin-vitronectin complex"	"6.772"
"GO:0030667"	"secretory granule membrane"	"6.767"
"GO:1904724"	"tertiary granule lumen"	"6.728"
"GO:0042734"	"presynaptic membrane"	"6.723"
"GO:0035579"	"specific granule membrane"	"6.574"
"GO:0032587"	"ruffle membrane"	"6.569"
"GO:0032002"	"interleukin-28 receptor complex"	"6.501"
"GO:0008385"	"IkappaB kinase complex"	"6.485"
"GO:0072536"	"interleukin-23 receptor complex"	"6.484"
"GO:0042995"	"cell projection"	"6.459"
"GO:0043509"	"activin A complex"	"6.439"
"GO:0031092"	"platelet alpha granule membrane"	"6.428"
"GO:0030061"	"mitochondrial crista"	"6.385"
"GO:0030122"	"AP-2 adaptor complex"	"6.34"
"GO:0045095"	"keratin filament"	"6.333"
"GO:0031012"	"extracellular matrix"	"6.292"
"GO:0005884"	"actin filament"	"6.285"
"GO:0060170"	"ciliary membrane"	"6.217"
"GO:0044228"	"host cell surface"	"6.175"
"GO:0035525"	"NF-kappaB p50/p65 complex"	"6.026"
"GO:0097444"	"spine apparatus"	"6.024"
"GO:0035868"	"alphav-beta3 integrin-HMGB1 complex"	"5.947"
"GO:0031091"	"platelet alpha granule"	"5.866"
"GO:1990604"	"IRE1-TRAF2-ASK1 complex"	"5.836"
"GO:0046581"	"intercellular canaliculus"	"5.835"
"GO:0034683"	"integrin alphav-beta3 complex"	"5.701"
"GO:0045323"	"interleukin-1 receptor complex"	"5.597"
"GO:0035866"	"alphav-beta3 integrin-PKCalpha complex"	"5.515"
"GO:0030905"	"retromer, tubulation complex"	"5.434"
