"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"68.965"	"931"	"134.244"	"11.553"
"hsa04630"	"Jak-STAT signaling pathway"	"67.279"	"828"	"123.255"	"10.475"
"hsa04062"	"Chemokine signaling pathway"	"37.545"	"858"	"270.176"	"15.656"
"hsa04620"	"Toll-like receptor signaling pathway"	"36.764"	"543"	"131.236"	"11.2"
"hsa05200"	"Pathways in cancer"	"36.444"	"1562"	"680.3"	"24.193"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"34.869"	"506"	"123.278"	"10.976"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"33.201"	"874"	"311.301"	"16.948"
"hsa05160"	"Hepatitis C"	"32.685"	"620"	"192.546"	"13.078"
"hsa05162"	"Measles"	"30.825"	"692"	"239.847"	"14.668"
"hsa04151"	"PI3K-Akt signaling pathway"	"30.475"	"1113"	"470.429"	"21.085"
"hsa04380"	"Osteoclast differentiation"	"29.562"	"551"	"167.128"	"12.985"
"hsa05161"	"Hepatitis B"	"29.441"	"725"	"262.593"	"15.706"
"hsa05152"	"Tuberculosis"	"27.978"	"577"	"201.023"	"13.438"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"26.932"	"313"	"81.732"	"8.587"
"hsa04621"	"NOD-like receptor signaling pathway"	"26.554"	"582"	"214.171"	"13.852"
"hsa04064"	"NF-kappa B signaling pathway"	"26.057"	"422"	"130.815"	"11.175"
"hsa04659"	"Th17 cell differentiation"	"25.864"	"484"	"165.962"	"12.296"
"hsa04640"	"Hematopoietic cell lineage"	"25.401"	"207"	"41.829"	"6.502"
"hsa04742"	"Taste transduction"	"25.197"	"288"	"79.291"	"8.283"
"hsa05168"	"Herpes simplex infection"	"24.773"	"682"	"288.366"	"15.889"
"hsa05320"	"Autoimmune thyroid disease"	"24.769"	"150"	"26"	"5.006"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"24.497"	"677"	"274.898"	"16.414"
"hsa04668"	"TNF signaling pathway"	"24.366"	"458"	"156.682"	"12.367"
