"ID"	"Pathway"	"Z-score"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"68.965"
"hsa04630"	"Jak-STAT signaling pathway"	"67.279"
"hsa04062"	"Chemokine signaling pathway"	"37.545"
"hsa04620"	"Toll-like receptor signaling pathway"	"36.764"
"hsa05200"	"Pathways in cancer"	"36.444"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"34.869"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"33.201"
"hsa05160"	"Hepatitis C"	"32.685"
"hsa05162"	"Measles"	"30.825"
"hsa04151"	"PI3K-Akt signaling pathway"	"30.475"
"hsa04380"	"Osteoclast differentiation"	"29.562"
"hsa05161"	"Hepatitis B"	"29.441"
"hsa05152"	"Tuberculosis"	"27.978"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"26.932"
"hsa04621"	"NOD-like receptor signaling pathway"	"26.554"
"hsa04064"	"NF-kappa B signaling pathway"	"26.057"
"hsa04659"	"Th17 cell differentiation"	"25.864"
"hsa04640"	"Hematopoietic cell lineage"	"25.401"
"hsa04742"	"Taste transduction"	"25.197"
"hsa05168"	"Herpes simplex infection"	"24.773"
"hsa05320"	"Autoimmune thyroid disease"	"24.769"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"24.497"
"hsa04668"	"TNF signaling pathway"	"24.366"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"23.857"
"hsa04072"	"Phospholipase D signaling pathway"	"23.749"
"hsa04014"	"Ras signaling pathway"	"23.358"
"hsa04217"	"Necroptosis"	"23.087"
"hsa04015"	"Rap1 signaling pathway"	"22.71"
"hsa04658"	"Th1 and Th2 cell differentiation"	"22.626"
"hsa05140"	"Leishmaniasis"	"21.918"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"21.913"
"hsa04510"	"Focal adhesion"	"21.737"
"hsa04917"	"Prolactin signaling pathway"	"21.674"
"hsa05164"	"Influenza A"	"21.519"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"20.926"
"hsa04664"	"Fc epsilon RI signaling pathway"	"20.812"
"hsa05221"	"Acute myeloid leukemia"	"20.144"
"hsa04012"	"ErbB signaling pathway"	"20.122"
"hsa04662"	"B cell receptor signaling pathway"	"20.081"
"hsa05165"	"Human papillomavirus infection"	"20.016"
"hsa05205"	"Proteoglycans in cancer"	"19.96"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"19.924"
"hsa04660"	"T cell receptor signaling pathway"	"19.219"
"hsa04810"	"Regulation of actin cytoskeleton"	"18.926"
"hsa04625"	"C-type lectin receptor signaling pathway"	"18.614"
"hsa04920"	"Adipocytokine signaling pathway"	"18.448"
"hsa04722"	"Neurotrophin signaling pathway"	"18.285"
"hsa05220"	"Chronic myeloid leukemia"	"18.154"
"hsa04010"	"MAPK signaling pathway"	"18.099"
"hsa04657"	"IL-17 signaling pathway"	"18.068"
"hsa05144"	"Malaria"	"17.767"
"hsa04672"	"Intestinal immune network for IgA production"	"17.649"
"hsa05145"	"Toxoplasmosis"	"17.506"
"hsa05206"	"MicroRNAs in cancer"	"17.455"
"hsa04670"	"Leukocyte transendothelial migration"	"17.045"
