"GO.ID"	"GO.Term"	"NetBAS"	"DAVID"
"GO:0005132"	"type I interferon receptor binding"	"60.263"	NA
"GO:0005125"	"cytokine activity"	"40.671"	"6.362270201371735E-16"
"GO:0004896"	"cytokine receptor activity"	"36.075"	"4.093881125319701E-40"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"35.759"	"9.608962778082337E-4"
"GO:0004713"	"protein tyrosine kinase activity"	"35.385"	"0.012449499605910111"
"GO:0004930"	"G-protein coupled receptor activity"	"34.558"	NA
"GO:0005131"	"growth hormone receptor binding"	"33.255"	NA
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"33.141"	"0.03816519593093474"
"GO:0019955"	"cytokine binding"	"32.45"	"4.070854459230745E-24"
"GO:0005143"	"interleukin-12 receptor binding"	"28.21"	NA
