"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0005132"	"type I interferon receptor binding"	"60.263"	"106"	"2.854"	"1.712"
"GO:0005125"	"cytokine activity"	"40.671"	"290"	"38.129"	"6.193"
"GO:0004896"	"cytokine receptor activity"	"36.075"	"106"	"7.276"	"2.737"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"35.759"	"485"	"111.031"	"10.458"
"GO:0004713"	"protein tyrosine kinase activity"	"35.385"	"563"	"146.028"	"11.784"
"GO:0004930"	"G-protein coupled receptor activity"	"34.558"	"741"	"229.882"	"14.79"
"GO:0005131"	"growth hormone receptor binding"	"33.255"	"80"	"5.595"	"2.237"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"33.141"	"364"	"78.344"	"8.619"
"GO:0019955"	"cytokine binding"	"32.45"	"119"	"10.903"	"3.331"
"GO:0005143"	"interleukin-12 receptor binding"	"28.21"	"42"	"2.237"	"1.41"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"28.152"	"223"	"44.104"	"6.355"
"GO:0005126"	"cytokine receptor binding"	"27.575"	"40"	"1.849"	"1.384"
"GO:0033038"	"bitter taste receptor activity"	"27.132"	"200"	"39.75"	"5.906"
"GO:0008083"	"growth factor activity"	"26.792"	"248"	"54.297"	"7.23"
"GO:0016303"	"1-phosphatidylinositol-3-kinase activity"	"26.217"	"220"	"46.257"	"6.627"
"GO:0008009"	"chemokine activity"	"26.072"	"206"	"43.74"	"6.223"
"GO:0005138"	"interleukin-6 receptor binding"	"25.415"	"37"	"1.88"	"1.382"
"GO:0001784"	"phosphotyrosine binding"	"24.738"	"261"	"67.942"	"7.804"
"GO:0004897"	"ciliary neurotrophic factor receptor activity"	"24.514"	"26"	"1.014"	"1.019"
"GO:0031730"	"CCR5 chemokine receptor binding"	"24.392"	"78"	"8.325"	"2.856"
"GO:0019956"	"chemokine binding"	"22.657"	"147"	"29.421"	"5.189"
"GO:0016493"	"C-C chemokine receptor activity"	"22.574"	"146"	"29.279"	"5.17"
"GO:0019957"	"C-C chemokine binding"	"22.528"	"149"	"30.112"	"5.277"
"GO:0043560"	"insulin receptor substrate binding"	"22.026"	"127"	"23.815"	"4.685"
"GO:0043548"	"phosphatidylinositol 3-kinase binding"	"21.485"	"138"	"30.132"	"5.021"
"GO:0005127"	"ciliary neurotrophic factor receptor binding"	"20.142"	"21"	"0.858"	"0.954"
"GO:0042169"	"SH2 domain binding"	"20.044"	"166"	"42.165"	"6.178"
"GO:0035401"	"histone kinase activity (H3-Y41 specific)"	"19.534"	"25"	"1.624"	"1.197"
"GO:0004888"	"transmembrane signaling receptor activity"	"19.003"	"256"	"87.757"	"8.853"
"GO:0005164"	"tumor necrosis factor receptor binding"	"18.854"	"115"	"25.193"	"4.763"
"GO:0005158"	"insulin receptor binding"	"18.627"	"118"	"25.513"	"4.965"
"GO:0004915"	"interleukin-6 receptor activity"	"18.428"	"19"	"0.572"	"0.749"
"GO:0019981"	"interleukin-6 binding"	"18.428"	"19"	"0.572"	"0.749"
"GO:0017124"	"SH3 domain binding"	"17.972"	"259"	"93.703"	"9.197"
"GO:0008527"	"taste receptor activity"	"17.513"	"88"	"17.536"	"4.024"
"GO:0004950"	"chemokine receptor activity"	"17.336"	"93"	"19.777"	"4.224"
"GO:0005102"	"receptor binding"	"16.982"	"530"	"273.656"	"15.095"
"GO:0019903"	"protein phosphatase binding"	"16.563"	"288"	"116.376"	"10.362"
"GO:0042923"	"neuropeptide binding"	"16.494"	"120"	"29.704"	"5.475"
"GO:0005068"	"transmembrane receptor protein tyrosine kinase adaptor activity"	"16.491"	"68"	"11.873"	"3.404"
"GO:0004905"	"type I interferon receptor activity"	"16.383"	"17"	"0.617"	"0.799"
"GO:0004714"	"transmembrane receptor protein tyrosine kinase activity"	"16.374"	"158"	"49.169"	"6.646"
"GO:0005178"	"integrin binding"	"16.281"	"244"	"91.979"	"9.337"
"GO:0046935"	"1-phosphatidylinositol-3-kinase regulator activity"	"16.206"	"67"	"11.442"	"3.428"
"GO:0005161"	"platelet-derived growth factor receptor binding"	"16.05"	"65"	"11.611"	"3.326"
"GO:0004911"	"interleukin-2 receptor activity"	"15.953"	"17"	"1.047"	"0.982"
"GO:0019976"	"interleukin-2 binding"	"15.953"	"17"	"1.047"	"0.982"
"GO:0051428"	"peptide hormone receptor binding"	"15.888"	"66"	"12.201"	"3.386"
"GO:0048020"	"CCR chemokine receptor binding"	"15.823"	"73"	"15.257"	"3.649"
"GO:0005104"	"fibroblast growth factor receptor binding"	"15.486"	"57"	"9.578"	"3.062"
"GO:0004908"	"interleukin-1 receptor activity"	"15.291"	"16"	"0.709"	"0.835"
"GO:0005070"	"SH3/SH2 adaptor activity"	"14.819"	"144"	"45.803"	"6.627"
"GO:0004924"	"oncostatin-M receptor activity"	"14.243"	"15"	"0.757"	"0.894"
"GO:0034485"	"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity"	"13.902"	"22"	"2.111"	"1.431"
"GO:0016494"	"C-X-C chemokine receptor activity"	"13.536"	"52"	"10.287"	"3.082"
"GO:0045509"	"interleukin-27 receptor activity"	"13.502"	"14"	"0.498"	"0.71"
"GO:0140031"	NA	"13.463"	"31"	"4.205"	"1.99"
"GO:0004923"	"leukemia inhibitory factor receptor activity"	"13.384"	"14"	"0.616"	"0.806"
"GO:0035325"	"Toll-like receptor binding"	"13.354"	"30"	"4.015"	"1.946"
"GO:0035663"	"Toll-like receptor 2 binding"	"13.335"	"14"	"0.665"	"0.808"
"GO:0046875"	"ephrin receptor binding"	"13.329"	"131"	"45.427"	"6.42"
"GO:0019838"	"growth factor binding"	"13.298"	"79"	"20.286"	"4.415"
"GO:0042056"	"chemoattractant activity"	"13.225"	"62"	"14.009"	"3.629"
"GO:0004912"	"interleukin-3 receptor activity"	"13.081"	"14"	"0.919"	"0.951"
"GO:0005123"	"death receptor binding"	"12.819"	"50"	"10.182"	"3.106"
"GO:0015026"	"coreceptor activity"	"12.624"	"86"	"24.501"	"4.872"
"GO:0004906"	"interferon-gamma receptor activity"	"12.579"	"13"	"0.421"	"0.653"
"GO:0005154"	"epidermal growth factor receptor binding"	"12.217"	"101"	"33.475"	"5.527"
"GO:0031702"	"type 1 angiotensin receptor binding"	"11.961"	"73"	"21.898"	"4.272"
"GO:0005001"	"transmembrane receptor protein tyrosine phosphatase activity"	"11.855"	"31"	"5.238"	"2.173"
"GO:0019901"	"protein kinase binding"	"11.638"	"832"	"573.636"	"22.2"
"GO:0042379"	"chemokine receptor binding"	"11.606"	"44"	"9.622"	"2.962"
"GO:0004921"	"interleukin-11 receptor activity"	"11.539"	"12"	"0.461"	"0.68"
"GO:0019970"	"interleukin-11 binding"	"11.539"	"12"	"0.461"	"0.68"
"GO:0004725"	"protein tyrosine phosphatase activity"	"11.462"	"98"	"33.418"	"5.634"
"GO:0030971"	"receptor tyrosine kinase binding"	"11.437"	"149"	"63.712"	"7.457"
"GO:0008201"	"heparin binding"	"11.363"	"183"	"87.142"	"8.436"
"GO:0005168"	"neurotrophin TRKA receptor binding"	"11.326"	"64"	"18.576"	"4.011"
"GO:0035004"	"phosphatidylinositol 3-kinase activity"	"11.309"	"33"	"6.124"	"2.377"
"GO:0004914"	"interleukin-5 receptor activity"	"11.303"	"12"	"0.697"	"0.794"
"GO:0004993"	"G-protein coupled serotonin receptor activity"	"11.262"	"94"	"31.257"	"5.571"
"GO:0050431"	"transforming growth factor beta binding"	"11.221"	"37"	"7.56"	"2.624"
"GO:0004726"	"non-membrane spanning protein tyrosine phosphatase activity"	"11.191"	"28"	"4.261"	"2.121"
"GO:0048407"	"platelet-derived growth factor binding"	"11.126"	"31"	"5.605"	"2.283"
"GO:0004994"	"somatostatin receptor activity"	"11.064"	"40"	"8.558"	"2.842"
"GO:0035005"	"1-phosphatidylinositol-4-phosphate 3-kinase activity"	"10.943"	"34"	"6.763"	"2.489"
"GO:0045519"	"interleukin-23 receptor binding"	"10.702"	"11"	"0.298"	"0.555"
"GO:0043559"	"insulin binding"	"10.573"	"33"	"6.657"	"2.491"
"GO:0030594"	"neurotransmitter receptor activity"	"10.568"	"94"	"33.043"	"5.768"
"GO:0038036"	"sphingosine-1-phosphate receptor activity"	"10.457"	"40"	"8.913"	"2.973"
"GO:0050839"	"cell adhesion molecule binding"	"10.436"	"87"	"31.177"	"5.349"
"GO:0038023"	"signaling receptor activity"	"10.345"	"189"	"94.032"	"9.18"
"GO:0042803"	"protein homodimerization activity"	"10.316"	"856"	"619.571"	"22.919"
"GO:0031996"	"thioesterase binding"	"10.275"	"75"	"25.933"	"4.775"
"GO:0052659"	"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity"	"10.217"	"28"	"4.964"	"2.255"
"GO:0051378"	"serotonin binding"	"10.046"	"49"	"13.319"	"3.552"
"GO:0005020"	"stem cell factor receptor activity"	"9.999"	"11"	"1.001"	"0.965"
"GO:0042164"	"interleukin-12 alpha subunit binding"	"9.748"	"10"	"0.252"	"0.499"
"GO:0004985"	"opioid receptor activity"	"9.724"	"32"	"7.2"	"2.55"
"GO:0048248"	"CXCR3 chemokine receptor binding"	"9.715"	"36"	"8.157"	"2.866"
"GO:0005019"	"platelet-derived growth factor beta-receptor activity"	"9.689"	"11"	"1.111"	"1.021"
"GO:0036312"	"phosphatidylinositol 3-kinase regulatory subunit binding"	"9.604"	"42"	"11.61"	"3.164"
"GO:0050840"	"extracellular matrix binding"	"9.593"	"32"	"7.23"	"2.582"
"GO:0001591"	"dopamine neurotransmitter receptor activity, coupled via Gi/Go"	"9.524"	"26"	"5.301"	"2.173"
"GO:0004966"	"galanin receptor activity"	"9.486"	"49"	"14.1"	"3.679"
"GO:0031994"	"insulin-like growth factor I binding"	"9.401"	"26"	"5.233"	"2.209"
"GO:0001515"	"opioid peptide activity"	"9.322"	"24"	"4.957"	"2.043"
"GO:0004913"	"interleukin-4 receptor activity"	"9.311"	"10"	"0.689"	"0.831"
