43,51,71,78,90,64,48,93,98,114,77,79,75,111,68,12,12,14,49,31,75,38,13,4,95,17,78,32,7,3,92,43,63,99,18,29,88,106,129,103,83,49,124,25,102,113,6,31,14,74
51,15,32,41,62,37,26,52,57,83,44,44,39,61,29,10,8,3,21,23,44,24,11,6,46,15,51,26,7,2,57,16,39,50,5,11,57,61,67,69,53,26,25,9,60,66,4,20,9,45
71,32,16,40,87,47,35,68,51,73,49,44,39,70,30,10,9,12,24,19,56,22,9,7,46,9,59,20,8,4,49,33,45,61,6,11,57,68,80,73,55,31,71,12,74,70,5,25,9,56
78,41,40,22,89,51,38,72,79,87,63,70,51,72,30,16,14,16,37,26,46,30,11,8,66,17,63,33,7,3,66,27,64,80,11,24,63,96,84,78,70,32,73,13,76,67,7,29,15,59
90,62,87,89,54,70,54,110,137,142,97,100,88,132,71,23,21,12,44,41,102,57,17,7,103,26,91,54,8,3,101,46,99,124,23,28,97,128,134,129,107,64,118,29,128,141,6,45,15,78
64,37,47,51,70,21,29,77,59,82,61,55,51,68,30,16,12,8,30,27,64,30,9,5,43,15,44,41,5,6,63,22,57,69,9,17,64,74,73,70,62,36,65,27,75,87,5,36,14,46
48,26,35,38,54,29,13,45,47,56,35,47,26,50,25,10,7,7,17,15,38,24,9,4,44,16,38,22,3,3,50,20,32,44,8,13,50,61,55,50,36,25,30,15,57,62,3,26,9,29
93,52,68,72,110,77,45,49,105,122,77,73,85,109,54,18,16,14,54,36,78,56,14,8,91,19,88,44,8,6,94,41,77,97,17,18,105,101,116,98,85,54,119,20,114,112,7,28,19,71
98,57,51,79,137,59,47,105,40,120,72,90,58,92,57,27,25,19,41,35,93,50,14,5,85,19,90,44,10,2,96,35,82,102,12,28,92,135,109,93,99,63,78,20,98,132,4,43,14,98
114,83,73,87,142,82,56,122,120,84,106,98,97,134,71,30,25,21,52,38,114,54,19,7,115,32,101,57,6,4,126,46,109,138,12,33,118,144,147,98,120,51,137,35,128,164,8,47,22,94
77,44,49,63,97,61,35,77,72,106,31,67,46,72,33,17,11,12,31,22,44,50,10,8,73,19,65,37,7,4,82,26,46,79,15,22,74,89,109,73,78,35,74,19,89,85,4,24,11,46
79,44,44,70,100,55,47,73,90,98,67,31,51,98,45,14,13,7,36,23,65,41,17,11,84,22,59,24,4,3,70,39,57,90,7,16,79,113,94,83,92,24,97,22,115,117,2,40,12,65
75,39,39,51,88,51,26,85,58,97,46,51,24,94,50,12,12,3,41,21,50,34,15,8,57,24,54,35,5,2,68,34,40,72,10,21,61,87,94,65,66,35,78,22,92,86,4,25,16,57
111,61,70,72,132,68,50,109,92,134,72,98,94,53,69,21,20,10,41,43,80,59,25,8,80,30,105,52,10,7,94,54,78,136,17,27,93,138,133,108,102,65,123,32,130,141,5,49,15,75
68,29,30,30,71,30,25,54,57,71,33,45,50,69,14,7,11,8,28,16,46,22,15,6,40,10,39,32,2,3,54,26,40,70,15,9,48,66,64,52,40,30,78,17,60,85,2,17,11,49
12,10,10,16,23,16,10,18,27,30,17,14,12,21,7,1,0,6,12,5,13,6,2,5,25,2,18,7,0,1,17,8,18,25,4,1,19,23,29,19,15,7,27,8,26,26,3,3,5,20
12,8,9,14,21,12,7,16,25,25,11,13,12,20,11,0,2,2,4,7,14,6,1,3,16,3,9,9,0,0,9,5,14,11,4,6,14,20,17,17,16,7,23,3,14,12,1,6,2,10
14,3,12,16,12,8,7,14,19,21,12,7,3,10,8,6,2,1,5,3,2,6,1,2,4,5,15,8,1,0,15,4,11,10,4,2,17,7,18,16,9,7,13,2,21,20,5,8,2,10
49,21,24,37,44,30,17,54,41,52,31,36,41,41,28,12,4,5,11,14,43,21,8,4,44,16,38,12,4,1,40,18,31,50,4,12,42,50,53,58,53,29,65,14,41,56,1,21,14,27
31,23,19,26,41,27,15,36,35,38,22,23,21,43,16,5,7,3,14,5,23,16,9,4,32,9,26,14,3,2,19,9,12,51,5,12,20,40,34,35,32,20,15,8,34,44,6,8,5,20
75,44,56,46,102,64,38,78,93,114,44,65,50,80,46,13,14,2,43,23,31,49,18,7,70,21,72,32,7,4,80,29,66,93,8,28,81,96,101,86,74,50,77,19,92,113,9,32,18,65
