35,53,60,58,109,56,49,103,103,110,68,77,67,102,43,12,17,12,40,30,89,52,10,6,84,24,82,44,6,1,80,35,71,109,13,21,76,124,100,92,95,42,124,24,105,103,6,36,18,80
53,12,44,47,63,34,28,59,45,78,44,59,33,73,28,8,9,8,33,17,39,30,10,2,55,11,52,26,6,2,46,29,49,54,5,11,53,70,56,55,55,32,42,18,66,81,1,21,10,42
60,44,29,56,65,36,26,69,53,90,45,48,34,75,42,14,14,7,27,19,52,24,8,3,45,15,60,39,10,1,61,32,46,73,12,20,53,81,67,64,68,21,71,16,71,66,7,24,6,47
58,47,56,31,90,49,28,73,74,71,53,48,46,84,30,11,13,8,37,25,60,42,10,5,62,30,57,26,5,4,62,26,56,77,16,18,65,85,92,72,78,25,91,22,80,105,6,21,15,44
109,63,65,90,73,96,67,110,102,154,88,80,84,120,69,24,14,9,57,47,102,52,17,12,92,23,94,50,8,6,100,42,78,142,19,28,104,155,140,107,122,52,131,32,123,133,11,42,23,108
56,34,36,49,96,21,31,64,58,90,46,51,43,62,34,17,17,10,32,15,62,31,11,5,63,22,54,39,3,1,56,25,54,72,9,25,60,77,70,73,70,32,74,16,86,90,4,18,14,46
49,28,26,28,67,31,10,51,44,60,45,31,24,50,30,12,8,4,24,14,44,19,12,4,42,12,47,21,2,1,43,22,33,45,11,17,37,57,60,49,39,21,33,8,54,67,3,18,11,40
103,59,69,73,110,64,51,34,86,140,65,70,69,111,52,24,15,14,48,30,83,49,19,7,83,19,78,45,3,2,73,37,72,95,16,30,101,109,122,91,99,38,130,25,107,103,6,38,20,66
103,45,53,74,102,58,44,86,46,126,60,74,65,97,51,19,13,18,43,35,73,50,17,5,89,14,79,50,2,5,90,43,67,116,14,26,81,121,135,95,97,50,71,27,116,106,10,57,12,83
110,78,90,71,154,90,60,140,126,69,89,116,88,121,74,23,16,21,56,36,88,63,21,10,115,37,116,55,9,5,117,58,66,130,15,28,123,140,145,129,111,66,145,29,125,168,6,44,23,99
68,44,45,53,88,46,45,65,60,89,38,69,50,78,50,12,11,11,38,27,67,39,9,6,70,23,51,27,1,5,77,23,51,93,12,21,67,98,94,78,77,41,84,18,76,84,4,48,16,65
