41,65,67,66,122,52,40,98,97,113,72,96,57,93,65,16,17,17,37,22,72,47,19,10,86,26,79,44,5,2,71,24,73,128,19,22,70,108,120,93,95,41,137,16,104,109,5,43,13,68
65,18,39,37,58,43,22,48,61,66,42,44,47,51,33,14,6,13,25,17,49,37,8,10,48,12,57,23,3,2,50,20,45,61,8,16,57,59,70,69,59,34,39,13,44,65,7,27,9,47
67,39,32,46,72,51,34,60,72,81,37,61,43,65,38,13,10,9,32,17,40,42,8,2,44,19,50,24,7,2,37,27,48,66,8,13,58,66,73,63,66,31,72,13,78,81,3,24,12,45
66,37,46,20,85,53,33,71,73,93,43,59,50,63,55,15,9,12,39,20,63,32,17,5,69,18,47,38,3,6,50,29,63,89,15,25,69,83,91,76,63,38,85,25,70,96,6,26,10,60
122,58,72,85,58,82,60,110,127,137,96,109,68,143,67,20,13,9,56,40,91,75,18,10,90,26,96,56,10,8,110,47,92,113,27,40,119,147,120,123,91,52,111,26,142,125,6,46,28,108
52,43,51,53,82,22,30,64,60,97,46,66,50,80,40,19,12,6,30,31,71,30,15,2,51,20,53,28,5,2,45,29,43,73,14,24,59,81,91,71,59,31,62,11,80,81,6,27,11,52
40,22,34,33,60,30,14,43,41,52,34,35,28,38,23,8,6,8,24,16,44,19,9,9,42,13,44,19,4,2,53,14,33,55,10,17,45,55,61,46,44,21,37,7,46,54,4,16,9,39
98,48,60,71,110,64,43,50,100,110,74,93,73,98,48,17,17,18,37,19,82,51,15,9,78,30,93,48,9,3,97,47,79,100,18,37,82,126,114,94,77,40,121,29,125,141,5,36,13,76
97,61,72,73,127,60,41,100,50,121,80,79,84,99,67,26,15,11,49,30,55,54,18,14,77,21,90,48,5,8,88,38,66,107,22,23,92,121,112,92,80,55,75,25,103,125,4,39,21,89
113,66,81,93,137,97,52,110,121,69,83,85,93,139,70,25,29,17,68,45,100,60,18,10,118,38,95,55,6,5,117,54,94,138,20,40,107,163,156,127,109,56,129,28,145,129,4,53,23,102
72,42,37,43,96,46,34,74,80,83,37,70,58,84,36,16,17,11,34,23,62,35,13,4,68,18,62,33,10,2,70,23,59,75,13,14,58,95,80,83,69,39,68,20,79,94,4,21,12,58
96,44,61,59,109,66,35,93,79,85,70,32,52,63,48,15,12,15,44,28,59,38,11,10,83,17,75,35,8,2,84,38,61,120,12,21,74,93,103,86,78,45,88,22,108,111,1,34,10,70
57,47,43,50,68,50,28,73,84,93,58,52,17,82,45,9,13,11,36,20,53,24,11,6,65,21,62,27,0,2,62,37,60,85,10,18,54,81,74,66,69,37,71,18,67,94,2,19,13,64
93,51,65,63,143,80,38,98,99,139,84,63,82,53,52,16,15,17,54,35,73,39,19,11,94,32,81,47,12,5,95,54,81,107,16,22,91,113,125,100,93,61,116,18,120,118,13,46,21,91
65,33,38,55,67,40,23,48,67,70,36,48,45,52,15,18,9,8,29,21,31,41,7,7,61,15,37,23,7,4,45,18,43,69,8,18,51,66,72,51,60,29,82,12,57,62,1,18,7,52
16,14,13,15,20,19,8,17,26,25,16,15,9,16,18,2,4,0,10,8,15,9,4,3,21,2,24,7,1,0,15,8,18,17,2,4,17,23,24,22,20,11,28,4,21,30,1,15,4,8
17,6,10,9,13,12,6,17,15,29,17,12,13,15,9,4,1,3,2,7,8,7,3,0,9,2,12,10,0,0,14,12,13,14,0,3,8,17,21,11,20,8,23,2,17,25,1,10,1,9
17,13,9,12,9,6,8,18,11,17,11,15,11,17,8,0,3,3,3,5,10,3,3,0,7,1,12,6,0,1,6,3,10,20,1,5,15,14,19,16,18,9,16,4,21,19,0,6,3,7
37,25,32,39,56,30,24,37,49,68,34,44,36,54,29,10,2,3,9,23,45,26,13,4,46,11,40,22,2,0,45,18,33,62,8,13,44,61,45,35,37,22,48,12,57,63,3,17,3,39
22,17,17,20,40,31,16,19,30,45,23,28,20,35,21,8,7,5,23,9,28,18,8,2,27,7,28,9,2,0,24,9,21,30,9,10,26,38,45,28,25,25,17,5,31,36,2,15,6,30
72,49,40,63,91,71,44,82,55,100,62,59,53,73,31,15,8,10,45,28,38,47,12,6,68,23,79,46,5,1,62,36,49,90,14,28,76,111,101,98,70,39,57,22,100,97,4,39,9,73
47,37,42,32,75,30,19,51,54,60,35,38,24,39,41,9,7,3,26,18,47,16,7,0,46,14,54,38,5,1,29,20,30,59,8,10,46,53,48,54,56,17,59,8,54,51,5,17,15,33
19,8,8,17,18,15,9,15,18,18,13,11,11,19,7,4,3,3,13,8,12,7,0,2,12,5,14,14,0,2,13,3,16,23,4,4,16,24,25,10,15,13,26,5,20,18,0,4,1,17
