geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa01200	Carbon metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa01200+1738+2023+2026+226+229+2539+25796+2805+2806+3099+3417+4190+4191+4200+5091+5214+5223+5224+5230+5631+6120+6391+6888+7167+8789	92	25	1.8283649503161699	13.673418972332016	0	0	1738;2023;2026;226;229;2539;25796;2805;2806;3099;3417;4190;4191;4200;5091;5214;5223;5224;5230;5631;6120;6391;6888;7167;8789	ENSG00000149925;ENSG00000136872;ENSG00000091140;ENSG00000074800;ENSG00000111674;ENSG00000130957;ENSG00000160211;ENSG00000120053;ENSG00000125166;ENSG00000159399;ENSG00000138413;ENSG00000014641;ENSG00000146701;ENSG00000082212;ENSG00000173599;ENSG00000067057;ENSG00000171314;ENSG00000164708;ENSG00000102144;ENSG00000130313;ENSG00000147224;ENSG00000197713;ENSG00000143252;ENSG00000177156;ENSG00000111669
hsa00010	Glycolysis / Gluconeogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00010+10327+1738+2023+2026+223+226+229+26330+3099+3939+501+5214+5223+5224+5230+7167+8789	45	17	0.8943089430894309	19.009090909090908	0	0	10327;1738;2023;2026;223;226;229;26330;3099;3939;501;5214;5223;5224;5230;7167;8789	ENSG00000117448;ENSG00000164904;ENSG00000143149;ENSG00000149925;ENSG00000136872;ENSG00000091140;ENSG00000074800;ENSG00000111674;ENSG00000130957;ENSG00000105679;ENSG00000159399;ENSG00000134333;ENSG00000067057;ENSG00000171314;ENSG00000164708;ENSG00000102144;ENSG00000111669
hsa01230	Biosynthesis of amino acids	http://www.kegg.jp/kegg-bin/show_pathway?hsa01230+1491+2023+2026+226+229+2805+2806+3417+5091+5214+5223+5224+5230+5631+6120+6888+7167	59	17	1.1725383920505872	14.498459167950694	4.440892098500626e-16	4.4112861511772884e-14	1491;2023;2026;226;229;2805;2806;3417;5091;5214;5223;5224;5230;5631;6120;6888;7167	ENSG00000149925;ENSG00000136872;ENSG00000116761;ENSG00000074800;ENSG00000111674;ENSG00000120053;ENSG00000125166;ENSG00000138413;ENSG00000173599;ENSG00000067057;ENSG00000171314;ENSG00000164708;ENSG00000102144;ENSG00000147224;ENSG00000197713;ENSG00000177156;ENSG00000111669
hsa00051	Fructose and mannose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00051+226+229+29925+29926+3099+5207+5214+7167+8789	22	9	0.4372177055103884	20.584710743801654	1.3945800070302994e-10	1.038962105237573e-8	226;229;29925;29926;3099;5207;5214;7167;8789	ENSG00000149925;ENSG00000136872;ENSG00000130957;ENSG00000144591;ENSG00000173540;ENSG00000159399;ENSG00000158571;ENSG00000067057;ENSG00000111669
hsa00030	Pentose phosphate pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa00030+226+229+2539+25796+5214+5631+6120+6888+8789	23	9	0.45709123757904246	19.6897233201581	2.2534130117435325e-10	1.3430341549991454e-8	226;229;2539;25796;5214;5631;6120;6888;8789	ENSG00000149925;ENSG00000136872;ENSG00000130957;ENSG00000160211;ENSG00000067057;ENSG00000130313;ENSG00000147224;ENSG00000197713;ENSG00000177156
hsa00520	Amino sugar and nucleotide sugar metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00520+10007+10020+2584+2673+29925+29926+3099+7360	26	8	0.5167118337850045	15.482517482517483	2.1865578014867992e-8	1.0859903747384436e-6	10007;10020;2584;2673;29925;29926;3099;7360	ENSG00000108479;ENSG00000198380;ENSG00000144591;ENSG00000173540;ENSG00000159921;ENSG00000113552;ENSG00000159399;ENSG00000169764
hsa00620	Pyruvate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00620+1738+223+3939+4190+4191+4200+501+5091	28	8	0.5564588979223125	14.376623376623378	4.208684267759111e-8	1.7916970168460213e-6	1738;223;3939;4190;4191;4200;501;5091	ENSG00000164904;ENSG00000143149;ENSG00000091140;ENSG00000134333;ENSG00000014641;ENSG00000146701;ENSG00000082212;ENSG00000173599
hsa05230	Central carbon metabolism in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05230+1956+2539+3099+3417+3939+4233+5214+5223+5224+9123	61	10	1.212285456187895	8.248882265275709	2.4587387681407336e-7	9.158801911324232e-6	1956;2539;3099;3417;3939;4233;5214;5223;5224;9123	ENSG00000146648;ENSG00000160211;ENSG00000159399;ENSG00000138413;ENSG00000134333;ENSG00000105976;ENSG00000067057;ENSG00000171314;ENSG00000164708;ENSG00000141526
hsa00500	Starch and sucrose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00500+178+2997+2998+3099+5834+5836+7360	26	7	0.5167118337850045	13.547202797202797	4.870454366479038e-7	1.6126615569008372e-5	178;2997;2998;3099;5834;5836;7360	ENSG00000162688;ENSG00000104812;ENSG00000111713;ENSG00000159399;ENSG00000100994;ENSG00000100504;ENSG00000169764
hsa00052	Galactose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00052+2584+2683+3099+3938+5214+7360	23	6	0.45709123757904246	13.126482213438734	4.119705329097556e-6	1.2276721880710717e-4	2584;2683;3099;3938;5214;7360	ENSG00000086062;ENSG00000108479;ENSG00000159399;ENSG00000115850;ENSG00000067057;ENSG00000169764
hsa00020	Citrate cycle (TCA cycle)	http://www.kegg.jp/kegg-bin/show_pathway?hsa00020+1738+3417+4190+4191+5091+6391	26	6	0.5167118337850045	11.611888111888112	8.950187843304036e-6	2.4246872520950933e-4	1738;3417;4190;4191;5091;6391	ENSG00000091140;ENSG00000138413;ENSG00000014641;ENSG00000146701;ENSG00000173599;ENSG00000143252
