"Pathway"	"Z-score"
"Glycolysis / Gluconeogenesis - Homo sapiens (human)"	"29.986"
"Citrate cycle (TCA cycle) - Homo sapiens (human)"	"21.601"
"Pyruvate metabolism - Homo sapiens (human)"	"21.47"
"Valine, leucine and isoleucine degradation - Homo sapiens (human)"	"21.187"
"Glycine, serine and threonine metabolism - Homo sapiens (human)"	"18.449"
"Propanoate metabolism - Homo sapiens (human)"	"16.967"
"Proteasome - Homo sapiens (human)"	"16.523"
"Cysteine and methionine metabolism - Homo sapiens (human)"	"16.486"
"Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)"	"16.486"
"Pentose phosphate pathway - Homo sapiens (human)"	"16.214"
"Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"	"15.839"
"Fatty acid degradation - Homo sapiens (human)"	"15.63"
"Fructose and mannose metabolism - Homo sapiens (human)"	"15.419"
"Glutathione metabolism - Homo sapiens (human)"	"14.53"
"Starch and sucrose metabolism - Homo sapiens (human)"	"14.038"
"Peroxisome - Homo sapiens (human)"	"13.953"
"Galactose metabolism - Homo sapiens (human)"	"13.847"
"Arginine and proline metabolism - Homo sapiens (human)"	"13.822"
"Antigen processing and presentation - Homo sapiens (human)"	"13.361"
"Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"	"13.244"
"Glucagon signaling pathway - Homo sapiens (human)"	"13.114"
"Arginine biosynthesis - Homo sapiens (human)"	"12.887"
"Alanine, aspartate and glutamate metabolism - Homo sapiens (human)"	"12.835"
"Legionellosis - Homo sapiens (human)"	"12.728"
"Protein processing in endoplasmic reticulum - Homo sapiens (human)"	"12.61"
"Tryptophan metabolism - Homo sapiens (human)"	"12.507"
"Drug metabolism - other enzymes - Homo sapiens (human)"	"12.252"
"Central carbon metabolism in cancer - Homo sapiens (human)"	"11.596"
"Drug metabolism - cytochrome P450 - Homo sapiens (human)"	"11.495"
"Oxidative phosphorylation - Homo sapiens (human)"	"11.104"
"Necroptosis - Homo sapiens (human)"	"10.948"
"Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"	"10.916"
"Longevity regulating pathway - multiple species - Homo sapiens (human)"	"10.847"
"beta-Alanine metabolism - Homo sapiens (human)"	"10.619"
"Phagosome - Homo sapiens (human)"	"10.56"
"Chemical carcinogenesis - Homo sapiens (human)"	"10.542"
"Histidine metabolism - Homo sapiens (human)"	"10.507"
"Tyrosine metabolism - Homo sapiens (human)"	"10.434"
"Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)"	"9.885"
"Butanoate metabolism - Homo sapiens (human)"	"9.173"
"RNA degradation - Homo sapiens (human)"	"9.047"
"Glycerolipid metabolism - Homo sapiens (human)"	"9.034"
"Systemic lupus erythematosus - Homo sapiens (human)"	"9"
"Collecting duct acid secretion - Homo sapiens (human)"	"8.941"
"Tight junction - Homo sapiens (human)"	"8.857"
"Terpenoid backbone biosynthesis - Homo sapiens (human)"	"8.676"
"Lysine degradation - Homo sapiens (human)"	"8.672"
"Influenza A - Homo sapiens (human)"	"8.63"
"Toxoplasmosis - Homo sapiens (human)"	"8.584"
"Pathogenic Escherichia coli infection - Homo sapiens (human)"	"8.554"
"Phenylalanine metabolism - Homo sapiens (human)"	"8.511"
"Epstein-Barr virus infection - Homo sapiens (human)"	"8.139"
"Phosphonate and phosphinate metabolism - Homo sapiens (human)"	"8.064"
"Synthesis and degradation of ketone bodies - Homo sapiens (human)"	"8.034"
"Fatty acid biosynthesis - Homo sapiens (human)"	"7.903"
"Glycerophospholipid metabolism - Homo sapiens (human)"	"7.895"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"7.865"
"Parkinson,s disease - Homo sapiens (human)"	"7.851"
"HIF-1 signaling pathway - Homo sapiens (human)"	"7.81"
"Vibrio cholerae infection - Homo sapiens (human)"	"7.808"
"Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)"	"7.804"
"Alzheimer,s disease - Homo sapiens (human)"	"7.737"
"Primary bile acid biosynthesis - Homo sapiens (human)"	"7.708"
"Alcoholism - Homo sapiens (human)"	"7.603"
"AMPK signaling pathway - Homo sapiens (human)"	"7.592"
"One carbon pool by folate - Homo sapiens (human)"	"7.474"
"Steroid hormone biosynthesis - Homo sapiens (human)"	"7.346"
"Estrogen signaling pathway - Homo sapiens (human)"	"7.167"
"Autophagy - other - Homo sapiens (human)"	"7.159"
"PPAR signaling pathway - Homo sapiens (human)"	"7.134"
"Pantothenate and CoA biosynthesis - Homo sapiens (human)"	"7.096"
"Retinol metabolism - Homo sapiens (human)"	"7.08"
"Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"	"7.035"
"Gap junction - Homo sapiens (human)"	"6.933"
