"GO.ID"	"GO.Term"	"Z-score"
"GO:0005759"	"mitochondrial matrix"	"32.894"
"GO:0070062"	"extracellular exosome"	"28.191"
"GO:0005739"	"mitochondrion"	"24.473"
"GO:1904813"	"ficolin-1-rich granule lumen"	"22.088"
"GO:0005829"	"cytosol"	"19.354"
"GO:0034774"	"secretory granule lumen"	"19.2"
"GO:0043209"	"myelin sheath"	"18.771"
"GO:0030678"	"mitochondrial ribonuclease P complex"	"16.859"
"GO:0005737"	"cytoplasm"	"15.727"
"GO:0000502"	"proteasome complex"	"15.352"
"GO:0022624"	"proteasome accessory complex"	"13.918"
"GO:0072562"	"blood microparticle"	"12.61"
"GO:0042470"	"melanosome"	"11.329"
"GO:0005777"	"peroxisome"	"11.243"
"GO:0005749"	"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)"	"10.986"
"GO:0045254"	"pyruvate dehydrogenase complex"	"10.865"
"GO:0008540"	"proteasome regulatory particle, base subcomplex"	"10.476"
"GO:0005782"	"peroxisomal matrix"	"10.453"
"GO:0005778"	"peroxisomal membrane"	"10.171"
"GO:0044297"	"cell body"	"10.145"
"GO:0000786"	"nucleosome"	"10.13"
"GO:0002199"	"zona pellucida receptor complex"	"9.91"
"GO:0005832"	"chaperonin-containing T-complex"	"9.889"
"GO:0016234"	"inclusion body"	"9.262"
"GO:0005839"	"proteasome core complex"	"9"
"GO:0000015"	"phosphopyruvate hydratase complex"	"8.693"
"GO:0042645"	"mitochondrial nucleoid"	"8.549"
"GO:0005838"	"proteasome regulatory particle"	"8.469"
"GO:0045252"	"oxoglutarate dehydrogenase complex"	"8.377"
"GO:0008180"	"COP9 signalosome"	"8.267"
"GO:0008541"	"proteasome regulatory particle, lid subcomplex"	"8.223"
"GO:0005947"	"mitochondrial alpha-ketoglutarate dehydrogenase complex"	"8.022"
"GO:0019774"	"proteasome core complex, beta-subunit complex"	"7.926"
"GO:0031597"	"cytosolic proteasome complex"	"7.575"
"GO:0032593"	"insulin-responsive compartment"	"7.435"
"GO:0032982"	"myosin filament"	"7.31"
"GO:0045239"	"tricarboxylic acid cycle enzyme complex"	"7.252"
"GO:0005945"	"6-phosphofructokinase complex"	"7.205"
"GO:0016020"	"membrane"	"6.999"
