"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"29.986"	"718"	"266.404"	"15.06"
"hsa00020"	"Citrate cycle (TCA cycle)"	"21.601"	"323"	"104.799"	"10.101"
"hsa00620"	"Pyruvate metabolism"	"21.47"	"338"	"113.809"	"10.442"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"21.187"	"237"	"67.854"	"7.984"
"hsa00260"	"Glycine, serine and threonine metabolism"	"18.449"	"250"	"87.992"	"8.781"
"hsa00640"	"Propanoate metabolism"	"16.967"	"177"	"53.771"	"7.263"
"hsa03050"	"Proteasome"	"16.523"	"412"	"192.094"	"13.309"
"hsa00270"	"Cysteine and methionine metabolism"	"16.486"	"244"	"92.541"	"9.187"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"16.486"	"175"	"55.983"	"7.219"
"hsa00030"	"Pentose phosphate pathway"	"16.214"	"228"	"87.396"	"8.672"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"15.839"	"237"	"93.584"	"9.054"
"hsa00071"	"Fatty acid degradation"	"15.63"	"175"	"57.362"	"7.527"
"hsa00051"	"Fructose and mannose metabolism"	"15.419"	"222"	"86.364"	"8.797"
"hsa00480"	"Glutathione metabolism"	"14.53"	"144"	"46.586"	"6.704"
"hsa00500"	"Starch and sucrose metabolism"	"14.038"	"184"	"70.656"	"8.074"
"hsa04146"	"Peroxisome"	"13.953"	"186"	"71.78"	"8.186"
"hsa00052"	"Galactose metabolism"	"13.847"	"189"	"77.205"	"8.073"
"hsa00330"	"Arginine and proline metabolism"	"13.822"	"166"	"61.515"	"7.56"
"hsa04612"	"Antigen processing and presentation"	"13.361"	"535"	"315.129"	"16.456"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"13.244"	"192"	"80.452"	"8.423"
"hsa04922"	"Glucagon signaling pathway"	"13.114"	"509"	"293.548"	"16.429"
"hsa00220"	"Arginine biosynthesis"	"12.887"	"98"	"30.742"	"5.219"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"12.835"	"141"	"52.37"	"6.905"
"hsa05134"	"Legionellosis"	"12.728"	"545"	"328.198"	"17.033"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"12.61"	"940"	"629.204"	"24.647"
"hsa00380"	"Tryptophan metabolism"	"12.507"	"138"	"52.851"	"6.808"
"hsa00983"	"Drug metabolism - other enzymes"	"12.252"	"165"	"68.644"	"7.865"
"hsa05230"	"Central carbon metabolism in cancer"	"11.596"	"486"	"298.822"	"16.142"
"hsa00982"	"Drug metabolism - cytochrome P450"	"11.495"	"112"	"38.834"	"6.365"
"hsa00190"	"Oxidative phosphorylation"	"11.104"	"341"	"190.509"	"13.553"
"hsa04217"	"Necroptosis"	"10.948"	"658"	"442.775"	"19.659"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"10.916"	"124"	"47.34"	"7.023"
"hsa04213"	"Longevity regulating pathway - multiple species"	"10.847"	"498"	"318.661"	"16.534"
"hsa00410"	"beta-Alanine metabolism"	"10.619"	"112"	"44.855"	"6.323"
"hsa04145"	"Phagosome"	"10.56"	"696"	"477.564"	"20.685"
"hsa05204"	"Chemical carcinogenesis"	"10.542"	"135"	"53.63"	"7.718"
"hsa00340"	"Histidine metabolism"	"10.507"	"95"	"35.757"	"5.638"
"hsa00350"	"Tyrosine metabolism"	"10.434"	"66"	"20.126"	"4.397"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"9.885"	"49"	"13.894"	"3.552"
"hsa00650"	"Butanoate metabolism"	"9.173"	"57"	"18.998"	"4.143"
"hsa03018"	"RNA degradation"	"9.047"	"409"	"267.797"	"15.607"
"hsa00561"	"Glycerolipid metabolism"	"9.034"	"110"	"48.281"	"6.832"
"hsa05322"	"Systemic lupus erythematosus"	"9"	"592"	"420.757"	"19.028"
"hsa04966"	"Collecting duct acid secretion"	"8.941"	"159"	"82.164"	"8.594"
"hsa04530"	"Tight junction"	"8.857"	"738"	"540.153"	"22.338"
"hsa00900"	"Terpenoid backbone biosynthesis"	"8.676"	"70"	"26.24"	"5.044"
"hsa00310"	"Lysine degradation"	"8.672"	"162"	"86.641"	"8.69"
"hsa05164"	"Influenza A"	"8.63"	"794"	"592.506"	"23.348"
"hsa05145"	"Toxoplasmosis"	"8.584"	"567"	"399.528"	"19.51"
"hsa05130"	"Pathogenic Escherichia coli infection"	"8.554"	"534"	"375.05"	"18.583"
"hsa00360"	"Phenylalanine metabolism"	"8.511"	"52"	"17.627"	"4.039"
"hsa05169"	"Epstein-Barr virus infection"	"8.139"	"1308"	"1049.247"	"31.794"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"8.064"	"27"	"6.545"	"2.537"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"8.034"	"42"	"13.501"	"3.547"
"hsa00061"	"Fatty acid biosynthesis"	"7.903"	"56"	"21.641"	"4.348"
"hsa00564"	"Glycerophospholipid metabolism"	"7.895"	"90"	"39.936"	"6.342"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"7.865"	"641"	"478.833"	"20.618"
"hsa05012"	"Parkinson's disease"	"7.851"	"397"	"271.585"	"15.974"
"hsa04066"	"HIF-1 signaling pathway"	"7.81"	"476"	"336.234"	"17.896"
"hsa05110"	"Vibrio cholerae infection"	"7.808"	"302"	"195.208"	"13.678"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"7.804"	"27"	"6.927"	"2.572"
"hsa05010"	"Alzheimer's disease"	"7.737"	"423"	"291.869"	"16.948"
"hsa00120"	"Primary bile acid biosynthesis"	"7.708"	"42"	"13.846"	"3.652"
"hsa05034"	"Alcoholism"	"7.603"	"828"	"645.965"	"23.941"
"hsa04152"	"AMPK signaling pathway"	"7.592"	"491"	"357.754"	"17.551"
"hsa00670"	"One carbon pool by folate"	"7.474"	"70"	"30.926"	"5.228"
"hsa00140"	"Steroid hormone biosynthesis"	"7.346"	"87"	"40.503"	"6.329"
"hsa04915"	"Estrogen signaling pathway"	"7.167"	"713"	"558.595"	"21.545"
"hsa04136"	"Autophagy - other"	"7.159"	"146"	"85.27"	"8.483"
"hsa03320"	"PPAR signaling pathway"	"7.134"	"261"	"172.04"	"12.469"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"7.096"	"26"	"7.173"	"2.653"
"hsa00830"	"Retinol metabolism"	"7.08"	"82"	"39.19"	"6.046"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"7.035"	"49"	"19.559"	"4.185"
"hsa04540"	"Gap junction"	"6.933"	"564"	"426.609"	"19.817"
