"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0005524"	"ATP binding"	"26.219"	"4188"	"2871.356"	"50.218"
"GO:0051082"	"unfolded protein binding"	"19.392"	"926"	"513.429"	"21.275"
"GO:0030170"	"pyridoxal phosphate binding"	"17.771"	"246"	"85.855"	"9.012"
"GO:0008709"	"cholate 7-alpha-dehydrogenase activity"	"17.264"	"38"	"3.949"	"1.972"
"GO:0030283"	"testosterone dehydrogenase [NAD(P)] activity"	"17.264"	"38"	"3.949"	"1.972"
"GO:0047015"	"3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity"	"17.264"	"38"	"3.949"	"1.972"
"GO:0042623"	"ATPase activity, coupled"	"16.328"	"516"	"270.69"	"15.024"
"GO:0031072"	"heat shock protein binding"	"15.409"	"609"	"342.435"	"17.299"
"GO:0051287"	"NAD binding"	"15.396"	"281"	"118.183"	"10.575"
"GO:0044183"	"protein binding involved in protein folding"	"14.879"	"424"	"218.495"	"13.812"
"GO:0009055"	"electron carrier activity"	"14.836"	"199"	"77.797"	"8.17"
"GO:0016887"	"ATPase activity"	"14.453"	"924"	"585.301"	"23.434"
"GO:0008106"	"alcohol dehydrogenase (NADP+) activity"	"14.346"	"86"	"20.241"	"4.584"
"GO:0051787"	"misfolded protein binding"	"14.144"	"400"	"211.609"	"13.32"
"GO:0004032"	"alditol:NADP+ 1-oxidoreductase activity"	"14.12"	"85"	"20.346"	"4.579"
"GO:0003857"	"3-hydroxyacyl-CoA dehydrogenase activity"	"13.747"	"62"	"12.427"	"3.606"
"GO:0004082"	"bisphosphoglycerate mutase activity"	"13.67"	"113"	"37.45"	"5.527"
"GO:0004619"	"phosphoglycerate mutase activity"	"12.535"	"88"	"28.474"	"4.749"
"GO:0004499"	"N,N-dimethylaniline monooxygenase activity"	"12.168"	"13"	"0.832"	"0.927"
"GO:0050660"	"flavin adenine dinucleotide binding"	"12.053"	"122"	"43.364"	"6.524"
"GO:0005525"	"GTP binding"	"11.817"	"1104"	"779.89"	"27.428"
"GO:0016787"	"hydrolase activity"	"11.51"	"167"	"74.916"	"8.001"
"GO:0000287"	"magnesium ion binding"	"11.216"	"497"	"309.32"	"16.733"
"GO:0004029"	"aldehyde dehydrogenase (NAD) activity"	"11.211"	"120"	"48.005"	"6.422"
"GO:0004364"	"glutathione transferase activity"	"11.104"	"52"	"13.295"	"3.486"
"GO:0008177"	"succinate dehydrogenase (ubiquinone) activity"	"10.986"	"24"	"3.663"	"1.851"
"GO:0008184"	"glycogen phosphorylase activity"	"10.959"	"55"	"15.084"	"3.642"
"GO:0102250"	NA	"10.959"	"55"	"15.084"	"3.642"
"GO:0102499"	NA	"10.959"	"55"	"15.084"	"3.642"
"GO:0016208"	"AMP binding"	"10.926"	"134"	"55.262"	"7.206"
"GO:0004332"	"fructose-bisphosphate aldolase activity"	"10.9"	"40"	"8.896"	"2.854"
"GO:0034604"	"pyruvate dehydrogenase (NAD+) activity"	"10.865"	"83"	"28.169"	"5.046"
"GO:0070061"	"fructose binding"	"10.805"	"85"	"30.149"	"5.076"
"GO:0016229"	"steroid dehydrogenase activity"	"10.804"	"41"	"8.807"	"2.98"
"GO:0016597"	"amino acid binding"	"10.712"	"102"	"38.271"	"5.949"
"GO:0055131"	"C3HC4-type RING finger domain binding"	"10.693"	"201"	"102.2"	"9.24"
"GO:0047086"	"ketosteroid monooxygenase activity"	"10.584"	"40"	"8.657"	"2.961"
"GO:0001758"	"retinal dehydrogenase activity"	"10.549"	"83"	"29.803"	"5.043"
"GO:0004802"	"transketolase activity"	"10.524"	"30"	"5.672"	"2.312"
"GO:0051087"	"chaperone binding"	"10.451"	"505"	"327.263"	"17.007"
"GO:0003746"	"translation elongation factor activity"	"10.319"	"174"	"84.636"	"8.66"
"GO:0048037"	"cofactor binding"	"10.299"	"80"	"28.72"	"4.979"
"GO:0016491"	"oxidoreductase activity"	"10.298"	"179"	"84.914"	"9.137"
"GO:0050661"	"NADP binding"	"10.25"	"103"	"39.809"	"6.165"
"GO:0060072"	"large conductance calcium-activated potassium channel activity"	"10.131"	"26"	"4.886"	"2.084"
"GO:0004467"	"long-chain fatty acid-CoA ligase activity"	"10.121"	"52"	"15.108"	"3.645"
"GO:0008379"	"thioredoxin peroxidase activity"	"9.801"	"75"	"26.106"	"4.989"
"GO:0032052"	"bile acid binding"	"9.78"	"40"	"10.107"	"3.057"
"GO:0003988"	"acetyl-CoA C-acyltransferase activity"	"9.69"	"36"	"8.6"	"2.828"
"GO:0003924"	"GTPase activity"	"9.646"	"965"	"712.516"	"26.174"
"GO:0031406"	"carboxylic acid binding"	"9.454"	"40"	"10.147"	"3.158"
"GO:0004298"	"threonine-type endopeptidase activity"	"9.108"	"135"	"63.606"	"7.839"
"GO:0004033"	"aldo-keto reductase (NADP) activity"	"9.09"	"53"	"16.226"	"4.046"
"GO:0000049"	"tRNA binding"	"9.065"	"166"	"86.008"	"8.824"
"GO:0015269"	"calcium-activated potassium channel activity"	"9.012"	"27"	"5.814"	"2.351"
"GO:0004175"	"endopeptidase activity"	"8.851"	"200"	"108.255"	"10.365"
"GO:0005200"	"structural constituent of cytoskeleton"	"8.788"	"560"	"399.832"	"18.225"
"GO:0047708"	"biotinidase activity"	"8.766"	"14"	"2.148"	"1.352"
"GO:0005536"	"glucose binding"	"8.717"	"95"	"40.974"	"6.198"
"GO:0004634"	"phosphopyruvate hydratase activity"	"8.693"	"72"	"28.064"	"5.054"
"GO:0016212"	"kynurenine-oxoglutarate transaminase activity"	"8.641"	"29"	"6.574"	"2.595"
"GO:0004105"	"choline-phosphate cytidylyltransferase activity"	"8.629"	"26"	"5.592"	"2.365"
"GO:0004084"	"branched-chain-amino-acid transaminase activity"	"8.606"	"23"	"4.8"	"2.115"
"GO:0052654"	"L-leucine transaminase activity"	"8.606"	"23"	"4.8"	"2.115"
"GO:0052655"	"L-valine transaminase activity"	"8.606"	"23"	"4.8"	"2.115"
"GO:0052656"	"L-isoleucine transaminase activity"	"8.606"	"23"	"4.8"	"2.115"
"GO:0048029"	"monosaccharide binding"	"8.581"	"108"	"50.655"	"6.683"
"GO:0000268"	"peroxisome targeting sequence binding"	"8.562"	"16"	"2.619"	"1.563"
"GO:0005052"	"peroxisome matrix targeting signal-1 binding"	"8.562"	"16"	"2.619"	"1.563"
"GO:0031957"	"very long-chain fatty acid-CoA ligase activity"	"8.528"	"30"	"7.544"	"2.633"
"GO:0048039"	"ubiquinone binding"	"8.524"	"21"	"4.115"	"1.981"
"GO:0061690"	"lipoamidase activity"	"8.413"	"13"	"1.957"	"1.313"
"GO:0005471"	"ATP:ADP antiporter activity"	"8.322"	"82"	"36.213"	"5.502"
