"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0006099"	"tricarboxylic acid cycle"	"8.771"	"-8.771"
"GO:0045454"	"cell redox homeostasis"	"8.094"	"-8.094"
"GO:0055114"	"oxidation-reduction process"	"7.924"	"-7.924"
"GO:0006520"	"cellular amino acid metabolic process"	"7.211"	"-7.211"
"GO:0034220"	"ion transmembrane transport"	"7.146"	"-7.146"
"GO:0033572"	"transferrin transport"	"6.995"	"-6.995"
"GO:0006096"	"glycolytic process"	"6.923"	"-6.923"
"GO:0006094"	"gluconeogenesis"	"6.918"	"-6.918"
"GO:0055085"	"transmembrane transport"	"6.885"	"-6.885"
"GO:0046034"	"ATP metabolic process"	"6.873"	"-6.873"
"GO:0061621"	"canonical glycolysis"	"6.826"	"-6.826"
"GO:0006334"	"nucleosome assembly"	"6.527"	"-6.527"
"GO:0007017"	"microtubule-based process"	"6.519"	"-6.519"
"GO:0006418"	"tRNA aminoacylation for protein translation"	"6.502"	"-6.502"
"GO:0043312"	"neutrophil degranulation"	"6.309"	"-6.309"
"GO:0005975"	"carbohydrate metabolic process"	"6.304"	"-6.304"
"GO:0042026"	"protein refolding"	"6.071"	"-6.071"
"GO:0022900"	"electron transport chain"	"5.905"	"-5.905"
"GO:0016241"	"regulation of macroautophagy"	"5.85"	"-5.85"
"GO:0006457"	"protein folding"	"5.801"	"-5.801"
"GO:0018230"	"peptidyl-L-cysteine S-palmitoylation"	"5.74"	"-5.74"
"GO:0015949"	"nucleobase-containing small molecule interconversion"	"5.719"	"-5.719"
"GO:0015991"	"ATP hydrolysis coupled proton transport"	"5.709"	"-5.709"
"GO:1902600"	"hydrogen ion transmembrane transport"	"5.699"	"-5.699"
"GO:0061024"	"membrane organization"	"5.593"	"-5.593"
"GO:0006986"	"response to unfolded protein"	"5.35"	"-5.35"
"GO:0008652"	"cellular amino acid biosynthetic process"	"5.343"	"-5.343"
"GO:0034605"	"cellular response to heat"	"5.336"	"-5.336"
"GO:0016311"	"dephosphorylation"	"5.239"	"-5.239"
"GO:1900034"	"regulation of cellular response to heat"	"5.084"	"-5.084"
"GO:0043065"	"positive regulation of apoptotic process"	"5.035"	"-5.035"
"GO:0001889"	"liver development"	"5.026"	"-5.026"
"GO:0098656"	"anion transmembrane transport"	"4.976"	"-4.976"
"GO:0006919"	"activation of cysteine-type endopeptidase activity involved in apoptotic process"	"4.967"	"-4.967"
"GO:0000226"	"microtubule cytoskeleton organization"	"4.911"	"-4.911"
"GO:0042744"	"hydrogen peroxide catabolic process"	"4.794"	"-4.794"
"GO:0009408"	"response to heat"	"4.792"	"-4.792"
"GO:0034097"	"response to cytokine"	"4.745"	"-4.745"
"GO:0043066"	"negative regulation of apoptotic process"	"4.725"	"-4.725"
"GO:0097192"	"extrinsic apoptotic signaling pathway in absence of ligand"	"4.722"	"-4.722"
"GO:0006413"	"translational initiation"	"4.721"	"-4.721"
"GO:0034599"	"cellular response to oxidative stress"	"4.702"	"-4.702"
"GO:0006749"	"glutathione metabolic process"	"4.684"	"-4.684"
"GO:0001836"	"release of cytochrome c from mitochondria"	"4.646"	"-4.646"
"GO:0035722"	"interleukin-12-mediated signaling pathway"	"4.641"	"-4.641"
"GO:0061077"	"chaperone-mediated protein folding"	"4.599"	"-4.599"
"GO:0046835"	"carbohydrate phosphorylation"	"4.577"	"-4.577"
"GO:0007339"	"binding of sperm to zona pellucida"	"4.532"	"-4.532"
"GO:0048240"	"sperm capacitation"	"4.507"	"-4.507"
"GO:0008637"	"apoptotic mitochondrial changes"	"4.395"	"-4.395"
"GO:0003333"	"amino acid transmembrane transport"	"4.393"	"-4.393"
"GO:0034620"	"cellular response to unfolded protein"	"4.386"	"-4.386"
"GO:0016310"	"phosphorylation"	"4.383"	"-4.383"
"GO:0015698"	"inorganic anion transport"	"4.334"	"-4.334"
"GO:0006270"	"DNA replication initiation"	"4.252"	"-4.252"
"GO:0006977"	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"	"4.15"	"-4.15"
"GO:0000278"	"mitotic cell cycle"	"4.108"	"-4.108"
"GO:0051085"	"chaperone mediated protein folding requiring cofactor"	"4.103"	"-4.103"
"GO:0018345"	"protein palmitoylation"	"4.033"	"-4.033"
"GO:0051881"	"regulation of mitochondrial membrane potential"	"4.031"	"-4.031"
"GO:0005977"	"glycogen metabolic process"	"3.976"	"-3.976"
"GO:0048488"	"synaptic vesicle endocytosis"	"3.944"	"-3.944"
"GO:0032212"	"positive regulation of telomere maintenance via telomerase"	"3.897"	"-3.897"
"GO:0006654"	"phosphatidic acid biosynthetic process"	"3.894"	"-3.894"
"GO:0006260"	"DNA replication"	"3.844"	"-3.844"
"GO:0006979"	"response to oxidative stress"	"3.804"	"-3.804"
"GO:0006487"	"protein N-linked glycosylation"	"3.797"	"-3.797"
"GO:0098869"	"cellular oxidant detoxification"	"3.769"	"-3.769"
"GO:0000413"	"protein peptidyl-prolyl isomerization"	"3.761"	"-3.761"
"GO:0006261"	"DNA-dependent DNA replication"	"3.744"	"-3.744"
"GO:0006400"	"tRNA modification"	"3.734"	"-3.734"
"GO:0006470"	"protein dephosphorylation"	"3.726"	"-3.726"
"GO:0006635"	"fatty acid beta-oxidation"	"3.719"	"-3.719"
"GO:0008286"	"insulin receptor signaling pathway"	"3.681"	"-3.681"
"GO:0010033"	"response to organic substance"	"3.679"	"-3.679"
"GO:0034614"	"cellular response to reactive oxygen species"	"3.651"	"-3.651"
"GO:0050821"	"protein stabilization"	"3.603"	"-3.603"
"GO:0006811"	"ion transport"	"3.601"	"-3.601"
"GO:0051973"	"positive regulation of telomerase activity"	"3.601"	"-3.601"
"GO:0008152"	"metabolic process"	"3.591"	"-3.591"
"GO:0043525"	"positive regulation of neuron apoptotic process"	"3.569"	"-3.569"
"GO:0018105"	"peptidyl-serine phosphorylation"	"3.552"	"-3.552"
"GO:2001244"	"positive regulation of intrinsic apoptotic signaling pathway"	"3.546"	"-3.546"
"GO:0090200"	"positive regulation of release of cytochrome c from mitochondria"	"3.527"	"-3.527"
"GO:0000082"	"G1/S transition of mitotic cell cycle"	"3.522"	"-3.522"
"GO:0071310"	"cellular response to organic substance"	"3.503"	"-3.503"
"GO:0017148"	"negative regulation of translation"	"3.494"	"-3.494"
"GO:0006855"	"drug transmembrane transport"	"3.479"	"-3.479"
"GO:0008630"	"intrinsic apoptotic signaling pathway in response to DNA damage"	"3.476"	"-3.476"
"GO:0071276"	"cellular response to cadmium ion"	"3.439"	"-3.439"
"GO:0042981"	"regulation of apoptotic process"	"3.432"	"-3.432"
"GO:0035023"	"regulation of Rho protein signal transduction"	"3.431"	"-3.431"
"GO:0006695"	"cholesterol biosynthetic process"	"3.424"	"-3.424"
"GO:0032201"	"telomere maintenance via semi-conservative replication"	"3.412"	"-3.412"
"GO:0043524"	"negative regulation of neuron apoptotic process"	"3.406"	"-3.406"
"GO:0071157"	"negative regulation of cell cycle arrest"	"3.371"	"-3.371"
"GO:0042391"	"regulation of membrane potential"	"3.296"	"-3.296"
"GO:0006091"	"generation of precursor metabolites and energy"	"3.294"	"-3.294"
"GO:0007569"	"cell aging"	"3.24"	"-3.24"
"GO:0050807"	"regulation of synapse organization"	"3.225"	"-3.225"
"GO:1901998"	"toxin transport"	"3.225"	"-3.225"
"GO:0006006"	"glucose metabolic process"	"3.211"	"-3.211"
"GO:0019731"	"antibacterial humoral response"	"3.196"	"-3.196"
"GO:0007005"	"mitochondrion organization"	"3.186"	"-3.186"
"GO:0001503"	"ossification"	"3.182"	"-3.182"
"GO:0051592"	"response to calcium ion"	"3.17"	"-3.17"
"GO:0045332"	"phospholipid translocation"	"3.156"	"-3.156"
"GO:0032259"	"methylation"	"3.137"	"-3.137"
"GO:0006139"	"nucleobase-containing compound metabolic process"	"3.111"	"-3.111"
"GO:0034314"	"Arp2/3 complex-mediated actin nucleation"	"3.091"	"-3.091"
"GO:0042493"	"response to drug"	"3.088"	"-3.088"
"GO:0045471"	"response to ethanol"	"3.071"	"-3.071"
"GO:2001243"	"negative regulation of intrinsic apoptotic signaling pathway"	"3.069"	"-3.069"
"GO:0002474"	"antigen processing and presentation of peptide antigen via MHC class I"	"3.062"	"-3.062"
"GO:0090503"	"RNA phosphodiester bond hydrolysis, exonucleolytic"	"3.048"	"-3.048"
"GO:0097193"	"intrinsic apoptotic signaling pathway"	"3.048"	"-3.048"
"GO:0045787"	"positive regulation of cell cycle"	"3.037"	"-3.037"
"GO:0030182"	"neuron differentiation"	"3.024"	"-3.024"
