"GO.ID"	"GO.Term"	"zscore"
"GO:0004357"	"glutamate-cysteine ligase activity"	"14.356"
"GO:0004074"	"biliverdin reductase activity"	"14.105"
"GO:0031720"	"haptoglobin binding"	"12.832"
"GO:0043177"	"organic acid binding"	"12.105"
"GO:0008519"	"ammonium transmembrane transporter activity"	"11.239"
"GO:0005384"	"manganese ion transmembrane transporter activity"	"11.213"
"GO:0035226"	"glutamate-cysteine ligase catalytic subunit binding"	"10.864"
"GO:0031721"	"hemoglobin alpha binding"	"10.78"
"GO:0005344"	"oxygen transporter activity"	"10.495"
"GO:0015439"	"heme-transporting ATPase activity"	"10.435"
"GO:0004736"	"pyruvate carboxylase activity"	"10.377"
"GO:0004900"	"erythropoietin receptor activity"	"10.321"
"GO:0047395"	"glycerophosphoinositol glycerophosphodiesterase activity"	"10.321"
"GO:0018549"	"methanethiol oxidase activity"	"10.265"
"GO:0042602"	"riboflavin reductase (NADPH) activity"	"10.265"
"GO:0030351"	"inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity"	"10.104"
"GO:0034417"	"bisphosphoglycerate 3-phosphatase activity"	"10.104"
"GO:0052826"	"inositol hexakisphosphate 2-phosphatase activity"	"10.104"
"GO:0051032"	"nucleic acid transmembrane transporter activity"	"10.051"
"GO:0030387"	"fructosamine-3-kinase activity"	"10"
"GO:0052894"	"norspermine:oxygen oxidoreductase activity"	"10"
"GO:0052895"	"N1-acetylspermine:oxygen oxidoreductase (N1-acetylspermidine-forming) activity"	"10"
"GO:0003957"	"NAD(P)+ transhydrogenase (B-specific) activity"	"9.899"
"GO:0004418"	"hydroxymethylbilane synthase activity"	"9.899"
"GO:0008750"	"NAD(P)+ transhydrogenase (AB-specific) activity"	"9.899"
"GO:0004503"	"monophenol monooxygenase activity"	"9.85"
"GO:0005309"	"creatine:sodium symporter activity"	"9.85"
"GO:0008513"	"secondary active organic cation transmembrane transporter activity"	"9.85"
"GO:0015491"	"cation:cation antiporter activity"	"9.85"
"GO:0031715"	"C5L2 anaphylatoxin chemotactic receptor binding"	"9.802"
"GO:0010859"	"calcium-dependent cysteine-type endopeptidase inhibitor activity"	"9.754"
"GO:0004325"	"ferrochelatase activity"	"9.707"
"GO:0003921"	"GMP synthase activity"	"9.661"
"GO:0003922"	"GMP synthase (glutamine-hydrolyzing) activity"	"9.661"
"GO:0004853"	"uroporphyrinogen decarboxylase activity"	"9.57"
"GO:0042910"	"xenobiotic transporter activity"	"9.57"
"GO:0060961"	"phospholipase D inhibitor activity"	"9.525"
"GO:0008265"	"Mo-molybdopterin cofactor sulfurase activity"	"9.482"
"GO:0102867"	NA	"9.482"
"GO:0004729"	"oxygen-dependent protoporphyrinogen oxidase activity"	"9.438"
"GO:0030407"	"formimidoyltransferase activity"	"9.438"
"GO:0030409"	"glutamate formimidoyltransferase activity"	"9.438"
"GO:0030412"	"formimidoyltetrahydrofolate cyclodeaminase activity"	"9.438"
"GO:0004491"	"methylmalonate-semialdehyde dehydrogenase (acylating) activity"	"9.396"
"GO:0004655"	"porphobilinogen synthase activity"	"9.396"
"GO:0015327"	"cystine:glutamate antiporter activity"	"9.396"
"GO:0018478"	"malonate-semialdehyde dehydrogenase (acetylating) activity"	"9.396"
"GO:0015087"	"cobalt ion transmembrane transporter activity"	"9.312"
"GO:0015094"	"lead ion transmembrane transporter activity"	"9.312"
"GO:0015099"	"nickel cation transmembrane transporter activity"	"9.312"
"GO:0004066"	"asparagine synthase (glutamine-hydrolyzing) activity"	"9.271"
"GO:0004883"	"glucocorticoid receptor activity"	"9.271"
"GO:0038050"	"RNA polymerase II transcription factor activity, glucocorticoid-activated sequence-specific DNA binding"	"9.271"
"GO:0039552"	"RIG-I binding"	"9.23"
"GO:0004852"	"uroporphyrinogen-III synthase activity"	"9.19"
"GO:0030492"	"hemoglobin binding"	"8.723"
"GO:0005381"	"iron ion transmembrane transporter activity"	"7.845"
"GO:0004064"	"arylesterase activity"	"7.738"
"GO:0051717"	"inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity"	"7.344"
"GO:0005137"	"interleukin-5 receptor binding"	"7.304"
"GO:0003870"	"5-aminolevulinate synthase activity"	"7.263"
"GO:0015375"	"glycine:sodium symporter activity"	"7.244"
"GO:0004416"	"hydroxyacylglutathione hydrolase activity"	"7.128"
"GO:0035379"	"carbon dioxide transmembrane transporter activity"	"7.091"
"GO:0015187"	"glycine transmembrane transporter activity"	"7.078"
"GO:0097003"	"adipokinetic hormone receptor activity"	"7.072"
"GO:0030507"	"spectrin binding"	"6.944"
"GO:0004601"	"peroxidase activity"	"6.936"
"GO:0016151"	"nickel cation binding"	"6.929"
"GO:1904854"	"proteasome core complex binding"	"6.912"
"GO:0004109"	"coproporphyrinogen oxidase activity"	"6.895"
"GO:0005055"	"laminin receptor activity"	"6.878"
"GO:0034246"	"mitochondrial RNA polymerase binding promoter specificity activity"	"6.861"
"GO:0004998"	"transferrin receptor activity"	"6.827"
"GO:0033570"	"transferrin transmembrane transporter activity"	"6.827"
"GO:0008746"	"NAD(P)+ transhydrogenase activity"	"6.811"
"GO:0015086"	"cadmium ion transmembrane transporter activity"	"6.778"
"GO:0046915"	"transition metal ion transmembrane transporter activity"	"6.778"
"GO:0051033"	"RNA transmembrane transporter activity"	"6.778"
"GO:0046592"	"polyamine oxidase activity"	"6.746"
"GO:0052901"	"spermine:oxygen oxidoreductase (spermidine-forming) activity"	"6.746"
"GO:0015232"	"heme transporter activity"	"6.717"
"GO:0016742"	"hydroxymethyl-, formyl- and related transferase activity"	"6.667"
"GO:0032038"	"myosin II heavy chain binding"	"6.667"
"GO:0003993"	"acid phosphatase activity"	"6.639"
"GO:0005308"	"creatine transmembrane transporter activity"	"6.606"
"GO:0020037"	"heme binding"	"6.569"
"GO:0048037"	"cofactor binding"	"6.462"
"GO:0017057"	"6-phosphogluconolactonase activity"	"6.404"
"GO:0019825"	"oxygen binding"	"6.297"
"GO:0050662"	"coenzyme binding"	"6.277"
"GO:0030506"	"ankyrin binding"	"6.148"
"GO:0051537"	"2 iron, 2 sulfur cluster binding"	"5.99"
"GO:0101006"	"protein histidine phosphatase activity"	"5.807"
"GO:0015226"	"carnitine transmembrane transporter activity"	"5.776"
"GO:0008198"	"ferrous iron binding"	"5.767"
"GO:0061649"	"ubiquitinated histone binding"	"5.609"
"GO:0015651"	"quaternary ammonium group transmembrane transporter activity"	"5.563"
"GO:0055100"	"adiponectin binding"	"5.554"
"GO:0052745"	"inositol phosphate phosphatase activity"	"5.536"
"GO:0015295"	"solute:proton symporter activity"	"5.509"
"GO:0098772"	"molecular function regulator"	"5.465"
"GO:0034595"	"phosphatidylinositol phosphate 5-phosphatase activity"	"5.447"
"GO:0022840"	"leak channel activity"	"5.413"
"GO:0045309"	"protein phosphorylated amino acid binding"	"5.314"
"GO:0015093"	"ferrous iron transmembrane transporter activity"	"5.282"
"GO:0017077"	"oxidative phosphorylation uncoupler activity"	"5.22"
"GO:0008093"	"cytoskeletal adaptor activity"	"5.111"
"GO:0015184"	"L-cystine transmembrane transporter activity"	"4.944"
"GO:0003917"	"DNA topoisomerase type I activity"	"4.937"
"GO:0061733"	"peptide-lysine-N-acetyltransferase activity"	"4.905"
"GO:0072320"	"volume-sensitive chloride channel activity"	"4.836"
"GO:0030151"	"molybdenum ion binding"	"4.83"
"GO:0000987"	"core promoter proximal region sequence-specific DNA binding"	"4.807"
"GO:0000298"	"endopolyphosphatase activity"	"4.8"
"GO:0034431"	"bis(5'-adenosyl)-hexaphosphatase activity"	"4.8"
"GO:0034432"	"bis(5'-adenosyl)-pentaphosphatase activity"	"4.8"
"GO:0052841"	"inositol bisdiphosphate tetrakisphosphate diphosphatase activity"	"4.8"
"GO:0052842"	"inositol diphosphate pentakisphosphate diphosphatase activity"	"4.8"
"GO:0005521"	"lamin binding"	"4.794"
"GO:0015254"	"glycerol channel activity"	"4.794"
"GO:0004096"	"catalase activity"	"4.782"
"GO:0004089"	"carbonate dehydratase activity"	"4.769"
"GO:0016209"	"antioxidant activity"	"4.766"
"GO:0033300"	"dehydroascorbic acid transporter activity"	"4.764"
"GO:0004464"	"leukotriene-C4 synthase activity"	"4.758"
"GO:0008509"	"anion transmembrane transporter activity"	"4.723"
"GO:0004082"	"bisphosphoglycerate mutase activity"	"4.689"
"GO:0004694"	"eukaryotic translation initiation factor 2alpha kinase activity"	"4.672"
"GO:0015038"	"glutathione disulfide oxidoreductase activity"	"4.672"
"GO:0035650"	"AP-1 adaptor complex binding"	"4.672"
"GO:0050897"	"cobalt ion binding"	"4.575"
"GO:0001190"	"transcriptional activator activity, RNA polymerase II transcription factor binding"	"4.556"
"GO:0016836"	"hydro-lyase activity"	"4.549"
"GO:0005545"	"1-phosphatidylinositol binding"	"4.383"
"GO:0043812"	"phosphatidylinositol-4-phosphate phosphatase activity"	"4.274"
"GO:0043813"	"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity"	"4.248"
"GO:0008889"	"glycerophosphodiester phosphodiesterase activity"	"4.227"
"GO:0015562"	"efflux transmembrane transporter activity"	"4.227"
"GO:0009374"	"biotin binding"	"4.21"
"GO:0034596"	"phosphatidylinositol phosphate 4-phosphatase activity"	"4.202"
"GO:0016684"	"oxidoreductase activity, acting on peroxide as acceptor"	"4.186"
"GO:0032182"	"ubiquitin-like protein binding"	"4.185"
"GO:0008486"	"diphosphoinositol-polyphosphate diphosphatase activity"	"4.161"
"GO:0052840"	"inositol diphosphate tetrakisphosphate diphosphatase activity"	"4.161"
"GO:0052843"	"inositol-1-diphosphate-2,3,4,5,6-pentakisphosphate diphosphatase activity"	"4.161"
"GO:0052844"	"inositol-3-diphosphate-1,2,4,5,6-pentakisphosphate diphosphatase activity"	"4.161"
"GO:0052845"	"inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity"	"4.161"
"GO:0052846"	"inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity"	"4.161"
"GO:0052847"	"inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity"	"4.161"
"GO:0052848"	"inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity"	"4.161"
"GO:0015299"	"solute:proton antiporter activity"	"4.157"
"GO:0016462"	"pyrophosphatase activity"	"4.145"
"GO:0046870"	"cadmium ion binding"	"4.145"
"GO:0004046"	"aminoacylase activity"	"4.117"
"GO:0097100"	"supercoiled DNA binding"	"4.102"
"GO:0048156"	"tau protein binding"	"4.083"
"GO:0004656"	"procollagen-proline 4-dioxygenase activity"	"4.06"
"GO:0008379"	"thioredoxin peroxidase activity"	"4.016"
"GO:0003841"	"1-acylglycerol-3-phosphate O-acyltransferase activity"	"3.971"
"GO:0008559"	"xenobiotic-transporting ATPase activity"	"3.938"
"GO:0000977"	"RNA polymerase II regulatory region sequence-specific DNA binding"	"3.926"
"GO:0004602"	"glutathione peroxidase activity"	"3.827"
"GO:1903136"	"cuprous ion binding"	"3.812"
"GO:0045545"	"syndecan binding"	"3.811"
"GO:0001221"	"transcription cofactor binding"	"3.787"
"GO:1990239"	"steroid hormone binding"	"3.778"
"GO:0005200"	"structural constituent of cytoskeleton"	"3.776"
"GO:0005375"	"copper ion transmembrane transporter activity"	"3.747"
"GO:0017176"	"phosphatidylinositol N-acetylglucosaminyltransferase activity"	"3.735"
"GO:0052658"	"inositol-1,4,5-trisphosphate 5-phosphatase activity"	"3.711"
"GO:0004468"	"lysine N-acetyltransferase activity, acting on acetyl phosphate as donor"	"3.697"
"GO:0030515"	"snoRNA binding"	"3.657"
"GO:0015220"	"choline transmembrane transporter activity"	"3.595"
"GO:0043425"	"bHLH transcription factor binding"	"3.531"
"GO:0031593"	"polyubiquitin binding"	"3.51"
"GO:0032050"	"clathrin heavy chain binding"	"3.475"
"GO:0005515"	"protein binding"	"3.392"
"GO:0008430"	"selenium binding"	"3.263"
"GO:0004364"	"glutathione transferase activity"	"3.256"
"GO:0030911"	"TPR domain binding"	"3.25"
"GO:0004439"	"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"	"3.216"
"GO:0005507"	"copper ion binding"	"3.184"
"GO:0102391"	"decanoate--CoA ligase activity"	"3.125"
"GO:0019208"	"phosphatase regulator activity"	"3.093"
"GO:0004842"	"ubiquitin-protein transferase activity"	"3.051"
"GO:0031624"	"ubiquitin conjugating enzyme binding"	"3.049"
"GO:0008234"	"cysteine-type peptidase activity"	"3.043"
"GO:0003810"	"protein-glutamine gamma-glutamyltransferase activity"	"3.026"
"GO:0055056"	"D-glucose transmembrane transporter activity"	"3.012"
"GO:0008199"	"ferric iron binding"	"3.001"
"GO:0032183"	"SUMO binding"	"2.986"
"GO:0004385"	"guanylate kinase activity"	"2.981"
"GO:0035612"	"AP-2 adaptor complex binding"	"2.979"
"GO:0052659"	"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity"	"2.97"
"GO:0047144"	"2-acylglycerol-3-phosphate O-acyltransferase activity"	"2.926"
"GO:0046982"	"protein heterodimerization activity"	"2.923"
"GO:0005049"	"nuclear export signal receptor activity"	"2.902"
"GO:0001206"	"transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding"	"2.859"
"GO:0016595"	"glutamate binding"	"2.854"
"GO:0003680"	"AT DNA binding"	"2.841"
"GO:0004866"	"endopeptidase inhibitor activity"	"2.805"
"GO:0001228"	"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"2.782"
"GO:0047485"	"protein N-terminus binding"	"2.781"
"GO:0015297"	"antiporter activity"	"2.758"
"GO:0051219"	"phosphoprotein binding"	"2.67"
"GO:0050661"	"NADP binding"	"2.669"
"GO:0031490"	"chromatin DNA binding"	"2.666"
"GO:0005215"	"transporter activity"	"2.66"
"GO:0043394"	"proteoglycan binding"	"2.656"
"GO:0015238"	"drug transmembrane transporter activity"	"2.652"
"GO:0003779"	"actin binding"	"2.647"
"GO:0016829"	"lyase activity"	"2.642"
"GO:0089720"	"caspase binding"	"2.642"
"GO:0016702"	"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"	"2.639"
"GO:0001205"	"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding"	"2.627"
"GO:0003712"	"transcription cofactor activity"	"2.615"
"GO:0050072"	"m7G(5')pppN diphosphatase activity"	"2.565"
"GO:0072542"	"protein phosphatase activator activity"	"2.552"
"GO:0017016"	"Ras GTPase binding"	"2.55"
"GO:0000976"	"transcription regulatory region sequence-specific DNA binding"	"2.535"
"GO:0052629"	"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity"	"2.524"
"GO:0019894"	"kinesin binding"	"2.515"
"GO:0005328"	"neurotransmitter:sodium symporter activity"	"2.513"
"GO:0019855"	"calcium channel inhibitor activity"	"2.512"
"GO:0032934"	"sterol binding"	"2.461"
"GO:0031404"	"chloride ion binding"	"2.455"
"GO:0005247"	"voltage-gated chloride channel activity"	"2.443"
"GO:0005542"	"folic acid binding"	"2.438"
"GO:0003713"	"transcription coactivator activity"	"2.428"
"GO:0016874"	"ligase activity"	"2.414"
