"ID"	"Pathway"	"Z-score"
"hsa04144"	"Endocytosis"	"10.064"
"hsa05169"	"Epstein-Barr virus infection"	"8.383"
"hsa03050"	"Proteasome"	"7.312"
"hsa04213"	"Longevity regulating pathway - multiple species"	"7.068"
"hsa04068"	"FoxO signaling pathway"	"6.575"
"hsa04612"	"Antigen processing and presentation"	"6.464"
"hsa05145"	"Toxoplasmosis"	"6.316"
"hsa05162"	"Measles"	"6.07"
"hsa04915"	"Estrogen signaling pathway"	"5.908"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"5.903"
"hsa04110"	"Cell cycle"	"5.796"
"hsa05134"	"Legionellosis"	"5.643"
"hsa04218"	"Cellular senescence"	"5.638"
"hsa05220"	"Chronic myeloid leukemia"	"5.581"
"hsa05225"	"Hepatocellular carcinoma"	"5.302"
"hsa05166"	"HTLV-I infection"	"5.285"
"hsa04120"	"Ubiquitin mediated proteolysis"	"5.209"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"5.162"
"hsa04350"	"TGF-beta signaling pathway"	"4.959"
"hsa05161"	"Hepatitis B"	"4.94"
"hsa04010"	"MAPK signaling pathway"	"4.938"
"hsa05215"	"Prostate cancer"	"4.835"
"hsa05165"	"Human papillomavirus infection"	"4.708"
"hsa05152"	"Tuberculosis"	"4.695"
"hsa04966"	"Collecting duct acid secretion"	"4.559"
"hsa04721"	"Synaptic vesicle cycle"	"4.482"
"hsa04934"	"Cushing,s syndrome"	"4.471"
"hsa05164"	"Influenza A"	"4.335"
"hsa04114"	"Oocyte meiosis"	"4.324"
"hsa04530"	"Tight junction"	"4.291"
"hsa04145"	"Phagosome"	"4.181"
"hsa05214"	"Glioma"	"4.082"
"hsa00190"	"Oxidative phosphorylation"	"3.968"
"hsa05203"	"Viral carcinogenesis"	"3.931"
"hsa05200"	"Pathways in cancer"	"3.89"
"hsa05206"	"MicroRNAs in cancer"	"3.804"
"hsa04330"	"Notch signaling pathway"	"3.783"
"hsa05226"	"Gastric cancer"	"3.776"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"3.696"
"hsa04216"	"Ferroptosis"	"3.677"
"hsa04310"	"Wnt signaling pathway"	"3.64"
"hsa05222"	"Small cell lung cancer"	"3.56"
"hsa04916"	"Melanogenesis"	"3.546"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"3.515"
"hsa05016"	"Huntington,s disease"	"3.509"
"hsa04115"	"p53 signaling pathway"	"3.502"
"hsa04925"	"Aldosterone synthesis and secretion"	"3.477"
"hsa05212"	"Pancreatic cancer"	"3.438"
"hsa04978"	"Mineral absorption"	"3.36"
"hsa05219"	"Bladder cancer"	"3.358"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"3.355"
"hsa05130"	"Pathogenic Escherichia coli infection"	"3.323"
"hsa04710"	"Circadian rhythm"	"3.244"
"hsa05031"	"Amphetamine addiction"	"3.205"
"hsa04150"	"mTOR signaling pathway"	"3.136"
"hsa04640"	"Hematopoietic cell lineage"	"3.115"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"3.087"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"3.068"
"hsa04137"	"Mitophagy - animal"	"3.067"
"hsa04390"	"Hippo signaling pathway"	"3.031"
"hsa05223"	"Non-small cell lung cancer"	"3.009"
"hsa05012"	"Parkinson,s disease"	"3.006"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"2.882"
"hsa04140"	"Autophagy - animal"	"2.83"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"2.8"
"hsa04340"	"Hedgehog signaling pathway"	"2.795"
"hsa04142"	"Lysosome"	"2.772"
"hsa04540"	"Gap junction"	"2.753"
"hsa04970"	"Salivary secretion"	"2.746"
"hsa05010"	"Alzheimer,s disease"	"2.72"
"hsa04211"	"Longevity regulating pathway"	"2.72"
"hsa05131"	"Shigellosis"	"2.717"
"hsa04371"	"Apelin signaling pathway"	"2.702"
"hsa05202"	"Transcriptional misregulation in cancer"	"2.645"
"hsa04728"	"Dopaminergic synapse"	"2.639"
"hsa00740"	"Riboflavin metabolism"	"2.558"
"hsa04659"	"Th17 cell differentiation"	"2.541"
"hsa04625"	"C-type lectin receptor signaling pathway"	"2.54"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"2.535"
"hsa04210"	"Apoptosis"	"2.486"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"2.484"
"hsa00480"	"Glutathione metabolism"	"2.466"
"hsa04260"	"Cardiac muscle contraction"	"2.421"
"hsa04714"	"Thermogenesis"	"2.412"
"hsa05218"	"Melanoma"	"2.406"
"hsa03320"	"PPAR signaling pathway"	"2.388"
"hsa00511"	"Other glycan degradation"	"2.352"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"2.339"
"hsa05143"	"African trypanosomiasis"	"2.289"
"hsa04070"	"Phosphatidylinositol signaling system"	"2.263"
"hsa05210"	"Colorectal cancer"	"2.252"
"hsa04720"	"Long-term potentiation"	"2.252"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"2.234"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"2.201"
"hsa05213"	"Endometrial cancer"	"2.162"
"hsa04668"	"TNF signaling pathway"	"2.112"
"hsa05020"	"Prion diseases"	"2.106"
"hsa05221"	"Acute myeloid leukemia"	"2.098"
"hsa05144"	"Malaria"	"2.083"
"hsa04621"	"NOD-like receptor signaling pathway"	"2.083"
"hsa04217"	"Necroptosis"	"2.061"
"hsa05132"	"Salmonella infection"	"2.046"
"hsa04122"	"Sulfur relay system"	"2.046"
"hsa04919"	"Thyroid hormone signaling pathway"	"2.015"
"hsa04917"	"Prolactin signaling pathway"	"2.005"
"hsa05217"	"Basal cell carcinoma"	"1.964"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"1.945"
"hsa04912"	"GnRH signaling pathway"	"1.926"
"hsa05034"	"Alcoholism"	"1.917"
"hsa00350"	"Tyrosine metabolism"	"1.91"
"hsa05323"	"Rheumatoid arthritis"	"1.907"
"hsa05110"	"Vibrio cholerae infection"	"1.873"
"hsa04657"	"IL-17 signaling pathway"	"1.87"
"hsa05133"	"Pertussis"	"1.869"
"hsa00983"	"Drug metabolism - other enzymes"	"1.821"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"1.819"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"1.818"
"hsa04152"	"AMPK signaling pathway"	"1.81"
"hsa05216"	"Thyroid cancer"	"1.798"
"hsa04920"	"Adipocytokine signaling pathway"	"1.741"
"hsa05224"	"Breast cancer"	"1.703"
"hsa05030"	"Cocaine addiction"	"1.691"
"hsa02010"	"ABC transporters"	"1.675"
"hsa04921"	"Oxytocin signaling pathway"	"1.653"
"hsa00650"	"Butanoate metabolism"	"1.646"
"hsa04130"	"SNARE interactions in vesicular transport"	"1.642"
"hsa04136"	"Autophagy - other"	"1.638"
"hsa04630"	"Jak-STAT signaling pathway"	"1.621"
"hsa04918"	"Thyroid hormone synthesis"	"1.612"
"hsa00780"	"Biotin metabolism"	"1.606"
"hsa04975"	"Fat digestion and absorption"	"1.587"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"1.569"
"hsa00562"	"Inositol phosphate metabolism"	"1.554"
"hsa04215"	"Apoptosis - multiple species"	"1.55"
"hsa05205"	"Proteoglycans in cancer"	"1.486"
"hsa05160"	"Hepatitis C"	"1.477"
"hsa00790"	"Folate biosynthesis"	"1.467"
"hsa00240"	"Pyrimidine metabolism"	"1.459"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"1.433"
"hsa03022"	"Basal transcription factors"	"1.419"
"hsa04660"	"T cell receptor signaling pathway"	"1.408"
"hsa04979"	"Cholesterol metabolism"	"1.384"
"hsa04722"	"Neurotrophin signaling pathway"	"1.318"
"hsa04730"	"Long-term depression"	"1.29"
"hsa00360"	"Phenylalanine metabolism"	"1.281"
"hsa04151"	"PI3K-Akt signaling pathway"	"1.227"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"1.216"
"hsa04022"	"cGMP-PKG signaling pathway"	"1.207"
"hsa04911"	"Insulin secretion"	"1.188"
"hsa04071"	"Sphingolipid signaling pathway"	"1.184"
"hsa04971"	"Gastric acid secretion"	"1.164"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"1.142"
"hsa00561"	"Glycerolipid metabolism"	"1.131"
"hsa04926"	"Relaxin signaling pathway"	"1.118"
"hsa04012"	"ErbB signaling pathway"	"1.063"
"hsa04924"	"Renin secretion"	"1.043"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"1.014"
"hsa04066"	"HIF-1 signaling pathway"	"0.994"
"hsa04927"	"Cortisol synthesis and secretion"	"0.988"
"hsa04658"	"Th1 and Th2 cell differentiation"	"0.971"
"hsa04950"	"Maturity onset diabetes of the young"	"0.963"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"0.955"
"hsa04064"	"NF-kappa B signaling pathway"	"0.936"
"hsa00900"	"Terpenoid backbone biosynthesis"	"0.92"
"hsa05168"	"Herpes simplex infection"	"0.896"
"hsa05100"	"Bacterial invasion of epithelial cells"	"0.876"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"0.867"
"hsa05340"	"Primary immunodeficiency"	"0.854"
"hsa00730"	"Thiamine metabolism"	"0.823"
"hsa00982"	"Drug metabolism - cytochrome P450"	"0.802"
"hsa00531"	"Glycosaminoglycan degradation"	"0.795"
"hsa00230"	"Purine metabolism"	"0.78"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"0.778"
"hsa05211"	"Renal cell carcinoma"	"0.774"
"hsa04713"	"Circadian entrainment"	"0.76"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"0.712"
"hsa04380"	"Osteoclast differentiation"	"0.68"
"hsa04725"	"Cholinergic synapse"	"0.673"
"hsa04744"	"Phototransduction"	"0.665"
"hsa03020"	"RNA polymerase"	"0.629"
"hsa05322"	"Systemic lupus erythematosus"	"0.626"
"hsa04014"	"Ras signaling pathway"	"0.609"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"0.577"
