"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04144"	"Endocytosis"	"10.064"	"758"	"542.472"	"21.416"
"hsa05169"	"Epstein-Barr virus infection"	"8.383"	"1067"	"847.64"	"26.167"
"hsa03050"	"Proteasome"	"7.312"	"230"	"145.603"	"11.542"
"hsa04213"	"Longevity regulating pathway - multiple species"	"7.068"	"378"	"267.607"	"15.618"
"hsa04068"	"FoxO signaling pathway"	"6.575"	"445"	"331.422"	"17.273"
"hsa04612"	"Antigen processing and presentation"	"6.464"	"381"	"275.729"	"16.285"
"hsa05145"	"Toxoplasmosis"	"6.316"	"439"	"326.64"	"17.791"
"hsa05162"	"Measles"	"6.07"	"467"	"357.013"	"18.119"
"hsa04915"	"Estrogen signaling pathway"	"5.908"	"583"	"462.983"	"20.314"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"5.903"	"646"	"517.549"	"21.759"
"hsa04110"	"Cell cycle"	"5.796"	"533"	"422.688"	"19.032"
"hsa05134"	"Legionellosis"	"5.643"	"374"	"282.363"	"16.24"
"hsa04218"	"Cellular senescence"	"5.638"	"527"	"418.659"	"19.215"
"hsa05220"	"Chronic myeloid leukemia"	"5.581"	"329"	"248.838"	"14.363"
"hsa05225"	"Hepatocellular carcinoma"	"5.302"	"421"	"329.242"	"17.307"
"hsa05166"	"HTLV-I infection"	"5.285"	"636"	"522.083"	"21.555"
"hsa04120"	"Ubiquitin mediated proteolysis"	"5.209"	"399"	"309.465"	"17.188"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"5.162"	"146"	"96.716"	"9.548"
"hsa04350"	"TGF-beta signaling pathway"	"4.959"	"255"	"189.349"	"13.239"
"hsa05161"	"Hepatitis B"	"4.94"	"462"	"372.205"	"18.179"
"hsa04010"	"MAPK signaling pathway"	"4.938"	"729"	"616.508"	"22.782"
"hsa05215"	"Prostate cancer"	"4.835"	"366"	"289.554"	"15.811"
"hsa05165"	"Human papillomavirus infection"	"4.708"	"662"	"559.777"	"21.714"
"hsa05152"	"Tuberculosis"	"4.695"	"349"	"272.874"	"16.215"
"hsa04966"	"Collecting duct acid secretion"	"4.559"	"98"	"63.679"	"7.528"
"hsa04721"	"Synaptic vesicle cycle"	"4.482"	"190"	"138.473"	"11.497"
"hsa04934"	"Cushing's syndrome"	"4.471"	"290"	"224.375"	"14.679"
"hsa05164"	"Influenza A"	"4.335"	"576"	"485.82"	"20.802"
"hsa04114"	"Oocyte meiosis"	"4.324"	"413"	"336.115"	"17.781"
"hsa04530"	"Tight junction"	"4.291"	"507"	"422.887"	"19.602"
"hsa04145"	"Phagosome"	"4.181"	"453"	"375.826"	"18.458"
"hsa05214"	"Glioma"	"4.082"	"252"	"198.893"	"13.011"
"hsa00190"	"Oxidative phosphorylation"	"3.968"	"184"	"138.326"	"11.511"
"hsa05203"	"Viral carcinogenesis"	"3.931"	"753"	"656.653"	"24.509"
"hsa05200"	"Pathways in cancer"	"3.89"	"1058"	"946.339"	"28.708"
"hsa05206"	"MicroRNAs in cancer"	"3.804"	"402"	"335.598"	"17.455"
"hsa04330"	"Notch signaling pathway"	"3.783"	"125"	"91.625"	"8.823"
"hsa05226"	"Gastric cancer"	"3.776"	"343"	"282.893"	"15.917"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"3.696"	"323"	"263.782"	"16.024"
"hsa04216"	"Ferroptosis"	"3.677"	"93"	"64.813"	"7.667"
"hsa04310"	"Wnt signaling pathway"	"3.64"	"359"	"297.409"	"16.922"
"hsa05222"	"Small cell lung cancer"	"3.56"	"268"	"216.163"	"14.56"
"hsa04916"	"Melanogenesis"	"3.546"	"211"	"166.492"	"12.552"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"3.515"	"453"	"387.361"	"18.671"
"hsa05016"	"Huntington's disease"	"3.509"	"432"	"366.186"	"18.757"
"hsa04115"	"p53 signaling pathway"	"3.502"	"161"	"124.691"	"10.367"
"hsa04925"	"Aldosterone synthesis and secretion"	"3.477"	"151"	"114.693"	"10.442"
"hsa05212"	"Pancreatic cancer"	"3.438"	"253"	"207.058"	"13.361"
"hsa04978"	"Mineral absorption"	"3.36"	"35"	"20.009"	"4.462"
"hsa05219"	"Bladder cancer"	"3.358"	"182"	"143.532"	"11.457"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"3.355"	"30"	"16.497"	"4.025"
"hsa05130"	"Pathogenic Escherichia coli infection"	"3.323"	"358"	"303.299"	"16.461"
"hsa04710"	"Circadian rhythm"	"3.244"	"108"	"79.561"	"8.767"
"hsa05031"	"Amphetamine addiction"	"3.205"	"193"	"154.566"	"11.992"
"hsa04150"	"mTOR signaling pathway"	"3.136"	"315"	"265.405"	"15.814"
"hsa04640"	"Hematopoietic cell lineage"	"3.115"	"76"	"53.478"	"7.23"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"3.087"	"20"	"10.357"	"3.123"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"3.068"	"259"	"214.46"	"14.516"
"hsa04137"	"Mitophagy - animal"	"3.067"	"222"	"182.785"	"12.786"
"hsa04390"	"Hippo signaling pathway"	"3.031"	"406"	"351.919"	"17.84"
"hsa05223"	"Non-small cell lung cancer"	"3.009"	"210"	"172.466"	"12.473"
"hsa05012"	"Parkinson's disease"	"3.006"	"241"	"200.002"	"13.638"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"2.882"	"288"	"244.616"	"15.052"
"hsa04140"	"Autophagy - animal"	"2.83"	"265"	"224.948"	"14.154"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"2.8"	"264"	"222.879"	"14.688"
"hsa04340"	"Hedgehog signaling pathway"	"2.795"	"146"	"116.933"	"10.399"
"hsa04142"	"Lysosome"	"2.772"	"111"	"85.616"	"9.158"
"hsa04540"	"Gap junction"	"2.753"	"389"	"339.684"	"17.916"
"hsa04970"	"Salivary secretion"	"2.746"	"116"	"89.941"	"9.489"
"hsa05010"	"Alzheimer's disease"	"2.72"	"256"	"217.905"	"14.007"
"hsa04211"	"Longevity regulating pathway"	"2.72"	"207"	"172.326"	"12.748"
"hsa05131"	"Shigellosis"	"2.717"	"226"	"191.137"	"12.83"
"hsa04371"	"Apelin signaling pathway"	"2.702"	"303"	"260.701"	"15.652"
"hsa05202"	"Transcriptional misregulation in cancer"	"2.645"	"369"	"324.013"	"17.007"
"hsa04728"	"Dopaminergic synapse"	"2.639"	"319"	"275.929"	"16.32"
"hsa00740"	"Riboflavin metabolism"	"2.558"	"5"	"1.694"	"1.292"
"hsa04659"	"Th17 cell differentiation"	"2.541"	"274"	"235.05"	"15.326"
"hsa04625"	"C-type lectin receptor signaling pathway"	"2.54"	"254"	"218.98"	"13.786"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"2.535"	"14"	"7.017"	"2.754"
"hsa04210"	"Apoptosis"	"2.486"	"401"	"355.96"	"18.118"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"2.484"	"230"	"197.141"	"13.228"
"hsa00480"	"Glutathione metabolism"	"2.466"	"49"	"34.646"	"5.822"
"hsa04260"	"Cardiac muscle contraction"	"2.421"	"78"	"59.403"	"7.683"
"hsa04714"	"Thermogenesis"	"2.412"	"308"	"269.402"	"16.003"
"hsa05218"	"Melanoma"	"2.406"	"182"	"153.728"	"11.751"
"hsa03320"	"PPAR signaling pathway"	"2.388"	"205"	"175.683"	"12.279"
"hsa00511"	"Other glycan degradation"	"2.352"	"8"	"3.57"	"1.884"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"2.339"	"88"	"69.268"	"8.007"
"hsa05143"	"African trypanosomiasis"	"2.289"	"49"	"35.39"	"5.945"
"hsa04070"	"Phosphatidylinositol signaling system"	"2.263"	"100"	"80.17"	"8.764"
"hsa05210"	"Colorectal cancer"	"2.252"	"284"	"249.773"	"15.198"
"hsa04720"	"Long-term potentiation"	"2.252"	"193"	"164.516"	"12.649"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"2.234"	"10"	"5.002"	"2.238"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"2.201"	"480"	"436.548"	"19.739"
"hsa05213"	"Endometrial cancer"	"2.162"	"203"	"175.726"	"12.617"
"hsa04668"	"TNF signaling pathway"	"2.112"	"243"	"213.813"	"13.82"
"hsa05020"	"Prion diseases"	"2.106"	"126"	"106.061"	"9.466"
"hsa05221"	"Acute myeloid leukemia"	"2.098"	"186"	"160.964"	"11.932"
"hsa05144"	"Malaria"	"2.083"	"47"	"35.19"	"5.67"
"hsa04621"	"NOD-like receptor signaling pathway"	"2.083"	"336"	"300.385"	"17.094"
"hsa04217"	"Necroptosis"	"2.061"	"378"	"342.009"	"17.466"
"hsa05132"	"Salmonella infection"	"2.046"	"234"	"206.501"	"13.443"
"hsa04122"	"Sulfur relay system"	"2.046"	"9"	"4.604"	"2.148"
"hsa04919"	"Thyroid hormone signaling pathway"	"2.015"	"355"	"319.994"	"17.372"
"hsa04917"	"Prolactin signaling pathway"	"2.005"	"198"	"172.582"	"12.674"
"hsa05217"	"Basal cell carcinoma"	"1.964"	"86"	"70.498"	"7.894"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"1.945"	"6"	"2.764"	"1.663"
"hsa04912"	"GnRH signaling pathway"	"1.926"	"228"	"201.567"	"13.724"
"hsa05034"	"Alcoholism"	"1.917"	"549"	"506.617"	"22.113"
