"GO.ID"	"GO.Term"	"Z-score"
"GO:0019005"	"SCF ubiquitin ligase complex"	"12.122"
"GO:0000151"	"ubiquitin ligase complex"	"10.185"
"GO:0031838"	"haptoglobin-hemoglobin complex"	"10.032"
"GO:0005833"	"hemoglobin complex"	"9.512"
"GO:0030665"	"clathrin-coated vesicle membrane"	"9.294"
"GO:0005829"	"cytosol"	"9.094"
"GO:0005737"	"cytoplasm"	"8.64"
"GO:0043194"	"axon initial segment"	"7.873"
"GO:0005839"	"proteasome core complex"	"7.781"
"GO:0033268"	"node of Ranvier"	"7.694"
"GO:0008180"	"COP9 signalosome"	"7.234"
"GO:0019774"	"proteasome core complex, beta-subunit complex"	"6.818"
"GO:0031304"	"intrinsic component of mitochondrial inner membrane"	"6.338"
"GO:0072562"	"blood microparticle"	"6.332"
"GO:0000502"	"proteasome complex"	"5.968"
"GO:0034657"	"GID complex"	"5.856"
"GO:0031982"	"vesicle"	"5.76"
"GO:1904813"	"ficolin-1-rich granule lumen"	"5.682"
"GO:1990712"	"HFE-transferrin receptor complex"	"5.446"
"GO:0070062"	"extracellular exosome"	"5.242"
"GO:0008091"	"spectrin"	"5.091"
"GO:0010008"	"endosome membrane"	"5.065"
"GO:0005885"	"Arp2/3 protein complex"	"4.863"
"GO:0005905"	"clathrin-coated pit"	"4.847"
"GO:0014731"	"spectrin-associated cytoskeleton"	"4.814"
"GO:0033270"	"paranode region of axon"	"4.78"
"GO:0033193"	"Lsd1/2 complex"	"4.755"
"GO:0071141"	"SMAD protein complex"	"4.75"
"GO:0030122"	"AP-2 adaptor complex"	"4.709"
"GO:0030136"	"clathrin-coated vesicle"	"4.703"
"GO:0005859"	"muscle myosin complex"	"4.69"
"GO:0005764"	"lysosome"	"4.67"
"GO:0005769"	"early endosome"	"4.64"
"GO:0005765"	"lysosomal membrane"	"4.616"
"GO:0005667"	"transcription factor complex"	"4.479"
"GO:0008043"	"intracellular ferritin complex"	"4.359"
"GO:0017119"	"Golgi transport complex"	"4.346"
"GO:0032982"	"myosin filament"	"4.335"
"GO:0032783"	"ELL-EAF complex"	"4.256"
"GO:0019008"	"molybdopterin synthase complex"	"4.238"
"GO:0032991"	"macromolecular complex"	"4.189"
"GO:0035838"	"growing cell tip"	"4.128"
"GO:0044231"	"host cell presynaptic membrane"	"4.128"
"GO:0005794"	"Golgi apparatus"	"4.119"
"GO:0005739"	"mitochondrion"	"4.112"
"GO:0034774"	"secretory granule lumen"	"4.082"
"GO:0061202"	"clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane"	"4.06"
"GO:0000790"	"nuclear chromatin"	"4.038"
"GO:0031410"	"cytoplasmic vesicle"	"4.015"
"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"3.998"
"GO:0000506"	"glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex"	"3.975"
"GO:0042734"	"presynaptic membrane"	"3.964"
"GO:0019773"	"proteasome core complex, alpha-subunit complex"	"3.942"
"GO:0043657"	"host cell"	"3.909"
"GO:0048471"	"perinuclear region of cytoplasm"	"3.806"
"GO:0017053"	"transcriptional repressor complex"	"3.761"
"GO:0005741"	"mitochondrial outer membrane"	"3.713"
"GO:0005868"	"cytoplasmic dynein complex"	"3.697"
"GO:0060201"	"clathrin-sculpted acetylcholine transport vesicle membrane"	"3.663"
"GO:1990617"	"CHOP-ATF4 complex"	"3.641"
"GO:0030666"	"endocytic vesicle membrane"	"3.632"
"GO:1990037"	"Lewy body core"	"3.631"
"GO:0030126"	"COPI vesicle coat"	"3.613"
"GO:1904724"	"tertiary granule lumen"	"3.6"
"GO:0030133"	"transport vesicle"	"3.595"
"GO:0030672"	"synaptic vesicle membrane"	"3.567"
"GO:0060205"	"cytoplasmic membrane-bounded vesicle lumen"	"3.538"
"GO:0098993"	"anchored component of synaptic vesicle membrane"	"3.52"
"GO:0030285"	"integral component of synaptic vesicle membrane"	"3.472"
"GO:0016324"	"apical plasma membrane"	"3.467"
"GO:0097025"	"MPP7-DLG1-LIN7 complex"	"3.448"
"GO:0032444"	"activin responsive factor complex"	"3.445"
