"Pathway"	"Z-score"
"Endocytosis - Homo sapiens (human)"	"10.064"
"Epstein-Barr virus infection - Homo sapiens (human)"	"8.383"
"Proteasome - Homo sapiens (human)"	"7.312"
"Longevity regulating pathway - multiple species - Homo sapiens (human)"	"7.068"
"FoxO signaling pathway - Homo sapiens (human)"	"6.575"
"Antigen processing and presentation - Homo sapiens (human)"	"6.464"
"Toxoplasmosis - Homo sapiens (human)"	"6.316"
"Measles - Homo sapiens (human)"	"6.07"
"Estrogen signaling pathway - Homo sapiens (human)"	"5.908"
"Protein processing in endoplasmic reticulum - Homo sapiens (human)"	"5.903"
"Cell cycle - Homo sapiens (human)"	"5.796"
"Legionellosis - Homo sapiens (human)"	"5.643"
"Cellular senescence - Homo sapiens (human)"	"5.638"
"Chronic myeloid leukemia - Homo sapiens (human)"	"5.581"
"Hepatocellular carcinoma - Homo sapiens (human)"	"5.302"
"HTLV-I infection - Homo sapiens (human)"	"5.285"
"Ubiquitin mediated proteolysis - Homo sapiens (human)"	"5.209"
"Vasopressin-regulated water reabsorption - Homo sapiens (human)"	"5.162"
"TGF-beta signaling pathway - Homo sapiens (human)"	"4.959"
"Hepatitis B - Homo sapiens (human)"	"4.94"
"MAPK signaling pathway - Homo sapiens (human)"	"4.938"
"Prostate cancer - Homo sapiens (human)"	"4.835"
"Human papillomavirus infection - Homo sapiens (human)"	"4.708"
"Tuberculosis - Homo sapiens (human)"	"4.695"
"Collecting duct acid secretion - Homo sapiens (human)"	"4.559"
"Synaptic vesicle cycle - Homo sapiens (human)"	"4.482"
"Cushing,s syndrome - Homo sapiens (human)"	"4.471"
"Influenza A - Homo sapiens (human)"	"4.335"
"Oocyte meiosis - Homo sapiens (human)"	"4.324"
"Tight junction - Homo sapiens (human)"	"4.291"
"Phagosome - Homo sapiens (human)"	"4.181"
"Glioma - Homo sapiens (human)"	"4.082"
"Oxidative phosphorylation - Homo sapiens (human)"	"3.968"
"Viral carcinogenesis - Homo sapiens (human)"	"3.931"
"Pathways in cancer - Homo sapiens (human)"	"3.89"
"MicroRNAs in cancer - Homo sapiens (human)"	"3.804"
"Notch signaling pathway - Homo sapiens (human)"	"3.783"
"Gastric cancer - Homo sapiens (human)"	"3.776"
"Adrenergic signaling in cardiomyocytes - Homo sapiens (human)"	"3.696"
"Ferroptosis - Homo sapiens (human)"	"3.677"
"Wnt signaling pathway - Homo sapiens (human)"	"3.64"
"Small cell lung cancer - Homo sapiens (human)"	"3.56"
"Melanogenesis - Homo sapiens (human)"	"3.546"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"3.515"
"Huntington,s disease - Homo sapiens (human)"	"3.509"
"p53 signaling pathway - Homo sapiens (human)"	"3.502"
"Aldosterone synthesis and secretion - Homo sapiens (human)"	"3.477"
"Pancreatic cancer - Homo sapiens (human)"	"3.438"
"Mineral absorption - Homo sapiens (human)"	"3.36"
"Bladder cancer - Homo sapiens (human)"	"3.358"
"Porphyrin and chlorophyll metabolism - Homo sapiens (human)"	"3.355"
"Pathogenic Escherichia coli infection - Homo sapiens (human)"	"3.323"
"Circadian rhythm - Homo sapiens (human)"	"3.244"
"Amphetamine addiction - Homo sapiens (human)"	"3.205"
"mTOR signaling pathway - Homo sapiens (human)"	"3.136"
"Hematopoietic cell lineage - Homo sapiens (human)"	"3.115"
"Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)"	"3.087"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"3.068"
"Mitophagy - animal - Homo sapiens (human)"	"3.067"
"Hippo signaling pathway - Homo sapiens (human)"	"3.031"
"Non-small cell lung cancer - Homo sapiens (human)"	"3.009"
"Parkinson,s disease - Homo sapiens (human)"	"3.006"
"Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"	"2.882"
"Autophagy - animal - Homo sapiens (human)"	"2.83"
"Progesterone-mediated oocyte maturation - Homo sapiens (human)"	"2.8"
"Hedgehog signaling pathway - Homo sapiens (human)"	"2.795"
"Lysosome - Homo sapiens (human)"	"2.772"
"Gap junction - Homo sapiens (human)"	"2.753"
"Salivary secretion - Homo sapiens (human)"	"2.746"
"Alzheimer,s disease - Homo sapiens (human)"	"2.72"
"Longevity regulating pathway - Homo sapiens (human)"	"2.72"
"Shigellosis - Homo sapiens (human)"	"2.717"
"Apelin signaling pathway - Homo sapiens (human)"	"2.702"
"Transcriptional misregulation in cancer - Homo sapiens (human)"	"2.645"
"Dopaminergic synapse - Homo sapiens (human)"	"2.639"
"Riboflavin metabolism - Homo sapiens (human)"	"2.558"
"Th17 cell differentiation - Homo sapiens (human)"	"2.541"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"2.54"
"Nicotinate and nicotinamide metabolism - Homo sapiens (human)"	"2.535"
"Apoptosis - Homo sapiens (human)"	"2.486"
