"GO.ID"	"GO.Term"	"zscore"
"GO:0005833"	"hemoglobin complex"	"14.459"
"GO:0017109"	"glutamate-cysteine ligase complex"	"14.356"
"GO:0014731"	"spectrin-associated cytoskeleton"	"13.434"
"GO:0031838"	"haptoglobin-hemoglobin complex"	"12.138"
"GO:0005895"	"interleukin-5 receptor complex"	"10.435"
"GO:0033193"	"Lsd1/2 complex"	"10.377"
"GO:0098857"	"membrane microdomain"	"9.949"
"GO:1990836"	"lysosomal matrix"	"9.949"
"GO:1905370"	"serine-type endopeptidase complex"	"9.661"
"GO:0031304"	"intrinsic component of mitochondrial inner membrane"	"9.438"
"GO:0097409"	"glial cytoplasmic inclusion"	"9.438"
"GO:0097414"	"classical Lewy body"	"9.438"
"GO:0097462"	"Lewy neurite"	"9.438"
"GO:1990038"	"Lewy body corona"	"9.438"
"GO:0070826"	"paraferritin complex"	"9.312"
"GO:0030863"	"cortical cytoskeleton"	"8.515"
"GO:0031235"	"intrinsic component of the cytoplasmic side of the plasma membrane"	"7.891"
"GO:0030132"	"clathrin coat of coated pit"	"7.729"
"GO:0097637"	"integral component of autophagosome membrane"	"7.072"
"GO:0009330"	"DNA topoisomerase complex (ATP-hydrolyzing)"	"7.054"
"GO:0042470"	"melanosome"	"6.907"
"GO:0070381"	"endosome to plasma membrane transport vesicle"	"6.795"
"GO:0099512"	"supramolecular fiber"	"6.746"
"GO:0008290"	"F-actin capping protein complex"	"6.658"
"GO:0008091"	"spectrin"	"6.489"
"GO:0005758"	"mitochondrial intermembrane space"	"5.992"
"GO:0044754"	"autolysosome"	"5.881"
"GO:0005829"	"cytosol"	"5.619"
"GO:0072562"	"blood microparticle"	"5.539"
"GO:0031224"	"intrinsic component of membrane"	"5.357"
"GO:1990037"	"Lewy body core"	"5.274"
"GO:0031672"	"A band"	"4.947"
"GO:0005764"	"lysosome"	"4.684"
"GO:0000151"	"ubiquitin ligase complex"	"4.665"
"GO:0031981"	"nuclear lumen"	"4.463"
"GO:0000220"	"vacuolar proton-transporting V-type ATPase, V0 domain"	"4.453"
"GO:0036021"	"endolysosome lumen"	"4.198"
"GO:0097418"	"neurofibrillary tangle"	"4.133"
"GO:0005638"	"lamin filament"	"4.11"
"GO:0005741"	"mitochondrial outer membrane"	"4.098"
"GO:0000125"	"PCAF complex"	"3.969"
"GO:0032993"	"protein-DNA complex"	"3.848"
"GO:0005652"	"nuclear lamina"	"3.802"
"GO:0005759"	"mitochondrial matrix"	"3.789"
"GO:0031088"	"platelet dense granule membrane"	"3.696"
"GO:0044853"	"plasma membrane raft"	"3.609"
"GO:1990712"	"HFE-transferrin receptor complex"	"3.564"
"GO:0043190"	"ATP-binding cassette (ABC) transporter complex"	"3.559"
"GO:0043195"	"terminal bouton"	"3.412"
"GO:0030868"	"smooth endoplasmic reticulum membrane"	"3.378"
"GO:0005905"	"clathrin-coated pit"	"3.35"
"GO:1904813"	"ficolin-1-rich granule lumen"	"3.298"
"GO:0080008"	"Cul4-RING E3 ubiquitin ligase complex"	"3.296"
"GO:0034388"	"Pwp2p-containing subcomplex of 90S preribosome"	"3.286"
"GO:0035253"	"ciliary rootlet"	"3.249"
"GO:1903561"	"extracellular vesicle"	"3.247"
"GO:0000506"	"glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex"	"3.184"
"GO:0005739"	"mitochondrion"	"3.181"
