geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa04066	HIF-1 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04066+1026+1027+1956+2023+2026+2027+226+2597+3098+3099+3162+3569+3939+5054+5163+5209+5211+5230+5578+596+6513+7422+7428	95	23	1.9223125564588979	11.964755639097744	0	0	1026;1027;1956;2023;2026;2027;226;2597;3098;3099;3162;3569;3939;5054;5163;5209;5211;5230;5578;596;6513;7422;7428	ENSG00000149925;ENSG00000171791;ENSG00000124762;ENSG00000111276;ENSG00000146648;ENSG00000074800;ENSG00000111674;ENSG00000108515;ENSG00000111640;ENSG00000156515;ENSG00000159399;ENSG00000100292;ENSG00000136244;ENSG00000134333;ENSG00000152256;ENSG00000170525;ENSG00000141959;ENSG00000102144;ENSG00000154229;ENSG00000106366;ENSG00000117394;ENSG00000112715;ENSG00000134086
hsa00010	Glycolysis / Gluconeogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00010+2023+2026+2027+2203+226+229+230+2597+26330+2645+2821+3098+3099+3939+5211+5214+5224+5230+5236+5313+7167	45	21	0.9105691056910569	23.0625	0	0	2023;2026;2027;2203;226;229;230;2597;26330;2645;2821;3098;3099;3939;5211;5214;5224;5230;5236;5313;7167	ENSG00000149925;ENSG00000136872;ENSG00000109107;ENSG00000074800;ENSG00000111674;ENSG00000108515;ENSG00000165140;ENSG00000111640;ENSG00000105679;ENSG00000106633;ENSG00000105220;ENSG00000282019;ENSG00000156515;ENSG00000159399;ENSG00000134333;ENSG00000141959;ENSG00000067057;ENSG00000164708;ENSG00000102144;ENSG00000079739;ENSG00000143627;ENSG00000262785;ENSG00000111669
hsa01200	Carbon metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa01200+2023+2026+2027+2203+226+229+230+2597+2645+2821+3098+3099+5211+5214+5224+5230+5313+7167	92	18	1.8616079494128273	9.669060559006212	1.375566327510569e-13	1.3663958853271652e-11	2023;2026;2027;2203;226;229;230;2597;2645;2821;3098;3099;5211;5214;5224;5230;5313;7167	ENSG00000149925;ENSG00000136872;ENSG00000109107;ENSG00000074800;ENSG00000111674;ENSG00000108515;ENSG00000165140;ENSG00000111640;ENSG00000106633;ENSG00000105220;ENSG00000282019;ENSG00000156515;ENSG00000159399;ENSG00000141959;ENSG00000067057;ENSG00000164708;ENSG00000102144;ENSG00000143627;ENSG00000262785;ENSG00000111669
hsa00051	Fructose and mannose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00051+2203+226+229+230+3098+3099+5209+5211+5214+7167	22	10	0.44516711833785	22.46347402597403	4.048983370807946e-12	3.0164926112519197e-10	2203;226;229;230;3098;3099;5209;5211;5214;7167	ENSG00000149925;ENSG00000136872;ENSG00000109107;ENSG00000165140;ENSG00000156515;ENSG00000159399;ENSG00000170525;ENSG00000141959;ENSG00000067057;ENSG00000111669
hsa00052	Galactose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00052+2548+2584+2645+3098+3099+3906+5211+5214+5236+7360	23	10	0.4654019873532068	21.486801242236027	7.043254868221993e-12	4.197779901460308e-10	2548;2584;2645;3098;3099;3906;5211;5214;5236;7360	ENSG00000171298;ENSG00000108479;ENSG00000106633;ENSG00000156515;ENSG00000159399;ENSG00000167531;ENSG00000141959;ENSG00000067057;ENSG00000079739;ENSG00000169764
hsa00500	Starch and sucrose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00500+2548+2632+2645+2821+2997+3098+3099+5236+5837+7360	26	10	0.5261065943992773	19.007554945054945	3.108113766359111e-11	1.5436965039583583e-9	2548;2632;2645;2821;2997;3098;3099;5236;5837;7360	ENSG00000171298;ENSG00000114480;ENSG00000106633;ENSG00000105220;ENSG00000282019;ENSG00000104812;ENSG00000156515;ENSG00000159399;ENSG00000079739;ENSG00000068976;ENSG00000169764
hsa01230	Biosynthesis of amino acids	http://www.kegg.jp/kegg-bin/show_pathway?hsa01230+2023+2026+2027+226+229+230+2597+5211+5214+5224+5230+5313+7167	59	13	1.1938572719060523	10.889073849878935	8.754741376293396e-11	3.7270184716220456e-9	2023;2026;2027;226;229;230;2597;5211;5214;5224;5230;5313;7167	ENSG00000149925;ENSG00000136872;ENSG00000109107;ENSG00000074800;ENSG00000111674;ENSG00000108515;ENSG00000111640;ENSG00000141959;ENSG00000067057;ENSG00000164708;ENSG00000102144;ENSG00000143627;ENSG00000262785;ENSG00000111669
hsa00520	Amino sugar and nucleotide sugar metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00520+2584+2645+2821+3073+3098+3099+5236+55577+7360	26	9	0.5261065943992773	17.106799450549453	9.646279330866037e-10	3.5932390507475986e-8	2584;2645;2821;3073;3098;3099;5236;55577;7360	ENSG00000108479;ENSG00000106633;ENSG00000105220;ENSG00000282019;ENSG00000213614;ENSG00000156515;ENSG00000159399;ENSG00000124357;ENSG00000079739;ENSG00000169764
hsa00030	Pentose phosphate pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa00030+2203+226+229+230+2821+5211+5214+5236	23	8	0.4654019873532068	17.18944099378882	8.328253864320345e-9	2.7575773906305147e-7	2203;226;229;230;2821;5211;5214;5236	ENSG00000149925;ENSG00000136872;ENSG00000109107;ENSG00000165140;ENSG00000105220;ENSG00000282019;ENSG00000141959;ENSG00000067057;ENSG00000079739
hsa05230	Central carbon metabolism in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05230+1956+2645+3098+3099+3939+5163+5211+5214+5224+6513	61	10	1.234327009936766	8.101580796252927	2.9170616588913845e-7	8.692843743496326e-6	1956;2645;3098;3099;3939;5163;5211;5214;5224;6513	ENSG00000146648;ENSG00000106633;ENSG00000156515;ENSG00000159399;ENSG00000134333;ENSG00000152256;ENSG00000141959;ENSG00000067057;ENSG00000164708;ENSG00000117394
