"GO.ID"	"GO.Term"	"NetBAS"	"DAVID"
"GO:0032981"	"mitochondrial respiratory chain complex I assembly"	"32.898"	"0.010830404021835745"
"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	"27.79"	"0.007763089532191203"
"GO:0098869"	"cellular oxidant detoxification"	"19.446"	"6.20623012561577E-27"
"GO:0055114"	"oxidation-reduction process"	"15.736"	"1.0758888973909004E-20"
"GO:0045454"	"cell redox homeostasis"	"15.393"	"3.3863819799358744E-17"
"GO:0019637"	"organophosphate metabolic process"	"14.1"	"0.05592701912270158"
"GO:1901858"	"regulation of mitochondrial DNA metabolic process"	"12.865"	NA
"GO:1904120"	"positive regulation of otic vesicle morphogenesis"	"12.865"	NA
"GO:0061621"	"canonical glycolysis"	"12.344"	NA
"GO:0006979"	"response to oxidative stress"	"12.152"	"3.633885178444302E-40"
