"ID"	"Pathway"	"Z-score"
"hsa00190"	"Oxidative phosphorylation"	"21.443"
"hsa05012"	"Parkinson,s disease"	"19.033"
"hsa00480"	"Glutathione metabolism"	"17.416"
"hsa04723"	"Retrograde endocannabinoid signaling"	"16.667"
"hsa05010"	"Alzheimer,s disease"	"15.855"
"hsa04714"	"Thermogenesis"	"15.622"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"15.386"
"hsa00983"	"Drug metabolism - other enzymes"	"13.05"
"hsa05016"	"Huntington,s disease"	"13.049"
"hsa00260"	"Glycine, serine and threonine metabolism"	"11.723"
"hsa00620"	"Pyruvate metabolism"	"10.956"
"hsa00020"	"Citrate cycle (TCA cycle)"	"10.649"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"10.55"
"hsa00051"	"Fructose and mannose metabolism"	"10.244"
"hsa00270"	"Cysteine and methionine metabolism"	"10.181"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"9.543"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"9.251"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"9.069"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"9.06"
"hsa00230"	"Purine metabolism"	"8.982"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"8.618"
"hsa00330"	"Arginine and proline metabolism"	"8.578"
"hsa00500"	"Starch and sucrose metabolism"	"8.532"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"8.514"
"hsa00030"	"Pentose phosphate pathway"	"8.507"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"8.391"
"hsa00350"	"Tyrosine metabolism"	"8.089"
"hsa04145"	"Phagosome"	"7.963"
"hsa00240"	"Pyrimidine metabolism"	"7.8"
"hsa00982"	"Drug metabolism - cytochrome P450"	"7.533"
"hsa00360"	"Phenylalanine metabolism"	"7.504"
"hsa00052"	"Galactose metabolism"	"7.503"
"hsa00900"	"Terpenoid backbone biosynthesis"	"7.241"
"hsa00561"	"Glycerolipid metabolism"	"7.141"
"hsa00650"	"Butanoate metabolism"	"7.107"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"7.031"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"6.802"
"hsa05230"	"Central carbon metabolism in cancer"	"6.797"
"hsa00640"	"Propanoate metabolism"	"6.614"
"hsa04966"	"Collecting duct acid secretion"	"6.577"
"hsa04146"	"Peroxisome"	"6.526"
"hsa05110"	"Vibrio cholerae infection"	"6.38"
"hsa05204"	"Chemical carcinogenesis"	"6.227"
"hsa05130"	"Pathogenic Escherichia coli infection"	"6.191"
"hsa04612"	"Antigen processing and presentation"	"6.069"
"hsa05134"	"Legionellosis"	"6.069"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"6.054"
"hsa05169"	"Epstein-Barr virus infection"	"6.034"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"5.995"
"hsa04922"	"Glucagon signaling pathway"	"5.887"
"hsa04621"	"NOD-like receptor signaling pathway"	"5.833"
"hsa00380"	"Tryptophan metabolism"	"5.731"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"5.729"
"hsa04530"	"Tight junction"	"5.726"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"5.696"
"hsa04066"	"HIF-1 signaling pathway"	"5.632"
"hsa05145"	"Toxoplasmosis"	"5.552"
"hsa00340"	"Histidine metabolism"	"5.476"
"hsa04975"	"Fat digestion and absorption"	"5.457"
"hsa03050"	"Proteasome"	"5.423"
"hsa04540"	"Gap junction"	"5.298"
"hsa04217"	"Necroptosis"	"5.15"
"hsa00590"	"Arachidonic acid metabolism"	"5.045"
"hsa00410"	"beta-Alanine metabolism"	"4.959"
"hsa05020"	"Prion diseases"	"4.959"
"hsa05164"	"Influenza A"	"4.921"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"4.799"
"hsa03022"	"Basal transcription factors"	"4.676"
"hsa00220"	"Arginine biosynthesis"	"4.65"
"hsa00040"	"Pentose and glucuronate interconversions"	"4.619"
"hsa04925"	"Aldosterone synthesis and secretion"	"4.617"
"hsa05133"	"Pertussis"	"4.594"
"hsa05140"	"Leishmaniasis"	"4.58"
"hsa04010"	"MAPK signaling pathway"	"4.549"
"hsa04910"	"Insulin signaling pathway"	"4.395"
"hsa04918"	"Thyroid hormone synthesis"	"4.325"
"hsa04921"	"Oxytocin signaling pathway"	"4.285"
"hsa04970"	"Salivary secretion"	"4.149"
"hsa05323"	"Rheumatoid arthritis"	"4.03"
"hsa04210"	"Apoptosis"	"3.927"
"hsa04912"	"GnRH signaling pathway"	"3.926"
"hsa04218"	"Cellular senescence"	"3.879"
"hsa00790"	"Folate biosynthesis"	"3.871"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"3.739"
"hsa04625"	"C-type lectin receptor signaling pathway"	"3.711"
"hsa02010"	"ABC transporters"	"3.678"
"hsa00053"	"Ascorbate and aldarate metabolism"	"3.678"
"hsa00071"	"Fatty acid degradation"	"3.551"
"hsa04270"	"Vascular smooth muscle contraction"	"3.499"
"hsa04915"	"Estrogen signaling pathway"	"3.455"
"hsa05132"	"Salmonella infection"	"3.445"
"hsa04722"	"Neurotrophin signaling pathway"	"3.392"
"hsa03013"	"RNA transport"	"3.322"
"hsa04022"	"cGMP-PKG signaling pathway"	"3.32"
"hsa03410"	"Base excision repair"	"3.259"
"hsa04114"	"Oocyte meiosis"	"3.254"
"hsa05152"	"Tuberculosis"	"3.239"
"hsa04668"	"TNF signaling pathway"	"3.199"
"hsa00310"	"Lysine degradation"	"3.183"
"hsa03020"	"RNA polymerase"	"3.104"
"hsa03018"	"RNA degradation"	"3.099"
"hsa04930"	"Type II diabetes mellitus"	"3.07"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"3.061"
"hsa05031"	"Amphetamine addiction"	"3.015"
"hsa04213"	"Longevity regulating pathway - multiple species"	"2.989"
"hsa04721"	"Synaptic vesicle cycle"	"2.989"
"hsa04720"	"Long-term potentiation"	"2.881"
"hsa04216"	"Ferroptosis"	"2.854"
"hsa03420"	"Nucleotide excision repair"	"2.735"
"hsa04657"	"IL-17 signaling pathway"	"2.722"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"2.699"
"hsa04728"	"Dopaminergic synapse"	"2.692"
"hsa05416"	"Viral myocarditis"	"2.664"
"hsa04380"	"Osteoclast differentiation"	"2.662"
"hsa04620"	"Toll-like receptor signaling pathway"	"2.571"
"hsa04150"	"mTOR signaling pathway"	"2.529"
"hsa04659"	"Th17 cell differentiation"	"2.436"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"2.391"
"hsa00450"	"Selenocompound metabolism"	"2.388"
"hsa04071"	"Sphingolipid signaling pathway"	"2.384"
"hsa04917"	"Prolactin signaling pathway"	"2.343"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"2.208"
"hsa04658"	"Th1 and Th2 cell differentiation"	"2.085"
"hsa04152"	"AMPK signaling pathway"	"2.032"
"hsa04136"	"Autophagy - other"	"2.029"
"hsa00830"	"Retinol metabolism"	"1.99"
"hsa04611"	"Platelet activation"	"1.96"
"hsa04215"	"Apoptosis - multiple species"	"1.941"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"1.94"
"hsa05030"	"Cocaine addiction"	"1.849"
"hsa05162"	"Measles"	"1.818"
"hsa05131"	"Shigellosis"	"1.784"
"hsa03430"	"Mismatch repair"	"1.771"
"hsa00670"	"One carbon pool by folate"	"1.749"
"hsa04940"	"Type I diabetes mellitus"	"1.749"
"hsa04140"	"Autophagy - animal"	"1.743"
"hsa05216"	"Thyroid cancer"	"1.74"
"hsa04115"	"p53 signaling pathway"	"1.73"
"hsa04911"	"Insulin secretion"	"1.71"
"hsa05166"	"HTLV-I infection"	"1.705"
"hsa05203"	"Viral carcinogenesis"	"1.685"
"hsa03030"	"DNA replication"	"1.665"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"1.663"
"hsa00780"	"Biotin metabolism"	"1.638"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"1.634"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"1.622"
"hsa00730"	"Thiamine metabolism"	"1.592"
"hsa04978"	"Mineral absorption"	"1.563"
"hsa03320"	"PPAR signaling pathway"	"1.524"
"hsa04020"	"Calcium signaling pathway"	"1.502"
"hsa04660"	"T cell receptor signaling pathway"	"1.472"
"hsa04068"	"FoxO signaling pathway"	"1.471"
"hsa05330"	"Allograft rejection"	"1.404"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"1.357"
"hsa05143"	"African trypanosomiasis"	"1.351"
"hsa04973"	"Carbohydrate digestion and absorption"	"1.33"
"hsa04979"	"Cholesterol metabolism"	"1.291"
"hsa04211"	"Longevity regulating pathway"	"1.268"
"hsa04370"	"VEGF signaling pathway"	"1.26"
"hsa04972"	"Pancreatic secretion"	"1.256"
"hsa04924"	"Renin secretion"	"1.234"
"hsa05332"	"Graft-versus-host disease"	"1.195"
"hsa04664"	"Fc epsilon RI signaling pathway"	"1.168"
"hsa00750"	"Vitamin B6 metabolism"	"1.162"
"hsa04971"	"Gastric acid secretion"	"1.156"
"hsa04014"	"Ras signaling pathway"	"1.151"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"1.127"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"1.113"
"hsa04931"	"Insulin resistance"	"1.018"
"hsa04670"	"Leukocyte transendothelial migration"	"0.988"
"hsa04976"	"Bile secretion"	"0.966"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"0.952"
"hsa05161"	"Hepatitis B"	"0.892"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"0.885"
"hsa00061"	"Fatty acid biosynthesis"	"0.85"
"hsa04510"	"Focal adhesion"	"0.846"
"hsa05160"	"Hepatitis C"	"0.822"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"0.821"
"hsa04390"	"Hippo signaling pathway"	"0.802"
"hsa00785"	"Lipoic acid metabolism"	"0.785"
"hsa05205"	"Proteoglycans in cancer"	"0.765"
"hsa00120"	"Primary bile acid biosynthesis"	"0.752"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"0.739"
"hsa00511"	"Other glycan degradation"	"0.72"
"hsa04151"	"PI3K-Akt signaling pathway"	"0.709"
"hsa05211"	"Renal cell carcinoma"	"0.704"
"hsa05320"	"Autoimmune thyroid disease"	"0.666"
"hsa04520"	"Adherens junction"	"0.608"
"hsa04360"	"Axon guidance"	"0.543"
"hsa04919"	"Thyroid hormone signaling pathway"	"0.525"
"hsa04926"	"Relaxin signaling pathway"	"0.467"
"hsa05225"	"Hepatocellular carcinoma"	"0.425"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"0.425"
"hsa04144"	"Endocytosis"	"0.418"
"hsa03440"	"Homologous recombination"	"0.401"
"hsa05146"	"Amoebiasis"	"0.399"
"hsa00564"	"Glycerophospholipid metabolism"	"0.358"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.335"
"hsa04392"	"Hippo signaling pathway - multiple species"	"0.335"
"hsa04260"	"Cardiac muscle contraction"	"0.324"
"hsa04713"	"Circadian entrainment"	"0.31"
"hsa04730"	"Long-term depression"	"0.303"
"hsa04070"	"Phosphatidylinositol signaling system"	"0.287"
"hsa04137"	"Mitophagy - animal"	"0.283"
