"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0005654"	"nucleoplasm"	"-22.396"	"22.396"
"GO:0005634"	"nucleus"	"-22.11"	"22.11"
"GO:0071013"	"catalytic step 2 spliceosome"	"-9.005"	"9.005"
"GO:0016607"	"nuclear speck"	"-8.502"	"8.502"
"GO:0005730"	"nucleolus"	"-8.327"	"8.327"
"GO:0005813"	"centrosome"	"-8.02"	"8.02"
"GO:0000151"	"ubiquitin ligase complex"	"-7.916"	"7.916"
"GO:0005814"	"centriole"	"-7.3"	"7.3"
"GO:0005694"	"chromosome"	"-6.518"	"6.518"
"GO:0005681"	"spliceosomal complex"	"-6.369"	"6.369"
"GO:0071007"	"U2-type catalytic step 2 spliceosome"	"-6.219"	"6.219"
"GO:0000776"	"kinetochore"	"-5.794"	"5.794"
"GO:0005643"	"nuclear pore"	"-5.596"	"5.596"
"GO:0005762"	"mitochondrial large ribosomal subunit"	"-5.486"	"5.486"
"GO:0022625"	"cytosolic large ribosomal subunit"	"-5.431"	"5.431"
"GO:0005743"	"mitochondrial inner membrane"	"-5.407"	"5.407"
"GO:0000775"	"chromosome, centromeric region"	"-5.331"	"5.331"
"GO:0046540"	"U4/U6 x U5 tri-snRNP complex"	"-5.279"	"5.279"
"GO:0031965"	"nuclear membrane"	"-5.277"	"5.277"
"GO:0000777"	"condensed chromosome kinetochore"	"-5.262"	"5.262"
"GO:1990904"	"ribonucleoprotein complex"	"-5.084"	"5.084"
"GO:0000922"	"spindle pole"	"-5.045"	"5.045"
"GO:0005669"	"transcription factor TFIID complex"	"-5.042"	"5.042"
"GO:0016592"	"mediator complex"	"-5.041"	"5.041"
"GO:0071339"	"MLL1 complex"	"-5.025"	"5.025"
"GO:0032040"	"small-subunit processome"	"-4.973"	"4.973"
"GO:0019005"	"SCF ubiquitin ligase complex"	"-4.85"	"4.85"
"GO:0015030"	"Cajal body"	"-4.826"	"4.826"
"GO:0045171"	"intercellular bridge"	"-4.658"	"4.658"
"GO:0000932"	"cytoplasmic mRNA processing body"	"-4.462"	"4.462"
"GO:0035145"	"exon-exon junction complex"	"-4.42"	"4.42"
"GO:0000795"	"synaptonemal complex"	"-4.285"	"4.285"
"GO:0005689"	"U12-type spliceosomal complex"	"-4.28"	"4.28"
"GO:0005739"	"mitochondrion"	"-4.182"	"4.182"
"GO:0005747"	"mitochondrial respiratory chain complex I"	"-3.953"	"3.953"
"GO:0031519"	"PcG protein complex"	"-3.928"	"3.928"
"GO:0031090"	"organelle membrane"	"-3.904"	"3.904"
"GO:0032039"	"integrator complex"	"-3.894"	"3.894"
"GO:0016605"	"PML body"	"-3.717"	"3.717"
"GO:0005874"	"microtubule"	"-3.657"	"3.657"
"GO:0005697"	"telomerase holoenzyme complex"	"-3.601"	"3.601"
"GO:0080008"	"Cul4-RING E3 ubiquitin ligase complex"	"-3.564"	"3.564"
"GO:0042788"	"polysomal ribosome"	"-3.547"	"3.547"
"GO:0008023"	"transcription elongation factor complex"	"-3.543"	"3.543"
"GO:0022627"	"cytosolic small ribosomal subunit"	"-3.49"	"3.49"
"GO:0005763"	"mitochondrial small ribosomal subunit"	"-3.469"	"3.469"
"GO:0030992"	"intraciliary transport particle B"	"-3.467"	"3.467"
"GO:0036064"	"ciliary basal body"	"-3.452"	"3.452"
"GO:0035097"	"histone methyltransferase complex"	"-3.436"	"3.436"
"GO:0005575"	"cellular_component"	"-3.261"	"3.261"
"GO:0035327"	"transcriptionally active chromatin"	"-3.234"	"3.234"
"GO:0016604"	"nuclear body"	"-3.218"	"3.218"
"GO:0008180"	"COP9 signalosome"	"-3.178"	"3.178"
"GO:0005929"	"cilium"	"-3.146"	"3.146"
"GO:0097542"	"ciliary tip"	"-3.14"	"3.14"
"GO:0030658"	"transport vesicle membrane"	"-3.115"	"3.115"
"GO:0015630"	"microtubule cytoskeleton"	"-3.086"	"3.086"
"GO:0030687"	"preribosome, large subunit precursor"	"-3.08"	"3.08"
"GO:0035869"	"ciliary transition zone"	"-3.048"	"3.048"
"GO:0000792"	"heterochromatin"	"-3.044"	"3.044"
"GO:0005635"	"nuclear envelope"	"-3.017"	"3.017"
"GO:0000781"	"chromosome, telomeric region"	"-3.013"	"3.013"
