"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0003677"	"DNA binding"	"-18.659"	"18.659"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"-15.938"	"15.938"
"GO:0003723"	"RNA binding"	"-10.177"	"10.177"
"GO:0004842"	"ubiquitin-protein transferase activity"	"-8.086"	"8.086"
"GO:0003735"	"structural constituent of ribosome"	"-8.07"	"8.07"
"GO:0046872"	"metal ion binding"	"-7.464"	"7.464"
"GO:0003899"	"DNA-directed RNA polymerase activity"	"-6.859"	"6.859"
"GO:0042623"	"ATPase activity, coupled"	"-6.269"	"6.269"
"GO:0005524"	"ATP binding"	"-6.196"	"6.196"
"GO:0051787"	"misfolded protein binding"	"-6.104"	"6.104"
"GO:0044183"	"protein binding involved in protein folding"	"-5.743"	"5.743"
"GO:0061630"	"ubiquitin protein ligase activity"	"-5.643"	"5.643"
"GO:0005525"	"GTP binding"	"-5.508"	"5.508"
"GO:0003924"	"GTPase activity"	"-5.418"	"5.418"
"GO:0003729"	"mRNA binding"	"-5.363"	"5.363"
"GO:0008094"	"DNA-dependent ATPase activity"	"-5.346"	"5.346"
"GO:0003676"	"nucleic acid binding"	"-5.307"	"5.307"
"GO:0031072"	"heat shock protein binding"	"-5.223"	"5.223"
"GO:0051082"	"unfolded protein binding"	"-4.934"	"4.934"
"GO:0017056"	"structural constituent of nuclear pore"	"-4.362"	"4.362"
"GO:0008536"	"Ran GTPase binding"	"-4.13"	"4.13"
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"-4.119"	"4.119"
"GO:0070034"	"telomerase RNA binding"	"-4.027"	"4.027"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"-4.001"	"4.001"
"GO:0003697"	"single-stranded DNA binding"	"-3.983"	"3.983"
"GO:0003887"	"DNA-directed DNA polymerase activity"	"-3.964"	"3.964"
"GO:0004497"	"monooxygenase activity"	"-3.96"	"3.96"
"GO:0000993"	"RNA polymerase II core binding"	"-3.941"	"3.941"
"GO:0008143"	"poly(A) binding"	"-3.937"	"3.937"
"GO:0003684"	"damaged DNA binding"	"-3.855"	"3.855"
"GO:0016887"	"ATPase activity"	"-3.828"	"3.828"
"GO:0046966"	"thyroid hormone receptor binding"	"-3.814"	"3.814"
"GO:0035064"	"methylated histone binding"	"-3.787"	"3.787"
"GO:0003713"	"transcription coactivator activity"	"-3.776"	"3.776"
"GO:0061631"	"ubiquitin conjugating enzyme activity"	"-3.709"	"3.709"
"GO:0004386"	"helicase activity"	"-3.698"	"3.698"
"GO:0019843"	"rRNA binding"	"-3.602"	"3.602"
"GO:0003714"	"transcription corepressor activity"	"-3.525"	"3.525"
"GO:0031625"	"ubiquitin protein ligase binding"	"-3.476"	"3.476"
"GO:0030515"	"snoRNA binding"	"-3.331"	"3.331"
"GO:0008139"	"nuclear localization sequence binding"	"-3.322"	"3.322"
"GO:0008266"	"poly(U) RNA binding"	"-3.288"	"3.288"
"GO:0016740"	"transferase activity"	"-3.287"	"3.287"
"GO:0042393"	"histone binding"	"-3.276"	"3.276"
"GO:0008395"	"steroid hydroxylase activity"	"-3.234"	"3.234"
"GO:0070330"	"aromatase activity"	"-3.221"	"3.221"
"GO:0003727"	"single-stranded RNA binding"	"-3.16"	"3.16"
"GO:0036459"	"thiol-dependent ubiquitinyl hydrolase activity"	"-3.106"	"3.106"
"GO:0001671"	"ATPase activator activity"	"-3.083"	"3.083"
"GO:0017025"	"TBP-class protein binding"	"-3.077"	"3.077"
"GO:0042605"	"peptide antigen binding"	"-3.063"	"3.063"
"GO:0019789"	"SUMO transferase activity"	"-3.035"	"3.035"
