geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa05414	Dilated cardiomyopathy (DCM)	http://www.kegg.jp/kegg-bin/show_pathway?hsa05414+115+1674+1756+3479+3679+3688+3691+3693+3908+4607+4625+4633+4634+6442+6444+6445+70+7040+7134+7139+7169+7170	83	22	1.814453477868112	12.12486308871851	0	0	115;1674;1756;3479;3679;3688;3691;3693;3908;4607;4625;4633;4634;6442;6444;6445;70;7040;7134;7139;7169;7170	ENSG00000159251;ENSG00000162104;ENSG00000175084;ENSG00000198947;ENSG00000017427;ENSG00000135424;ENSG00000150093;ENSG00000132470;ENSG00000082781;ENSG00000196569;ENSG00000134571;ENSG00000092054;ENSG00000111245;ENSG00000160808;ENSG00000108823;ENSG00000170624;ENSG00000102683;ENSG00000105329;ENSG00000114854;ENSG00000118194;ENSG00000198467;ENSG00000143549
hsa05410	Hypertrophic cardiomyopathy (HCM)	http://www.kegg.jp/kegg-bin/show_pathway?hsa05410+1674+1756+3479+3679+3688+3691+3693+3908+4607+4625+4633+4634+6442+6444+6445+70+7040+7134+7139+7169+7170	77	21	1.6832881662149957	12.475582268970697	0	0	1674;1756;3479;3679;3688;3691;3693;3908;4607;4625;4633;4634;6442;6444;6445;70;7040;7134;7139;7169;7170	ENSG00000159251;ENSG00000175084;ENSG00000198947;ENSG00000017427;ENSG00000135424;ENSG00000150093;ENSG00000132470;ENSG00000082781;ENSG00000196569;ENSG00000134571;ENSG00000092054;ENSG00000111245;ENSG00000160808;ENSG00000108823;ENSG00000170624;ENSG00000102683;ENSG00000105329;ENSG00000114854;ENSG00000118194;ENSG00000198467;ENSG00000143549
hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	http://www.kegg.jp/kegg-bin/show_pathway?hsa05412+1674+1756+3679+3688+3691+3693+3908+6442+6444+6445+88+89	66	12	1.442818428184282	8.317054845980465	1.2498833634744244e-8	1.2415508077179283e-6	1674;1756;3679;3688;3691;3693;3908;6442;6444;6445;88;89	ENSG00000077522;ENSG00000248746;ENSG00000175084;ENSG00000198947;ENSG00000135424;ENSG00000150093;ENSG00000132470;ENSG00000082781;ENSG00000196569;ENSG00000108823;ENSG00000170624;ENSG00000102683
hsa04371	Apelin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04371+10014+11345+115+187+208+22808+4205+4208+4209+4633+4634+4635+4638+4842+6261+8877	131	16	2.8637759710930446	5.587029209513594	1.6873783481585747e-8	1.2570968693781381e-6	10014;11345;115;187;208;22808;4205;4208;4209;4633;4634;4635;4638;4842;6261;8877	ENSG00000162104;ENSG00000105221;ENSG00000134817;ENSG00000034713;ENSG00000108840;ENSG00000068305;ENSG00000081189;ENSG00000116604;ENSG00000158186;ENSG00000111245;ENSG00000160808;ENSG00000198336;ENSG00000065534;ENSG00000089250;ENSG00000196218;ENSG00000176170
hsa04512	ECM-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04512+1277+1284+1292+1293+3679+3688+3691+3693+375790+3908+948	81	11	1.7707317073170732	6.212121212121212	1.149078035278528e-6	6.848505090260027e-5	1277;1284;1292;1293;3679;3688;3691;3693;375790;3908;948	ENSG00000188157;ENSG00000135218;ENSG00000108821;ENSG00000134871;ENSG00000142173;ENSG00000163359;ENSG00000135424;ENSG00000150093;ENSG00000132470;ENSG00000082781;ENSG00000196569
hsa04261	Adrenergic signaling in cardiomyocytes	http://www.kegg.jp/kegg-bin/show_pathway?hsa04261+115+208+4625+4633+4634+4635+6300+70+7134+7139+7169+7170+816	130	13	2.841915085817525	4.574380165289257	4.116585372582193e-6	2.044570735049156e-4	115;208;4625;4633;4634;4635;6300;70;7134;7139;7169;7170;816	ENSG00000159251;ENSG00000162104;ENSG00000105221;ENSG00000058404;ENSG00000188130;ENSG00000092054;ENSG00000111245;ENSG00000160808;ENSG00000198336;ENSG00000114854;ENSG00000118194;ENSG00000198467;ENSG00000143549
hsa04260	Cardiac muscle contraction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04260+4625+4633+4634+4635+70+7134+7139+7169+7170	63	9	1.3772357723577238	6.534828807556079	7.41842605900267e-6	3.1581299508325647e-4	4625;4633;4634;4635;70;7134;7139;7169;7170	ENSG00000159251;ENSG00000092054;ENSG00000111245;ENSG00000160808;ENSG00000198336;ENSG00000114854;ENSG00000118194;ENSG00000198467;ENSG00000143549
hsa04510	Focal adhesion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04510+1277+1284+1292+1293+208+29895+3479+3679+3688+3691+3693+3908+4633+4638+859	190	15	4.153568202348691	3.611352762070465	1.3722783183123255e-5	5.111736735713412e-4	1277;1284;1292;1293;208;29895;3479;3679;3688;3691;3693;3908;4633;4638;859	ENSG00000105221;ENSG00000182533;ENSG00000108821;ENSG00000134871;ENSG00000142173;ENSG00000163359;ENSG00000017427;ENSG00000135424;ENSG00000150093;ENSG00000132470;ENSG00000082781;ENSG00000196569;ENSG00000111245;ENSG00000065534;ENSG00000180209
hsa05205	Proteoglycans in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05205+1026+1839+2065+208+2247+22808+3316+3479+3688+3693+6300+7040+816+859	183	14	4.000542005420055	3.4995258095109056	3.865036469152816e-5	0.0012797565197861548	1026;1839;2065;208;2247;22808;3316;3479;3688;3693;6300;7040;816;859	ENSG00000105221;ENSG00000058404;ENSG00000182533;ENSG00000124762;ENSG00000065361;ENSG00000138685;ENSG00000113070;ENSG00000170276;ENSG00000017427;ENSG00000150093;ENSG00000082781;ENSG00000188130;ENSG00000158186;ENSG00000105329
hsa04020	Calcium signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04020+115+2065+4638+4842+487+624+6261+7125+7134+816+8877+8912	166	12	3.628906955736224	3.3067808423777754	2.4387561588956608e-4	0.007267493353509069	115;2065;4638;4842;487;624;6261;7125;7134;816;8877;8912	ENSG00000162104;ENSG00000196296;ENSG00000168398;ENSG00000196557;ENSG00000058404;ENSG00000065361;ENSG00000065534;ENSG00000089250;ENSG00000196218;ENSG00000176170;ENSG00000114854;ENSG00000101470
