"Pathway"	"Z-score"
"Jak-STAT signaling pathway - Homo sapiens (human)"	"22.052"
"Pathways in cancer - Homo sapiens (human)"	"20.362"
"Cytokine-cytokine receptor interaction - Homo sapiens (human)"	"18.397"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"14.855"
"Hepatitis B - Homo sapiens (human)"	"14.662"
"Proteoglycans in cancer - Homo sapiens (human)"	"14.117"
"Human papillomavirus infection - Homo sapiens (human)"	"13.957"
"MicroRNAs in cancer - Homo sapiens (human)"	"13.862"
"Small cell lung cancer - Homo sapiens (human)"	"13.82"
"Focal adhesion - Homo sapiens (human)"	"13.801"
"Chronic myeloid leukemia - Homo sapiens (human)"	"13.38"
"Regulation of actin cytoskeleton - Homo sapiens (human)"	"13.176"
"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"	"12.683"
"Non-small cell lung cancer - Homo sapiens (human)"	"12.603"
"Osteoclast differentiation - Homo sapiens (human)"	"12.541"
"Acute myeloid leukemia - Homo sapiens (human)"	"12.261"
"TNF signaling pathway - Homo sapiens (human)"	"12.162"
"Prostate cancer - Homo sapiens (human)"	"11.877"
"Prolactin signaling pathway - Homo sapiens (human)"	"11.783"
"Pancreatic cancer - Homo sapiens (human)"	"11.731"
"NF-kappa B signaling pathway - Homo sapiens (human)"	"11.064"
"ErbB signaling pathway - Homo sapiens (human)"	"11.048"
"Chemokine signaling pathway - Homo sapiens (human)"	"11.018"
"Hepatitis C - Homo sapiens (human)"	"10.875"
"Natural killer cell mediated cytotoxicity - Homo sapiens (human)"	"10.853"
"Hepatocellular carcinoma - Homo sapiens (human)"	"10.711"
"Axon guidance - Homo sapiens (human)"	"10.671"
"Gastric cancer - Homo sapiens (human)"	"10.55"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"10.543"
"Glioma - Homo sapiens (human)"	"10.519"
"Neuroactive ligand-receptor interaction - Homo sapiens (human)"	"10.343"
"T cell receptor signaling pathway - Homo sapiens (human)"	"10.156"
"Measles - Homo sapiens (human)"	"9.846"
"Th17 cell differentiation - Homo sapiens (human)"	"9.703"
"Rap1 signaling pathway - Homo sapiens (human)"	"9.699"
"Breast cancer - Homo sapiens (human)"	"9.671"
"Apoptosis - Homo sapiens (human)"	"9.65"
"Toll-like receptor signaling pathway - Homo sapiens (human)"	"9.613"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"9.602"
"Phospholipase D signaling pathway - Homo sapiens (human)"	"9.538"
"Transcriptional misregulation in cancer - Homo sapiens (human)"	"9.469"
"HTLV-I infection - Homo sapiens (human)"	"9.441"
"Adipocytokine signaling pathway - Homo sapiens (human)"	"9.329"
"Ras signaling pathway - Homo sapiens (human)"	"9.324"
"Choline metabolism in cancer - Homo sapiens (human)"	"9.314"
"Bladder cancer - Homo sapiens (human)"	"9.251"
"MAPK signaling pathway - Homo sapiens (human)"	"9.249"
"Inflammatory bowel disease (IBD) - Homo sapiens (human)"	"9.237"
"Tuberculosis - Homo sapiens (human)"	"9.204"
"Colorectal cancer - Homo sapiens (human)"	"9.164"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"9.134"
"Relaxin signaling pathway - Homo sapiens (human)"	"9.124"
"cAMP signaling pathway - Homo sapiens (human)"	"9.087"
"Cellular senescence - Homo sapiens (human)"	"9.025"
"Melanoma - Homo sapiens (human)"	"8.974"
"B cell receptor signaling pathway - Homo sapiens (human)"	"8.966"
"Fc gamma R-mediated phagocytosis - Homo sapiens (human)"	"8.959"
"Viral carcinogenesis - Homo sapiens (human)"	"8.934"
"Cushing,s syndrome - Homo sapiens (human)"	"8.929"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"8.928"
"ECM-receptor interaction - Homo sapiens (human)"	"8.837"
"Endometrial cancer - Homo sapiens (human)"	"8.783"
"FoxO signaling pathway - Homo sapiens (human)"	"8.767"
"Fc epsilon RI signaling pathway - Homo sapiens (human)"	"8.749"
"Apoptosis - multiple species - Homo sapiens (human)"	"8.488"
"p53 signaling pathway - Homo sapiens (human)"	"8.456"
"RIG-I-like receptor signaling pathway - Homo sapiens (human)"	"8.134"
"Insulin resistance - Homo sapiens (human)"	"8.109"
"Mucin type O-glycan biosynthesis - Homo sapiens (human)"	"7.828"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"7.788"
"Sphingolipid signaling pathway - Homo sapiens (human)"	"7.691"
"Amoebiasis - Homo sapiens (human)"	"7.67"
"Longevity regulating pathway - Homo sapiens (human)"	"7.561"
"Renal cell carcinoma - Homo sapiens (human)"	"7.507"
"Bacterial invasion of epithelial cells - Homo sapiens (human)"	"7.341"
"Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"	"7.174"
"IL-17 signaling pathway - Homo sapiens (human)"	"6.948"
"Chagas disease (American trypanosomiasis) - Homo sapiens (human)"	"6.916"
"Insulin signaling pathway - Homo sapiens (human)"	"6.877"
"Autophagy - animal - Homo sapiens (human)"	"6.858"
"Non-alcoholic fatty liver disease (NAFLD) - Homo sapiens (human)"	"6.838"
"Herpes simplex infection - Homo sapiens (human)"	"6.756"
"Shigellosis - Homo sapiens (human)"	"6.676"
"Th1 and Th2 cell differentiation - Homo sapiens (human)"	"6.63"
"NOD-like receptor signaling pathway - Homo sapiens (human)"	"6.604"
"Inflammatory mediator regulation of TRP channels - Homo sapiens (human)"	"6.582"
"HIF-1 signaling pathway - Homo sapiens (human)"	"6.581"
"Leukocyte transendothelial migration - Homo sapiens (human)"	"6.548"
"VEGF signaling pathway - Homo sapiens (human)"	"6.545"
"GnRH signaling pathway - Homo sapiens (human)"	"6.495"
"Salmonella infection - Homo sapiens (human)"	"6.45"
"Pertussis - Homo sapiens (human)"	"6.438"
"Cholinergic synapse - Homo sapiens (human)"	"6.295"
"Cell cycle - Homo sapiens (human)"	"6.292"
"Vascular smooth muscle contraction - Homo sapiens (human)"	"6.192"
"Leishmaniasis - Homo sapiens (human)"	"6.153"
"Adherens junction - Homo sapiens (human)"	"6.132"
"Hematopoietic cell lineage - Homo sapiens (human)"	"6.125"
"Regulation of lipolysis in adipocytes - Homo sapiens (human)"	"6.108"
"Wnt signaling pathway - Homo sapiens (human)"	"6.034"
