"ID"	"Pathway"	"Z-score"
"hsa04630"	"Jak-STAT signaling pathway"	"22.052"
"hsa05200"	"Pathways in cancer"	"20.362"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"18.397"
"hsa04151"	"PI3K-Akt signaling pathway"	"14.855"
"hsa05161"	"Hepatitis B"	"14.662"
"hsa05205"	"Proteoglycans in cancer"	"14.117"
"hsa05165"	"Human papillomavirus infection"	"13.957"
"hsa05206"	"MicroRNAs in cancer"	"13.862"
"hsa05222"	"Small cell lung cancer"	"13.82"
"hsa04510"	"Focal adhesion"	"13.801"
"hsa05220"	"Chronic myeloid leukemia"	"13.38"
"hsa04810"	"Regulation of actin cytoskeleton"	"13.176"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"12.683"
"hsa05223"	"Non-small cell lung cancer"	"12.603"
"hsa04380"	"Osteoclast differentiation"	"12.541"
"hsa05221"	"Acute myeloid leukemia"	"12.261"
"hsa04668"	"TNF signaling pathway"	"12.162"
"hsa05215"	"Prostate cancer"	"11.877"
"hsa04917"	"Prolactin signaling pathway"	"11.783"
"hsa05212"	"Pancreatic cancer"	"11.731"
"hsa04064"	"NF-kappa B signaling pathway"	"11.064"
"hsa04012"	"ErbB signaling pathway"	"11.048"
"hsa04062"	"Chemokine signaling pathway"	"11.018"
"hsa05160"	"Hepatitis C"	"10.875"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"10.853"
"hsa05225"	"Hepatocellular carcinoma"	"10.711"
"hsa04360"	"Axon guidance"	"10.671"
"hsa05226"	"Gastric cancer"	"10.55"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"10.543"
"hsa05214"	"Glioma"	"10.519"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"10.343"
"hsa04660"	"T cell receptor signaling pathway"	"10.156"
"hsa05162"	"Measles"	"9.846"
"hsa04659"	"Th17 cell differentiation"	"9.703"
"hsa04015"	"Rap1 signaling pathway"	"9.699"
"hsa05224"	"Breast cancer"	"9.671"
"hsa04210"	"Apoptosis"	"9.65"
"hsa04620"	"Toll-like receptor signaling pathway"	"9.613"
"hsa04625"	"C-type lectin receptor signaling pathway"	"9.602"
"hsa04072"	"Phospholipase D signaling pathway"	"9.538"
"hsa05202"	"Transcriptional misregulation in cancer"	"9.469"
"hsa05166"	"HTLV-I infection"	"9.441"
"hsa04920"	"Adipocytokine signaling pathway"	"9.329"
"hsa04014"	"Ras signaling pathway"	"9.324"
"hsa05231"	"Choline metabolism in cancer"	"9.314"
"hsa05219"	"Bladder cancer"	"9.251"
"hsa04010"	"MAPK signaling pathway"	"9.249"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"9.237"
"hsa05152"	"Tuberculosis"	"9.204"
"hsa05210"	"Colorectal cancer"	"9.164"
"hsa04722"	"Neurotrophin signaling pathway"	"9.134"
"hsa04926"	"Relaxin signaling pathway"	"9.124"
"hsa04024"	"cAMP signaling pathway"	"9.087"
"hsa04218"	"Cellular senescence"	"9.025"
"hsa05218"	"Melanoma"	"8.974"
"hsa04662"	"B cell receptor signaling pathway"	"8.966"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"8.959"
"hsa05203"	"Viral carcinogenesis"	"8.934"
"hsa04934"	"Cushing,s syndrome"	"8.929"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"8.928"
"hsa04512"	"ECM-receptor interaction"	"8.837"
"hsa05213"	"Endometrial cancer"	"8.783"
"hsa04068"	"FoxO signaling pathway"	"8.767"
"hsa04664"	"Fc epsilon RI signaling pathway"	"8.749"
"hsa04215"	"Apoptosis - multiple species"	"8.488"
"hsa04115"	"p53 signaling pathway"	"8.456"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"8.134"
"hsa04931"	"Insulin resistance"	"8.109"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"7.828"
"hsa04919"	"Thyroid hormone signaling pathway"	"7.788"
"hsa04071"	"Sphingolipid signaling pathway"	"7.691"
"hsa05146"	"Amoebiasis"	"7.67"
"hsa04211"	"Longevity regulating pathway"	"7.561"
"hsa05211"	"Renal cell carcinoma"	"7.507"
"hsa05100"	"Bacterial invasion of epithelial cells"	"7.341"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"7.174"
"hsa04657"	"IL-17 signaling pathway"	"6.948"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"6.916"
"hsa04910"	"Insulin signaling pathway"	"6.877"
"hsa04140"	"Autophagy - animal"	"6.858"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"6.838"
"hsa05168"	"Herpes simplex infection"	"6.756"
"hsa05131"	"Shigellosis"	"6.676"
"hsa04658"	"Th1 and Th2 cell differentiation"	"6.63"
"hsa04621"	"NOD-like receptor signaling pathway"	"6.604"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"6.582"
"hsa04066"	"HIF-1 signaling pathway"	"6.581"
"hsa04670"	"Leukocyte transendothelial migration"	"6.548"
"hsa04370"	"VEGF signaling pathway"	"6.545"
"hsa04912"	"GnRH signaling pathway"	"6.495"
"hsa05132"	"Salmonella infection"	"6.45"
"hsa05133"	"Pertussis"	"6.438"
"hsa04725"	"Cholinergic synapse"	"6.295"
"hsa04110"	"Cell cycle"	"6.292"
"hsa04270"	"Vascular smooth muscle contraction"	"6.192"
"hsa05140"	"Leishmaniasis"	"6.153"
"hsa04520"	"Adherens junction"	"6.132"
"hsa04640"	"Hematopoietic cell lineage"	"6.125"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"6.108"
"hsa04310"	"Wnt signaling pathway"	"6.034"
"hsa05144"	"Malaria"	"6.027"
"hsa04137"	"Mitophagy - animal"	"6.003"
"hsa04930"	"Type II diabetes mellitus"	"5.906"
"hsa04070"	"Phosphatidylinositol signaling system"	"5.871"
"hsa04918"	"Thyroid hormone synthesis"	"5.791"
"hsa04916"	"Melanogenesis"	"5.648"
"hsa04022"	"cGMP-PKG signaling pathway"	"5.615"
"hsa05145"	"Toxoplasmosis"	"5.545"
"hsa04611"	"Platelet activation"	"5.487"
"hsa04925"	"Aldosterone synthesis and secretion"	"5.385"
"hsa04350"	"TGF-beta signaling pathway"	"5.339"
"hsa04915"	"Estrogen signaling pathway"	"5.311"
"hsa05217"	"Basal cell carcinoma"	"5.227"
"hsa04921"	"Oxytocin signaling pathway"	"5.215"
"hsa05320"	"Autoimmune thyroid disease"	"5.032"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"4.93"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"4.906"
"hsa04973"	"Carbohydrate digestion and absorption"	"4.703"
"hsa04020"	"Calcium signaling pathway"	"4.681"
"hsa04672"	"Intestinal immune network for IgA production"	"4.647"
"hsa04911"	"Insulin secretion"	"4.59"
"hsa05169"	"Epstein-Barr virus infection"	"4.419"
"hsa05216"	"Thyroid cancer"	"4.363"
"hsa04970"	"Salivary secretion"	"4.313"
"hsa04974"	"Protein digestion and absorption"	"4.234"
"hsa04927"	"Cortisol synthesis and secretion"	"4.173"
"hsa05143"	"African trypanosomiasis"	"4.15"
"hsa04924"	"Renin secretion"	"4.13"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"4.124"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"4.09"
"hsa05230"	"Central carbon metabolism in cancer"	"3.948"
"hsa04150"	"mTOR signaling pathway"	"3.846"
"hsa05330"	"Allograft rejection"	"3.806"
"hsa05416"	"Viral myocarditis"	"3.754"
"hsa00592"	"alpha-Linolenic acid metabolism"	"3.636"
"hsa05031"	"Amphetamine addiction"	"3.59"
"hsa04217"	"Necroptosis"	"3.541"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"3.486"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"3.484"
"hsa04971"	"Gastric acid secretion"	"3.425"
"hsa04610"	"Complement and coagulation cascades"	"3.409"
"hsa05164"	"Influenza A"	"3.405"
"hsa05030"	"Cocaine addiction"	"3.4"
"hsa04972"	"Pancreatic secretion"	"3.263"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"3.256"
"hsa04390"	"Hippo signaling pathway"	"3.226"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"3.03"
"hsa00514"	"Other types of O-glycan biosynthesis"	"3.011"
"hsa05340"	"Primary immunodeficiency"	"3"
"hsa04720"	"Long-term potentiation"	"2.914"
"hsa04530"	"Tight junction"	"2.886"
"hsa04730"	"Long-term depression"	"2.878"
"hsa04978"	"Mineral absorption"	"2.827"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"2.799"
"hsa04975"	"Fat digestion and absorption"	"2.681"
"hsa04144"	"Endocytosis"	"2.674"
"hsa04371"	"Apelin signaling pathway"	"2.668"
"hsa04940"	"Type I diabetes mellitus"	"2.655"
"hsa05332"	"Graft-versus-host disease"	"2.627"
"hsa04340"	"Hedgehog signaling pathway"	"2.619"
"hsa04976"	"Bile secretion"	"2.616"
"hsa04728"	"Dopaminergic synapse"	"2.597"
"hsa04742"	"Taste transduction"	"2.597"
"hsa02010"	"ABC transporters"	"2.595"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"2.529"
"hsa04726"	"Serotonergic synapse"	"2.525"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"2.504"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"2.482"
"hsa00562"	"Inositol phosphate metabolism"	"2.475"
"hsa05010"	"Alzheimer,s disease"	"2.372"
"hsa00590"	"Arachidonic acid metabolism"	"2.37"
"hsa04710"	"Circadian rhythm"	"2.153"
"hsa04142"	"Lysosome"	"2.138"
"hsa04152"	"AMPK signaling pathway"	"2.119"
"hsa03050"	"Proteasome"	"2.086"
"hsa04713"	"Circadian entrainment"	"2.082"
"hsa00983"	"Drug metabolism - other enzymes"	"1.98"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"1.958"
"hsa04913"	"Ovarian steroidogenesis"	"1.931"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"1.816"
"hsa00565"	"Ether lipid metabolism"	"1.761"
"hsa00510"	"N-Glycan biosynthesis"	"1.706"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"1.626"
"hsa00600"	"Sphingolipid metabolism"	"1.609"
"hsa05032"	"Morphine addiction"	"1.593"
"hsa04922"	"Glucagon signaling pathway"	"1.585"
"hsa04330"	"Notch signaling pathway"	"1.567"
"hsa04120"	"Ubiquitin mediated proteolysis"	"1.556"
"hsa05310"	"Asthma"	"1.473"
"hsa04540"	"Gap junction"	"1.458"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"1.335"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"1.311"
"hsa00480"	"Glutathione metabolism"	"1.293"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"1.29"
"hsa04614"	"Renin-angiotensin system"	"1.273"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"1.261"
"hsa00450"	"Selenocompound metabolism"	"1.196"
"hsa00564"	"Glycerophospholipid metabolism"	"1.159"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"1.156"
"hsa04136"	"Autophagy - other"	"1.054"
"hsa04114"	"Oocyte meiosis"	"1.026"
"hsa00531"	"Glycosaminoglycan degradation"	"1.008"
"hsa04977"	"Vitamin digestion and absorption"	"0.976"
"hsa04213"	"Longevity regulating pathway - multiple species"	"0.893"
"hsa00430"	"Taurine and hypotaurine metabolism"	"0.828"
"hsa00640"	"Propanoate metabolism"	"0.769"
"hsa05020"	"Prion diseases"	"0.755"
"hsa00740"	"Riboflavin metabolism"	"0.752"
"hsa00910"	"Nitrogen metabolism"	"0.74"
"hsa05130"	"Pathogenic Escherichia coli infection"	"0.687"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.682"
"hsa04714"	"Thermogenesis"	"0.633"
"hsa00062"	"Fatty acid elongation"	"0.572"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"0.557"
"hsa05323"	"Rheumatoid arthritis"	"0.556"
"hsa03320"	"PPAR signaling pathway"	"0.541"
"hsa00232"	"Caffeine metabolism"	"0.442"
"hsa00670"	"One carbon pool by folate"	"0.442"
"hsa04724"	"Glutamatergic synapse"	"0.417"
"hsa00561"	"Glycerolipid metabolism"	"0.374"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"0.369"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"0.366"
"hsa00591"	"Linoleic acid metabolism"	"0.359"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"0.342"
"hsa00650"	"Butanoate metabolism"	"0.34"
"hsa00120"	"Primary bile acid biosynthesis"	"0.319"
"hsa05034"	"Alcoholism"	"0.265"
"hsa00071"	"Fatty acid degradation"	"0.259"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"0.256"
"hsa05134"	"Legionellosis"	"0.232"
"hsa00920"	"Sulfur metabolism"	"0.227"
"hsa00750"	"Vitamin B6 metabolism"	"0.221"
"hsa00780"	"Biotin metabolism"	"0.215"
"hsa00900"	"Terpenoid backbone biosynthesis"	"0.205"
"hsa04216"	"Ferroptosis"	"0.151"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"0.085"
"hsa03450"	"Non-homologous end-joining"	"0.08"
"hsa00220"	"Arginine biosynthesis"	"0.016"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"0.009"
"hsa04744"	"Phototransduction"	"-0.012"
"hsa05150"	"Staphylococcus aureus infection"	"-0.035"
"hsa04146"	"Peroxisome"	"-0.064"
"hsa03410"	"Base excision repair"	"-0.155"
"hsa00061"	"Fatty acid biosynthesis"	"-0.157"
"hsa04727"	"GABAergic synapse"	"-0.198"
"hsa00380"	"Tryptophan metabolism"	"-0.206"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.222"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-0.278"
"hsa00785"	"Lipoic acid metabolism"	"-0.301"
"hsa00330"	"Arginine and proline metabolism"	"-0.317"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-0.406"
"hsa00310"	"Lysine degradation"	"-0.407"
"hsa04740"	"Olfactory transduction"	"-0.448"
"hsa04950"	"Maturity onset diabetes of the young"	"-0.508"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-0.524"
"hsa00511"	"Other glycan degradation"	"-0.58"
"hsa00790"	"Folate biosynthesis"	"-0.667"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-0.67"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.749"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-0.755"
"hsa04130"	"SNARE interactions in vesicular transport"	"-0.763"
"hsa00410"	"beta-Alanine metabolism"	"-0.858"
"hsa00620"	"Pyruvate metabolism"	"-0.873"
"hsa04392"	"Hippo signaling pathway - multiple species"	"-0.936"
"hsa00340"	"Histidine metabolism"	"-0.936"
"hsa00360"	"Phenylalanine metabolism"	"-0.936"
"hsa04122"	"Sulfur relay system"	"-0.949"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-0.961"
"hsa00350"	"Tyrosine metabolism"	"-0.967"
"hsa00730"	"Thiamine metabolism"	"-1.01"
"hsa04260"	"Cardiac muscle contraction"	"-1.023"
"hsa05204"	"Chemical carcinogenesis"	"-1.195"
"hsa04979"	"Cholesterol metabolism"	"-1.357"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-1.379"
"hsa05016"	"Huntington,s disease"	"-1.556"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-1.585"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"-1.606"
