"Pathway"	"Z-score"
"Cytokine-cytokine receptor interaction"	"14.547"
"Jak-STAT signaling pathway"	"13.466"
"Pathways in cancer"	"8.64"
"Small cell lung cancer"	"8.292"
"Hematopoietic cell lineage"	"8.125"
"TNF signaling pathway"	"7.638"
"Transcriptional misregulation in cancer"	"7.33"
"PI3K-Akt signaling pathway"	"7.054"
"MicroRNAs in cancer"	"6.832"
"Measles"	"6.534"
"Toxoplasmosis"	"6.521"
"Inflammatory bowel disease (IBD)"	"6.49"
"Th17 cell differentiation"	"5.658"
"Apoptosis"	"5.538"
"Cell adhesion molecules (CAMs)"	"5.457"
"Rheumatoid arthritis"	"5.284"
"p53 signaling pathway"	"5.178"
"NF-kappa B signaling pathway"	"5.139"
"Cell cycle"	"5.121"
"Prolactin signaling pathway"	"5.075"
"Nicotinate and nicotinamide metabolism"	"4.935"
"Amyotrophic lateral sclerosis (ALS)"	"4.789"
"Apoptosis - multiple species"	"4.625"
"HTLV-I infection"	"4.583"
"ECM-receptor interaction"	"4.508"
"Kaposi's sarcoma-associated herpesvirus infection"	"4.474"
"Neomycin, kanamycin and gentamicin biosynthesis"	"4.336"
"Focal adhesion"	"4.242"
"Cellular senescence"	"4.207"
"Th1 and Th2 cell differentiation"	"4.177"
"Amoebiasis"	"4.114"
"FoxO signaling pathway"	"4.102"
"HIF-1 signaling pathway"	"3.994"
"Ferroptosis"	"3.973"
"T cell receptor signaling pathway"	"3.922"
"Pyrimidine metabolism"	"3.856"
"Toll-like receptor signaling pathway"	"3.767"
"Type II diabetes mellitus"	"3.661"
"Intestinal immune network for IgA production"	"3.647"
"Hedgehog signaling pathway"	"3.634"
"Malaria"	"3.494"
"Viral carcinogenesis"	"3.474"
"Proteoglycans in cancer"	"3.451"
"Autoimmune thyroid disease"	"3.421"
"Colorectal cancer"	"3.336"
"Glutathione metabolism"	"3.257"
"Autophagy - animal"	"3.241"
"Natural killer cell mediated cytotoxicity"	"3.195"
"Riboflavin metabolism"	"3.131"
"IL-17 signaling pathway"	"3.127"
"Circadian rhythm"	"3.073"
"Prostate cancer"	"3.044"
"Asthma"	"3.034"
"Fluid shear stress and atherosclerosis"	"3.017"
"Galactose metabolism"	"2.999"
"AGE-RAGE signaling pathway in diabetic complications"	"2.956"
"MAPK signaling pathway"	"2.901"
"Basal cell carcinoma"	"2.889"
"Breast cancer"	"2.872"
"Acute myeloid leukemia"	"2.851"
"Central carbon metabolism in cancer"	"2.846"
"Gastric cancer"	"2.823"
"Epstein-Barr virus infection"	"2.762"
"Glycolysis / Gluconeogenesis"	"2.759"
