"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0004252"	"serine-type endopeptidase activity"	"36.086"	"-36.086"
"GO:0003823"	"antigen binding"	"26.789"	"-26.789"
"GO:0034987"	"immunoglobulin receptor binding"	"25.07"	"-25.07"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"22.475"	"-22.475"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"20.718"	"-20.718"
"GO:0004713"	"protein tyrosine kinase activity"	"18.796"	"-18.796"
"GO:0004866"	"endopeptidase inhibitor activity"	"16.352"	"-16.352"
"GO:0001784"	"phosphotyrosine binding"	"16.287"	"-16.287"
"GO:0017124"	"SH3 domain binding"	"15.948"	"-15.948"
"GO:0004888"	"transmembrane signaling receptor activity"	"15.818"	"-15.818"
"GO:0005070"	"SH3/SH2 adaptor activity"	"14.503"	"-14.503"
"GO:0004930"	"G-protein coupled receptor activity"	"14.337"	"-14.337"
"GO:0005102"	"receptor binding"	"14.179"	"-14.179"
"GO:0005178"	"integrin binding"	"14.17"	"-14.17"
"GO:0019955"	"cytokine binding"	"13.277"	"-13.277"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"13.168"	"-13.168"
"GO:0008083"	"growth factor activity"	"13.147"	"-13.147"
"GO:0005509"	"calcium ion binding"	"12.902"	"-12.902"
"GO:0016303"	"1-phosphatidylinositol-3-kinase activity"	"12.397"	"-12.397"
"GO:0004867"	"serine-type endopeptidase inhibitor activity"	"12.342"	"-12.342"
"GO:0004714"	"transmembrane receptor protein tyrosine kinase activity"	"12.236"	"-12.236"
"GO:0005201"	"extracellular matrix structural constituent"	"12.176"	"-12.176"
"GO:0004896"	"cytokine receptor activity"	"12.167"	"-12.167"
"GO:0046875"	"ephrin receptor binding"	"11.636"	"-11.636"
"GO:0008201"	"heparin binding"	"11.607"	"-11.607"
"GO:0008009"	"chemokine activity"	"10.671"	"-10.671"
"GO:0005154"	"epidermal growth factor receptor binding"	"10.591"	"-10.591"
"GO:0005518"	"collagen binding"	"10.587"	"-10.587"
"GO:0003779"	"actin binding"	"10.401"	"-10.401"
"GO:0005089"	"Rho guanyl-nucleotide exchange factor activity"	"9.991"	"-9.991"
"GO:0033038"	"bitter taste receptor activity"	"9.946"	"-9.946"
"GO:0042802"	"identical protein binding"	"9.764"	"-9.764"
"GO:0004869"	"cysteine-type endopeptidase inhibitor activity"	"9.491"	"-9.491"
"GO:0004175"	"endopeptidase activity"	"9.267"	"-9.267"
"GO:0002020"	"protease binding"	"9.144"	"-9.144"
"GO:0042169"	"SH2 domain binding"	"9.097"	"-9.097"
"GO:0019903"	"protein phosphatase binding"	"8.913"	"-8.913"
"GO:0038023"	"signaling receptor activity"	"8.699"	"-8.699"
"GO:0043548"	"phosphatidylinositol 3-kinase binding"	"8.677"	"-8.677"
"GO:0005044"	"scavenger receptor activity"	"8.647"	"-8.647"
"GO:0005158"	"insulin receptor binding"	"8.647"	"-8.647"
"GO:0019957"	"C-C chemokine binding"	"8.431"	"-8.431"
"GO:0016493"	"C-C chemokine receptor activity"	"8.378"	"-8.378"
"GO:0019956"	"chemokine binding"	"8.324"	"-8.324"
"GO:0005543"	"phospholipid binding"	"8.076"	"-8.076"
"GO:0048365"	"Rac GTPase binding"	"8.006"	"-8.006"
"GO:0005085"	"guanyl-nucleotide exchange factor activity"	"7.996"	"-7.996"
"GO:0005125"	"cytokine activity"	"7.963"	"-7.963"
"GO:0019901"	"protein kinase binding"	"7.92"	"-7.92"
"GO:0005164"	"tumor necrosis factor receptor binding"	"7.893"	"-7.893"
"GO:0050840"	"extracellular matrix binding"	"7.644"	"-7.644"
"GO:0097110"	"scaffold protein binding"	"7.552"	"-7.552"
"GO:0042923"	"neuropeptide binding"	"7.462"	"-7.462"
"GO:0001540"	"beta-amyloid binding"	"7.45"	"-7.45"
"GO:0042056"	"chemoattractant activity"	"7.299"	"-7.299"
"GO:0015026"	"coreceptor activity"	"7.276"	"-7.276"
"GO:0044877"	"macromolecular complex binding"	"7.212"	"-7.212"
"GO:0005096"	"GTPase activator activity"	"7.193"	"-7.193"
"GO:0042803"	"protein homodimerization activity"	"7.142"	"-7.142"
"GO:0005516"	"calmodulin binding"	"6.947"	"-6.947"
"GO:0030246"	"carbohydrate binding"	"6.91"	"-6.91"
"GO:0051015"	"actin filament binding"	"6.481"	"-6.481"
"GO:0030971"	"receptor tyrosine kinase binding"	"6.459"	"-6.459"
"GO:0001618"	"virus receptor activity"	"6.288"	"-6.288"
"GO:0004725"	"protein tyrosine phosphatase activity"	"6.287"	"-6.287"
"GO:0001786"	"phosphatidylserine binding"	"6.248"	"-6.248"
"GO:0031267"	"small GTPase binding"	"6.241"	"-6.241"
"GO:0030020"	"extracellular matrix structural constituent conferring tensile strength"	"6.069"	"-6.069"
"GO:0008289"	"lipid binding"	"6.055"	"-6.055"
"GO:0016301"	"kinase activity"	"5.988"	"-5.988"
"GO:0019902"	"phosphatase binding"	"5.969"	"-5.969"
"GO:0045499"	"chemorepellent activity"	"5.962"	"-5.962"
"GO:0044325"	"ion channel binding"	"5.831"	"-5.831"
"GO:0008144"	"drug binding"	"5.77"	"-5.77"
"GO:0008236"	"serine-type peptidase activity"	"5.717"	"-5.717"
"GO:0019838"	"growth factor binding"	"5.708"	"-5.708"
"GO:0017112"	"Rab guanyl-nucleotide exchange factor activity"	"5.648"	"-5.648"
"GO:0005507"	"copper ion binding"	"5.556"	"-5.556"
"GO:0004435"	"phosphatidylinositol phospholipase C activity"	"5.514"	"-5.514"
"GO:0042605"	"peptide antigen binding"	"5.499"	"-5.499"
"GO:0005262"	"calcium channel activity"	"5.488"	"-5.488"
"GO:0001530"	"lipopolysaccharide binding"	"5.275"	"-5.275"
"GO:0004197"	"cysteine-type endopeptidase activity"	"5.252"	"-5.252"
"GO:0001664"	"G-protein coupled receptor binding"	"5.218"	"-5.218"
"GO:0005539"	"glycosaminoglycan binding"	"5.162"	"-5.162"
"GO:0004993"	"G-protein coupled serotonin receptor activity"	"5.158"	"-5.158"
"GO:0005104"	"fibroblast growth factor receptor binding"	"5.146"	"-5.146"
"GO:0015301"	"anion:anion antiporter activity"	"5.134"	"-5.134"
"GO:0030215"	"semaphorin receptor binding"	"5.108"	"-5.108"
"GO:0030165"	"PDZ domain binding"	"5.071"	"-5.071"
"GO:0048020"	"CCR chemokine receptor binding"	"4.999"	"-4.999"
"GO:0004674"	"protein serine/threonine kinase activity"	"4.95"	"-4.95"
"GO:0001968"	"fibronectin binding"	"4.926"	"-4.926"
"GO:0031683"	"G-protein beta/gamma-subunit complex binding"	"4.922"	"-4.922"
"GO:0008233"	"peptidase activity"	"4.814"	"-4.814"
"GO:0030594"	"neurotransmitter receptor activity"	"4.807"	"-4.807"
"GO:0005216"	"ion channel activity"	"4.721"	"-4.721"
"GO:0004672"	"protein kinase activity"	"4.706"	"-4.706"
"GO:0008092"	"cytoskeletal protein binding"	"4.698"	"-4.698"
"GO:0008234"	"cysteine-type peptidase activity"	"4.683"	"-4.683"
"GO:0050839"	"cell adhesion molecule binding"	"4.608"	"-4.608"
"GO:0042626"	"ATPase activity, coupled to transmembrane movement of substances"	"4.59"	"-4.59"
