"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0005634"	"nucleus"	"-26.569"	"26.569"
"GO:0005654"	"nucleoplasm"	"-22.239"	"22.239"
"GO:0005730"	"nucleolus"	"-13.831"	"13.831"
"GO:0071013"	"catalytic step 2 spliceosome"	"-12.407"	"12.407"
"GO:0005681"	"spliceosomal complex"	"-11.204"	"11.204"
"GO:0016607"	"nuclear speck"	"-10.462"	"10.462"
"GO:1990904"	"ribonucleoprotein complex"	"-10.21"	"10.21"
"GO:0022625"	"cytosolic large ribosomal subunit"	"-9.662"	"9.662"
"GO:0000786"	"nucleosome"	"-8.708"	"8.708"
"GO:0005813"	"centrosome"	"-8.143"	"8.143"
"GO:0071007"	"U2-type catalytic step 2 spliceosome"	"-7.813"	"7.813"
"GO:0005814"	"centriole"	"-7.705"	"7.705"
"GO:0022627"	"cytosolic small ribosomal subunit"	"-7.485"	"7.485"
"GO:0005762"	"mitochondrial large ribosomal subunit"	"-7.292"	"7.292"
"GO:0032040"	"small-subunit processome"	"-7.265"	"7.265"
"GO:0000784"	"nuclear chromosome, telomeric region"	"-6.874"	"6.874"
"GO:0005669"	"transcription factor TFIID complex"	"-6.855"	"6.855"
"GO:0035145"	"exon-exon junction complex"	"-6.841"	"6.841"
"GO:0042788"	"polysomal ribosome"	"-6.749"	"6.749"
"GO:0015030"	"Cajal body"	"-6.702"	"6.702"
"GO:0005643"	"nuclear pore"	"-6.283"	"6.283"
"GO:0005689"	"U12-type spliceosomal complex"	"-6.244"	"6.244"
"GO:0019005"	"SCF ubiquitin ligase complex"	"-6.146"	"6.146"
"GO:0000932"	"cytoplasmic mRNA processing body"	"-6.14"	"6.14"
"GO:0046540"	"U4/U6 x U5 tri-snRNP complex"	"-6.11"	"6.11"
"GO:0001650"	"fibrillar center"	"-5.365"	"5.365"
"GO:0000776"	"kinetochore"	"-5.358"	"5.358"
"GO:0005743"	"mitochondrial inner membrane"	"-5.294"	"5.294"
"GO:0005763"	"mitochondrial small ribosomal subunit"	"-5.27"	"5.27"
"GO:0031965"	"nuclear membrane"	"-5.104"	"5.104"
"GO:0005840"	"ribosome"	"-5.043"	"5.043"
"GO:0030687"	"preribosome, large subunit precursor"	"-4.969"	"4.969"
"GO:0005697"	"telomerase holoenzyme complex"	"-4.912"	"4.912"
"GO:0010494"	"cytoplasmic stress granule"	"-4.643"	"4.643"
"GO:0005694"	"chromosome"	"-4.59"	"4.59"
"GO:0016604"	"nuclear body"	"-4.545"	"4.545"
"GO:0071339"	"MLL1 complex"	"-4.534"	"4.534"
"GO:0005871"	"kinesin complex"	"-4.415"	"4.415"
"GO:0036064"	"ciliary basal body"	"-4.374"	"4.374"
"GO:0015630"	"microtubule cytoskeleton"	"-4.251"	"4.251"
"GO:0035097"	"histone methyltransferase complex"	"-4.226"	"4.226"
"GO:0035869"	"ciliary transition zone"	"-4.217"	"4.217"
"GO:0000790"	"nuclear chromatin"	"-4.185"	"4.185"
"GO:0031463"	"Cul3-RING ubiquitin ligase complex"	"-4.136"	"4.136"
"GO:0005874"	"microtubule"	"-4.057"	"4.057"
"GO:0000777"	"condensed chromosome kinetochore"	"-3.908"	"3.908"
"GO:0005761"	"mitochondrial ribosome"	"-3.874"	"3.874"
"GO:0005657"	"replication fork"	"-3.859"	"3.859"
"GO:0000792"	"heterochromatin"	"-3.782"	"3.782"
"GO:0031519"	"PcG protein complex"	"-3.732"	"3.732"
"GO:0005876"	"spindle microtubule"	"-3.65"	"3.65"
"GO:0000118"	"histone deacetylase complex"	"-3.569"	"3.569"
"GO:0036464"	"cytoplasmic ribonucleoprotein granule"	"-3.538"	"3.538"
"GO:0000228"	"nuclear chromosome"	"-3.434"	"3.434"
"GO:0000785"	"chromatin"	"-3.392"	"3.392"
"GO:0000781"	"chromosome, telomeric region"	"-3.383"	"3.383"
"GO:0000151"	"ubiquitin ligase complex"	"-3.374"	"3.374"
"GO:0016605"	"PML body"	"-3.303"	"3.303"
"GO:0000794"	"condensed nuclear chromosome"	"-3.269"	"3.269"
"GO:0034451"	"centriolar satellite"	"-3.264"	"3.264"
"GO:0005844"	"polysome"	"-3.042"	"3.042"
"GO:0016363"	"nuclear matrix"	"-3.027"	"3.027"
