"GO.ID"	"GO.Term"	"zscore"
"GO:0071820"	"N-box binding"	"27.716"
"GO:0070539"	"linoleic acid binding"	"26.706"
"GO:0005115"	"receptor tyrosine kinase-like orphan receptor binding"	"24.979"
"GO:0043997"	"histone acetyltransferase activity (H4-K12 specific)"	"24.232"
"GO:0052798"	"beta-galactoside alpha-2,3-sialyltransferase activity"	"24.232"
"GO:0106078"	NA	"24.232"
"GO:0031896"	"V2 vasopressin receptor binding"	"23.548"
"GO:0050683"	"AF-1 domain binding"	"23.548"
"GO:0005112"	"Notch binding"	"20.913"
"GO:0042813"	"Wnt-activated receptor activity"	"19.433"
"GO:0035403"	"histone kinase activity (H3-T6 specific)"	"19.218"
"GO:0031691"	"alpha-1A adrenergic receptor binding"	"17.378"
"GO:0031701"	"angiotensin receptor binding"	"17.378"
"GO:0031762"	"follicle-stimulating hormone receptor binding"	"17.378"
"GO:0005109"	"frizzled binding"	"15.247"
"GO:1902379"	"chemoattractant activity involved in axon guidance"	"15.042"
"GO:0010484"	"H3 histone acetyltransferase activity"	"14.873"
"GO:0033829"	"O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity"	"14.71"
"GO:0031692"	"alpha-1B adrenergic receptor binding"	"14.551"
"GO:0045309"	"protein phosphorylated amino acid binding"	"14.398"
"GO:0035939"	"microsatellite binding"	"12.764"
"GO:0004698"	"calcium-dependent protein kinase C activity"	"12.558"
"GO:0017147"	"Wnt-protein binding"	"12.212"
"GO:0097602"	"cullin family protein binding"	"11.968"
"GO:0061733"	"peptide-lysine-N-acetyltransferase activity"	"11.825"
"GO:0019788"	"NEDD8 transferase activity"	"11.661"
"GO:1990837"	"sequence-specific double-stranded DNA binding"	"10.671"
"GO:0008134"	"transcription factor binding"	"10.177"
"GO:0003836"	"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity"	"10.051"
"GO:0004857"	"enzyme inhibitor activity"	"9.24"
"GO:0048018"	"receptor agonist activity"	"9.178"
"GO:0042500"	"aspartic endopeptidase activity, intramembrane cleaving"	"9.073"
"GO:0070016"	"armadillo repeat domain binding"	"8.453"
"GO:0001103"	"RNA polymerase II repressing transcription factor binding"	"7.727"
"GO:0035615"	"clathrin adaptor activity"	"7.536"
"GO:0030957"	"Tat protein binding"	"7.514"
"GO:0035612"	"AP-2 adaptor complex binding"	"7.428"
"GO:0031434"	"mitogen-activated protein kinase kinase binding"	"7.128"
"GO:0045295"	"gamma-catenin binding"	"7.128"
"GO:1990763"	"arrestin family protein binding"	"6.93"
"GO:0042826"	"histone deacetylase binding"	"6.722"
"GO:0004842"	"ubiquitin-protein transferase activity"	"6.696"
"GO:0031625"	"ubiquitin protein ligase binding"	"6.619"
"GO:0004402"	"histone acetyltransferase activity"	"6.601"
"GO:0000983"	"transcription factor activity, RNA polymerase II core promoter sequence-specific"	"6.488"
"GO:0034450"	"ubiquitin-ubiquitin ligase activity"	"6.474"
"GO:0061630"	"ubiquitin protein ligase activity"	"6.345"
"GO:0001190"	"transcriptional activator activity, RNA polymerase II transcription factor binding"	"6.169"
"GO:0004697"	"protein kinase C activity"	"6.108"
"GO:0003714"	"transcription corepressor activity"	"5.939"
"GO:0016740"	"transferase activity"	"5.922"
"GO:0005159"	"insulin-like growth factor receptor binding"	"5.87"
"GO:0008375"	"acetylglucosaminyltransferase activity"	"5.628"
"GO:0004175"	"endopeptidase activity"	"5.373"
"GO:0004190"	"aspartic-type endopeptidase activity"	"5.371"
"GO:0003713"	"transcription coactivator activity"	"5.257"
"GO:0001078"	"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"5.118"
"GO:0005504"	"fatty acid binding"	"5.073"
"GO:0070064"	"proline-rich region binding"	"5.052"
"GO:0043027"	"cysteine-type endopeptidase inhibitor activity involved in apoptotic process"	"4.97"
"GO:0008013"	"beta-catenin binding"	"4.959"
"GO:0035257"	"nuclear hormone receptor binding"	"4.944"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"4.76"
"GO:0030165"	"PDZ domain binding"	"4.728"
"GO:0019899"	"enzyme binding"	"4.675"
"GO:0038023"	"signaling receptor activity"	"4.568"
"GO:0044212"	"transcription regulatory region DNA binding"	"4.494"
