"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0004842"	"ubiquitin-protein transferase activity"	"29.708"	"541"	"168.507"	"12.538"
"GO:0005109"	"frizzled binding"	"22.247"	"74"	"9.195"	"2.913"
"GO:0061630"	"ubiquitin protein ligase activity"	"16.252"	"286"	"116.773"	"10.412"
"GO:0017147"	"Wnt-protein binding"	"14.877"	"42"	"5.972"	"2.422"
"GO:0008013"	"beta-catenin binding"	"13.551"	"140"	"50.426"	"6.61"
"GO:0042813"	"Wnt-activated receptor activity"	"13.055"	"27"	"3.512"	"1.799"
"GO:0005112"	"Notch binding"	"12.602"	"60"	"15.062"	"3.566"
"GO:0035939"	"microsatellite binding"	"12.47"	"13"	"0.53"	"0.729"
"GO:0031624"	"ubiquitin conjugating enzyme binding"	"10.802"	"51"	"13.409"	"3.48"
"GO:0042500"	"aspartic endopeptidase activity, intramembrane cleaving"	"10.376"	"14"	"1.469"	"1.208"
"GO:0048018"	"receptor agonist activity"	"10.221"	"26"	"4.46"	"2.107"
"GO:0032182"	"ubiquitin-like protein binding"	"9.874"	"12"	"1.289"	"1.085"
"GO:0008134"	"transcription factor binding"	"9.862"	"399"	"250.05"	"15.104"
"GO:0004857"	"enzyme inhibitor activity"	"9.698"	"33"	"7.363"	"2.644"
"GO:0001085"	"RNA polymerase II transcription factor binding"	"8.995"	"83"	"34.784"	"5.361"
"GO:0033829"	"O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity"	"8.967"	"9"	"0.033"	"0.179"
"GO:0097602"	"cullin family protein binding"	"8.966"	"38"	"10.214"	"3.099"
"GO:0005515"	"protein binding"	"8.884"	"4467"	"4153.421"	"35.295"
"GO:0004175"	"endopeptidase activity"	"8.639"	"82"	"33.967"	"5.56"
"GO:0005131"	"growth hormone receptor binding"	"8.557"	"18"	"3.14"	"1.736"
"GO:0019901"	"protein kinase binding"	"8.447"	"476"	"329.074"	"17.394"
"GO:0001191"	"transcriptional repressor activity, RNA polymerase II transcription factor binding"	"8.402"	"26"	"6.31"	"2.343"
"GO:0004720"	"protein-lysine 6-oxidase activity"	"8.397"	"9"	"0.603"	"0.752"
"GO:0042826"	"histone deacetylase binding"	"7.936"	"199"	"118.25"	"10.175"
"GO:0004190"	"aspartic-type endopeptidase activity"	"7.811"	"21"	"4.752"	"2.08"
"GO:0031490"	"chromatin DNA binding"	"7.806"	"94"	"44.028"	"6.402"
"GO:0005509"	"calcium ion binding"	"7.765"	"217"	"127.265"	"11.556"
"GO:0051059"	"NF-kappaB binding"	"7.758"	"64"	"26.164"	"4.877"
"GO:0001190"	"transcriptional activator activity, RNA polymerase II transcription factor binding"	"7.645"	"41"	"13.869"	"3.549"
"GO:0003713"	"transcription coactivator activity"	"7.088"	"275"	"185.088"	"12.686"
"GO:0003714"	"transcription corepressor activity"	"7.06"	"187"	"114.301"	"10.297"
