"GO.ID"	"GO.Term"	"Z-score"
"GO:0033829"	"O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity"	"50.172"
"GO:0034062"	"RNA polymerase activity"	"42.441"
"GO:0052927"	"CTP:tRNA cytidylyltransferase activity"	"42.441"
"GO:0052928"	"CTP:3'-cytidine-tRNA cytidylyltransferase activity"	"42.441"
"GO:0052929"	"ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity"	"42.441"
"GO:0004068"	"aspartate 1-decarboxylase activity"	"30.036"
"GO:0004842"	"ubiquitin-protein transferase activity"	"29.708"
"GO:0004782"	"sulfinoalanine decarboxylase activity"	"29.688"
"GO:0005109"	"frizzled binding"	"22.247"
"GO:0008442"	"3-hydroxyisobutyrate dehydrogenase activity"	"18.679"
"GO:0035939"	"microsatellite binding"	"17.103"
"GO:0008417"	"fucosyltransferase activity"	"16.296"
"GO:0061630"	"ubiquitin protein ligase activity"	"16.252"
"GO:0046922"	"peptide-O-fucosyltransferase activity"	"15.904"
"GO:0050429"	"calcium-dependent phospholipase C activity"	"15.772"
"GO:0017147"	"Wnt-protein binding"	"14.877"
"GO:0008013"	"beta-catenin binding"	"13.551"
"GO:0042813"	"Wnt-activated receptor activity"	"13.055"
"GO:0005112"	"Notch binding"	"12.602"
"GO:0033857"	"diphosphoinositol-pentakisphosphate kinase activity"	"12.16"
"GO:0102092"	NA	"12.16"
"GO:0019781"	"NEDD8 activating enzyme activity"	"11.201"
"GO:0004720"	"protein-lysine 6-oxidase activity"	"11.162"
"GO:0004398"	"histidine decarboxylase activity"	"11.13"
"GO:0004925"	"prolactin receptor activity"	"11.1"
"GO:0031624"	"ubiquitin conjugating enzyme binding"	"10.802"
"GO:0042500"	"aspartic endopeptidase activity, intramembrane cleaving"	"10.376"
"GO:0048018"	"receptor agonist activity"	"10.221"
"GO:0004118"	"cGMP-stimulated cyclic-nucleotide phosphodiesterase activity"	"9.945"
"GO:0032396"	"inhibitory MHC class I receptor activity"	"9.945"
"GO:0032182"	"ubiquitin-like protein binding"	"9.874"
"GO:0008134"	"transcription factor binding"	"9.862"
"GO:0004857"	"enzyme inhibitor activity"	"9.698"
"GO:0000827"	"inositol-1,3,4,5,6-pentakisphosphate kinase activity"	"9.65"
"GO:0000828"	"inositol hexakisphosphate kinase activity"	"9.65"
"GO:0000829"	"inositol heptakisphosphate kinase activity"	"9.65"
"GO:0000832"	"inositol hexakisphosphate 5-kinase activity"	"9.65"
