"Pathway"	"Z-score"
"Notch signaling pathway"	"52.204"
"Breast cancer"	"28.136"
"Wnt signaling pathway"	"25.966"
"Human papillomavirus infection"	"19.862"
"Pathways in cancer"	"19.728"
"Basal cell carcinoma"	"19.085"
"Circadian rhythm"	"17.954"
"Melanogenesis"	"17"
"Hippo signaling pathway"	"15.179"
"Hepatocellular carcinoma"	"14.851"
"Th1 and Th2 cell differentiation"	"14.649"
"Hedgehog signaling pathway"	"14.325"
"Gastric cancer"	"13.896"
"Cushing's syndrome"	"13.743"
"Thyroid hormone signaling pathway"	"13.17"
"mTOR signaling pathway"	"11.809"
"Proteoglycans in cancer"	"11.55"
"HTLV-I infection"	"10.139"
"Signaling pathways regulating pluripotency of stem cells"	"10.112"
"MicroRNAs in cancer"	"9.562"
"Acute myeloid leukemia"	"8.767"
"Oocyte meiosis"	"8.745"
"Cell cycle"	"8.394"
"Ubiquitin mediated proteolysis"	"7.983"
"TGF-beta signaling pathway"	"7.846"
"Thyroid cancer"	"7.797"
"Endometrial cancer"	"6.099"
"Apelin signaling pathway"	"5.793"
"Non-small cell lung cancer"	"5.755"
"Glioma"	"5.568"
"Protein processing in endoplasmic reticulum"	"5.329"
"Alzheimer's disease"	"5.229"
"Other types of O-glycan biosynthesis"	"5.066"
"Morphine addiction"	"4.918"
"Maturity onset diabetes of the young"	"4.861"
"Colorectal cancer"	"4.826"
"Prostate cancer"	"4.615"
"HIF-1 signaling pathway"	"4.534"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"4.523"
"AGE-RAGE signaling pathway in diabetic complications"	"4.521"
"African trypanosomiasis"	"3.927"
"Prion diseases"	"3.863"
"Relaxin signaling pathway"	"3.802"
"Aldosterone-regulated sodium reabsorption"	"3.735"
"Hepatitis B"	"3.642"
"Oxytocin signaling pathway"	"3.547"
"Bladder cancer"	"3.489"
"Nucleotide excision repair"	"3.455"
"Cellular senescence"	"3.398"
"Endocrine and other factor-regulated calcium reabsorption"	"3.273"
"Vibrio cholerae infection"	"3.267"
"Axon guidance"	"3.117"
"Herpes simplex infection"	"3.091"
"Fanconi anemia pathway"	"3.026"
"Pathogenic Escherichia coli infection"	"3.001"
"Viral myocarditis"	"2.934"
"Focal adhesion"	"2.919"
"VEGF signaling pathway"	"2.868"
"Viral carcinogenesis"	"2.861"
"Long-term depression"	"2.82"
"Shigellosis"	"2.731"
"Fc epsilon RI signaling pathway"	"2.697"
"p53 signaling pathway"	"2.63"
"Amphetamine addiction"	"2.62"
"Long-term potentiation"	"2.617"
"Prolactin signaling pathway"	"2.614"
"Renal cell carcinoma"	"2.602"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"2.593"
"Thyroid hormone synthesis"	"2.578"
"Melanoma"	"2.577"
"PPAR signaling pathway"	"2.519"
"Gastric acid secretion"	"2.505"
"Adherens junction"	"2.491"
"Chronic myeloid leukemia"	"2.454"
"Pancreatic cancer"	"2.437"
"Insulin secretion"	"2.353"
"Salivary secretion"	"2.269"
"ErbB signaling pathway"	"2.266"
"GABAergic synapse"	"2.254"
"Gap junction"	"2.249"
"Fc gamma R-mediated phagocytosis"	"2.203"
"Small cell lung cancer"	"2.198"
"MAPK signaling pathway"	"2.159"
"GnRH signaling pathway"	"2.157"
"Aldosterone synthesis and secretion"	"2.14"
"Amoebiasis"	"2.121"
"Inflammatory mediator regulation of TRP channels"	"2.117"
"Pancreatic secretion"	"2.117"
"Circadian entrainment"	"2.109"
"Phosphatidylinositol signaling system"	"2.06"
"Choline metabolism in cancer"	"2.052"
"Serotonergic synapse"	"1.933"
"TNF signaling pathway"	"1.93"
"Leukocyte transendothelial migration"	"1.924"
"Cholinergic synapse"	"1.906"
"PI3K-Akt signaling pathway"	"1.87"
"Glutamatergic synapse"	"1.855"
"Vascular smooth muscle contraction"	"1.832"
"Sphingolipid signaling pathway"	"1.805"
"Neurotrophin signaling pathway"	"1.782"
"AMPK signaling pathway"	"1.761"
"Natural killer cell mediated cytotoxicity"	"1.732"
"Dopaminergic synapse"	"1.659"
"Measles"	"1.647"
"FoxO signaling pathway"	"1.645"
"Retrograde endocannabinoid signaling"	"1.575"
"Adrenergic signaling in cardiomyocytes"	"1.558"
"Phospholipase D signaling pathway"	"1.544"
"Jak-STAT signaling pathway"	"1.408"
"Influenza A"	"1.372"
"Tight junction"	"1.328"
"Calcium signaling pathway"	"1.269"
"Chemokine signaling pathway"	"1.247"
"Kaposi's sarcoma-associated herpesvirus infection"	"1.247"
"Rap1 signaling pathway"	"1.144"
"Ras signaling pathway"	"1.002"
"Endocytosis"	"0.952"
"Olfactory transduction"	"0.372"
"D-Arginine and D-ornithine metabolism"	"-0.044"
"Biotin metabolism"	"-0.07"
"Lipoic acid metabolism"	"-0.075"
"Valine, leucine and isoleucine biosynthesis"	"-0.082"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.083"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.085"
"D-Glutamine and D-glutamate metabolism"	"-0.088"
"Vitamin B6 metabolism"	"-0.096"
"Caffeine metabolism"	"-0.097"
"Phosphonate and phosphinate metabolism"	"-0.105"
"Riboflavin metabolism"	"-0.108"
"Sulfur relay system"	"-0.114"
"Synthesis and degradation of ketone bodies"	"-0.127"
"Sulfur metabolism"	"-0.131"
"Taurine and hypotaurine metabolism"	"-0.134"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.136"
"Non-homologous end-joining"	"-0.144"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.149"
"Thiamine metabolism"	"-0.151"
"Fatty acid biosynthesis"	"-0.155"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.155"
"Phenylalanine metabolism"	"-0.16"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.162"
"Other glycan degradation"	"-0.162"
"Nitrogen metabolism"	"-0.167"
