"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"-32.599"	"32.599"
"GO:0010469"	"regulation of receptor activity"	"-21.689"	"21.689"
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"-21.149"	"21.149"
"GO:0007218"	"neuropeptide signaling pathway"	"-18.789"	"18.789"
"GO:0006955"	"immune response"	"-18.135"	"18.135"
"GO:0007268"	"chemical synaptic transmission"	"-17.684"	"17.684"
"GO:0006935"	"chemotaxis"	"-17.16"	"17.16"
"GO:0007193"	"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway"	"-16.885"	"16.885"
"GO:0007189"	"adenylate cyclase-activating G-protein coupled receptor signaling pathway"	"-16.724"	"16.724"
"GO:0007267"	"cell-cell signaling"	"-16.653"	"16.653"
"GO:0070098"	"chemokine-mediated signaling pathway"	"-16.468"	"16.468"
"GO:0006954"	"inflammatory response"	"-16.341"	"16.341"
"GO:0007187"	"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"-16.303"	"16.303"
"GO:0007200"	"phospholipase C-activating G-protein coupled receptor signaling pathway"	"-15.232"	"15.232"
"GO:0007188"	"adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	"-14.81"	"14.81"
"GO:0007166"	"cell surface receptor signaling pathway"	"-14.606"	"14.606"
"GO:0019722"	"calcium-mediated signaling"	"-14.487"	"14.487"
"GO:0001580"	"detection of chemical stimulus involved in sensory perception of bitter taste"	"-14.083"	"14.083"
"GO:0007165"	"signal transduction"	"-14.042"	"14.042"
"GO:0030593"	"neutrophil chemotaxis"	"-13.921"	"13.921"
"GO:0060326"	"cell chemotaxis"	"-13.364"	"13.364"
"GO:0051482"	"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway"	"-12.402"	"12.402"
"GO:0070126"	"mitochondrial translational termination"	"-12.229"	"12.229"
"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	"-12.151"	"12.151"
"GO:0070125"	"mitochondrial translational elongation"	"-12.021"	"12.021"
"GO:0034220"	"ion transmembrane transport"	"-11.638"	"11.638"
"GO:0030168"	"platelet activation"	"-11.569"	"11.569"
"GO:0006874"	"cellular calcium ion homeostasis"	"-11.006"	"11.006"
"GO:0007202"	"activation of phospholipase C activity"	"-10.987"	"10.987"
"GO:0032981"	"mitochondrial respiratory chain complex I assembly"	"-10.638"	"10.638"
"GO:0007626"	"locomotory behavior"	"-10.478"	"10.478"
"GO:0019233"	"sensory perception of pain"	"-10.39"	"10.39"
"GO:0007631"	"feeding behavior"	"-10.255"	"10.255"
"GO:0030595"	"leukocyte chemotaxis"	"-10.028"	"10.028"
"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	"-10.002"	"10.002"
"GO:0050796"	"regulation of insulin secretion"	"-9.843"	"9.843"
"GO:0051930"	"regulation of sensory perception of pain"	"-9.766"	"9.766"
"GO:0042755"	"eating behavior"	"-9.48"	"9.48"
"GO:0007190"	"activation of adenylate cyclase activity"	"-9.259"	"9.259"
"GO:0038096"	"Fc-gamma receptor signaling pathway involved in phagocytosis"	"-9.248"	"9.248"
"GO:0045907"	"positive regulation of vasoconstriction"	"-9.087"	"9.087"
"GO:0045776"	"negative regulation of blood pressure"	"-9.05"	"9.05"
"GO:0048247"	"lymphocyte chemotaxis"	"-8.988"	"8.988"
"GO:0035025"	"positive regulation of Rho protein signal transduction"	"-8.977"	"8.977"
"GO:0043410"	"positive regulation of MAPK cascade"	"-8.879"	"8.879"
"GO:0050852"	"T cell receptor signaling pathway"	"-8.846"	"8.846"
"GO:0008217"	"regulation of blood pressure"	"-8.769"	"8.769"
"GO:0051897"	"positive regulation of protein kinase B signaling"	"-8.736"	"8.736"
"GO:0046854"	"phosphatidylinositol phosphorylation"	"-8.672"	"8.672"
"GO:0002548"	"monocyte chemotaxis"	"-8.659"	"8.659"
"GO:0008360"	"regulation of cell shape"	"-8.502"	"8.502"
"GO:0051281"	"positive regulation of release of sequestered calcium ion into cytosol"	"-8.423"	"8.423"
"GO:0050900"	"leukocyte migration"	"-8.342"	"8.342"
"GO:0006816"	"calcium ion transport"	"-8.321"	"8.321"
"GO:0030335"	"positive regulation of cell migration"	"-8.196"	"8.196"
"GO:0006887"	"exocytosis"	"-8.186"	"8.186"
"GO:0006958"	"complement activation, classical pathway"	"-8.128"	"8.128"
"GO:0050853"	"B cell receptor signaling pathway"	"-8.067"	"8.067"
"GO:0030449"	"regulation of complement activation"	"-7.967"	"7.967"
"GO:0036092"	"phosphatidylinositol-3-phosphate biosynthetic process"	"-7.933"	"7.933"
"GO:0014068"	"positive regulation of phosphatidylinositol 3-kinase signaling"	"-7.927"	"7.927"
"GO:0035176"	"social behavior"	"-7.841"	"7.841"
"GO:0071346"	"cellular response to interferon-gamma"	"-7.836"	"7.836"
"GO:0090023"	"positive regulation of neutrophil chemotaxis"	"-7.816"	"7.816"
"GO:0000165"	"MAPK cascade"	"-7.814"	"7.814"
"GO:0006886"	"intracellular protein transport"	"-7.749"	"7.749"
"GO:0051056"	"regulation of small GTPase mediated signal transduction"	"-7.741"	"7.741"
"GO:0048169"	"regulation of long-term neuronal synaptic plasticity"	"-7.735"	"7.735"
"GO:0032482"	"Rab protein signal transduction"	"-7.615"	"7.615"
"GO:0048013"	"ephrin receptor signaling pathway"	"-7.578"	"7.578"
"GO:0016241"	"regulation of macroautophagy"	"-7.55"	"7.55"
"GO:0042593"	"glucose homeostasis"	"-7.489"	"7.489"
"GO:0007411"	"axon guidance"	"-7.464"	"7.464"
"GO:0051966"	"regulation of synaptic transmission, glutamatergic"	"-7.437"	"7.437"
"GO:0043552"	"positive regulation of phosphatidylinositol 3-kinase activity"	"-7.375"	"7.375"
"GO:0006357"	"regulation of transcription from RNA polymerase II promoter"	"-7.36"	"7.36"
"GO:0006936"	"muscle contraction"	"-7.323"	"7.323"
"GO:0007205"	"protein kinase C-activating G-protein coupled receptor signaling pathway"	"-7.283"	"7.283"
"GO:0006911"	"phagocytosis, engulfment"	"-7.265"	"7.265"
"GO:0007266"	"Rho protein signal transduction"	"-7.228"	"7.228"
"GO:0032543"	"mitochondrial translation"	"-7.153"	"7.153"
"GO:0051924"	"regulation of calcium ion transport"	"-7.144"	"7.144"
"GO:0007565"	"female pregnancy"	"-7.121"	"7.121"
"GO:2000300"	"regulation of synaptic vesicle exocytosis"	"-7.035"	"7.035"
"GO:0038095"	"Fc-epsilon receptor signaling pathway"	"-7.03"	"7.03"
"GO:0042742"	"defense response to bacterium"	"-6.992"	"6.992"
"GO:0050918"	"positive chemotaxis"	"-6.988"	"6.988"
"GO:0051209"	"release of sequestered calcium ion into cytosol"	"-6.984"	"6.984"
"GO:0033572"	"transferrin transport"	"-6.978"	"6.978"
"GO:0006968"	"cellular defense response"	"-6.945"	"6.945"
"GO:0006898"	"receptor-mediated endocytosis"	"-6.935"	"6.935"
"GO:0002250"	"adaptive immune response"	"-6.918"	"6.918"
"GO:0015991"	"ATP hydrolysis coupled proton transport"	"-6.885"	"6.885"
"GO:0006897"	"endocytosis"	"-6.836"	"6.836"
"GO:0050871"	"positive regulation of B cell activation"	"-6.781"	"6.781"
"GO:0007169"	"transmembrane receptor protein tyrosine kinase signaling pathway"	"-6.777"	"6.777"
"GO:0031295"	"T cell costimulation"	"-6.711"	"6.711"
"GO:0001662"	"behavioral fear response"	"-6.683"	"6.683"
"GO:0008286"	"insulin receptor signaling pathway"	"-6.675"	"6.675"
"GO:0001659"	"temperature homeostasis"	"-6.651"	"6.651"
"GO:0006910"	"phagocytosis, recognition"	"-6.637"	"6.637"
"GO:0035235"	"ionotropic glutamate receptor signaling pathway"	"-6.579"	"6.579"
"GO:0001523"	"retinoid metabolic process"	"-6.529"	"6.529"
"GO:0008202"	"steroid metabolic process"	"-6.501"	"6.501"
