"GO.ID"	"GO.Term"	"Z-score"
"GO:0021858"	"GABAergic neuron differentiation in basal ganglia"	"28.27"
"GO:0003266"	"regulation of secondary heart field cardioblast proliferation"	"27.159"
"GO:0021557"	"oculomotor nerve development"	"24.384"
"GO:0021558"	"trochlear nerve development"	"24.384"
"GO:0045977"	"positive regulation of mitotic cell cycle, embryonic"	"24.384"
"GO:0061106"	"negative regulation of stomach neuroendocrine cell differentiation"	"24.384"
"GO:0072141"	"renal interstitial fibroblast development"	"24.384"
"GO:2000227"	"negative regulation of pancreatic A cell differentiation"	"24.384"
"GO:0060164"	"regulation of timing of neuron differentiation"	"23.838"
"GO:0061309"	"cardiac neural crest cell development involved in outflow tract morphogenesis"	"23.482"
"GO:2000978"	"negative regulation of forebrain neuron differentiation"	"21.274"
"GO:0072049"	"comma-shaped body morphogenesis"	"20.783"
"GO:0072050"	"S-shaped body morphogenesis"	"20.783"
"GO:0003175"	"tricuspid valve development"	"19.99"
"GO:0036306"	"embryonic heart tube elongation"	"19.99"
"GO:0048370"	"lateral mesoderm formation"	"19.99"
"GO:0030704"	"vitelline membrane formation"	"19.974"
"GO:0048074"	"negative regulation of eye pigmentation"	"19.974"
"GO:0060220"	"camera-type eye photoreceptor cell fate commitment"	"19.974"
"GO:0061197"	"fungiform papilla morphogenesis"	"18.987"
"GO:0060675"	"ureteric bud morphogenesis"	"18.781"
"GO:0021555"	"midbrain-hindbrain boundary morphogenesis"	"18.365"
"GO:0008582"	"regulation of synaptic growth at neuromuscular junction"	"18.337"
"GO:0048856"	"anatomical structure development"	"18.315"
"GO:0071412"	"cellular response to genistein"	"18.221"
"GO:0072028"	"nephron morphogenesis"	"18.221"
"GO:0090189"	"regulation of branching involved in ureteric bud morphogenesis"	"18.221"
"GO:0097168"	"mesenchymal stem cell proliferation"	"18.221"
"GO:0021524"	"visceral motor neuron differentiation"	"18.095"
"GO:0042668"	"auditory receptor cell fate determination"	"17.989"
"GO:0072095"	"regulation of branch elongation involved in ureteric bud branching"	"17.531"
"GO:0035921"	"desmosome disassembly"	"17.402"
"GO:1900387"	"negative regulation of cell-cell adhesion by negative regulation of transcription from RNA polymerase II promoter"	"17.402"
"GO:0046331"	"lateral inhibition"	"16.422"
"GO:0021800"	"cerebral cortex tangential migration"	"16.002"
"GO:0048665"	"neuron fate specification"	"15.513"
"GO:0035910"	"ascending aorta morphogenesis"	"15.487"
"GO:0045944"	"positive regulation of transcription from RNA polymerase II promoter"	"15.283"
"GO:0003143"	"embryonic heart tube morphogenesis"	"15.185"
"GO:0030910"	"olfactory placode formation"	"15.077"
"GO:0060577"	"pulmonary vein morphogenesis"	"14.915"
"GO:0021575"	"hindbrain morphogenesis"	"14.913"
"GO:0003193"	"pulmonary valve formation"	"14.9"
"GO:0035922"	"foramen ovale closure"	"14.9"
"GO:0048861"	"leukemia inhibitory factor signaling pathway"	"14.753"
"GO:0070120"	"ciliary neurotrophic factor-mediated signaling pathway"	"14.551"
"GO:0016539"	"intein-mediated protein splicing"	"14.531"
"GO:0072012"	"glomerulus vasculature development"	"14.452"
"GO:0021978"	"telencephalon regionalization"	"14.215"
"GO:0000256"	"allantoin catabolic process"	"14.1"
"GO:0021920"	"regulation of transcription from RNA polymerase II promoter involved in spinal cord association neuron specification"	"14.1"
"GO:1901676"	"positive regulation of histone H3-K27 acetylation"	"14.1"
"GO:0043371"	"negative regulation of CD4-positive, alpha-beta T cell differentiation"	"13.536"
"GO:0048935"	"peripheral nervous system neuron development"	"13.367"
"GO:0061055"	"myotome development"	"13.256"
"GO:0009946"	"proximal/distal axis specification"	"13.182"
"GO:1901987"	"regulation of cell cycle phase transition"	"13.182"
"GO:2000763"	"positive regulation of transcription from RNA polymerase II promoter involved in norepinephrine biosynthetic process"	"13.169"
"GO:2000764"	"positive regulation of semaphorin-plexin signaling pathway involved in outflow tract morphogenesis"	"13.169"
"GO:0007228"	"positive regulation of hh target transcription factor activity"	"12.997"
"GO:0014016"	"neuroblast differentiation"	"12.904"
"GO:0009653"	"anatomical structure morphogenesis"	"12.87"
"GO:1990697"	"protein depalmitoleylation"	"12.865"
"GO:0003144"	"embryonic heart tube formation"	"12.644"
"GO:0098528"	"skeletal muscle fiber differentiation"	"12.644"
"GO:0061325"	"cell proliferation involved in outflow tract morphogenesis"	"12.53"
"GO:0032642"	"regulation of chemokine production"	"12.274"
"GO:0042475"	"odontogenesis of dentin-containing tooth"	"12.219"
"GO:0060413"	"atrial septum morphogenesis"	"12.179"
"GO:1904380"	"endoplasmic reticulum mannose trimming"	"12.175"
"GO:0072498"	"embryonic skeletal joint development"	"12.065"
"GO:0098781"	"ncRNA transcription"	"11.904"
"GO:0021520"	"spinal cord motor neuron cell fate specification"	"11.868"
"GO:0007224"	"smoothened signaling pathway"	"11.796"
"GO:0009953"	"dorsal/ventral pattern formation"	"11.689"
"GO:0097084"	"vascular smooth muscle cell development"	"11.667"
"GO:0061743"	"motor learning"	"11.624"
"GO:0050678"	"regulation of epithelial cell proliferation"	"11.558"
"GO:0001574"	"ganglioside biosynthetic process"	"11.531"
"GO:0021527"	"spinal cord association neuron differentiation"	"11.487"
