"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0003735"	"structural constituent of ribosome"	"23.05"	"-23.05"
"GO:0005179"	"hormone activity"	"10.826"	"-10.826"
"GO:0008194"	"UDP-glycosyltransferase activity"	"10.403"	"-10.403"
"GO:0008528"	"G-protein coupled peptide receptor activity"	"9.481"	"-9.481"
"GO:0004930"	"G-protein coupled receptor activity"	"9.035"	"-9.035"
"GO:0015020"	"glucuronosyltransferase activity"	"8.664"	"-8.664"
"GO:0017046"	"peptide hormone binding"	"8.485"	"-8.485"
"GO:0019843"	"rRNA binding"	"7.13"	"-7.13"
"GO:0005184"	"neuropeptide hormone activity"	"6.462"	"-6.462"
"GO:0015171"	"amino acid transmembrane transporter activity"	"6.125"	"-6.125"
"GO:0048027"	"mRNA 5'-UTR binding"	"5.613"	"-5.613"
"GO:0043425"	"bHLH transcription factor binding"	"5.399"	"-5.399"
"GO:0001972"	"retinoic acid binding"	"4.885"	"-4.885"
"GO:0016922"	"ligand-dependent nuclear receptor binding"	"4.798"	"-4.798"
"GO:0008236"	"serine-type peptidase activity"	"4.654"	"-4.654"
"GO:0001102"	"RNA polymerase II activating transcription factor binding"	"4.493"	"-4.493"
"GO:0005102"	"receptor binding"	"4.471"	"-4.471"
"GO:0008009"	"chemokine activity"	"4.396"	"-4.396"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"4.299"	"-4.299"
"GO:0046966"	"thyroid hormone receptor binding"	"4.115"	"-4.115"
"GO:0050681"	"androgen receptor binding"	"3.984"	"-3.984"
"GO:0001158"	"enhancer sequence-specific DNA binding"	"3.948"	"-3.948"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"3.815"	"-3.815"
"GO:0030594"	"neurotransmitter receptor activity"	"3.789"	"-3.789"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"3.786"	"-3.786"
"GO:0005484"	"SNAP receptor activity"	"3.705"	"-3.705"
"GO:0035257"	"nuclear hormone receptor binding"	"3.666"	"-3.666"
"GO:0016746"	"transferase activity, transferring acyl groups"	"3.61"	"-3.61"
"GO:0042923"	"neuropeptide binding"	"3.541"	"-3.541"
"GO:0001228"	"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"3.54"	"-3.54"
"GO:0004993"	"G-protein coupled serotonin receptor activity"	"3.537"	"-3.537"
"GO:0043565"	"sequence-specific DNA binding"	"3.462"	"-3.462"
"GO:0005246"	"calcium channel regulator activity"	"3.404"	"-3.404"
"GO:0030331"	"estrogen receptor binding"	"3.359"	"-3.359"
"GO:0030374"	"ligand-dependent nuclear receptor transcription coactivator activity"	"3.278"	"-3.278"
"GO:0051213"	"dioxygenase activity"	"3.25"	"-3.25"
"GO:0008233"	"peptidase activity"	"3.219"	"-3.219"
"GO:0038023"	"signaling receptor activity"	"3.162"	"-3.162"
"GO:0000987"	"core promoter proximal region sequence-specific DNA binding"	"3.115"	"-3.115"
"GO:0001540"	"beta-amyloid binding"	"3.034"	"-3.034"
"GO:0048020"	"CCR chemokine receptor binding"	"3.023"	"-3.023"
"GO:0015301"	"anion:anion antiporter activity"	"3.009"	"-3.009"
