"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0019005"	"SCF ubiquitin ligase complex"	"12.122"	"-12.122"
"GO:0000151"	"ubiquitin ligase complex"	"10.185"	"-10.185"
"GO:0030665"	"clathrin-coated vesicle membrane"	"9.294"	"-9.294"
"GO:0005829"	"cytosol"	"9.094"	"-9.094"
"GO:0005737"	"cytoplasm"	"8.64"	"-8.64"
"GO:0005839"	"proteasome core complex"	"7.781"	"-7.781"
"GO:0008180"	"COP9 signalosome"	"7.234"	"-7.234"
"GO:0072562"	"blood microparticle"	"6.332"	"-6.332"
"GO:0000502"	"proteasome complex"	"5.968"	"-5.968"
"GO:0031982"	"vesicle"	"5.76"	"-5.76"
"GO:1904813"	"ficolin-1-rich granule lumen"	"5.682"	"-5.682"
"GO:0070062"	"extracellular exosome"	"5.242"	"-5.242"
"GO:0010008"	"endosome membrane"	"5.065"	"-5.065"
"GO:0005905"	"clathrin-coated pit"	"4.847"	"-4.847"
"GO:0030136"	"clathrin-coated vesicle"	"4.703"	"-4.703"
"GO:0005764"	"lysosome"	"4.67"	"-4.67"
"GO:0005769"	"early endosome"	"4.64"	"-4.64"
"GO:0005765"	"lysosomal membrane"	"4.616"	"-4.616"
"GO:0005667"	"transcription factor complex"	"4.479"	"-4.479"
"GO:0032991"	"macromolecular complex"	"4.189"	"-4.189"
"GO:0005794"	"Golgi apparatus"	"4.119"	"-4.119"
"GO:0005739"	"mitochondrion"	"4.112"	"-4.112"
"GO:0034774"	"secretory granule lumen"	"4.082"	"-4.082"
"GO:0000790"	"nuclear chromatin"	"4.038"	"-4.038"
"GO:0031410"	"cytoplasmic vesicle"	"4.015"	"-4.015"
"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"3.998"	"-3.998"
"GO:0042734"	"presynaptic membrane"	"3.964"	"-3.964"
"GO:0048471"	"perinuclear region of cytoplasm"	"3.806"	"-3.806"
"GO:0017053"	"transcriptional repressor complex"	"3.761"	"-3.761"
"GO:0005741"	"mitochondrial outer membrane"	"3.713"	"-3.713"
"GO:0005868"	"cytoplasmic dynein complex"	"3.697"	"-3.697"
"GO:0030666"	"endocytic vesicle membrane"	"3.632"	"-3.632"
"GO:1904724"	"tertiary granule lumen"	"3.6"	"-3.6"
"GO:0030133"	"transport vesicle"	"3.595"	"-3.595"
"GO:0030672"	"synaptic vesicle membrane"	"3.567"	"-3.567"
"GO:0030285"	"integral component of synaptic vesicle membrane"	"3.472"	"-3.472"
"GO:0016324"	"apical plasma membrane"	"3.467"	"-3.467"
"GO:0030667"	"secretory granule membrane"	"3.416"	"-3.416"
"GO:0045334"	"clathrin-coated endocytic vesicle"	"3.331"	"-3.331"
"GO:0101003"	"ficolin-1-rich granule membrane"	"3.252"	"-3.252"
"GO:0031526"	"brush border membrane"	"3.181"	"-3.181"
"GO:0055037"	"recycling endosome"	"3.162"	"-3.162"
"GO:0008023"	"transcription elongation factor complex"	"3.105"	"-3.105"
"GO:0030670"	"phagocytic vesicle membrane"	"3.07"	"-3.07"
"GO:0005654"	"nucleoplasm"	"3.069"	"-3.069"
"GO:0008021"	"synaptic vesicle"	"3.05"	"-3.05"
"GO:0016235"	"aggresome"	"3.024"	"-3.024"
