"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"-18.089"	"18.089"
"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"-10.894"	"10.894"
"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"-10.304"	"10.304"
"GO:0006412"	"translation"	"-10.261"	"10.261"
"GO:0000398"	"mRNA splicing, via spliceosome"	"-9.703"	"9.703"
"GO:0006364"	"rRNA processing"	"-8.732"	"8.732"
"GO:0007218"	"neuropeptide signaling pathway"	"-8.38"	"8.38"
"GO:0006413"	"translational initiation"	"-8.048"	"8.048"
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"-7.587"	"7.587"
"GO:0010469"	"regulation of receptor activity"	"-7.513"	"7.513"
"GO:0006357"	"regulation of transcription from RNA polymerase II promoter"	"-7.387"	"7.387"
"GO:0031124"	"mRNA 3'-end processing"	"-7.282"	"7.282"
"GO:0007187"	"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"-7.092"	"7.092"
"GO:0070098"	"chemokine-mediated signaling pathway"	"-7.048"	"7.048"
"GO:0006351"	"transcription, DNA-templated"	"-6.795"	"6.795"
"GO:0006406"	"mRNA export from nucleus"	"-6.697"	"6.697"
"GO:0002181"	"cytoplasmic translation"	"-6.581"	"6.581"
"GO:0006405"	"RNA export from nucleus"	"-6.58"	"6.58"
"GO:0007193"	"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway"	"-6.424"	"6.424"
"GO:0007200"	"phospholipase C-activating G-protein coupled receptor signaling pathway"	"-6.256"	"6.256"
"GO:0070126"	"mitochondrial translational termination"	"-6.156"	"6.156"
"GO:0070125"	"mitochondrial translational elongation"	"-5.931"	"5.931"
"GO:0007268"	"chemical synaptic transmission"	"-5.861"	"5.861"
"GO:0060326"	"cell chemotaxis"	"-5.767"	"5.767"
"GO:0006935"	"chemotaxis"	"-5.678"	"5.678"
"GO:0001580"	"detection of chemical stimulus involved in sensory perception of bitter taste"	"-5.443"	"5.443"
"GO:0000381"	"regulation of alternative mRNA splicing, via spliceosome"	"-5.333"	"5.333"
"GO:0008380"	"RNA splicing"	"-5.31"	"5.31"
"GO:0097711"	"ciliary basal body docking"	"-5.309"	"5.309"
"GO:0030593"	"neutrophil chemotaxis"	"-5.178"	"5.178"
"GO:0007189"	"adenylate cyclase-activating G-protein coupled receptor signaling pathway"	"-5.138"	"5.138"
"GO:0032981"	"mitochondrial respiratory chain complex I assembly"	"-5.01"	"5.01"
"GO:0051301"	"cell division"	"-4.923"	"4.923"
"GO:0007267"	"cell-cell signaling"	"-4.701"	"4.701"
"GO:0006888"	"ER to Golgi vesicle-mediated transport"	"-4.678"	"4.678"
"GO:0006955"	"immune response"	"-4.669"	"4.669"
"GO:0051482"	"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway"	"-4.669"	"4.669"
