"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0031090"	"organelle membrane"	"43.054"	"-43.054"
"GO:0005778"	"peroxisomal membrane"	"25.331"	"-25.331"
"GO:0005777"	"peroxisome"	"23.998"	"-23.998"
"GO:0005789"	"endoplasmic reticulum membrane"	"14.45"	"-14.45"
"GO:0043231"	"intracellular membrane-bounded organelle"	"11.185"	"-11.185"
"GO:0005782"	"peroxisomal matrix"	"10.803"	"-10.803"
"GO:0005737"	"cytoplasm"	"9.51"	"-9.51"
"GO:0070062"	"extracellular exosome"	"9.432"	"-9.432"
"GO:0005739"	"mitochondrion"	"9.157"	"-9.157"
"GO:0032991"	"macromolecular complex"	"9.084"	"-9.084"
"GO:0072562"	"blood microparticle"	"8.883"	"-8.883"
"GO:0005759"	"mitochondrial matrix"	"8.575"	"-8.575"
"GO:0016592"	"mediator complex"	"8.387"	"-8.387"
"GO:1904813"	"ficolin-1-rich granule lumen"	"8.228"	"-8.228"
"GO:0043209"	"myelin sheath"	"7.291"	"-7.291"
"GO:0034774"	"secretory granule lumen"	"6.29"	"-6.29"
"GO:0000790"	"nuclear chromatin"	"5.812"	"-5.812"
"GO:0090575"	"RNA polymerase II transcription factor complex"	"5.525"	"-5.525"
"GO:0097546"	"ciliary base"	"5.382"	"-5.382"
"GO:0008180"	"COP9 signalosome"	"5.369"	"-5.369"
"GO:0005811"	"lipid particle"	"4.829"	"-4.829"
"GO:0031526"	"brush border membrane"	"4.801"	"-4.801"
"GO:0005884"	"actin filament"	"4.591"	"-4.591"
"GO:0046658"	"anchored component of plasma membrane"	"4.551"	"-4.551"
"GO:0034364"	"high-density lipoprotein particle"	"4.381"	"-4.381"
"GO:0042470"	"melanosome"	"4.308"	"-4.308"
"GO:0035578"	"azurophil granule lumen"	"4.287"	"-4.287"
"GO:0005771"	"multivesicular body"	"4.192"	"-4.192"
"GO:0005575"	"cellular_component"	"4.013"	"-4.013"
"GO:0043202"	"lysosomal lumen"	"3.88"	"-3.88"
"GO:0000151"	"ubiquitin ligase complex"	"3.836"	"-3.836"
"GO:0000118"	"histone deacetylase complex"	"3.704"	"-3.704"
"GO:0044297"	"cell body"	"3.662"	"-3.662"
"GO:0044853"	"plasma membrane raft"	"3.64"	"-3.64"
"GO:0030175"	"filopodium"	"3.633"	"-3.633"
"GO:0016021"	"integral component of membrane"	"3.543"	"-3.543"
"GO:0016235"	"aggresome"	"3.508"	"-3.508"
"GO:0000502"	"proteasome complex"	"3.447"	"-3.447"
"GO:0030315"	"T-tubule"	"3.313"	"-3.313"
"GO:0030017"	"sarcomere"	"3.176"	"-3.176"
"GO:0000159"	"protein phosphatase type 2A complex"	"3.095"	"-3.095"
