"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0003735"	"structural constituent of ribosome"	"-11.794"	"11.794"
"GO:0003723"	"RNA binding"	"-11.608"	"11.608"
"GO:0046872"	"metal ion binding"	"-7.392"	"7.392"
"GO:0003924"	"GTPase activity"	"-5.283"	"5.283"
"GO:0019843"	"rRNA binding"	"-5.142"	"5.142"
"GO:0016787"	"hydrolase activity"	"-4.563"	"4.563"
"GO:0003729"	"mRNA binding"	"-4.531"	"4.531"
"GO:0005525"	"GTP binding"	"-4.309"	"4.309"
"GO:0000149"	"SNARE binding"	"-4.199"	"4.199"
"GO:0005200"	"structural constituent of cytoskeleton"	"-4.189"	"4.189"
"GO:0051082"	"unfolded protein binding"	"-4.125"	"4.125"
"GO:0003676"	"nucleic acid binding"	"-3.947"	"3.947"
"GO:0003743"	"translation initiation factor activity"	"-3.736"	"3.736"
"GO:0008266"	"poly(U) RNA binding"	"-3.722"	"3.722"
"GO:0003674"	"molecular_function"	"-3.701"	"3.701"
"GO:0042623"	"ATPase activity, coupled"	"-3.478"	"3.478"
"GO:0004984"	"olfactory receptor activity"	"-3.369"	"3.369"
"GO:0070034"	"telomerase RNA binding"	"-3.369"	"3.369"
"GO:0003727"	"single-stranded RNA binding"	"-3.329"	"3.329"
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"-3.281"	"3.281"
"GO:0043022"	"ribosome binding"	"-3.245"	"3.245"
"GO:0016887"	"ATPase activity"	"-3.23"	"3.23"
"GO:0003677"	"DNA binding"	"-3.107"	"3.107"
