"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0008134"	"transcription factor binding"	"21.414"	"-21.414"
"GO:0030374"	"ligand-dependent nuclear receptor transcription coactivator activity"	"17.812"	"-17.812"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"16.261"	"-16.261"
"GO:0003713"	"transcription coactivator activity"	"15.951"	"-15.951"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"15.625"	"-15.625"
"GO:0003707"	"steroid hormone receptor activity"	"15.529"	"-15.529"
"GO:0004879"	"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding"	"15.267"	"-15.267"
"GO:0016922"	"ligand-dependent nuclear receptor binding"	"15.116"	"-15.116"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"14.482"	"-14.482"
"GO:0035257"	"nuclear hormone receptor binding"	"13.693"	"-13.693"
"GO:0044212"	"transcription regulatory region DNA binding"	"12.776"	"-12.776"
"GO:0003682"	"chromatin binding"	"12.769"	"-12.769"
"GO:0005515"	"protein binding"	"12.388"	"-12.388"
"GO:0030331"	"estrogen receptor binding"	"11.645"	"-11.645"
"GO:0019899"	"enzyme binding"	"11.642"	"-11.642"
"GO:0004896"	"cytokine receptor activity"	"11.591"	"-11.591"
"GO:0050681"	"androgen receptor binding"	"11.292"	"-11.292"
"GO:0003714"	"transcription corepressor activity"	"10.97"	"-10.97"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"10.897"	"-10.897"
"GO:0008013"	"beta-catenin binding"	"10.808"	"-10.808"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"10.673"	"-10.673"
"GO:0001085"	"RNA polymerase II transcription factor binding"	"10.473"	"-10.473"
"GO:0000976"	"transcription regulatory region sequence-specific DNA binding"	"10.373"	"-10.373"
"GO:0042826"	"histone deacetylase binding"	"10.353"	"-10.353"
"GO:0003712"	"transcription cofactor activity"	"10.347"	"-10.347"
"GO:0000977"	"RNA polymerase II regulatory region sequence-specific DNA binding"	"10.298"	"-10.298"
"GO:0019955"	"cytokine binding"	"10.183"	"-10.183"
"GO:0001784"	"phosphotyrosine binding"	"10.056"	"-10.056"
"GO:0008270"	"zinc ion binding"	"10.033"	"-10.033"
"GO:0004713"	"protein tyrosine kinase activity"	"9.989"	"-9.989"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"9.9"	"-9.9"
"GO:0043565"	"sequence-specific DNA binding"	"9.821"	"-9.821"
"GO:0019901"	"protein kinase binding"	"9.777"	"-9.777"
"GO:0001102"	"RNA polymerase II activating transcription factor binding"	"9.572"	"-9.572"
"GO:0001228"	"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"9.353"	"-9.353"
"GO:0031490"	"chromatin DNA binding"	"9.334"	"-9.334"
"GO:0005496"	"steroid binding"	"9.298"	"-9.298"
"GO:0046875"	"ephrin receptor binding"	"9.222"	"-9.222"
"GO:0046983"	"protein dimerization activity"	"9.067"	"-9.067"
"GO:0070491"	"repressing transcription factor binding"	"9.063"	"-9.063"
"GO:0001078"	"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"9.061"	"-9.061"
"GO:0005070"	"SH3/SH2 adaptor activity"	"8.89"	"-8.89"
"GO:0008022"	"protein C-terminus binding"	"8.823"	"-8.823"
"GO:0038023"	"signaling receptor activity"	"8.788"	"-8.788"
"GO:0000987"	"core promoter proximal region sequence-specific DNA binding"	"8.597"	"-8.597"
"GO:0005089"	"Rho guanyl-nucleotide exchange factor activity"	"8.552"	"-8.552"
"GO:0004407"	"histone deacetylase activity"	"8.512"	"-8.512"
"GO:0070888"	"E-box binding"	"8.416"	"-8.416"
"GO:0042169"	"SH2 domain binding"	"8.399"	"-8.399"
"GO:0005158"	"insulin receptor binding"	"8.383"	"-8.383"
"GO:0001103"	"RNA polymerase II repressing transcription factor binding"	"8.319"	"-8.319"
"GO:0019903"	"protein phosphatase binding"	"8.155"	"-8.155"
"GO:0016301"	"kinase activity"	"8.001"	"-8.001"
"GO:0033613"	"activating transcription factor binding"	"7.902"	"-7.902"
"GO:0000980"	"RNA polymerase II distal enhancer sequence-specific DNA binding"	"7.882"	"-7.882"
"GO:0046966"	"thyroid hormone receptor binding"	"7.849"	"-7.849"
"GO:0003705"	"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"	"7.698"	"-7.698"
"GO:0042802"	"identical protein binding"	"7.488"	"-7.488"
"GO:0030971"	"receptor tyrosine kinase binding"	"7.231"	"-7.231"
"GO:0001158"	"enhancer sequence-specific DNA binding"	"7.01"	"-7.01"
"GO:0005080"	"protein kinase C binding"	"7.006"	"-7.006"
"GO:0019904"	"protein domain specific binding"	"6.987"	"-6.987"
"GO:0005178"	"integrin binding"	"6.949"	"-6.949"
"GO:0043425"	"bHLH transcription factor binding"	"6.927"	"-6.927"
"GO:0004888"	"transmembrane signaling receptor activity"	"6.652"	"-6.652"
"GO:0042803"	"protein homodimerization activity"	"6.535"	"-6.535"
"GO:0002039"	"p53 binding"	"6.503"	"-6.503"
"GO:0044325"	"ion channel binding"	"6.421"	"-6.421"
"GO:0004672"	"protein kinase activity"	"6.238"	"-6.238"
"GO:0051059"	"NF-kappaB binding"	"6.199"	"-6.199"
"GO:0004674"	"protein serine/threonine kinase activity"	"6.152"	"-6.152"
"GO:0097110"	"scaffold protein binding"	"6.13"	"-6.13"
"GO:0005096"	"GTPase activator activity"	"6.08"	"-6.08"
"GO:0051879"	"Hsp90 protein binding"	"5.992"	"-5.992"
"GO:0035035"	"histone acetyltransferase binding"	"5.876"	"-5.876"
"GO:0003690"	"double-stranded DNA binding"	"5.818"	"-5.818"
"GO:0004693"	"cyclin-dependent protein serine/threonine kinase activity"	"5.779"	"-5.779"
"GO:0004402"	"histone acetyltransferase activity"	"5.778"	"-5.778"
"GO:0003779"	"actin binding"	"5.775"	"-5.775"
"GO:0019789"	"SUMO transferase activity"	"5.766"	"-5.766"
"GO:0031625"	"ubiquitin protein ligase binding"	"5.764"	"-5.764"
"GO:0043621"	"protein self-association"	"5.693"	"-5.693"
"GO:0005102"	"receptor binding"	"5.678"	"-5.678"
"GO:0005085"	"guanyl-nucleotide exchange factor activity"	"5.609"	"-5.609"
"GO:0047485"	"protein N-terminus binding"	"5.51"	"-5.51"
"GO:0044877"	"macromolecular complex binding"	"5.393"	"-5.393"
"GO:0020037"	"heme binding"	"5.35"	"-5.35"
"GO:0030246"	"carbohydrate binding"	"5.35"	"-5.35"
"GO:0005125"	"cytokine activity"	"5.276"	"-5.276"
"GO:0004714"	"transmembrane receptor protein tyrosine kinase activity"	"5.24"	"-5.24"
"GO:0051219"	"phosphoprotein binding"	"5.196"	"-5.196"
"GO:0017124"	"SH3 domain binding"	"5.189"	"-5.189"
"GO:0018024"	"histone-lysine N-methyltransferase activity"	"5.085"	"-5.085"
"GO:0051721"	"protein phosphatase 2A binding"	"5.077"	"-5.077"
"GO:0019838"	"growth factor binding"	"4.969"	"-4.969"
"GO:0043548"	"phosphatidylinositol 3-kinase binding"	"4.956"	"-4.956"
"GO:0048365"	"Rac GTPase binding"	"4.942"	"-4.942"
"GO:0061630"	"ubiquitin protein ligase activity"	"4.892"	"-4.892"
"GO:1990841"	"promoter-specific chromatin binding"	"4.79"	"-4.79"
"GO:0071889"	"14-3-3 protein binding"	"4.782"	"-4.782"
"GO:0030332"	"cyclin binding"	"4.744"	"-4.744"
"GO:0005506"	"iron ion binding"	"4.547"	"-4.547"
"GO:0046332"	"SMAD binding"	"4.493"	"-4.493"
"GO:0032452"	"histone demethylase activity"	"4.483"	"-4.483"
"GO:0070412"	"R-SMAD binding"	"4.42"	"-4.42"
"GO:0016303"	"1-phosphatidylinositol-3-kinase activity"	"4.349"	"-4.349"
"GO:0019902"	"phosphatase binding"	"4.336"	"-4.336"
"GO:0019900"	"kinase binding"	"4.295"	"-4.295"
"GO:0051213"	"dioxygenase activity"	"4.174"	"-4.174"
"GO:0045296"	"cadherin binding"	"4.151"	"-4.151"
"GO:0016746"	"transferase activity, transferring acyl groups"	"4.1"	"-4.1"
"GO:0005547"	"phosphatidylinositol-3,4,5-trisphosphate binding"	"4.082"	"-4.082"
"GO:0008083"	"growth factor activity"	"4.076"	"-4.076"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"4.036"	"-4.036"
"GO:0008146"	"sulfotransferase activity"	"4.019"	"-4.019"
"GO:0031267"	"small GTPase binding"	"4.018"	"-4.018"
"GO:0030165"	"PDZ domain binding"	"4.016"	"-4.016"
"GO:0004725"	"protein tyrosine phosphatase activity"	"3.906"	"-3.906"
"GO:0005154"	"epidermal growth factor receptor binding"	"3.856"	"-3.856"
"GO:0003785"	"actin monomer binding"	"3.842"	"-3.842"
"GO:0050839"	"cell adhesion molecule binding"	"3.807"	"-3.807"
"GO:0008395"	"steroid hydroxylase activity"	"3.745"	"-3.745"
"GO:0043130"	"ubiquitin binding"	"3.724"	"-3.724"
"GO:0015301"	"anion:anion antiporter activity"	"3.671"	"-3.671"
"GO:0004860"	"protein kinase inhibitor activity"	"3.513"	"-3.513"
"GO:0005509"	"calcium ion binding"	"3.502"	"-3.502"
"GO:0051117"	"ATPase binding"	"3.465"	"-3.465"
"GO:0004842"	"ubiquitin-protein transferase activity"	"3.458"	"-3.458"
"GO:0005507"	"copper ion binding"	"3.45"	"-3.45"
"GO:0004497"	"monooxygenase activity"	"3.41"	"-3.41"
"GO:0001972"	"retinoic acid binding"	"3.403"	"-3.403"
"GO:0003950"	"NAD+ ADP-ribosyltransferase activity"	"3.324"	"-3.324"
"GO:0002020"	"protease binding"	"3.245"	"-3.245"
"GO:0000979"	"RNA polymerase II core promoter sequence-specific DNA binding"	"3.227"	"-3.227"
"GO:0016538"	"cyclin-dependent protein serine/threonine kinase regulator activity"	"3.227"	"-3.227"
"GO:0035064"	"methylated histone binding"	"3.203"	"-3.203"
"GO:0004721"	"phosphoprotein phosphatase activity"	"3.161"	"-3.161"
"GO:0005254"	"chloride channel activity"	"3.154"	"-3.154"
"GO:0051018"	"protein kinase A binding"	"3.152"	"-3.152"
"GO:0097718"	"disordered domain specific binding"	"3.149"	"-3.149"
"GO:0016712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	"3.087"	"-3.087"
"GO:0051015"	"actin filament binding"	"3.078"	"-3.078"
