geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa01200	Carbon metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa01200+1431+1737+1738+1892+226+26275+34+3417+3419+3421+4191+50+5211+6390+6391+6888+7086+847+8802	92	19	1.7452574525745257	10.886645962732919	2.6645352591003757e-15	7.94031507211912e-13	1431;1737;1738;1892;226;26275;34;3417;3419;3421;4191;50;5211;6390;6391;6888;7086;847;8802	ENSG00000117054;ENSG00000100412;ENSG00000149925;ENSG00000121691;ENSG00000062485;ENSG00000150768;ENSG00000091140;ENSG00000127884;ENSG00000198130;ENSG00000138413;ENSG00000166411;ENSG00000067829;ENSG00000146701;ENSG00000141959;ENSG00000117118;ENSG00000143252;ENSG00000163541;ENSG00000177156;ENSG00000163931
hsa00020	Citrate cycle (TCA cycle)	http://www.kegg.jp/kegg-bin/show_pathway?hsa00020+1431+1737+1738+3417+3419+3421+4191+47+50+6390+6391+8802	26	12	0.49322493224932246	24.329670329670332	8.881784197001252e-15	1.3233858453531866e-12	1431;1737;1738;3417;3419;3421;4191;47;50;6390;6391;8802	ENSG00000131473;ENSG00000100412;ENSG00000062485;ENSG00000150768;ENSG00000091140;ENSG00000138413;ENSG00000166411;ENSG00000067829;ENSG00000146701;ENSG00000117118;ENSG00000143252;ENSG00000163541
hsa00280	Valine, leucine and isoleucine degradation	http://www.kegg.jp/kegg-bin/show_pathway?hsa00280+10449+1629+1738+1892+217+26275+3033+34+56922+593	33	10	0.6260162601626016	15.974025974025976	2.51909604287448e-10	2.2857983505986113e-8	10449;1629;1738;1892;217;26275;3033;34;56922;593	ENSG00000167315;ENSG00000117054;ENSG00000111275;ENSG00000248098;ENSG00000137992;ENSG00000091140;ENSG00000127884;ENSG00000138796;ENSG00000198130;ENSG00000078070
hsa03320	PPAR signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa03320+10580+123+2167+34+4023+51+5468+6342+7316+9370+948	44	11	0.8346883468834688	13.178571428571429	3.0681857055014916e-10	2.2857983505986113e-8	10580;123;2167;34;4023;51;5468;6342;7316;9370;948	ENSG00000117054;ENSG00000161533;ENSG00000181092;ENSG00000135218;ENSG00000170323;ENSG00000175445;ENSG00000147872;ENSG00000132170;ENSG00000116171;ENSG00000095637;ENSG00000150991
hsa04932	Non-alcoholic fatty liver disease (NAFLD)	http://www.kegg.jp/kegg-bin/show_pathway?hsa04932+10975+1337+1349+1351+1537+27089+29796+3952+4698+4722+6390+6391+7384+79602+9370	128	15	2.4281842818428183	6.177455357142858	1.2140466965071539e-8	7.235718311182637e-7	10975;1337;1349;1351;1537;27089;29796;3952;4698;4722;6390;6391;7384;79602;9370	ENSG00000181092;ENSG00000006831;ENSG00000111775;ENSG00000131174;ENSG00000176340;ENSG00000179091;ENSG00000174697;ENSG00000128609;ENSG00000213619;ENSG00000117118;ENSG00000143252;ENSG00000184076;ENSG00000127540;ENSG00000010256;ENSG00000164405
hsa05010	Alzheimer disease	http://www.kegg.jp/kegg-bin/show_pathway?hsa05010+10313+10975+1337+1349+1351+1537+27089+29796+348+4023+4698+4722+6390+6391+7384	136	15	2.5799457994579944	5.814075630252101	2.803098120285341e-8	1.3922053997417194e-6	10313;10975;1337;1349;1351;1537;27089;29796;348;4023;4698;4722;6390;6391;7384	ENSG00000130203;ENSG00000111775;ENSG00000131174;ENSG00000176340;ENSG00000179091;ENSG00000175445;ENSG00000128609;ENSG00000213619;ENSG00000133318;ENSG00000117118;ENSG00000143252;ENSG00000184076;ENSG00000127540;ENSG00000010256;ENSG00000164405
hsa00190	Oxidative phosphorylation	http://www.kegg.jp/kegg-bin/show_pathway?hsa00190+10975+1337+1349+1351+1537+27089+29796+4698+4722+6390+6391+7384	84	12	1.5934959349593496	7.530612244897959	4.173590228973012e-8	1.7767569831913678e-6	10975;1337;1349;1351;1537;27089;29796;4698;4722;6390;6391;7384	ENSG00000111775;ENSG00000131174;ENSG00000176340;ENSG00000179091;ENSG00000128609;ENSG00000213619;ENSG00000117118;ENSG00000143252;ENSG00000184076;ENSG00000127540;ENSG00000010256;ENSG00000164405
hsa04714	Thermogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04714+10975+112+11343+1337+1349+1351+1537+27089+29796+3991+4698+4722+5468+6390+6391+7384	163	16	3.092140921409214	5.174408413672218	4.958309318681131e-8	1.8469702212087213e-6	10975;112;11343;1337;1349;1351;1537;27089;29796;3991;4698;4722;5468;6390;6391;7384	ENSG00000174233;ENSG00000111775;ENSG00000131174;ENSG00000176340;ENSG00000179091;ENSG00000079435;ENSG00000074416;ENSG00000128609;ENSG00000213619;ENSG00000132170;ENSG00000117118;ENSG00000143252;ENSG00000184076;ENSG00000127540;ENSG00000010256;ENSG00000164405
hsa00640	Propanoate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00640+1629+1738+1892+26275+34+593+8802	24	7	0.45528455284552843	15.375	1.920053431803126e-7	6.3575102519703505e-6	1629;1738;1892;26275;34;593;8802	ENSG00000117054;ENSG00000248098;ENSG00000137992;ENSG00000091140;ENSG00000127884;ENSG00000198130;ENSG00000163541
hsa05016	Huntington disease	http://www.kegg.jp/kegg-bin/show_pathway?hsa05016+10975+1337+1349+1351+1537+27089+29796+4698+4722+5468+6390+6391+6647+7384	147	14	2.7886178861788617	5.020408163265306	5.370434270624003e-7	1.5573488873962564e-5	10975;1337;1349;1351;1537;27089;29796;4698;4722;5468;6390;6391;6647;7384	ENSG00000111775;ENSG00000131174;ENSG00000176340;ENSG00000179091;ENSG00000128609;ENSG00000213619;ENSG00000132170;ENSG00000117118;ENSG00000143252;ENSG00000142168;ENSG00000184076;ENSG00000127540;ENSG00000010256;ENSG00000164405
