"GO.ID"	"GO.Term"	"Z-score"
"GO:0042605"	"peptide antigen binding"	"46.862"
"GO:0032395"	"MHC class II receptor activity"	"35.897"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"31.61"
"GO:0003823"	"antigen binding"	"30.434"
"GO:0001784"	"phosphotyrosine binding"	"29.733"
"GO:0042608"	"T cell receptor binding"	"27.692"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"26.404"
"GO:0004713"	"protein tyrosine kinase activity"	"25.951"
"GO:0004896"	"cytokine receptor activity"	"25.558"
"GO:0034987"	"immunoglobulin receptor binding"	"25.448"
"GO:0004930"	"G-protein coupled receptor activity"	"23.279"
"GO:0019955"	"cytokine binding"	"23.201"
"GO:0005132"	"type I interferon receptor binding"	"22.959"
"GO:0017124"	"SH3 domain binding"	"22.81"
"GO:0005070"	"SH3/SH2 adaptor activity"	"22.574"
"GO:0042169"	"SH2 domain binding"	"21.732"
"GO:0004888"	"transmembrane signaling receptor activity"	"21.388"
"GO:0004252"	"serine-type endopeptidase activity"	"21.004"
"GO:0030881"	"beta-2-microglobulin binding"	"20.594"
"GO:0043560"	"insulin receptor substrate binding"	"20.468"
"GO:0042287"	"MHC protein binding"	"20.444"
"GO:0005068"	"transmembrane receptor protein tyrosine kinase adaptor activity"	"19.883"
"GO:0030883"	"endogenous lipid antigen binding"	"19.403"
"GO:0030884"	"exogenous lipid antigen binding"	"19.403"
"GO:0005125"	"cytokine activity"	"19.249"
"GO:0042610"	"CD8 receptor binding"	"18.9"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"18.698"
"GO:0071723"	"lipopeptide binding"	"18.424"
"GO:0043548"	"phosphatidylinositol 3-kinase binding"	"18.234"
"GO:0046875"	"ephrin receptor binding"	"18.211"
"GO:0042609"	"CD4 receptor binding"	"17.815"
"GO:0005131"	"growth hormone receptor binding"	"17.759"
"GO:0042007"	"interleukin-18 binding"	"17.719"
"GO:0005001"	"transmembrane receptor protein tyrosine phosphatase activity"	"17.611"
"GO:0005158"	"insulin receptor binding"	"17.535"
"GO:0046935"	"1-phosphatidylinositol-3-kinase regulator activity"	"17.434"
"GO:0004911"	"interleukin-2 receptor activity"	"17.341"
"GO:0019976"	"interleukin-2 binding"	"17.341"
"GO:0005102"	"receptor binding"	"17.146"
"GO:0008009"	"chemokine activity"	"17.074"
"GO:0046978"	"TAP1 binding"	"17.064"
"GO:0030882"	"lipid antigen binding"	"16.394"
"GO:0005168"	"neurotrophin TRKA receptor binding"	"16.169"
"GO:0030107"	"HLA-A specific inhibitory MHC class I receptor activity"	"16.14"
"GO:0015026"	"coreceptor activity"	"15.99"
"GO:0019957"	"C-C chemokine binding"	"15.988"
"GO:0019956"	"chemokine binding"	"15.766"
"GO:0005143"	"interleukin-12 receptor binding"	"15.755"
"GO:0019903"	"protein phosphatase binding"	"15.742"
"GO:0016493"	"C-C chemokine receptor activity"	"15.735"
"GO:0005178"	"integrin binding"	"15.71"
"GO:0005154"	"epidermal growth factor receptor binding"	"15.533"
"GO:0030971"	"receptor tyrosine kinase binding"	"15.501"
"GO:0019901"	"protein kinase binding"	"15.308"
"GO:0004913"	"interleukin-4 receptor activity"	"15.25"
"GO:0046979"	"TAP2 binding"	"15.198"
"GO:0033038"	"bitter taste receptor activity"	"15.115"
"GO:0030109"	"HLA-B specific inhibitory MHC class I receptor activity"	"14.948"
"GO:0004897"	"ciliary neurotrophic factor receptor activity"	"14.719"
"GO:0004725"	"protein tyrosine phosphatase activity"	"14.671"
"GO:0036312"	"phosphatidylinositol 3-kinase regulatory subunit binding"	"14.414"
"GO:0016303"	"1-phosphatidylinositol-3-kinase activity"	"14.341"
"GO:0070042"	"rRNA (uridine-N3-)-methyltransferase activity"	"14.1"
"GO:0140031"	NA	"14.04"
"GO:0004906"	"interferon-gamma receptor activity"	"13.985"
"GO:0005164"	"tumor necrosis factor receptor binding"	"13.535"
"GO:0031730"	"CCR5 chemokine receptor binding"	"13.521"
"GO:0035325"	"Toll-like receptor binding"	"13.492"
"GO:0015433"	"peptide antigen-transporting ATPase activity"	"13.328"
"GO:0005123"	"death receptor binding"	"13.255"
"GO:0003735"	"structural constituent of ribosome"	"13.187"
"GO:0005126"	"cytokine receptor binding"	"12.859"
"GO:0004950"	"chemokine receptor activity"	"12.811"
"GO:0050839"	"cell adhesion molecule binding"	"12.81"
"GO:0023024"	"MHC class I protein complex binding"	"12.486"
"GO:0050700"	"CARD domain binding"	"12.244"
"GO:0005144"	"interleukin-13 receptor binding"	"12.16"
"GO:0005127"	"ciliary neurotrophic factor receptor binding"	"12.071"
"GO:0017159"	"pantetheine hydrolase activity"	"11.904"
"GO:0051428"	"peptide hormone receptor binding"	"11.871"
"GO:0016515"	"interleukin-13 receptor activity"	"11.836"
"GO:0004726"	"non-membrane spanning protein tyrosine phosphatase activity"	"11.772"
"GO:0042008"	"interleukin-18 receptor activity"	"11.594"
"GO:0004924"	"oncostatin-M receptor activity"	"11.561"
"GO:0005138"	"interleukin-6 receptor binding"	"11.526"
"GO:0042802"	"identical protein binding"	"11.509"
"GO:0003953"	"NAD+ nucleosidase activity"	"11.352"
"GO:0016849"	"phosphorus-oxygen lyase activity"	"11.352"
"GO:0050135"	"NAD(P)+ nucleosidase activity"	"11.352"
"GO:0061809"	NA	"11.352"
"GO:0004435"	"phosphatidylinositol phospholipase C activity"	"11.245"
"GO:0004923"	"leukemia inhibitory factor receptor activity"	"11.002"
"GO:0048020"	"CCR chemokine receptor binding"	"10.973"
