"GO.ID"	"GO.Term"	"NetBAS"	"DAVID"
"GO:0050852"	"T cell receptor signaling pathway"	"55.89"	"3.3084987895444385E-23"
"GO:0006955"	"immune response"	"55.26"	"1.4998788999846055E-99"
"GO:0002250"	"adaptive immune response"	"49.809"	"3.3667185202296217E-47"
"GO:0050776"	"regulation of immune response"	"49.016"	"1.7492234641816782E-69"
"GO:0060333"	"interferon-gamma-mediated signaling pathway"	"46.206"	"2.347454920758999E-14"
"GO:0038095"	"Fc-epsilon receptor signaling pathway"	"38.032"	"0.0013029006739122054"
"GO:0050900"	"leukocyte migration"	"37.547"	"6.454512578257207E-27"
"GO:0031295"	"T cell costimulation"	"36.444"	"5.245140221525452E-17"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"35.91"	"0.007280995867999107"
"GO:0050853"	"B cell receptor signaling pathway"	"35.006"	"8.845182817435117E-5"
