"ID"	"Pathway"	"Z-score"
"hsa05320"	"Autoimmune thyroid disease"	"52.186"
"hsa05332"	"Graft-versus-host disease"	"50.043"
"hsa05330"	"Allograft rejection"	"49.944"
"hsa04640"	"Hematopoietic cell lineage"	"49.216"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"45.403"
"hsa05310"	"Asthma"	"44.361"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"42.576"
"hsa04658"	"Th1 and Th2 cell differentiation"	"42.545"
"hsa04630"	"Jak-STAT signaling pathway"	"42.055"
"hsa04659"	"Th17 cell differentiation"	"41.367"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"41.36"
"hsa04672"	"Intestinal immune network for IgA production"	"39.895"
"hsa04940"	"Type I diabetes mellitus"	"38.763"
"hsa04660"	"T cell receptor signaling pathway"	"38.741"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"36.839"
"hsa05150"	"Staphylococcus aureus infection"	"36.701"
"hsa04064"	"NF-kappa B signaling pathway"	"35.288"
"hsa05340"	"Primary immunodeficiency"	"34.599"
"hsa04380"	"Osteoclast differentiation"	"32.552"
"hsa05140"	"Leishmaniasis"	"32.207"
"hsa05416"	"Viral myocarditis"	"31.237"
"hsa04062"	"Chemokine signaling pathway"	"30.054"
"hsa05152"	"Tuberculosis"	"29.64"
"hsa04620"	"Toll-like receptor signaling pathway"	"29.557"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"28.107"
"hsa04664"	"Fc epsilon RI signaling pathway"	"27.459"
"hsa05162"	"Measles"	"27.229"
"hsa05168"	"Herpes simplex infection"	"26.598"
"hsa04662"	"B cell receptor signaling pathway"	"26.136"
"hsa05200"	"Pathways in cancer"	"25.241"
"hsa05166"	"HTLV-I infection"	"25.12"
"hsa04072"	"Phospholipase D signaling pathway"	"24.707"
"hsa05160"	"Hepatitis C"	"24.432"
"hsa04668"	"TNF signaling pathway"	"24.392"
"hsa05145"	"Toxoplasmosis"	"24.049"
"hsa04012"	"ErbB signaling pathway"	"23.841"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"23.772"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"23.675"
"hsa05161"	"Hepatitis B"	"22.862"
"hsa05164"	"Influenza A"	"21.685"
"hsa05323"	"Rheumatoid arthritis"	"21.661"
"hsa04621"	"NOD-like receptor signaling pathway"	"20.993"
"hsa04625"	"C-type lectin receptor signaling pathway"	"20.93"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"20.617"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"20.303"
"hsa04151"	"PI3K-Akt signaling pathway"	"20.022"
"hsa05205"	"Proteoglycans in cancer"	"19.701"
"hsa04917"	"Prolactin signaling pathway"	"19.644"
"hsa04612"	"Antigen processing and presentation"	"19.534"
"hsa04722"	"Neurotrophin signaling pathway"	"19.394"
"hsa05221"	"Acute myeloid leukemia"	"19.26"
"hsa04510"	"Focal adhesion"	"19.248"
"hsa05144"	"Malaria"	"18.619"
"hsa04670"	"Leukocyte transendothelial migration"	"18.364"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"18.321"
"hsa05165"	"Human papillomavirus infection"	"18.103"
"hsa05223"	"Non-small cell lung cancer"	"17.59"
"hsa05220"	"Chronic myeloid leukemia"	"17.406"
"hsa04014"	"Ras signaling pathway"	"17.38"
"hsa04015"	"Rap1 signaling pathway"	"17.354"
"hsa04360"	"Axon guidance"	"17.251"
"hsa05100"	"Bacterial invasion of epithelial cells"	"16.021"
"hsa05231"	"Choline metabolism in cancer"	"15.949"
"hsa04071"	"Sphingolipid signaling pathway"	"15.447"
"hsa04920"	"Adipocytokine signaling pathway"	"15.086"
"hsa05206"	"MicroRNAs in cancer"	"15.002"
"hsa05214"	"Glioma"	"14.998"
"hsa04066"	"HIF-1 signaling pathway"	"14.706"
"hsa05211"	"Renal cell carcinoma"	"14.702"
"hsa04611"	"Platelet activation"	"14.635"
"hsa05133"	"Pertussis"	"14.471"
"hsa04926"	"Relaxin signaling pathway"	"14.452"
"hsa04931"	"Insulin resistance"	"14.397"
"hsa05212"	"Pancreatic cancer"	"14.388"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"14.189"
"hsa05215"	"Prostate cancer"	"14"
"hsa04742"	"Taste transduction"	"13.88"
"hsa04657"	"IL-17 signaling pathway"	"13.716"
"hsa05146"	"Amoebiasis"	"13.258"
"hsa04070"	"Phosphatidylinositol signaling system"	"13.172"
"hsa04810"	"Regulation of actin cytoskeleton"	"13.114"
"hsa04610"	"Complement and coagulation cascades"	"12.933"
"hsa04024"	"cAMP signaling pathway"	"12.893"
"hsa05222"	"Small cell lung cancer"	"12.823"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"12.721"
"hsa04370"	"VEGF signaling pathway"	"12.71"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"12.703"
"hsa04210"	"Apoptosis"	"12.59"
"hsa04930"	"Type II diabetes mellitus"	"12.146"
"hsa05169"	"Epstein-Barr virus infection"	"12.138"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"12.124"
"hsa04217"	"Necroptosis"	"12.036"
"hsa04910"	"Insulin signaling pathway"	"11.95"
"hsa04010"	"MAPK signaling pathway"	"11.835"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"11.745"
"hsa05213"	"Endometrial cancer"	"11.363"
"hsa05210"	"Colorectal cancer"	"11.332"
"hsa00562"	"Inositol phosphate metabolism"	"11.202"
"hsa04725"	"Cholinergic synapse"	"11.068"
"hsa04215"	"Apoptosis - multiple species"	"10.983"
"hsa04520"	"Adherens junction"	"10.797"
"hsa05203"	"Viral carcinogenesis"	"10.744"
"hsa05225"	"Hepatocellular carcinoma"	"10.667"
"hsa04068"	"FoxO signaling pathway"	"10.585"
"hsa05226"	"Gastric cancer"	"10.419"
"hsa05131"	"Shigellosis"	"10.418"
"hsa04973"	"Carbohydrate digestion and absorption"	"9.834"
"hsa05224"	"Breast cancer"	"9.649"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"9.643"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"9.505"
"hsa05143"	"African trypanosomiasis"	"9.48"
"hsa04912"	"GnRH signaling pathway"	"9.43"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"9.21"
"hsa04145"	"Phagosome"	"9.194"
"hsa04144"	"Endocytosis"	"9.084"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"8.988"
"hsa05218"	"Melanoma"	"8.572"
"hsa05132"	"Salmonella infection"	"8.53"
"hsa04150"	"mTOR signaling pathway"	"8.235"
"hsa04915"	"Estrogen signaling pathway"	"8.038"
"hsa04140"	"Autophagy - animal"	"7.879"
"hsa04919"	"Thyroid hormone signaling pathway"	"7.432"
"hsa04512"	"ECM-receptor interaction"	"7.23"
"hsa04211"	"Longevity regulating pathway"	"7.069"
"hsa04218"	"Cellular senescence"	"7.02"
"hsa05219"	"Bladder cancer"	"6.075"
"hsa04614"	"Renin-angiotensin system"	"5.833"
"hsa04730"	"Long-term depression"	"4.994"
"hsa03060"	"Protein export"	"4.892"
"hsa04916"	"Melanogenesis"	"4.663"
"hsa04020"	"Calcium signaling pathway"	"4.533"
"hsa05230"	"Central carbon metabolism in cancer"	"4.389"
"hsa04120"	"Ubiquitin mediated proteolysis"	"4.305"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"4.256"
"hsa04350"	"TGF-beta signaling pathway"	"4.189"
"hsa04142"	"Lysosome"	"4.164"
"hsa04921"	"Oxytocin signaling pathway"	"4.066"
"hsa05030"	"Cocaine addiction"	"3.974"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"3.96"
"hsa03450"	"Non-homologous end-joining"	"2.976"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"2.936"
"hsa04137"	"Mitophagy - animal"	"2.831"
"hsa04971"	"Gastric acid secretion"	"2.813"
"hsa04925"	"Aldosterone synthesis and secretion"	"2.748"
"hsa04726"	"Serotonergic synapse"	"2.678"
"hsa05202"	"Transcriptional misregulation in cancer"	"2.502"
"hsa05134"	"Legionellosis"	"2.449"
"hsa04152"	"AMPK signaling pathway"	"2.399"
"hsa04022"	"cGMP-PKG signaling pathway"	"2.392"
"hsa04934"	"Cushing,s syndrome"	"2.275"
"hsa04977"	"Vitamin digestion and absorption"	"2.254"
"hsa04728"	"Dopaminergic synapse"	"2.242"
"hsa04720"	"Long-term potentiation"	"2.19"
"hsa05032"	"Morphine addiction"	"2.038"
"hsa04310"	"Wnt signaling pathway"	"1.997"
"hsa04115"	"p53 signaling pathway"	"1.887"
"hsa05020"	"Prion diseases"	"1.809"
"hsa05033"	"Nicotine addiction"	"1.807"
"hsa05322"	"Systemic lupus erythematosus"	"1.69"
"hsa04371"	"Apelin signaling pathway"	"1.48"
"hsa04713"	"Circadian entrainment"	"1.396"
"hsa04974"	"Protein digestion and absorption"	"1.356"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"1.309"
"hsa04213"	"Longevity regulating pathway - multiple species"	"1.216"
"hsa04724"	"Glutamatergic synapse"	"1.131"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"0.951"
"hsa02010"	"ABC transporters"	"0.899"
"hsa05031"	"Amphetamine addiction"	"0.863"
"hsa05130"	"Pathogenic Escherichia coli infection"	"0.859"
"hsa04540"	"Gap junction"	"0.674"
"hsa00430"	"Taurine and hypotaurine metabolism"	"0.665"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"0.655"
"hsa05010"	"Alzheimer,s disease"	"0.625"
"hsa00740"	"Riboflavin metabolism"	"0.611"
"hsa04530"	"Tight junction"	"0.562"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"0.495"
"hsa04975"	"Fat digestion and absorption"	"0.475"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"0.28"
"hsa00531"	"Glycosaminoglycan degradation"	"0.214"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"0.207"
"hsa04727"	"GABAergic synapse"	"0.201"
"hsa00780"	"Biotin metabolism"	"0.155"
"hsa00785"	"Lipoic acid metabolism"	"0.154"
"hsa05216"	"Thyroid cancer"	"0.088"
"hsa00450"	"Selenocompound metabolism"	"0.049"
"hsa00232"	"Caffeine metabolism"	"0.031"
"hsa04723"	"Retrograde endocannabinoid signaling"	"0.021"
"hsa00650"	"Butanoate metabolism"	"-0.079"
"hsa04911"	"Insulin secretion"	"-0.123"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-0.193"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.196"
"hsa04972"	"Pancreatic secretion"	"-0.203"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"-0.242"
"hsa04924"	"Renin secretion"	"-0.324"
"hsa00920"	"Sulfur metabolism"	"-0.334"
"hsa00062"	"Fatty acid elongation"	"-0.342"
"hsa05217"	"Basal cell carcinoma"	"-0.345"
"hsa04330"	"Notch signaling pathway"	"-0.409"
"hsa00511"	"Other glycan degradation"	"-0.414"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"-0.431"
"hsa00040"	"Pentose and glucuronate interconversions"	"-0.437"
"hsa04927"	"Cortisol synthesis and secretion"	"-0.446"
"hsa04970"	"Salivary secretion"	"-0.47"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-0.472"
"hsa04122"	"Sulfur relay system"	"-0.487"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.499"
"hsa04270"	"Vascular smooth muscle contraction"	"-0.505"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-0.608"
"hsa04740"	"Olfactory transduction"	"-0.633"
"hsa00360"	"Phenylalanine metabolism"	"-0.642"
"hsa04340"	"Hedgehog signaling pathway"	"-0.688"
"hsa00730"	"Thiamine metabolism"	"-0.7"
"hsa00640"	"Propanoate metabolism"	"-0.716"
"hsa00120"	"Primary bile acid biosynthesis"	"-0.738"
"hsa04918"	"Thyroid hormone synthesis"	"-0.766"
"hsa04978"	"Mineral absorption"	"-0.79"
"hsa00350"	"Tyrosine metabolism"	"-0.957"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-0.987"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-1.031"
"hsa04721"	"Synaptic vesicle cycle"	"-1.154"
"hsa04714"	"Thermogenesis"	"-1.17"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-1.186"
"hsa00790"	"Folate biosynthesis"	"-1.23"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-1.312"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-1.324"
"hsa03050"	"Proteasome"	"-1.341"
"hsa00592"	"alpha-Linolenic acid metabolism"	"-1.356"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-1.374"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-1.424"
"hsa04979"	"Cholesterol metabolism"	"-1.431"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-1.634"
"hsa03440"	"Homologous recombination"	"-1.656"
"hsa00565"	"Ether lipid metabolism"	"-1.687"
"hsa00061"	"Fatty acid biosynthesis"	"-1.729"
"hsa00590"	"Arachidonic acid metabolism"	"-1.756"
"hsa00600"	"Sphingolipid metabolism"	"-1.817"
"hsa04710"	"Circadian rhythm"	"-1.849"
"hsa04390"	"Hippo signaling pathway"	"-1.862"
"hsa00510"	"N-Glycan biosynthesis"	"-1.901"
"hsa00750"	"Vitamin B6 metabolism"	"-1.924"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-2.027"
"hsa04216"	"Ferroptosis"	"-2.073"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"-2.073"
