"Pathway"	"Z-score"
"Autoimmune thyroid disease"	"52.186"
"Graft-versus-host disease"	"50.043"
"Allograft rejection"	"49.944"
"Hematopoietic cell lineage"	"49.216"
"Cell adhesion molecules (CAMs)"	"45.403"
"Asthma"	"44.361"
"Natural killer cell mediated cytotoxicity"	"42.576"
"Th1 and Th2 cell differentiation"	"42.545"
"Jak-STAT signaling pathway"	"42.055"
"Th17 cell differentiation"	"41.367"
"Cytokine-cytokine receptor interaction"	"41.36"
"Intestinal immune network for IgA production"	"39.895"
"Type I diabetes mellitus"	"38.763"
"T cell receptor signaling pathway"	"38.741"
"Inflammatory bowel disease (IBD)"	"36.839"
"Staphylococcus aureus infection"	"36.701"
"NF-kappa B signaling pathway"	"35.288"
"Primary immunodeficiency"	"34.599"
"Osteoclast differentiation"	"32.552"
"Leishmaniasis"	"32.207"
"Viral myocarditis"	"31.237"
"Chemokine signaling pathway"	"30.054"
"Tuberculosis"	"29.64"
"Toll-like receptor signaling pathway"	"29.557"
"Kaposi's sarcoma-associated herpesvirus infection"	"28.107"
"Fc epsilon RI signaling pathway"	"27.459"
"Measles"	"27.229"
"Herpes simplex infection"	"26.598"
"B cell receptor signaling pathway"	"26.136"
"Pathways in cancer"	"25.241"
"HTLV-I infection"	"25.12"
"Phospholipase D signaling pathway"	"24.707"
"Hepatitis C"	"24.432"
"TNF signaling pathway"	"24.392"
"Toxoplasmosis"	"24.049"
"ErbB signaling pathway"	"23.841"
"Fc gamma R-mediated phagocytosis"	"23.772"
"Chagas disease (American trypanosomiasis)"	"23.675"
"Hepatitis B"	"22.862"
"Influenza A"	"21.685"
"Rheumatoid arthritis"	"21.661"
"NOD-like receptor signaling pathway"	"20.993"
"C-type lectin receptor signaling pathway"	"20.93"
"AGE-RAGE signaling pathway in diabetic complications"	"20.617"
"RIG-I-like receptor signaling pathway"	"20.303"
"PI3K-Akt signaling pathway"	"20.022"
"Proteoglycans in cancer"	"19.701"
"Prolactin signaling pathway"	"19.644"
"Antigen processing and presentation"	"19.534"
"Neurotrophin signaling pathway"	"19.394"
"Acute myeloid leukemia"	"19.26"
"Focal adhesion"	"19.248"
