"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0042605"	"peptide antigen binding"	"46.862"	"292"	"32.564"	"5.536"
"GO:0032395"	"MHC class II receptor activity"	"35.897"	"148"	"13.685"	"3.742"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"31.61"	"394"	"93.54"	"9.505"
"GO:0003823"	"antigen binding"	"30.434"	"219"	"36.095"	"6.01"
"GO:0001784"	"phosphotyrosine binding"	"29.733"	"519"	"151.334"	"12.366"
"GO:0042608"	"T cell receptor binding"	"27.692"	"133"	"19.104"	"4.113"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"26.404"	"499"	"169.784"	"12.469"
"GO:0004713"	"protein tyrosine kinase activity"	"25.951"	"731"	"310.26"	"16.213"
"GO:0004896"	"cytokine receptor activity"	"25.558"	"109"	"13.897"	"3.721"
"GO:0034987"	"immunoglobulin receptor binding"	"25.448"	"148"	"23.354"	"4.898"
"GO:0004930"	"G-protein coupled receptor activity"	"23.279"	"1007"	"489.299"	"22.239"
"GO:0019955"	"cytokine binding"	"23.201"	"126"	"20.82"	"4.533"
"GO:0005132"	"type I interferon receptor binding"	"22.959"	"55"	"5.258"	"2.167"
"GO:0017124"	"SH3 domain binding"	"22.81"	"512"	"196.991"	"13.81"
"GO:0005070"	"SH3/SH2 adaptor activity"	"22.574"	"319"	"99.307"	"9.732"
"GO:0042169"	"SH2 domain binding"	"21.732"	"293"	"91.952"	"9.251"
"GO:0004888"	"transmembrane signaling receptor activity"	"21.388"	"466"	"183.084"	"13.228"
"GO:0004252"	"serine-type endopeptidase activity"	"21.004"	"264"	"77.41"	"8.884"
"GO:0030881"	"beta-2-microglobulin binding"	"20.594"	"50"	"4.924"	"2.189"
"GO:0043560"	"insulin receptor substrate binding"	"20.468"	"200"	"54.076"	"7.129"
"GO:0042287"	"MHC protein binding"	"20.444"	"26"	"1.367"	"1.205"
"GO:0005068"	"transmembrane receptor protein tyrosine kinase adaptor activity"	"19.883"	"122"	"25.185"	"4.869"
"GO:0030883"	"endogenous lipid antigen binding"	"19.403"	"24"	"1.386"	"1.165"
"GO:0030884"	"exogenous lipid antigen binding"	"19.403"	"24"	"1.386"	"1.165"
"GO:0005125"	"cytokine activity"	"19.249"	"248"	"76.497"	"8.91"
"GO:0042610"	"CD8 receptor binding"	"18.9"	"75"	"12.195"	"3.323"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"18.698"	"509"	"236.464"	"14.576"
"GO:0071723"	"lipopeptide binding"	"18.424"	"37"	"3.266"	"1.831"
"GO:0043548"	"phosphatidylinositol 3-kinase binding"	"18.234"	"204"	"65.553"	"7.593"
"GO:0046875"	"ephrin receptor binding"	"18.211"	"275"	"100.97"	"9.556"
"GO:0042609"	"CD4 receptor binding"	"17.815"	"88"	"17.376"	"3.964"
"GO:0005131"	"growth hormone receptor binding"	"17.759"	"70"	"11.573"	"3.29"
"GO:0005001"	"transmembrane receptor protein tyrosine phosphatase activity"	"17.611"	"67"	"10.444"	"3.211"
"GO:0005158"	"insulin receptor binding"	"17.535"	"183"	"55.372"	"7.278"
"GO:0046935"	"1-phosphatidylinositol-3-kinase regulator activity"	"17.434"	"109"	"24.078"	"4.871"
"GO:0004911"	"interleukin-2 receptor activity"	"17.341"	"26"	"1.971"	"1.386"
"GO:0019976"	"interleukin-2 binding"	"17.341"	"26"	"1.971"	"1.386"
"GO:0005102"	"receptor binding"	"17.146"	"990"	"592.346"	"23.192"
"GO:0008009"	"chemokine activity"	"17.074"	"249"	"93.608"	"9.101"
"GO:0046978"	"TAP1 binding"	"17.064"	"29"	"2.497"	"1.553"
"GO:0005168"	"neurotrophin TRKA receptor binding"	"16.169"	"145"	"43.092"	"6.303"
"GO:0015026"	"coreceptor activity"	"15.99"	"164"	"52.136"	"6.996"
"GO:0019957"	"C-C chemokine binding"	"15.988"	"191"	"65.081"	"7.876"
"GO:0019956"	"chemokine binding"	"15.766"	"188"	"63.74"	"7.882"
"GO:0005143"	"interleukin-12 receptor binding"	"15.755"	"37"	"4.626"	"2.055"
"GO:0019903"	"protein phosphatase binding"	"15.742"	"495"	"257.244"	"15.103"
"GO:0016493"	"C-C chemokine receptor activity"	"15.735"	"187"	"63.489"	"7.85"
"GO:0005178"	"integrin binding"	"15.71"	"414"	"195.587"	"13.903"
"GO:0005154"	"epidermal growth factor receptor binding"	"15.533"	"201"	"73.489"	"8.209"
"GO:0030971"	"receptor tyrosine kinase binding"	"15.501"	"307"	"139.14"	"10.829"
"GO:0019901"	"protein kinase binding"	"15.308"	"1767"	"1252.465"	"33.611"
"GO:0004913"	"interleukin-4 receptor activity"	"15.25"	"18"	"1.272"	"1.097"
"GO:0046979"	"TAP2 binding"	"15.198"	"23"	"1.946"	"1.385"
"GO:0033038"	"bitter taste receptor activity"	"15.115"	"225"	"85.056"	"9.259"
"GO:0004897"	"ciliary neurotrophic factor receptor activity"	"14.719"	"22"	"1.864"	"1.368"
"GO:0004725"	"protein tyrosine phosphatase activity"	"14.671"	"186"	"67.211"	"8.097"
"GO:0036312"	"phosphatidylinositol 3-kinase regulatory subunit binding"	"14.414"	"94"	"25.205"	"4.773"
"GO:0016303"	"1-phosphatidylinositol-3-kinase activity"	"14.341"	"242"	"99.039"	"9.968"
"GO:0140031"	NA	"14.04"	"50"	"8.97"	"2.922"
"GO:0005164"	"tumor necrosis factor receptor binding"	"13.535"	"149"	"53.914"	"7.025"
"GO:0031730"	"CCR5 chemokine receptor binding"	"13.521"	"75"	"18.126"	"4.206"
"GO:0035325"	"Toll-like receptor binding"	"13.492"	"47"	"8.637"	"2.843"
"GO:0015433"	"peptide antigen-transporting ATPase activity"	"13.328"	"18"	"1.651"	"1.227"
"GO:0005123"	"death receptor binding"	"13.255"	"79"	"20.742"	"4.395"
"GO:0003735"	"structural constituent of ribosome"	"13.187"	"1032"	"693.863"	"25.643"
"GO:0005126"	"cytokine receptor binding"	"12.859"	"27"	"3.438"	"1.832"
"GO:0004950"	"chemokine receptor activity"	"12.811"	"125"	"43.033"	"6.398"
"GO:0050839"	"cell adhesion molecule binding"	"12.81"	"165"	"65.805"	"7.743"
"GO:0050700"	"CARD domain binding"	"12.244"	"51"	"10.489"	"3.309"
"GO:0004906"	"interferon-gamma receptor activity"	"12.237"	"13"	"0.763"	"0.875"
"GO:0005127"	"ciliary neurotrophic factor receptor binding"	"12.071"	"17"	"1.603"	"1.276"
"GO:0051428"	"peptide hormone receptor binding"	"11.871"	"85"	"26.142"	"4.958"
"GO:0004726"	"non-membrane spanning protein tyrosine phosphatase activity"	"11.772"	"43"	"8.787"	"2.906"
"GO:0004924"	"oncostatin-M receptor activity"	"11.561"	"15"	"1.417"	"1.175"
"GO:0005138"	"interleukin-6 receptor binding"	"11.526"	"25"	"3.461"	"1.869"
"GO:0042802"	"identical protein binding"	"11.509"	"2921"	"2417.688"	"43.732"
"GO:0004435"	"phosphatidylinositol phospholipase C activity"	"11.245"	"129"	"51.923"	"6.854"
"GO:0023024"	"MHC class I protein complex binding"	"11.167"	"12"	"0.833"	"0.894"
"GO:0004923"	"leukemia inhibitory factor receptor activity"	"11.002"	"13"	"1.17"	"1.075"
"GO:0048020"	"CCR chemokine receptor binding"	"10.973"	"93"	"32.772"	"5.489"
"GO:0043559"	"insulin binding"	"10.958"	"53"	"14.102"	"3.55"
"GO:0001875"	"lipopolysaccharide receptor activity"	"10.885"	"30"	"5.819"	"2.222"
"GO:0004697"	"protein kinase C activity"	"10.796"	"93"	"32.627"	"5.592"
"GO:0023029"	"MHC class Ib protein binding"	"10.7"	"14"	"1.413"	"1.176"
